"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25023560100","5197","166","2548","157","646","170","1642","143","1518","125","124","107","105","104","19","30","25","29","235","114","2649","146","536","170","1568","139","1520","128","48","59","0","127","48","59","193","90","352","131","Census Tract 5601, Plymouth County, Massachusetts"
"1400000US25023561100","4203","101","1964","155","495","136","1164","129","1119","142","45","59","0","127","45","59","113","59","192","95","2239","149","527","175","1175","130","1119","132","56","42","25","28","31","26","341","112","196","72","Census Tract 5611, Plymouth County, Massachusetts"
"1400000US25023561200","1995","451","888","263","790","228","71","76","71","76","0","127","0","127","0","127","0","127","27","32","1107","229","953","229","70","77","70","77","0","127","0","127","0","127","42","39","42","39","Census Tract 5612, Plymouth County, Massachusetts"
"1400000US25023990003","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9900.03, Plymouth County, Massachusetts"
"1400000US25025000100","3209","400","1782","353","992","334","580","144","396","108","184","122","95","72","89","82","74","49","136","85","1427","206","697","206","500","121","389","102","111","66","41","39","70","62","123","67","107","60","Census Tract 1, Suffolk County, Massachusetts"
"1400000US25025000201","3404","438","1694","412","1068","412","495","126","454","117","41","43","28","38","13","21","32","46","99","72","1710","331","1011","310","531","126","437","116","94","59","23","35","71","45","124","65","44","35","Census Tract 2.01, Suffolk County, Massachusetts"
"1400000US25025000202","3514","361","1726","312","902","248","705","268","468","120","237","251","14","21","223","251","38","37","81","54","1788","247","879","242","603","140","447","109","156","100","58","57","98","80","206","86","100","59","Census Tract 2.02, Suffolk County, Massachusetts"
"1400000US25025000301","2174","319","1106","269","650","259","407","111","351","92","56","73","22","33","34","41","12","16","37","31","1068","235","624","223","347","92","341","90","6","11","0","127","6","11","68","35","29","29","Census Tract 3.01, Suffolk County, Massachusetts"
"1400000US25025000302","2858","331","1586","349","974","326","478","116","384","90","94","82","26","37","68","68","45","43","89","66","1272","204","677","191","398","83","373","87","25","28","0","127","25","28","80","45","117","61","Census Tract 3.02, Suffolk County, Massachusetts"
"1400000US25025000401","5056","446","2290","383","1506","356","658","152","613","146","45","38","23","26","22","27","17","27","109","65","2766","311","1398","282","747","155","599","148","148","110","68","84","80","68","441","117","180","89","Census Tract 4.01, Suffolk County, Massachusetts"
"1400000US25025000402","3277","470","1920","451","1510","466","410","105","386","103","24","28","24","28","0","127","0","127","0","127","1357","265","806","266","420","103","376","101","44","30","10","15","34","27","57","38","74","61","Census Tract 4.02, Suffolk County, Massachusetts"
"1400000US25025000502","4135","609","1814","367","1458","361","303","99","263","111","40","38","9","15","31","40","0","127","53","10","2321","364","1874","373","326","110","251","106","75","57","12","14","63","56","33","29","88","52","Census Tract 5.02, Suffolk County, Massachusetts"
"1400000US25025000503","1878","246","856","189","527","177","292","124","292","124","0","127","0","127","0","127","16","26","21","32","1022","214","689","221","301","127","295","127","6","14","6","14","0","127","15","24","17","27","Census Tract 5.03, Suffolk County, Massachusetts"
"1400000US25025000504","5274","442","2134","352","1492","358","524","134","492","131","32","35","0","127","32","35","37","34","81","79","3140","482","2200","477","551","138","479","124","72","51","35","28","37","42","277","126","112","77","Census Tract 5.04, Suffolk County, Massachusetts"
"1400000US25025000601","3294","345","1805","345","1285","359","454","128","412","121","42","31","9","15","33","27","16","13","50","33","1489","212","803","205","449","123","408","119","41","31","15","18","26","27","200","73","37","31","Census Tract 6.01, Suffolk County, Massachusetts"
"1400000US25025000602","3606","456","1592","531","1040","465","482","197","349","137","133","164","12","20","121","162","27","30","43","40","2014","239","1229","282","405","140","326","125","79","59","16","26","63","55","223","83","157","74","Census Tract 6.02, Suffolk County, Massachusetts"
"1400000US25025000701","4088","435","1850","397","1443","372","333","113","271","109","62","50","19","27","43","43","0","127","74","54","2238","395","1797","398","320","119","257","103","63","58","0","127","63","58","41","43","80","50","Census Tract 7.01, Suffolk County, Massachusetts"
"1400000US25025000703","2865","425","1682","469","1569","476","113","70","73","38","40","44","9","16","31","40","0","127","0","127","1183","327","1071","328","96","52","72","35","24","27","12","20","12","19","16","17","0","127","Census Tract 7.03, Suffolk County, Massachusetts"
"1400000US25025000704","4477","534","2384","423","1730","431","505","141","354","110","151","107","107","77","44","63","12","18","137","90","2093","325","1604","311","342","104","342","104","0","127","0","127","0","127","27","41","120","95","Census Tract 7.04, Suffolk County, Massachusetts"
"1400000US25025000802","7871","717","4045","770","3242","730","675","174","475","162","200","137","9","14","191","137","27","25","101","77","3826","483","3038","408","522","157","455","153","67","42","14","22","53","36","139","153","127","87","Census Tract 8.02, Suffolk County, Massachusetts"
"1400000US25025000803","3318","797","1435","414","1198","396","208","78","163","60","45","48","24","39","21","26","10","19","19","28","1883","433","1598","415","200","66","158","57","42","42","37","40","5","11","36","30","49","48","Census Tract 8.03, Suffolk County, Massachusetts"
"1400000US25025010103","3745","825","1622","388","1546","378","48","54","17","17","31","49","0","127","31","49","0","127","28","45","2123","565","2085","566","16","17","16","17","0","127","0","127","0","127","0","127","22","26","Census Tract 101.03, Suffolk County, Massachusetts"
"1400000US25025010104","5122","662","2254","391","1778","398","415","140","334","111","81","78","0","127","81","78","10","16","51","63","2868","507","2317","469","363","110","313","98","50","53","0","127","50","53","48","60","140","86","Census Tract 101.04, Suffolk County, Massachusetts"
"1400000US25025010203","4874","435","2542","462","1610","429","729","171","620","138","109","88","32","51","77","59","12","19","191","120","2332","368","1498","348","640","132","605","135","35","42","3","20","32","33","72","48","122","76","Census Tract 102.03, Suffolk County, Massachusetts"
"1400000US25025010204","2359","392","1021","269","841","257","154","83","101","66","53","45","0","127","53","45","0","127","26","24","1338","276","1172","300","114","75","94","61","20","33","0","127","20","33","16","28","36","33","Census Tract 102.04, Suffolk County, Massachusetts"
"1400000US25025010300","5838","1854","1509","740","1452","741","41","30","20","13","21","25","7","11","14","24","0","127","16","22","4329","1579","4271","1579","45","34","19","16","26","31","0","127","26","31","13","21","0","127","Census Tract 103, Suffolk County, Massachusetts"
"1400000US25025010403","3019","338","1822","381","1577","397","217","91","121","69","96","65","83","59","13","20","15","24","13","20","1197","233","891","235","151","64","109","61","42","42","31","38","11","17","32","32","123","68","Census Tract 104.03, Suffolk County, Massachusetts"
"1400000US25025010404","6132","858","3322","651","3225","643","97","75","53","62","44","42","14","22","30","35","0","127","0","127","2810","433","2590","423","124","101","52","61","72","79","0","127","72","79","46","56","50","61","Census Tract 104.04, Suffolk County, Massachusetts"
"1400000US25025010405","5344","1915","2548","1343","2346","1347","141","54","134","54","7","11","7","11","0","127","0","127","61","49","2796","632","2493","631","190","70","133","54","57","50","47","47","10","15","46","32","67","46","Census Tract 104.05, Suffolk County, Massachusetts"
"1400000US25025010408","1236","129","625","180","532","183","72","54","66","51","6","13","0","127","6","13","0","127","21","20","611","151","491","147","91","66","69","51","22","34","0","127","22","34","13","21","16","25","Census Tract 104.08, Suffolk County, Massachusetts"
"1400000US25025010500","3330","449","1728","330","1307","362","389","130","327","120","62","50","18","21","44","41","21","23","11","18","1602","260","1055","265","338","120","328","119","10","15","0","127","10","15","163","55","46","47","Census Tract 105, Suffolk County, Massachusetts"
"1400000US25025010600","2689","241","1451","203","807","228","533","121","415","85","118","89","11","18","107","85","11","16","100","72","1238","161","524","130","449","93","402","84","47","37","0","127","47","37","124","57","141","76","Census Tract 106, Suffolk County, Massachusetts"
"1400000US25025010701","2148","306","1158","221","723","209","347","121","278","93","69","85","53","83","16","26","0","127","88","63","990","195","623","190","301","95","274","92","27","29","0","127","27","29","30","34","36","43","Census Tract 107.01, Suffolk County, Massachusetts"
"1400000US25025010702","2577","448","1183","235","626","192","447","150","431","147","16","25","16","25","0","127","0","127","110","84","1394","296","751","253","425","146","425","146","0","127","0","127","0","127","69","73","149","99","Census Tract 107.02, Suffolk County, Massachusetts"
"1400000US25025010801","3334","931","1599","283","831","288","710","189","605","176","105","83","10","16","95","83","15","24","43","52","1735","729","993","740","601","164","584","168","17","28","0","127","17","28","74","81","67","61","Census Tract 108.01, Suffolk County, Massachusetts"
"1400000US25025010802","2906","328","1404","293","864","292","480","123","469","120","11","18","0","127","11","18","11","17","49","40","1502","243","810","214","510","142","460","117","50","66","0","127","50","66","31","49","151","71","Census Tract 108.02, Suffolk County, Massachusetts"
"1400000US25025020101","3792","343","1736","211","847","211","820","167","787","166","33","36","16","24","17","28","0","127","69","50","2056","266","1023","263","817","173","778","166","39","44","18","29","21","33","44","40","172","103","Census Tract 201.01, Suffolk County, Massachusetts"
"1400000US25025020200","3523","369","1331","229","822","201","419","163","393","162","26","27","0","127","26","27","26","41","64","44","2192","377","1680","391","449","165","390","162","59","55","52","51","7","12","11","18","52","53","Census Tract 202, Suffolk County, Massachusetts"
"1400000US25025020301","2174","403","1096","310","820","336","215","87","144","68","71","54","0","127","71","54","17","27","44","44","1078","250","810","237","218","85","144","65","74","51","0","127","74","51","6","11","44","39","Census Tract 203.01, Suffolk County, Massachusetts"
"1400000US25025020302","1006","190","363","150","210","125","139","92","139","92","0","127","0","127","0","127","0","127","14","23","643","141","318","140","139","91","139","91","0","127","0","127","0","127","25","39","161","94","Census Tract 203.02, Suffolk County, Massachusetts"
"1400000US25025020303","2877","471","1771","282","1098","244","429","116","277","75","152","75","62","42","90","51","22","25","222","94","1106","264","445","237","336","97","266","74","70","71","54","66","16","26","128","66","197","91","Census Tract 203.03, Suffolk County, Massachusetts"
"1400000US25025030100","1929","302","767","150","484","147","169","83","139","73","30","36","22","34","8","12","18","20","96","70","1162","262","795","265","244","95","138","73","106","79","21","24","85","76","58","31","65","35","Census Tract 301, Suffolk County, Massachusetts"
"1400000US25025030200","1618","230","655","162","460","159","106","63","90","60","16","23","16","23","0","127","13","26","76","57","963","234","684","236","104","63","89","59","15","22","0","127","15","22","87","71","88","64","Census Tract 302, Suffolk County, Massachusetts"
"1400000US25025030300","4309","420","2277","326","964","264","905","186","651","152","254","141","37","34","217","134","22","28","386","175","2032","308","822","276","722","161","638","148","84","69","53","61","31","32","253","90","235","115","Census Tract 303, Suffolk County, Massachusetts"
"1400000US25025030400","2134","219","990","200","732","187","197","74","189","70","8","12","8","12","0","127","0","127","61","46","1144","150","801","155","226","78","187","70","39","46","39","46","0","127","34","33","83","56","Census Tract 304, Suffolk County, Massachusetts"
"1400000US25025030500","2271","211","917","154","574","150","321","75","288","69","33","40","10","15","23","37","0","127","22","23","1354","181","902","163","292","69","284","67","8","13","0","127","8","13","32","29","128","65","Census Tract 305, Suffolk County, Massachusetts"
"1400000US25025040100","1958","121","988","98","346","102","586","81","565","77","21","24","9","16","12","18","47","47","9","16","970","78","287","91","606","84","570","77","36","27","28","24","8","14","40","37","37","32","Census Tract 401, Suffolk County, Massachusetts"
"1400000US25025040200","1240","167","674","182","353","211","237","101","194","95","43","49","0","127","43","49","43","53","41","53","566","139","225","100","242","98","193","93","49","36","49","36","0","127","64","40","35","33","Census Tract 402, Suffolk County, Massachusetts"
"1400000US25025040300","3427","257","1484","183","615","164","776","127","741","128","35","31","35","31","0","127","46","37","47","40","1943","215","989","214","809","148","739","130","70","78","21","26","49","75","55","42","90","56","Census Tract 403, Suffolk County, Massachusetts"
"1400000US25025040401","2138","191","983","122","429","103","472","81","432","67","40","48","10","16","30","46","9","16","73","43","1155","140","480","106","455","72","427","66","28","24","8","13","20","22","119","66","101","51","Census Tract 404.01, Suffolk County, Massachusetts"
"1400000US25025040600","2241","228","1140","173","658","144","383","115","342","93","41","56","41","56","0","127","8","14","91","54","1101","150","534","118","396","93","335","96","61","55","30","43","31","36","87","54","84","61","Census Tract 406, Suffolk County, Massachusetts"
"1400000US25025040801","2878","230","1173","150","538","113","545","104","537","104","8","16","0","127","8","16","0","127","90","60","1705","162","688","165","682","123","513","104","169","92","114","93","55","54","91","72","244","92","Census Tract 408.01, Suffolk County, Massachusetts"
"1400000US25025050101","4232","543","2316","484","1221","392","994","235","585","152","409","161","171","82","238","131","23","29","78","58","1916","222","857","193","713","160","566","146","147","86","76","63","71","58","70","37","276","93","Census Tract 501.01, Suffolk County, Massachusetts"
"1400000US25025050200","4372","405","2351","327","1169","271","1058","182","741","148","317","161","86","65","231","147","8","14","116","66","2021","261","941","206","870","167","721","146","149","82","68","56","81","65","86","54","124","77","Census Tract 502, Suffolk County, Massachusetts"
"1400000US25025050300","1564","204","775","187","380","166","250","102","211","93","39","42","0","127","39","42","44","35","101","72","789","153","255","118","273","97","198","86","75","52","64","50","11","17","121","52","140","78","Census Tract 503, Suffolk County, Massachusetts"
"1400000US25025050400","2018","390","1247","329","759","259","460","176","244","88","216","145","64","58","152","129","28","27","0","127","771","184","348","129","313","104","234","84","79","67","36","36","43","59","49","33","61","52","Census Tract 504, Suffolk County, Massachusetts"
"1400000US25025050500","1577","221","954","186","480","207","419","100","288","97","131","65","72","69","59","82","23","37","32","41","623","120","256","101","308","97","282","98","26","27","26","27","0","127","26","21","33","35","Census Tract 505, Suffolk County, Massachusetts"
"1400000US25025050600","1567","320","935","241","403","180","446","157","277","99","169","114","48","42","121","105","19","30","67","46","632","164","203","120","329","124","266","97","63","75","35","37","28","44","61","54","39","43","Census Tract 506, Suffolk County, Massachusetts"
"1400000US25025050700","3845","396","2149","325","1032","297","1005","296","539","134","466","293","59","55","407","293","0","127","112","69","1696","302","884","235","731","186","519","140","212","117","185","117","27","25","27","28","54","48","Census Tract 507, Suffolk County, Massachusetts"
"1400000US25025050901","3513","379","1935","293","1013","237","783","204","431","124","352","173","0","127","352","173","23","37","116","77","1578","182","598","195","650","186","406","118","244","130","102","72","142","108","194","98","136","75","Census Tract 509.01, Suffolk County, Massachusetts"
"1400000US25025051000","3365","289","1681","246","760","199","719","146","683","139","36","38","11","17","25","30","79","44","123","79","1684","126","442","125","775","142","665","134","110","63","99","63","11","17","273","97","194","74","Census Tract 510, Suffolk County, Massachusetts"
"1400000US25025051101","5467","695","2870","497","1337","363","1284","302","910","192","374","281","151","127","223","198","117","93","132","92","2597","402","1102","311","1029","190","866","185","163","116","139","113","24","25","256","108","210","110","Census Tract 511.01, Suffolk County, Massachusetts"
"1400000US25025051200","1986","303","1052","250","584","232","428","110","406","103","22","25","0","127","22","25","0","127","40","35","934","144","343","145","465","111","390","99","75","63","37","57","38","30","50","28","76","49","Census Tract 512, Suffolk County, Massachusetts"
"1400000US25025060101","2798","224","1381","204","725","209","574","117","509","111","65","52","57","51","8","12","36","38","46","56","1417","191","742","198","507","109","495","109","12","19","12","19","0","127","108","65","60","63","Census Tract 601.01, Suffolk County, Massachusetts"
"1400000US25025060200","1792","208","971","266","682","272","230","80","230","80","0","127","0","127","0","127","16","19","43","35","821","165","442","152","227","73","227","73","0","127","0","127","0","127","43","40","109","50","Census Tract 602, Suffolk County, Massachusetts"
"1400000US25025060301","2525","225","1122","236","682","223","374","102","330","97","44","52","44","52","0","127","5","9","61","56","1403","179","884","172","341","103","322","96","19","22","10","16","9","16","106","48","72","45","Census Tract 603.01, Suffolk County, Massachusetts"
"1400000US25025060400","4476","430","1925","246","1013","217","733","137","715","138","18","21","11","17","7","13","44","39","135","69","2551","341","1270","328","782","137","696","137","86","46","33","29","53","39","326","118","173","93","Census Tract 604, Suffolk County, Massachusetts"
"1400000US25025060501","3100","267","1226","179","657","168","472","107","455","108","17","18","8","12","9","14","21","24","76","47","1874","186","1158","215","505","119","459","109","46","40","46","40","0","127","85","47","126","56","Census Tract 605.01, Suffolk County, Massachusetts"
"1400000US25025060600","1690","155","898","133","510","131","339","100","255","67","84","78","0","127","84","78","0","127","49","37","792","113","346","99","264","69","252","65","12","19","0","127","12","19","42","34","140","83","Census Tract 606, Suffolk County, Massachusetts"
"1400000US25025060700","1429","198","450","100","249","102","153","75","117","71","36","35","0","127","36","35","12","18","36","40","979","162","598","170","239","75","112","67","127","77","45","34","82","69","45","47","97","57","Census Tract 607, Suffolk County, Massachusetts"
"1400000US25025060800","3254","330","1529","270","990","237","491","127","444","108","47","59","0","127","47","59","39","40","9","15","1725","238","1009","244","463","103","428","105","35","32","16","20","19","22","112","59","141","76","Census Tract 608, Suffolk County, Massachusetts"
"1400000US25025061000","2665","305","1293","263","847","248","378","97","344","95","34","29","21","22","13","19","31","43","37","43","1372","165","670","193","419","111","328","91","91","71","34","45","57","58","111","58","172","82","Census Tract 610, Suffolk County, Massachusetts"
"1400000US25025061101","1663","190","539","126","204","100","227","91","204","82","23","27","0","127","23","27","22","25","86","63","1124","183","620","163","351","97","183","76","168","78","145","77","23","29","48","32","105","64","Census Tract 611.01, Suffolk County, Massachusetts"
"1400000US25025061200","2789","260","1574","192","1030","200","356","107","285","89","71","58","38","43","33","37","0","127","188","94","1215","183","715","187","292","93","275","90","17","20","17","20","0","127","80","60","128","66","Census Tract 612, Suffolk County, Massachusetts"
"1400000US25025070101","4402","498","2330","382","1207","347","926","114","848","110","78","47","24","28","54","40","72","62","125","67","2072","232","955","218","868","112","811","111","57","42","13","22","44","36","136","95","113","55","Census Tract 701.01, Suffolk County, Massachusetts"
"1400000US25025070200","5026","525","2543","334","1403","312","938","180","751","164","187","90","13","20","174","92","91","85","111","85","2483","318","1279","291","912","157","693","153","219","105","23","26","196","99","239","84","53","41","Census Tract 702, Suffolk County, Massachusetts"
"1400000US25025070300","4169","515","1985","316","1125","282","718","188","672","183","46","44","29","34","17","27","33","40","109","69","2184","425","1099","312","767","183","651","180","116","82","76","66","40","45","147","126","171","139","Census Tract 703, Suffolk County, Massachusetts"
"1400000US25025070402","1587","170","814","149","347","136","451","101","380","75","71","59","17","21","54","57","8","13","8","14","773","143","141","62","394","75","356","70","38","31","0","127","38","31","172","128","66","39","Census Tract 704.02, Suffolk County, Massachusetts"
"1400000US25025070500","6451","764","4003","798","2262","483","1237","333","928","163","309","281","256","205","53","86","71","90","433","224","2448","305","1045","290","1061","173","893","160","168","113","28","31","140","107","217","109","125","96","Census Tract 705, Suffolk County, Massachusetts"
"1400000US25025070600","2160","249","1345","271","961","318","322","113","261","108","61","42","40","35","21","24","43","42","19","20","815","151","499","144","265","103","257","103","8","13","0","127","8","13","12","19","39","31","Census Tract 706, Suffolk County, Massachusetts"
"1400000US25025070700","2120","229","807","159","523","154","252","78","239","78","13","22","13","22","0","127","0","127","32","37","1313","225","884","207","274","93","232","75","42","48","33","45","9","14","51","43","104","61","Census Tract 707, Suffolk County, Massachusetts"
"1400000US25025070800","3237","264","1646","239","1013","257","417","124","345","122","72","60","58","58","14","23","0","127","216","140","1591","179","830","161","499","151","345","114","154","123","49","64","105","69","108","83","154","73","Census Tract 708, Suffolk County, Massachusetts"
"1400000US25025070900","2637","295","1271","244","746","203","334","116","244","91","90","79","42","43","48","54","14","24","177","98","1366","211","772","179","433","117","235","89","198","111","56","55","142","94","48","49","113","74","Census Tract 709, Suffolk County, Massachusetts"
"1400000US25025071101","3413","421","2059","432","1412","356","332","139","259","123","73","69","35","41","38","54","32","36","283","143","1354","229","735","242","421","159","262","123","159","102","60","74","99","67","71","64","127","82","Census Tract 711.01, Suffolk County, Massachusetts"
"1400000US25025071201","2446","283","1519","278","893","217","406","97","248","79","158","84","127","76","31","31","46","55","174","78","927","191","423","118","293","85","231","75","62","46","41","33","21","29","67","51","144","95","Census Tract 712.01, Suffolk County, Massachusetts"
"1400000US25025080100","2566","332","1769","242","1457","222","217","87","66","46","151","73","75","57","76","32","0","127","95","44","797","160","419","139","221","89","69","47","152","76","113","69","39","29","82","55","75","47","Census Tract 801, Suffolk County, Massachusetts"
"1400000US25025080300","1459","302","546","216","271","128","162","95","83","63","79","81","51","66","28","44","23","26","90","57","913","260","570","224","186","99","76","59","110","88","61","67","49","64","32","36","125","87","Census Tract 803, Suffolk County, Massachusetts"
"1400000US25025080401","1724","178","558","118","368","116","151","91","104","73","47","47","35","41","12","24","0","127","39","37","1166","151","573","127","265","105","93","65","172","93","118","74","54","61","186","84","142","55","Census Tract 804.01, Suffolk County, Massachusetts"
"1400000US25025080500","2166","234","898","163","593","179","160","78","123","70","37","37","0","127","37","37","53","51","92","63","1268","146","602","164","376","120","114","68","262","116","174","127","88","66","60","40","230","121","Census Tract 805, Suffolk County, Massachusetts"
"1400000US25025080601","1903","375","901","248","675","231","209","120","111","66","98","110","37","51","61","97","17","18","0","127","1002","294","666","298","224","93","102","63","122","72","72","36","50","57","29","25","83","74","Census Tract 806.01, Suffolk County, Massachusetts"
"1400000US25025080801","2768","433","1369","431","1118","424","208","87","80","64","128","92","115","93","13","20","5","13","38","39","1399","378","894","359","227","93","73","57","154","78","51","45","103","63","119","70","159","90","Census Tract 808.01, Suffolk County, Massachusetts"
"1400000US25025080900","3464","500","1717","341","1324","340","320","94","309","96","11","17","0","127","11","17","0","127","73","50","1747","353","1327","341","323","107","298","96","25","42","0","127","25","42","44","41","53","38","Census Tract 809, Suffolk County, Massachusetts"
"1400000US25025081001","4319","525","2067","450","1426","429","478","141","339","90","139","114","47","55","92","98","22","26","141","93","2252","343","1391","335","451","107","323","85","128","76","54","55","74","61","188","81","222","106","Census Tract 810.01, Suffolk County, Massachusetts"
"1400000US25025081100","3770","434","2037","399","1554","387","419","93","308","74","111","57","27","27","84","49","15","19","49","33","1733","289","1023","263","391","86","291","74","100","58","51","42","49","38","166","77","153","71","Census Tract 811, Suffolk County, Massachusetts"
"1400000US25025081200","2355","325","765","222","431","178","230","95","222","93","8","12","0","127","8","12","16","28","88","66","1590","208","960","199","424","94","210","87","214","88","157","84","57","54","67","41","139","65","Census Tract 812, Suffolk County, Massachusetts"
"1400000US25025081300","3936","536","1876","449","1002","394","637","189","369","169","268","132","126","87","142","93","105","92","132","81","2060","297","960","309","647","182","339","156","308","105","198","92","110","83","118","79","335","141","Census Tract 813, Suffolk County, Massachusetts"
"1400000US25025081400","2571","317","1461","231","967","222","397","145","313","123","84","86","74","85","10","16","20","23","77","69","1110","198","592","167","349","118","309","121","40","39","27","35","13","20","35","43","134","73","Census Tract 814, Suffolk County, Massachusetts"
"1400000US25025081500","1660","338","647","193","354","161","197","90","143","69","54","61","12","21","42","46","20","26","76","55","1013","268","605","199","221","94","144","69","77","71","35","38","42","43","78","61","109","70","Census Tract 815, Suffolk County, Massachusetts"
"1400000US25025081700","2464","292","1170","224","620","193","334","117","226","107","108","84","29","46","79","74","91","75","125","79","1294","203","606","175","380","124","220","105","160","94","123","85","37","35","128","72","180","77","Census Tract 817, Suffolk County, Massachusetts"
"1400000US25025081800","2176","383","911","276","495","219","356","115","251","97","105","76","32","31","73","66","13","22","47","32","1265","208","549","147","434","134","235","92","199","87","102","77","97","57","89","55","193","82","Census Tract 818, Suffolk County, Massachusetts"
"1400000US25025081900","2033","269","823","214","472","169","284","122","175","108","109","62","66","55","43","37","24","32","43","46","1210","186","612","203","376","151","166","97","210","98","125","75","85","60","141","91","81","58","Census Tract 819, Suffolk County, Massachusetts"
"1400000US25025082000","2146","294","862","192","524","153","229","86","205","84","24","26","12","20","12","18","0","127","109","63","1284","182","648","150","417","140","200","85","217","96","153","91","64","44","79","63","140","64","Census Tract 820, Suffolk County, Massachusetts"
"1400000US25025082100","3458","352","1416","265","828","197","401","132","218","85","183","97","97","70","86","61","34","32","153","68","2042","219","1188","227","484","137","212","88","272","121","154","86","118","70","129","79","241","88","Census Tract 821, Suffolk County, Massachusetts"
"1400000US25025090100","3656","419","1690","279","928","241","570","140","447","119","123","66","76","65","47","40","30","35","162","87","1966","273","961","248","604","145","434","116","170","91","139","85","31","21","206","85","195","74","Census Tract 901, Suffolk County, Massachusetts"
"1400000US25025090200","1446","225","503","167","334","129","88","81","40","47","48","64","48","64","0","127","43","56","38","36","943","168","497","190","205","122","38","45","167","113","41","47","126","96","116","82","125","55","Census Tract 902, Suffolk County, Massachusetts"
"1400000US25025090300","1832","304","745","214","426","159","254","103","170","82","84","69","34","31","50","55","0","127","65","54","1087","180","589","151","358","131","161","76","197","92","197","92","0","127","83","55","57","52","Census Tract 903, Suffolk County, Massachusetts"
"1400000US25025090400","2601","322","1184","249","669","219","404","104","330","102","74","63","40","47","34","41","10","18","101","64","1417","217","752","226","475","102","311","95","164","78","153","76","11","17","19","21","171","87","Census Tract 904, Suffolk County, Massachusetts"
"1400000US25025090600","1455","291","498","199","269","138","177","79","103","54","74","53","8","17","66","51","0","127","52","57","957","202","546","222","257","84","111","58","146","86","42","44","104","78","68","46","86","67","Census Tract 906, Suffolk County, Massachusetts"
"1400000US25025090700","3588","361","1827","248","980","200","698","183","472","140","226","134","76","78","150","111","23","22","126","70","1761","247","724","226","638","161","464","137","174","85","54","45","120","70","223","79","176","100","Census Tract 907, Suffolk County, Massachusetts"
"1400000US25025090901","3383","386","1717","401","1198","365","485","123","345","105","140","82","0","127","140","82","0","127","34","31","1666","224","983","237","523","159","331","96","192","113","135","81","57","53","34","30","126","71","Census Tract 909.01, Suffolk County, Massachusetts"
"1400000US25025091001","2199","229","1012","178","509","134","396","115","361","96","35","45","22","36","13","22","25","20","82","43","1187","181","676","187","373","90","345","94","28","28","14","22","14","18","79","64","59","42","Census Tract 910.01, Suffolk County, Massachusetts"
"1400000US25025091100","3514","420","1691","236","774","215","799","157","680","161","119","101","12","18","107","100","0","127","118","76","1823","302","892","267","754","144","656","158","98","88","53","58","45","62","109","58","68","57","Census Tract 911, Suffolk County, Massachusetts"
"1400000US25025091200","2465","476","1251","215","719","207","427","127","371","122","56","51","0","127","56","51","6","12","99","75","1214","373","535","305","498","131","357","112","141","84","58","43","83","69","58","39","123","72","Census Tract 912, Suffolk County, Massachusetts"
