"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25009266200","4473","279","1985","247","836","193","925","130","879","122","46","30","0","127","46","30","47","39","177","97","2488","227","706","137","1023","149","868","122","155","101","68","33","87","86","238","96","521","147","Census Tract 2662, Essex County, Massachusetts"
"1400000US25009266300","3111","231","1515","150","490","128","847","85","808","81","39","39","26","34","13","21","54","38","124","65","1596","158","500","131","802","79","791","77","11","16","11","16","0","127","178","72","116","56","Census Tract 2663, Essex County, Massachusetts"
"1400000US25009266400","2508","201","1260","137","464","135","742","106","664","93","78","69","72","70","6","10","0","127","54","43","1248","135","353","97","686","93","661","94","25","30","0","127","25","30","124","56","85","51","Census Tract 2664, Essex County, Massachusetts"
"1400000US25009267101","3289","231","1437","195","566","184","724","137","600","121","124","61","83","54","41","38","31","27","116","55","1852","147","498","123","726","139","596","117","130","90","68","61","62","70","282","99","346","97","Census Tract 2671.01, Essex County, Massachusetts"
"1400000US25009267102","3609","226","1705","157","511","162","963","123","860","138","103","58","37","40","66","48","53","45","178","81","1904","185","596","136","917","110","850","136","67","61","29","42","38","40","137","68","254","115","Census Tract 2671.02, Essex County, Massachusetts"
"1400000US25009268100","1950","143","957","147","264","111","632","65","589","66","43","35","24","26","19","22","20","23","41","40","993","105","231","85","594","68","582","66","12","19","0","127","12","19","70","37","98","68","Census Tract 2681, Essex County, Massachusetts"
"1400000US25009268200","5162","307","2528","259","716","253","1523","165","1455","159","68","59","21","34","47","47","48","42","241","108","2634","216","426","148","1509","161","1417","151","92","64","13","19","79","62","335","131","364","138","Census Tract 2682, Essex County, Massachusetts"
"1400000US25009268300","3326","239","1419","209","324","169","1010","106","829","123","181","105","44","48","137","96","0","127","85","60","1907","155","620","177","855","127","818","120","37","32","37","32","0","127","168","67","264","97","Census Tract 2683, Essex County, Massachusetts"
"1400000US25009268400","3910","366","1723","195","521","177","958","134","932","137","26","42","0","127","26","42","86","50","158","72","2187","246","611","203","1036","146","939","140","97","75","16","24","81","64","170","94","370","110","Census Tract 2684, Essex County, Massachusetts"
"1400000US25009269100","5445","148","2761","178","833","175","1652","114","1626","109","26","29","26","29","0","127","100","74","176","111","2684","149","496","159","1689","112","1627","108","62","51","14","22","48","47","165","95","334","120","Census Tract 2691, Essex County, Massachusetts"
"1400000US25009270100","4604","246","2235","181","615","173","1455","147","1354","163","101","107","1","9","100","107","37","42","128","86","2369","154","487","155","1468","167","1335","164","133","125","65","59","68","88","165","78","249","113","Census Tract 2701, Essex County, Massachusetts"
"1400000US25009990100","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9901, Essex County, Massachusetts"
"1400000US25017300100","2347","72","1116","72","280","76","725","67","725","67","0","127","0","127","0","127","13","16","98","43","1231","68","257","66","742","66","730","66","12","14","8","12","4","7","92","36","140","56","Census Tract 3001, Middlesex County, Massachusetts"
"1400000US25017301101","3077","195","1549","154","531","171","851","78","829","72","22","26","13","20","9","18","15","23","152","99","1528","148","353","140","849","69","838","70","11","19","11","19","0","127","89","58","237","82","Census Tract 3011.01, Middlesex County, Massachusetts"
"1400000US25017301102","3768","153","1957","126","558","137","1325","90","1261","76","64","57","30","26","34","50","12","19","62","41","1811","114","289","92","1285","81","1264","82","21","23","10","16","11","17","136","64","101","67","Census Tract 3011.02, Middlesex County, Massachusetts"
"1400000US25017310100","3401","392","1708","336","700","223","537","189","348","127","189","149","98","88","91","93","109","92","362","138","1693","232","602","180","571","141","350","128","221","101","185","91","36","41","168","75","352","125","Census Tract 3101, Middlesex County, Massachusetts"
"1400000US25017310200","4808","405","2268","298","1054","292","907","186","904","187","3","14","0","127","3","14","27","32","280","136","2540","312","931","264","1030","220","902","186","128","118","116","115","12","22","249","114","330","147","Census Tract 3102, Middlesex County, Massachusetts"
"1400000US25017310300","5002","424","2239","314","933","250","1101","233","977","193","124","120","79","99","45","70","83","55","122","70","2763","231","1147","245","1136","200","957","193","179","108","128","74","51","62","200","104","280","103","Census Tract 3103, Middlesex County, Massachusetts"
"1400000US25017310400","2355","335","1136","201","521","161","419","123","401","109","18","35","0","127","18","35","24","30","172","90","1219","216","617","183","401","104","394","105","7","15","7","15","0","127","115","58","86","62","Census Tract 3104, Middlesex County, Massachusetts"
"1400000US25017310500","2904","443","1282","261","807","244","376","88","362","89","14","21","0","127","14","21","0","127","99","52","1622","300","942","316","447","131","360","91","87","94","25","37","62","78","100","58","133","85","Census Tract 3105, Middlesex County, Massachusetts"
"1400000US25017310601","4874","262","2083","214","709","179","1166","156","1065","161","101","52","33","42","68","34","125","70","83","60","2791","238","745","191","1249","176","1043","158","206","89","53","50","153","93","459","149","338","153","Census Tract 3106.01, Middlesex County, Massachusetts"
"1400000US25017310602","4692","420","2380","340","964","360","1079","186","978","172","101","93","93","93","8","14","66","57","271","145","2312","266","723","203","1050","181","973","173","77","71","53","59","24","28","277","147","262","116","Census Tract 3106.02, Middlesex County, Massachusetts"
"1400000US25017310700","3283","515","1599","350","964","301","488","167","312","126","176","122","61","60","115","107","47","37","100","68","1684","349","685","252","441","140","317","126","124","74","49","51","75","51","232","99","326","117","Census Tract 3107, Middlesex County, Massachusetts"
"1400000US25017311100","1708","347","859","306","499","234","288","117","202","94","86","86","63","76","23","38","16","23","56","53","849","146","402","125","310","98","209","102","101","66","43","37","58","48","26","30","111","71","Census Tract 3111, Middlesex County, Massachusetts"
"1400000US25017311200","2223","288","1229","239","777","229","372","126","273","114","99","68","99","68","0","127","26","43","54","52","994","155","359","135","393","117","265","113","128","91","108","86","20","30","22","30","220","92","Census Tract 3112, Middlesex County, Massachusetts"
"1400000US25017311300","2836","369","1422","303","884","307","510","92","450","97","60","49","11","18","49","46","7","26","21","35","1414","248","519","185","603","112","440","94","163","118","28","44","135","109","160","77","132","80","Census Tract 3113, Middlesex County, Massachusetts"
"1400000US25017311400","5187","409","2689","364","1257","312","1181","220","1060","212","121","72","70","65","51","43","7","12","244","142","2498","354","690","289","1200","170","1054","202","146","96","72","74","74","63","274","122","334","171","Census Tract 3114, Middlesex County, Massachusetts"
"1400000US25017311500","2617","280","1024","141","353","134","566","152","472","104","94","95","6","10","88","94","16","24","89","88","1593","276","562","253","657","156","463","100","194","123","36","61","158","108","208","160","166","104","Census Tract 3115, Middlesex County, Massachusetts"
"1400000US25017311600","4128","340","1953","257","835","275","908","132","877","132","31","34","0","127","31","34","116","56","94","50","2175","224","714","157","1128","184","871","138","257","119","125","87","132","87","195","82","138","71","Census Tract 3116, Middlesex County, Massachusetts"
"1400000US25017311700","3951","570","2046","360","1183","324","661","160","592","147","69","65","53","62","16","25","28","36","174","73","1905","292","825","278","706","156","588","150","118","79","97","70","21","26","222","111","152","87","Census Tract 3117, Middlesex County, Massachusetts"
"1400000US25017311800","2884","363","1217","207","420","160","631","100","521","106","110","67","38","35","72","52","18","27","148","93","1667","236","641","192","724","141","512","102","212","105","124","90","88","67","181","112","121","80","Census Tract 3118, Middlesex County, Massachusetts"
"1400000US25017311900","1986","262","991","207","489","189","317","90","272","88","45","42","13","22","32","37","0","127","185","84","995","148","466","107","364","101","253","82","111","69","64","52","47","39","40","47","125","64","Census Tract 3119, Middlesex County, Massachusetts"
"1400000US25017312000","2567","447","1302","238","616","215","571","158","468","95","103","114","42","53","61","100","32","26","83","69","1265","299","624","302","483","96","453","93","30","34","30","34","0","127","44","46","114","82","Census Tract 3120, Middlesex County, Massachusetts"
"1400000US25017312100","2238","311","1111","180","565","165","400","116","372","120","28","31","10","16","18","27","28","42","118","77","1127","195","452","171","473","115","361","114","112","60","103","54","9","14","85","51","117","64","Census Tract 3121, Middlesex County, Massachusetts"
"1400000US25017312200","3551","340","1802","243","784","185","696","111","664","109","32","45","32","45","0","127","73","50","249","115","1749","178","612","167","685","104","666","106","19","22","19","22","0","127","168","86","284","124","Census Tract 3122, Middlesex County, Massachusetts"
"1400000US25017312300","4377","236","2036","219","775","211","1164","119","1118","118","46","44","34","38","12","20","0","127","97","64","2341","248","801","217","1177","119","1119","114","58","54","18","30","40","43","56","45","307","137","Census Tract 3123, Middlesex County, Massachusetts"
"1400000US25017312400","1641","280","720","190","395","172","247","110","196","82","51","65","0","127","51","65","14","20","64","59","921","213","268","178","398","103","201","82","197","114","123","85","74","82","152","82","103","63","Census Tract 3124, Middlesex County, Massachusetts"
"1400000US25017312501","3346","339","1507","182","394","106","966","149","922","140","44","42","33","39","11","18","36","28","111","76","1839","216","429","116","1038","183","904","132","134","131","123","123","11","18","174","65","198","100","Census Tract 3125.01, Middlesex County, Massachusetts"
"1400000US25017312502","2907","242","1356","158","387","113","858","110","775","110","83","57","13","20","70","53","33","28","78","47","1551","134","437","108","823","118","768","111","55","66","15","25","40","59","228","72","63","44","Census Tract 3125.02, Middlesex County, Massachusetts"
"1400000US25017313101","3922","203","1915","155","527","150","1258","96","1241","92","17","18","8","12","9","14","42","29","88","43","2007","137","431","93","1261","86","1232","85","29","27","8","14","21","23","143","65","172","75","Census Tract 3131.01, Middlesex County, Massachusetts"
"1400000US25017313102","4798","196","2328","171","747","155","1386","171","1302","155","84","46","7","12","77","49","38","37","157","90","2470","170","530","135","1402","150","1299","157","103","94","90","96","13","21","275","106","263","108","Census Tract 3131.02, Middlesex County, Massachusetts"
"1400000US25017314101","5001","335","2599","245","922","197","1332","162","1241","172","91","85","19","30","72","80","92","64","253","106","2402","196","564","148","1258","169","1245","168","13","22","0","127","13","22","234","103","346","115","Census Tract 3141.01, Middlesex County, Massachusetts"
"1400000US25017314102","5720","329","2743","201","779","174","1669","194","1585","173","84","94","74","90","10","21","104","77","191","95","2977","214","763","223","1631","177","1579","173","52","45","44","43","8","15","356","100","227","110","Census Tract 3141.02, Middlesex County, Massachusetts"
"1400000US25017314200","4226","314","2002","193","444","123","1277","187","1244","180","33","37","12","18","21","33","87","76","194","113","2224","183","471","104","1314","192","1243","182","71","57","53","51","18","27","268","97","171","86","Census Tract 3142, Middlesex County, Massachusetts"
"1400000US25017314301","6631","350","3109","239","909","193","1904","197","1852","197","52","48","0","127","52","48","85","53","211","83","3522","240","925","210","1944","189","1849","193","95","73","21","34","74","64","320","111","333","111","Census Tract 3143.01, Middlesex County, Massachusetts"
"1400000US25017314302","2408","140","1302","121","321","91","755","92","735","90","20","26","15","25","5","9","33","44","193","95","1106","83","193","82","740","93","728","89","12","18","0","127","12","18","42","29","131","71","Census Tract 3143.02, Middlesex County, Massachusetts"
"1400000US25017315100","4530","270","2058","157","501","117","1473","134","1387","125","86","56","31","32","55","47","0","127","84","42","2472","209","600","163","1485","133","1380","122","105","68","51","53","54","40","208","91","179","89","Census Tract 3151, Middlesex County, Massachusetts"
"1400000US25017315200","6319","628","2665","177","646","157","1698","154","1646","150","52","42","0","127","52","42","134","78","187","93","3654","656","835","312","1749","139","1647","147","102","57","56","41","46","38","804","377","266","110","Census Tract 3152, Middlesex County, Massachusetts"
"1400000US25017315401","2682","216","1235","184","368","143","748","114","727","111","21","24","10","16","11","18","34","31","85","56","1447","111","262","79","768","106","721","111","47","46","20","23","27","39","256","98","161","71","Census Tract 3154.01, Middlesex County, Massachusetts"
"1400000US25017315402","2133","121","1015","95","248","70","717","70","701","75","16","24","0","127","16","24","24","27","26","28","1118","90","223","94","746","66","717","72","29","32","0","127","29","32","49","39","100","52","Census Tract 3154.02, Middlesex County, Massachusetts"
"1400000US25017315403","1370","161","766","127","290","103","394","53","385","52","9","15","0","127","9","15","43","40","39","36","604","90","117","82","398","54","383","53","15","21","0","127","15","21","47","50","42","32","Census Tract 3154.03, Middlesex County, Massachusetts"
"1400000US25017315500","6235","342","2987","248","877","213","1854","149","1846","151","8","16","0","127","8","16","131","74","125","76","3248","185","941","168","1884","156","1850","152","34","36","34","36","0","127","234","83","189","102","Census Tract 3155, Middlesex County, Massachusetts"
"1400000US25017316101","3863","247","1946","135","545","127","1325","122","1251","120","74","51","32","29","42","46","19","21","57","37","1917","156","359","120","1296","120","1246","115","50","49","19","20","31","44","75","38","187","71","Census Tract 3161.01, Middlesex County, Massachusetts"
"1400000US25017316102","5004","495","2375","354","697","244","1381","155","1364","151","17","28","17","28","0","127","37","35","260","130","2629","238","739","194","1397","151","1340","153","57","66","13","21","44","62","242","85","251","91","Census Tract 3161.02, Middlesex County, Massachusetts"
"1400000US25017316201","3143","183","1579","124","425","120","940","101","910","100","30","46","0","127","30","46","37","29","177","96","1564","128","351","101","942","101","913","98","29","26","29","26","0","127","98","51","173","91","Census Tract 3162.01, Middlesex County, Massachusetts"
"1400000US25017316202","3315","192","1544","134","461","114","1046","97","1000","95","46","35","30","31","16","19","11","15","26","24","1771","130","413","97","1001","91","995","94","6","14","0","127","6","14","109","57","248","86","Census Tract 3162.02, Middlesex County, Massachusetts"
"1400000US25017316300","6112","348","2804","212","847","199","1725","186","1679","179","46","41","21","25","25","28","52","54","180","88","3308","230","967","171","1851","202","1683","182","168","101","38","36","130","96","167","96","323","155","Census Tract 3163, Middlesex County, Massachusetts"
"1400000US25017316400","5100","296","2669","224","963","208","1499","128","1423","121","76","56","17","17","59","50","39","39","168","80","2431","176","591","132","1485","125","1417","124","68","44","34","30","34","33","70","42","285","94","Census Tract 3164, Middlesex County, Massachusetts"
"1400000US25017316500","4943","334","2360","224","522","140","1537","146","1429","147","108","68","29","33","79","64","74","55","227","104","2583","250","633","190","1543","147","1414","144","129","72","66","55","63","50","193","105","214","111","Census Tract 3165, Middlesex County, Massachusetts"
"1400000US25017317101","4678","272","2281","204","527","167","1376","142","1338","139","38","41","0","127","38","41","130","76","248","123","2397","198","383","143","1428","160","1323","140","105","84","38","52","67","70","266","89","320","122","Census Tract 3171.01, Middlesex County, Massachusetts"
"1400000US25017317102","3251","243","1572","152","538","154","867","89","858","90","9","14","0","127","9","14","57","52","110","69","1679","149","363","94","887","86","852","88","35","32","26","28","9","14","241","138","188","63","Census Tract 3171.02, Middlesex County, Massachusetts"
"1400000US25017317103","3932","168","1902","103","406","97","1348","103","1314","100","34","31","23","24","11","19","70","35","78","58","2030","141","406","120","1354","100","1321","98","33","29","28","27","5","8","175","67","95","56","Census Tract 3171.03, Middlesex County, Massachusetts"
"1400000US25017317201","2320","167","1204","135","307","113","863","66","850","66","13","19","0","127","13","19","12","19","22","26","1116","101","167","73","893","70","858","68","35","32","23","26","12","19","23","25","33","30","Census Tract 3172.01, Middlesex County, Massachusetts"
"1400000US25017317202","2815","127","1370","95","287","82","1017","67","962","85","55","54","11","17","44","51","33","33","33","31","1445","95","243","70","992","66","954","85","38","45","0","127","38","45","133","65","77","41","Census Tract 3172.02, Middlesex County, Massachusetts"
"1400000US25017317203","3306","193","1498","105","416","102","972","88","926","85","46","33","14","12","32","30","43","32","67","42","1808","163","389","94","976","91","917","86","59","51","44","47","15","17","290","96","153","80","Census Tract 3172.03, Middlesex County, Massachusetts"
"1400000US25017317301","1922","182","937","115","209","87","568","109","536","111","32","33","6","14","26","32","73","74","87","72","985","146","239","87","559","116","527","111","32","38","0","127","32","38","107","59","80","71","Census Tract 3173.01, Middlesex County, Massachusetts"
"1400000US25017317302","4608","244","2059","194","727","187","1160","154","1142","153","18","28","0","127","18","28","45","39","127","87","2549","182","682","187","1291","184","1141","151","150","138","137","123","13","22","281","108","295","111","Census Tract 3173.02, Middlesex County, Massachusetts"
"1400000US25017318100","4932","189","2451","150","556","146","1698","133","1668","133","30","32","16","25","14","21","68","46","129","87","2481","151","349","116","1690","131","1662","125","28","31","15","24","13","17","207","123","235","92","Census Tract 3181, Middlesex County, Massachusetts"
"1400000US25017318200","2845","160","1397","131","324","89","946","91","939","92","7","13","0","127","7","13","33","29","94","53","1448","99","229","83","976","97","931","97","45","33","20","24","25","21","116","59","127","72","Census Tract 3182, Middlesex County, Massachusetts"
"1400000US25017318300","5478","227","2669","183","524","136","2049","117","1944","126","105","67","30","34","75","60","23","26","73","45","2809","132","436","119","2043","125","1938","127","105","79","0","127","105","79","139","69","191","81","Census Tract 3183, Middlesex County, Massachusetts"
"1400000US25017318400","2916","201","1432","125","337","93","1022","78","1012","79","10","16","0","127","10","16","16","25","57","42","1484","152","253","90","1043","73","1024","72","19","24","8","14","11","17","121","122","67","38","Census Tract 3184, Middlesex County, Massachusetts"
"1400000US25017320102","3489","206","1686","161","355","119","1196","92","1176","89","20","24","5","7","15","23","20","20","115","57","1803","103","295","108","1264","85","1178","89","86","60","75","58","11","18","62","38","182","64","Census Tract 3201.02, Middlesex County, Massachusetts"
"1400000US25017320103","1967","139","912","113","211","94","662","81","629","85","33","37","15","25","18","28","10","17","29","32","1055","89","170","81","655","79","636","84","19","30","0","127","19","30","82","63","148","73","Census Tract 3201.03, Middlesex County, Massachusetts"
"1400000US25017320104","5021","212","2482","163","551","162","1772","115","1742","114","30","36","30","36","0","127","24","28","135","99","2539","144","557","139","1760","116","1733","113","27","30","0","127","27","30","60","49","162","70","Census Tract 3201.04, Middlesex County, Massachusetts"
"1400000US25017321100","5716","369","2825","273","900","280","1637","179","1515","171","122","101","25","29","97","94","98","92","190","99","2891","275","663","218","1574","155","1489","169","85","78","15","24","70","73","345","117","309","137","Census Tract 3211, Middlesex County, Massachusetts"
"1400000US25017321200","5161","353","2466","245","970","227","1279","173","1279","173","0","127","0","127","0","127","102","72","115","69","2695","258","762","193","1397","184","1267","170","130","79","103","67","27","43","279","95","257","111","Census Tract 3212, Middlesex County, Massachusetts"
"1400000US25017321300","6156","482","3229","421","1365","421","1434","288","1066","176","368","270","188","136","180","147","90","59","340","138","2927","279","1017","207","1108","178","1055","167","53","58","43","55","10","16","357","133","445","147","Census Tract 3213, Middlesex County, Massachusetts"
"1400000US25017321400","2666","202","1367","121","398","121","847","108","781","89","66","49","20","25","46","43","37","37","85","52","1299","139","355","101","776","88","776","88","0","127","0","127","0","127","30","24","138","66","Census Tract 3214, Middlesex County, Massachusetts"
"1400000US25017321500","5354","406","2732","384","899","335","1614","216","1386","193","228","147","104","93","124","103","34","40","185","126","2622","257","650","246","1627","206","1369","192","258","141","58","62","200","128","101","59","244","106","Census Tract 3215, Middlesex County, Massachusetts"
"1400000US25017321600","6266","368","2852","217","656","190","1935","192","1866","183","69","69","40","62","29","33","102","57","159","77","3414","263","883","230","1907","174","1863","181","44","47","18","30","26","38","324","115","300","166","Census Tract 3216, Middlesex County, Massachusetts"
"1400000US25017322100","3543","181","1771","112","417","96","1221","105","1208","111","13","20","0","127","13","20","0","127","133","66","1772","114","373","138","1245","110","1199","110","46","37","31","30","15","23","59","38","95","50","Census Tract 3221, Middlesex County, Massachusetts"
"1400000US25017322200","3209","225","1537","145","462","132","912","81","880","81","32","30","32","30","0","127","35","32","128","57","1672","171","484","160","897","83","878","81","19","21","0","127","19","21","152","59","139","61","Census Tract 3222, Middlesex County, Massachusetts"
"1400000US25017322300","4895","355","2433","367","870","260","1257","149","1171","138","86","87","21","33","65","80","41","39","265","140","2462","195","702","160","1229","170","1157","143","72","79","26","28","46","74","170","80","361","130","Census Tract 3223, Middlesex County, Massachusetts"
"1400000US25017322400","3502","227","1813","216","744","182","918","130","906","124","12","20","12","20","0","127","27","25","124","74","1689","127","385","90","938","123","909","122","29","33","0","127","29","33","111","62","255","98","Census Tract 3224, Middlesex County, Massachusetts"
"1400000US25017323100","4936","188","2481","176","648","171","1641","122","1579","121","62","50","29","31","33","39","40","38","152","81","2455","137","431","135","1612","122","1582","117","30","33","14","22","16","26","94","58","318","100","Census Tract 3231, Middlesex County, Massachusetts"
"1400000US25017324101","3838","224","1867","157","477","141","1239","117","1112","110","127","100","55","69","72","75","54","50","97","60","1971","177","306","103","1176","112","1107","112","69","48","29","33","40","34","318","142","171","85","Census Tract 3241.01, Middlesex County, Massachusetts"
"1400000US25017324102","2953","157","1396","108","221","83","1034","85","1022","86","12","19","12","19","0","127","46","40","95","65","1557","117","313","91","1023","82","1013","82","10","18","0","127","10","18","113","53","108","56","Census Tract 3241.02, Middlesex County, Massachusetts"
"1400000US25017325100","6276","205","3277","337","1445","493","1290","206","1230","197","60","42","53","41","7","11","70","80","472","213","2999","226","916","219","1394","213","1213","195","181","92","146","93","35","41","368","146","321","122","Census Tract 3251, Middlesex County, Massachusetts"
"1400000US25017326101","2863","228","1426","168","402","176","929","92","911","94","18","27","18","27","0","127","15","22","80","58","1437","133","317","102","954","101","909","96","45","42","45","42","0","127","91","77","75","62","Census Tract 3261.01, Middlesex County, Massachusetts"
"1400000US25017326102","4991","214","2455","196","708","192","1587","125","1554","123","33","37","0","127","33","37","21","33","139","89","2536","167","524","128","1617","127","1552","120","65","54","52","52","13","21","160","94","235","81","Census Tract 3261.02, Middlesex County, Massachusetts"
"1400000US25017327101","2633","202","1219","129","302","96","855","97","838","96","17","21","17","21","0","127","0","127","62","34","1414","146","333","113","841","94","834","95","7","12","7","12","0","127","76","58","164","71","Census Tract 3271.01, Middlesex County, Massachusetts"
"1400000US25017327102","3273","190","1528","136","435","116","867","114","859","116","8","13","0","127","8","13","37","31","189","85","1745","129","545","93","871","114","861","114","10","16","10","16","0","127","76","47","253","90","Census Tract 3271.02, Middlesex County, Massachusetts"
"1400000US25017327103","3021","198","1561","157","489","117","954","91","929","89","25","22","9","14","16","19","21","24","97","43","1460","89","293","71","947","89","934","90","13","22","0","127","13","22","90","50","130","72","Census Tract 3271.03, Middlesex County, Massachusetts"
"1400000US25017328100","2337","76","1114","56","228","56","818","38","818","38","0","127","0","127","0","127","18","17","50","27","1223","73","205","64","848","43","810","40","38","26","34","26","4","7","62","33","108","46","Census Tract 3281, Middlesex County, Massachusetts"
"1400000US25017330100","6288","215","3188","174","719","177","2265","134","2214","138","51","62","0","127","51","62","78","55","126","68","3100","170","527","119","2230","130","2199","132","31","26","0","127","31","26","208","85","135","71","Census Tract 3301, Middlesex County, Massachusetts"
"1400000US25017330200","5053","226","2414","174","702","172","1476","159","1429","156","47","39","29","33","18","20","67","56","169","118","2639","218","689","165","1537","136","1422","155","115","95","9","15","106","94","207","98","206","89","Census Tract 3302, Middlesex County, Massachusetts"
"1400000US25017331101","2501","131","1253","84","308","89","888","84","838","102","50","50","0","127","50","50","0","127","57","34","1248","80","221","79","873","84","834","101","39","46","30","45","9","16","38","32","116","51","Census Tract 3311.01, Middlesex County, Massachusetts"
"1400000US25017331102","5258","264","2553","185","680","169","1680","137","1657","140","23","27","14","22","9","15","110","70","83","61","2705","221","552","150","1686","141","1662","142","24","28","0","127","24","28","271","120","196","77","Census Tract 3311.02, Middlesex County, Massachusetts"
"1400000US25017331200","4245","222","2014","161","594","164","1310","105","1256","102","54","43","0","127","54","43","31","26","79","46","2231","159","571","147","1330","104","1262","105","68","46","9","14","59","44","127","51","203","70","Census Tract 3312, Middlesex County, Massachusetts"
"1400000US25017331300","5189","234","2400","203","553","130","1706","138","1636","134","70","57","53","50","17","28","18","29","123","95","2789","217","725","215","1716","143","1633","141","83","59","13","21","70","52","236","98","112","65","Census Tract 3313, Middlesex County, Massachusetts"
"1400000US25017332100","4690","241","2161","154","459","130","1535","106","1535","106","0","127","0","127","0","127","29","33","138","85","2529","159","560","126","1540","111","1524","108","16","25","16","25","0","127","263","104","166","82","Census Tract 3321, Middlesex County, Massachusetts"
"1400000US25017332200","6262","221","3092","202","875","203","1842","173","1755","162","87","58","39","36","48","43","90","50","285","120","3170","218","801","207","1866","150","1754","153","112","78","70","65","42","41","298","117","205","84","Census Tract 3322, Middlesex County, Massachusetts"
"1400000US25017332300","5667","286","2698","268","703","200","1799","183","1726","165","73","72","16","26","57","70","59","42","137","79","2969","180","612","181","1815","176","1717","162","98","65","98","65","0","127","327","111","215","89","Census Tract 3323, Middlesex County, Massachusetts"
"1400000US25017332400","2715","166","1285","135","393","122","785","97","764","100","21","24","8","14","13","20","36","34","71","46","1430","119","164","63","838","103","757","100","81","44","23","24","58","37","283","78","145","62","Census Tract 3324, Middlesex County, Massachusetts"
"1400000US25017333100","5830","302","2732","221","897","184","1491","182","1448","185","43","46","0","127","43","46","177","66","167","66","3098","234","858","195","1559","188","1442","184","117","77","61","51","56","47","555","163","126","69","Census Tract 3331, Middlesex County, Massachusetts"
"1400000US25017333200","4203","261","2006","145","621","139","1186","159","1123","144","63","55","12","21","51","51","17","26","182","85","2197","212","580","143","1143","143","1115","144","28","33","28","33","0","127","259","113","215","107","Census Tract 3332, Middlesex County, Massachusetts"
"1400000US25017333300","3262","259","1666","209","791","189","686","134","615","123","71","69","37","60","34","31","10","16","179","81","1596","143","649","146","618","123","598","122","20","23","10","15","10","17","207","68","122","51","Census Tract 3333, Middlesex County, Massachusetts"
"1400000US25017333400","5041","321","2410","248","840","205","1410","170","1336","165","74","46","21","26","53","42","54","42","106","78","2631","195","700","159","1429","167","1325","167","104","58","15","23","89","52","256","102","246","112","Census Tract 3334, Middlesex County, Massachusetts"
"1400000US25017333501","4013","240","1763","174","533","140","1100","127","1039","120","61","56","46","53","15","23","58","38","72","59","2250","169","496","118","1108","112","1046","123","62","52","12","19","50","49","284","93","362","128","Census Tract 3335.01, Middlesex County, Massachusetts"
"1400000US25017333502","3019","318","1360","219","523","143","703","139","641","121","62","53","9","14","53","51","60","47","74","46","1659","198","486","130","727","132","635","113","92","62","14","17","78","61","289","126","157","86","Census Tract 3335.02, Middlesex County, Massachusetts"
