"GEO_ID","B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Geographic Area Name"
"1400000US25023506202","2543","161","2397","179","0","127","54","48","92","58","0","127","Census Tract 5062.02, Plymouth County, Massachusetts"
"1400000US25023506203","4945","237","4732","227","0","127","24","24","97","63","92","149","Census Tract 5062.03, Plymouth County, Massachusetts"
"1400000US25023506204","4886","405","4852","407","0","127","0","127","10","15","24","30","Census Tract 5062.04, Plymouth County, Massachusetts"
"1400000US25023507101","5237","269","5154","266","19","31","20","22","16","26","28","27","Census Tract 5071.01, Plymouth County, Massachusetts"
"1400000US25023507103","4280","268","3983","275","0","127","41","40","148","96","108","99","Census Tract 5071.03, Plymouth County, Massachusetts"
"1400000US25023507104","5380","313","5196","311","0","127","39","31","118","73","27","22","Census Tract 5071.04, Plymouth County, Massachusetts"
"1400000US25023508101","6611","342","6242","376","0","127","68","56","252","151","49","42","Census Tract 5081.01, Plymouth County, Massachusetts"
"1400000US25023508102","5032","346","4913","361","0","127","12","18","86","62","21","23","Census Tract 5081.02, Plymouth County, Massachusetts"
"1400000US25023508200","6017","304","5824","292","0","127","29","34","151","87","13","20","Census Tract 5082, Plymouth County, Massachusetts"
"1400000US25023509101","6891","338","6548","316","0","127","66","54","144","70","133","133","Census Tract 5091.01, Plymouth County, Massachusetts"
"1400000US25023509102","5579","337","5499","342","0","127","26","44","35","41","19","30","Census Tract 5091.02, Plymouth County, Massachusetts"
"1400000US25023510100","4360","297","3618","295","47","47","48","46","449","129","198","146","Census Tract 5101, Plymouth County, Massachusetts"
"1400000US25023510200","5929","641","4498","606","151","89","18","30","502","179","760","455","Census Tract 5102, Plymouth County, Massachusetts"
"1400000US25023510300","3932","482","2455","341","101","72","65","55","707","254","604","267","Census Tract 5103, Plymouth County, Massachusetts"
"1400000US25023510400","3457","512","1995","362","201","117","68","85","562","210","631","208","Census Tract 5104, Plymouth County, Massachusetts"
"1400000US25023510501","3644","448","2495","407","187","179","0","127","389","154","573","290","Census Tract 5105.01, Plymouth County, Massachusetts"
"1400000US25023510502","5799","526","4081","597","58","52","0","127","908","268","752","268","Census Tract 5105.02, Plymouth County, Massachusetts"
"1400000US25023510503","3807","366","2820","278","65","61","19","26","522","167","381","176","Census Tract 5105.03, Plymouth County, Massachusetts"
"1400000US25023510600","2576","217","2135","252","115","136","0","127","231","97","95","64","Census Tract 5106, Plymouth County, Massachusetts"
"1400000US25023510700","5842","456","4214","541","274","166","48","63","791","298","515","220","Census Tract 5107, Plymouth County, Massachusetts"
"1400000US25023510800","6086","599","4063","584","83","76","51","78","760","283","1129","380","Census Tract 5108, Plymouth County, Massachusetts"
"1400000US25023510900","2325","418","1616","343","175","110","0","127","145","86","389","167","Census Tract 5109, Plymouth County, Massachusetts"
"1400000US25023511000","2583","268","1763","350","312","248","68","73","186","102","254","123","Census Tract 5110, Plymouth County, Massachusetts"
"1400000US25023511100","5380","294","4611","350","0","127","37","43","392","197","340","186","Census Tract 5111, Plymouth County, Massachusetts"
"1400000US25023511200","5388","450","3759","409","192","78","19","29","811","203","607","310","Census Tract 5112, Plymouth County, Massachusetts"
"1400000US25023511301","5598","495","4150","476","68","73","38","42","675","248","667","313","Census Tract 5113.01, Plymouth County, Massachusetts"
"1400000US25023511302","3694","383","2921","341","22","37","22","36","426","132","303","199","Census Tract 5113.02, Plymouth County, Massachusetts"
"1400000US25023511400","3827","376","2119","331","109","83","118","190","719","205","762","235","Census Tract 5114, Plymouth County, Massachusetts"
"1400000US25023511500","4682","628","2767","480","57","52","0","127","822","230","1036","365","Census Tract 5115, Plymouth County, Massachusetts"
"1400000US25023511600","7299","579","5745","612","97","84","0","127","686","255","771","331","Census Tract 5116, Plymouth County, Massachusetts"
"1400000US25023511701","4681","286","4052","298","14","8","17","19","326","148","272","108","Census Tract 5117.01, Plymouth County, Massachusetts"
"1400000US25023511702","2980","258","2711","257","9","15","8","14","184","103","68","81","Census Tract 5117.02, Plymouth County, Massachusetts"
"1400000US25023520100","6393","414","6016","413","0","127","61","73","225","104","91","101","Census Tract 5201, Plymouth County, Massachusetts"
"1400000US25023520201","3812","280","3624","202","0","127","0","127","34","38","154","218","Census Tract 5202.01, Plymouth County, Massachusetts"
"1400000US25023520202","5499","316","5044","273","0","127","11","17","312","122","132","96","Census Tract 5202.02, Plymouth County, Massachusetts"
"1400000US25023521101","4242","201","3873","239","0","127","0","127","194","87","175","124","Census Tract 5211.01, Plymouth County, Massachusetts"
"1400000US25023521102","3072","238","2842","266","0","127","14","24","146","95","70","82","Census Tract 5211.02, Plymouth County, Massachusetts"
"1400000US25023521201","3007","225","2874","224","0","127","0","127","85","101","48","55","Census Tract 5212.01, Plymouth County, Massachusetts"
"1400000US25023521202","4049","199","3940","197","0","127","33","29","40","33","36","35","Census Tract 5212.02, Plymouth County, Massachusetts"
"1400000US25023522101","4503","214","4254","258","0","127","22","25","170","109","57","62","Census Tract 5221.01, Plymouth County, Massachusetts"
"1400000US25023522102","5591","216","5434","225","0","127","72","53","38","36","47","60","Census Tract 5221.02, Plymouth County, Massachusetts"
"1400000US25023523100","3099","227","2984","226","0","127","0","127","59","43","56","55","Census Tract 5231, Plymouth County, Massachusetts"
"1400000US25023523201","3048","356","2925","361","0","127","57","46","66","46","0","127","Census Tract 5232.01, Plymouth County, Massachusetts"
"1400000US25023523202","7489","386","7303","397","0","127","18","30","99","59","69","59","Census Tract 5232.02, Plymouth County, Massachusetts"
"1400000US25023524101","3004","198","2913","203","0","127","0","127","63","51","28","29","Census Tract 5241.01, Plymouth County, Massachusetts"
"1400000US25023524102","3855","198","3637","232","0","127","0","127","169","78","49","70","Census Tract 5241.02, Plymouth County, Massachusetts"
"1400000US25023525101","6389","500","6011","478","0","127","49","43","276","166","53","57","Census Tract 5251.01, Plymouth County, Massachusetts"
"1400000US25023525104","6254","436","6016","466","0","127","0","127","172","147","66","49","Census Tract 5251.04, Plymouth County, Massachusetts"
"1400000US25023525203","5630","436","5264","448","35","45","15","17","129","75","187","130","Census Tract 5252.03, Plymouth County, Massachusetts"
"1400000US25023525204","3125","261","3034","295","0","127","0","127","45","43","46","69","Census Tract 5252.04, Plymouth County, Massachusetts"
"1400000US25023525300","3003","1004","2552","1033","252","81","15","27","46","36","138","68","Census Tract 5253, Plymouth County, Massachusetts"
"1400000US25023526100","7508","30","7410","70","0","127","15","22","67","57","16","26","Census Tract 5261, Plymouth County, Massachusetts"
"1400000US25023530100","3802","223","3499","252","77","113","9","16","154","78","63","59","Census Tract 5301, Plymouth County, Massachusetts"
"1400000US25023530200","3782","361","3192","334","0","127","11","16","258","142","321","144","Census Tract 5302, Plymouth County, Massachusetts"
"1400000US25023530300","3502","264","3355","255","0","127","23","26","80","50","44","37","Census Tract 5303, Plymouth County, Massachusetts"
"1400000US25023530400","6050","297","5840","292","8","14","47","73","82","62","73","58","Census Tract 5304, Plymouth County, Massachusetts"
"1400000US25023530500","5375","365","5005","367","0","127","57","45","97","67","216","184","Census Tract 5305, Plymouth County, Massachusetts"
"1400000US25023530600","6582","441","5797","423","57","37","56","34","113","85","559","297","Census Tract 5306, Plymouth County, Massachusetts"
"1400000US25023530700","3672","372","3579","376","0","127","10","15","53","43","30","35","Census Tract 5307, Plymouth County, Massachusetts"
"1400000US25023530801","5424","255","5220","304","0","127","22","24","151","110","31","46","Census Tract 5308.01, Plymouth County, Massachusetts"
"1400000US25023530802","4642","478","4521","467","0","127","28","33","75","62","18","28","Census Tract 5308.02, Plymouth County, Massachusetts"
"1400000US25023530901","8296","561","8045","551","0","127","35","35","97","72","119","74","Census Tract 5309.01, Plymouth County, Massachusetts"
"1400000US25023530902","4479","311","4401","315","18","29","0","127","60","49","0","127","Census Tract 5309.02, Plymouth County, Massachusetts"
"1400000US25023540101","3522","235","3259","306","0","127","0","127","263","243","0","127","Census Tract 5401.01, Plymouth County, Massachusetts"
"1400000US25023540102","2550","205","2478","204","0","127","51","50","21","24","0","127","Census Tract 5401.02, Plymouth County, Massachusetts"
"1400000US25023540103","4390","209","4235","217","0","127","35","49","64","66","56","50","Census Tract 5401.03, Plymouth County, Massachusetts"
"1400000US25023541100","5109","19","4733","160","0","127","59","64","289","135","28","35","Census Tract 5411, Plymouth County, Massachusetts"
"1400000US25023542101","6902","645","6748","630","0","127","29","47","72","63","53","64","Census Tract 5421.01, Plymouth County, Massachusetts"
"1400000US25023542102","2367","271","2271","277","0","127","18","22","67","80","11","16","Census Tract 5421.02, Plymouth County, Massachusetts"
"1400000US25023542200","6596","1180","6339","1195","9","15","16","20","117","76","115","73","Census Tract 5422, Plymouth County, Massachusetts"
"1400000US25023542300","6673","737","6087","670","10","16","122","112","268","174","186","158","Census Tract 5423, Plymouth County, Massachusetts"
"1400000US25023543100","2777","34","2701","52","0","127","30","33","26","27","20","19","Census Tract 5431, Plymouth County, Massachusetts"
"1400000US25023544100","5543","253","5277","283","0","127","13","23","109","68","144","118","Census Tract 5441, Plymouth County, Massachusetts"
"1400000US25023544200","5904","256","5766","277","0","127","17","26","110","78","11","16","Census Tract 5442, Plymouth County, Massachusetts"
"1400000US25023545100","6321","525","6145","539","8","13","3","7","136","81","29","36","Census Tract 5451, Plymouth County, Massachusetts"
"1400000US25023545200","6240","521","5891","554","0","127","79","66","270","165","0","127","Census Tract 5452, Plymouth County, Massachusetts"
"1400000US25023545300","3443","409","3305","373","0","127","29","48","98","76","11","18","Census Tract 5453, Plymouth County, Massachusetts"
"1400000US25023545400","5532","453","5253","464","16","25","41","68","156","103","66","51","Census Tract 5454, Plymouth County, Massachusetts"
"1400000US25023560100","6079","18","5744","145","0","127","45","40","200","102","90","69","Census Tract 5601, Plymouth County, Massachusetts"
"1400000US25023561100","4948","16","4714","88","0","127","8","14","189","77","37","33","Census Tract 5611, Plymouth County, Massachusetts"
"1400000US25023561200","1995","451","1908","450","0","127","14","24","17","26","56","41","Census Tract 5612, Plymouth County, Massachusetts"
"1400000US25023990003","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9900.03, Plymouth County, Massachusetts"
"1400000US25025000100","3620","456","2203","379","113","98","37","47","649","264","618","237","Census Tract 1, Suffolk County, Massachusetts"
"1400000US25025000201","3636","492","2550","454","0","127","52","62","672","189","362","218","Census Tract 2.01, Suffolk County, Massachusetts"
"1400000US25025000202","3899","370","2238","382","16","28","22","24","759","207","864","392","Census Tract 2.02, Suffolk County, Massachusetts"
"1400000US25025000301","2398","362","1886","348","0","127","22","30","260","129","230","152","Census Tract 3.01, Suffolk County, Massachusetts"
"1400000US25025000302","3076","342","1966","285","0","127","19","28","501","123","590","295","Census Tract 3.02, Suffolk County, Massachusetts"
"1400000US25025000401","5441","475","3348","479","36","57","101","87","1136","193","820","273","Census Tract 4.01, Suffolk County, Massachusetts"
"1400000US25025000402","3610","497","2894","447","13","22","23","26","335","136","345","152","Census Tract 4.02, Suffolk County, Massachusetts"
"1400000US25025000502","4328","610","3642","626","38","49","30","30","228","101","390","150","Census Tract 5.02, Suffolk County, Massachusetts"
"1400000US25025000503","1931","254","1372","228","17","29","12","20","283","170","247","139","Census Tract 5.03, Suffolk County, Massachusetts"
"1400000US25025000504","5353","445","3473","496","145","154","157","97","653","186","925","332","Census Tract 5.04, Suffolk County, Massachusetts"
"1400000US25025000601","3511","364","2559","341","0","127","20","24","482","155","450","196","Census Tract 6.01, Suffolk County, Massachusetts"
"1400000US25025000602","4031","460","2384","437","136","100","77","81","563","190","871","376","Census Tract 6.02, Suffolk County, Massachusetts"
"1400000US25025000701","4233","474","2947","442","0","127","25","44","227","110","1034","307","Census Tract 7.01, Suffolk County, Massachusetts"
"1400000US25025000703","2865","425","1966","446","0","127","0","127","162","119","737","233","Census Tract 7.03, Suffolk County, Massachusetts"
"1400000US25025000704","4679","547","2677","538","115","135","20","24","799","269","1068","355","Census Tract 7.04, Suffolk County, Massachusetts"
"1400000US25025000802","8142","713","5323","584","13","29","52","54","743","263","2011","589","Census Tract 8.02, Suffolk County, Massachusetts"
"1400000US25025000803","3433","804","2574","738","42","53","0","127","118","47","699","223","Census Tract 8.03, Suffolk County, Massachusetts"
"1400000US25025010103","3753","825","3114","676","0","127","101","75","193","103","345","133","Census Tract 101.03, Suffolk County, Massachusetts"
"1400000US25025010104","5232","671","3806","649","11","17","128","90","527","170","760","191","Census Tract 101.04, Suffolk County, Massachusetts"
"1400000US25025010203","5007","458","3008","461","0","127","108","89","611","190","1280","378","Census Tract 102.03, Suffolk County, Massachusetts"
"1400000US25025010204","2377","397","1848","307","27","32","69","69","106","87","327","151","Census Tract 102.04, Suffolk County, Massachusetts"
"1400000US25025010300","5944","1857","5319","1743","142","196","40","39","164","78","279","119","Census Tract 103, Suffolk County, Massachusetts"
"1400000US25025010403","3104","342","1862","257","35","44","0","127","166","81","1041","349","Census Tract 104.03, Suffolk County, Massachusetts"
"1400000US25025010404","6132","858","5132","791","41","38","87","49","323","138","549","213","Census Tract 104.04, Suffolk County, Massachusetts"
"1400000US25025010405","5394","1923","4085","1541","14","23","135","99","573","214","587","241","Census Tract 104.05, Suffolk County, Massachusetts"
"1400000US25025010408","1248","134","1030","155","0","127","5","10","16","27","197","76","Census Tract 104.08, Suffolk County, Massachusetts"
"1400000US25025010500","3382","448","2342","421","11","17","0","127","532","136","497","163","Census Tract 105, Suffolk County, Massachusetts"
"1400000US25025010600","2840","252","2239","223","0","127","56","49","225","102","320","127","Census Tract 106, Suffolk County, Massachusetts"
"1400000US25025010701","2290","341","1793","318","0","127","51","47","147","101","299","121","Census Tract 107.01, Suffolk County, Massachusetts"
"1400000US25025010702","2658","464","2422","453","32","39","30","35","52","44","122","69","Census Tract 107.02, Suffolk County, Massachusetts"
"1400000US25025010801","3576","968","2953","982","0","127","88","82","235","128","300","178","Census Tract 108.01, Suffolk County, Massachusetts"
"1400000US25025010802","3133","365","2782","365","0","127","17","26","176","97","158","100","Census Tract 108.02, Suffolk County, Massachusetts"
"1400000US25025020101","4335","498","3876","510","0","127","18","29","228","131","213","119","Census Tract 201.01, Suffolk County, Massachusetts"
"1400000US25025020200","3739","379","3231","420","0","127","19","22","251","114","238","109","Census Tract 202, Suffolk County, Massachusetts"
"1400000US25025020301","2260","407","1479","386","13","22","38","53","150","114","580","183","Census Tract 203.01, Suffolk County, Massachusetts"
"1400000US25025020302","1056","220","823","195","0","127","0","127","71","81","162","116","Census Tract 203.02, Suffolk County, Massachusetts"
"1400000US25025020303","3143","499","2740","524","81","57","0","127","197","108","125","65","Census Tract 203.03, Suffolk County, Massachusetts"
"1400000US25025030100","1958","311","1683","297","0","127","11","17","56","68","208","182","Census Tract 301, Suffolk County, Massachusetts"
"1400000US25025030200","1650","230","1409","221","12","18","33","34","106","64","90","67","Census Tract 302, Suffolk County, Massachusetts"
"1400000US25025030300","4598","459","3846","459","15","23","22","36","361","144","354","140","Census Tract 303, Suffolk County, Massachusetts"
"1400000US25025030400","2241","238","1995","233","0","127","36","37","96","66","114","96","Census Tract 304, Suffolk County, Massachusetts"
"1400000US25025030500","2395","225","2138","214","23","35","24","38","65","42","145","125","Census Tract 305, Suffolk County, Massachusetts"
"1400000US25025040100","2310","174","2053","198","0","127","27","25","190","98","40","38","Census Tract 401, Suffolk County, Massachusetts"
"1400000US25025040200","1697","238","1467","298","0","127","6","9","116","128","108","81","Census Tract 402, Suffolk County, Massachusetts"
"1400000US25025040300","4122","381","3616","422","74","85","35","41","97","89","300","146","Census Tract 403, Suffolk County, Massachusetts"
"1400000US25025040401","2466","183","2338","183","0","127","38","37","49","37","41","47","Census Tract 404.01, Suffolk County, Massachusetts"
"1400000US25025040600","2387","263","2161","262","32","53","8","13","95","90","91","58","Census Tract 406, Suffolk County, Massachusetts"
"1400000US25025040801","3620","318","2297","306","95","151","42","38","547","129","639","205","Census Tract 408.01, Suffolk County, Massachusetts"
"1400000US25025050101","5225","627","2276","356","238","159","96","77","454","154","2161","514","Census Tract 501.01, Suffolk County, Massachusetts"
"1400000US25025050200","5439","509","2188","298","77","60","117","81","456","174","2601","466","Census Tract 502, Suffolk County, Massachusetts"
"1400000US25025050300","2146","290","1099","253","197","127","0","127","399","176","451","232","Census Tract 503, Suffolk County, Massachusetts"
"1400000US25025050400","2311","458","1362","278","30","32","0","127","100","60","819","427","Census Tract 504, Suffolk County, Massachusetts"
"1400000US25025050500","1925","286","664","161","0","127","0","127","165","68","1096","294","Census Tract 505, Suffolk County, Massachusetts"
"1400000US25025050600","1906","263","580","274","0","127","0","127","138","76","1188","452","Census Tract 506, Suffolk County, Massachusetts"
"1400000US25025050700","4652","497","1615","367","107","108","38","48","251","140","2641","550","Census Tract 507, Suffolk County, Massachusetts"
"1400000US25025050901","4368","431","1876","358","39","37","39","46","517","199","1897","408","Census Tract 509.01, Suffolk County, Massachusetts"
"1400000US25025051000","3896","414","2799","374","27","21","11","16","667","204","392","178","Census Tract 510, Suffolk County, Massachusetts"
"1400000US25025051101","6376","809","3201","507","90","142","36","35","880","415","2169","736","Census Tract 511.01, Suffolk County, Massachusetts"
"1400000US25025051200","2462","381","1354","338","0","127","14","25","292","108","802","288","Census Tract 512, Suffolk County, Massachusetts"
"1400000US25025060101","3106","347","3018","348","0","127","9","14","34","29","45","29","Census Tract 601.01, Suffolk County, Massachusetts"
"1400000US25025060200","2055","232","1951","207","0","127","15","18","27","26","62","96","Census Tract 602, Suffolk County, Massachusetts"
"1400000US25025060301","2672","234","2620","239","0","127","0","127","8","13","44","35","Census Tract 603.01, Suffolk County, Massachusetts"
"1400000US25025060400","4856","516","4728","520","0","127","0","127","55","56","73","56","Census Tract 604, Suffolk County, Massachusetts"
"1400000US25025060501","3395","302","3168","281","8","12","48","44","87","63","84","58","Census Tract 605.01, Suffolk County, Massachusetts"
"1400000US25025060600","1831","188","1616","193","0","127","18","24","77","57","120","71","Census Tract 606, Suffolk County, Massachusetts"
"1400000US25025060700","1801","255","1043","308","100","92","0","127","279","116","379","162","Census Tract 607, Suffolk County, Massachusetts"
"1400000US25025060800","3475","348","3234","352","0","127","13","20","118","108","110","66","Census Tract 608, Suffolk County, Massachusetts"
"1400000US25025061000","3548","401","2620","484","189","135","45","50","337","178","357","148","Census Tract 610, Suffolk County, Massachusetts"
"1400000US25025061101","2265","270","1172","262","59","70","39","33","456","154","539","237","Census Tract 611.01, Suffolk County, Massachusetts"
"1400000US25025061200","3007","275","2559","328","16","23","0","127","204","110","228","134","Census Tract 612, Suffolk County, Massachusetts"
"1400000US25025070101","4694","516","2754","458","0","127","33","31","772","175","1135","264","Census Tract 701.01, Suffolk County, Massachusetts"
"1400000US25025070200","5329","555","2441","475","38","44","33","33","1428","275","1389","374","Census Tract 702, Suffolk County, Massachusetts"
"1400000US25025070300","4392","559","3629","457","31","38","18","29","347","200","367","180","Census Tract 703, Suffolk County, Massachusetts"
"1400000US25025070402","1901","176","706","137","0","127","0","127","684","165","511","203","Census Tract 704.02, Suffolk County, Massachusetts"
"1400000US25025070500","7254","837","5602","852","308","144","56","55","722","260","566","262","Census Tract 705, Suffolk County, Massachusetts"
"1400000US25025070600","2351","255","1763","212","0","127","85","55","125","86","378","248","Census Tract 706, Suffolk County, Massachusetts"
"1400000US25025070700","2347","242","1910","270","117","97","0","127","207","116","113","74","Census Tract 707, Suffolk County, Massachusetts"
"1400000US25025070800","3436","278","2474","314","0","127","59","54","505","153","398","198","Census Tract 708, Suffolk County, Massachusetts"
"1400000US25025070900","3057","329","2248","288","154","143","0","127","211","102","444","210","Census Tract 709, Suffolk County, Massachusetts"
"1400000US25025071101","3809","470","2735","457","80","78","33","34","340","151","621","232","Census Tract 711.01, Suffolk County, Massachusetts"
"1400000US25025071201","3066","361","2064","359","144","66","43","43","336","123","479","181","Census Tract 712.01, Suffolk County, Massachusetts"
"1400000US25025080100","2724","357","1974","325","96","74","43","42","328","139","283","101","Census Tract 801, Suffolk County, Massachusetts"
"1400000US25025080300","1739","337","1371","325","62","68","0","127","123","97","183","167","Census Tract 803, Suffolk County, Massachusetts"
"1400000US25025080401","2415","253","1839","248","243","78","0","127","124","83","209","136","Census Tract 804.01, Suffolk County, Massachusetts"
"1400000US25025080500","2744","250","1689","302","346","232","15","23","244","122","450","144","Census Tract 805, Suffolk County, Massachusetts"
"1400000US25025080601","2349","434","1578","390","226","192","0","127","150","80","395","187","Census Tract 806.01, Suffolk County, Massachusetts"
"1400000US25025080801","3251","469","2511","488","139","86","67","62","407","162","127","98","Census Tract 808.01, Suffolk County, Massachusetts"
"1400000US25025080900","3695","499","2514","499","58","58","6","12","280","100","837","331","Census Tract 809, Suffolk County, Massachusetts"
"1400000US25025081001","5139","616","3520","596","159","112","28","31","970","261","462","152","Census Tract 810.01, Suffolk County, Massachusetts"
"1400000US25025081100","4136","440","3035","485","69","53","104","100","425","154","503","174","Census Tract 811, Suffolk County, Massachusetts"
"1400000US25025081200","3261","458","2245","406","224","147","28","35","317","216","447","262","Census Tract 812, Suffolk County, Massachusetts"
"1400000US25025081300","5230","632","2977","501","429","230","20","22","863","323","941","411","Census Tract 813, Suffolk County, Massachusetts"
"1400000US25025081400","2943","367","2439","347","40","46","0","127","279","130","185","84","Census Tract 814, Suffolk County, Massachusetts"
"1400000US25025081500","2091","390","1590","367","26","43","0","127","223","118","252","143","Census Tract 815, Suffolk County, Massachusetts"
"1400000US25025081700","3446","402","3139","382","63","53","0","127","147","91","97","77","Census Tract 817, Suffolk County, Massachusetts"
"1400000US25025081800","2793","472","1710","372","58","39","0","127","485","181","540","224","Census Tract 818, Suffolk County, Massachusetts"
"1400000US25025081900","2357","326","1863","271","96","93","13","20","164","109","221","103","Census Tract 819, Suffolk County, Massachusetts"
"1400000US25025082000","2542","338","1902","337","32","40","12","20","202","107","394","184","Census Tract 820, Suffolk County, Massachusetts"
"1400000US25025082100","4822","421","3289","425","167","112","39","61","666","181","661","240","Census Tract 821, Suffolk County, Massachusetts"
"1400000US25025090100","4658","561","2940","477","112","79","21","31","693","187","892","260","Census Tract 901, Suffolk County, Massachusetts"
"1400000US25025090200","2075","340","1323","269","54","44","59","59","292","191","347","172","Census Tract 902, Suffolk County, Massachusetts"
"1400000US25025090300","2525","409","1716","316","247","183","24","39","220","98","318","195","Census Tract 903, Suffolk County, Massachusetts"
"1400000US25025090400","3529","449","2134","408","209","109","38","60","366","109","782","332","Census Tract 904, Suffolk County, Massachusetts"
"1400000US25025090600","1805","374","934","342","87","80","0","127","484","140","300","177","Census Tract 906, Suffolk County, Massachusetts"
"1400000US25025090700","4157","483","2645","388","32","34","134","81","705","212","641","232","Census Tract 907, Suffolk County, Massachusetts"
"1400000US25025090901","4026","413","2196","352","202","136","23","31","300","170","1305","312","Census Tract 909.01, Suffolk County, Massachusetts"
"1400000US25025091001","2479","225","1851","226","52","48","52","51","308","119","216","168","Census Tract 910.01, Suffolk County, Massachusetts"
"1400000US25025091100","4344","506","2587","348","59","74","102","140","947","267","649","306","Census Tract 911, Suffolk County, Massachusetts"
"1400000US25025091200","2888","535","1832","411","175","114","21","32","629","208","231","108","Census Tract 912, Suffolk County, Massachusetts"
"1400000US25025091300","1741","339","1087","298","104","75","9","15","294","136","247","133","Census Tract 913, Suffolk County, Massachusetts"
"1400000US25025091400","2171","337","1499","301","106","82","16","26","311","134","239","132","Census Tract 914, Suffolk County, Massachusetts"
"1400000US25025091500","4851","442","2460","413","344","181","55","70","935","248","1057","402","Census Tract 915, Suffolk County, Massachusetts"
"1400000US25025091600","3363","358","1856","324","80","62","60","50","659","212","708","223","Census Tract 916, Suffolk County, Massachusetts"
"1400000US25025091700","3248","579","1685","445","142","109","73","60","499","203","849","315","Census Tract 917, Suffolk County, Massachusetts"
"1400000US25025091800","2929","390","1545","388","166","139","0","127","612","196","606","273","Census Tract 918, Suffolk County, Massachusetts"
"1400000US25025091900","3577","468","2524","397","52","59","64","71","542","207","395","182","Census Tract 919, Suffolk County, Massachusetts"
"1400000US25025092000","5174","495","3149","599","158","93","101","103","975","241","791","371","Census Tract 920, Suffolk County, Massachusetts"
"1400000US25025092101","5884","635","3743","502","7","12","40","38","1409","380","685","290","Census Tract 921.01, Suffolk County, Massachusetts"
"1400000US25025092200","2932","292","1759","293","122","115","149","153","543","205","359","177","Census Tract 922, Suffolk County, Massachusetts"
"1400000US25025092300","2662","272","1992","231","0","127","51","40","424","136","195","84","Census Tract 923, Suffolk County, Massachusetts"
"1400000US25025092400","5995","535","4122","441","170","116","26","38","551","172","1126","399","Census Tract 924, Suffolk County, Massachusetts"
"1400000US25025100100","5617","568","3196","416","98","72","110","97","740","328","1473","621","Census Tract 1001, Suffolk County, Massachusetts"
"1400000US25025100200","2997","392","2318","406","145","158","0","127","275","150","259","170","Census Tract 1002, Suffolk County, Massachusetts"
"1400000US25025100300","3555","466","2536","406","134","70","102","117","408","184","375","158","Census Tract 1003, Suffolk County, Massachusetts"
"1400000US25025100400","4866","608","3004","566","33","33","30","27","901","220","898","351","Census Tract 1004, Suffolk County, Massachusetts"
"1400000US25025100500","4803","574","2728","511","194","171","24","37","867","352","990","437","Census Tract 1005, Suffolk County, Massachusetts"
"1400000US25025100601","4653","612","3128","473","32","37","94","91","755","188","644","282","Census Tract 1006.01, Suffolk County, Massachusetts"
"1400000US25025100603","1971","241","1543","252","0","127","0","127","296","121","132","58","Census Tract 1006.03, Suffolk County, Massachusetts"
"1400000US25025100700","4212","304","3833","324","0","127","56","56","151","86","172","111","Census Tract 1007, Suffolk County, Massachusetts"
"1400000US25025100800","5602","571","4312","540","54","63","29","36","822","268","385","190","Census Tract 1008, Suffolk County, Massachusetts"
"1400000US25025100900","4256","337","2887","389","59","59","27","33","784","227","499","237","Census Tract 1009, Suffolk County, Massachusetts"
"1400000US25025101001","5892","665","3663","508","41","42","7","14","1253","410","928","305","Census Tract 1010.01, Suffolk County, Massachusetts"
"1400000US25025101002","6147","903","3832","862","24","28","37","47","1189","371","1065","561","Census Tract 1010.02, Suffolk County, Massachusetts"
"1400000US25025101101","3603","433","2021","361","34","43","22","33","861","321","665","180","Census Tract 1011.01, Suffolk County, Massachusetts"
"1400000US25025101102","4207","390","2764","405","62","59","43","53","577","178","761","246","Census Tract 1011.02, Suffolk County, Massachusetts"
"1400000US25025110103","5742","652","3937","553","255","137","14","25","601","189","935","433","Census Tract 1101.03, Suffolk County, Massachusetts"
"1400000US25025110201","1911","166","1348","132","187","100","20","25","176","109","180","125","Census Tract 1102.01, Suffolk County, Massachusetts"
"1400000US25025110301","2466","393","1785","341","76","73","8","13","294","101","303","155","Census Tract 1103.01, Suffolk County, Massachusetts"
"1400000US25025110401","3571","375","1999","235","57","46","41","46","585","180","889","323","Census Tract 1104.01, Suffolk County, Massachusetts"
"1400000US25025110403","4592","423","3192","384","32","30","39","51","725","188","604","229","Census Tract 1104.03, Suffolk County, Massachusetts"
"1400000US25025110501","3567","310","2680","264","34","42","14","23","426","178","413","239","Census Tract 1105.01, Suffolk County, Massachusetts"
"1400000US25025110502","3486","343","2202","327","49","58","28","34","474","175","733","355","Census Tract 1105.02, Suffolk County, Massachusetts"
