"GEO_ID","B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Geographic Area Name"
"1400000US25025110601","2822","430","2299","386","0","127","26","29","398","160","99","71","Census Tract 1106.01, Suffolk County, Massachusetts"
"1400000US25025110607","5388","524","3889","467","17","26","0","127","976","320","506","275","Census Tract 1106.07, Suffolk County, Massachusetts"
"1400000US25025120103","1441","129","1304","130","40","63","0","127","73","49","24","31","Census Tract 1201.03, Suffolk County, Massachusetts"
"1400000US25025120104","1945","190","1572","191","34","35","10","17","143","78","186","109","Census Tract 1201.04, Suffolk County, Massachusetts"
"1400000US25025120105","2572","472","2035","300","0","127","15","22","280","129","242","297","Census Tract 1201.05, Suffolk County, Massachusetts"
"1400000US25025120201","3920","410","2931","399","42","49","9","13","445","136","493","255","Census Tract 1202.01, Suffolk County, Massachusetts"
"1400000US25025120301","4500","442","2904","417","251","181","70","67","652","230","623","252","Census Tract 1203.01, Suffolk County, Massachusetts"
"1400000US25025120400","5344","400","4476","400","124","101","94","93","334","111","316","140","Census Tract 1204, Suffolk County, Massachusetts"
"1400000US25025120500","2462","311","1474","305","173","130","11","16","416","126","388","250","Census Tract 1205, Suffolk County, Massachusetts"
"1400000US25025120600","2494","325","2135","308","12","20","45","43","116","61","186","114","Census Tract 1206, Suffolk County, Massachusetts"
"1400000US25025120700","2080","279","1592","250","141","130","15","24","141","78","191","112","Census Tract 1207, Suffolk County, Massachusetts"
"1400000US25025130100","4843","420","3712","387","0","127","16","26","594","234","521","181","Census Tract 1301, Suffolk County, Massachusetts"
"1400000US25025130200","4778","359","3960","348","0","127","25","28","434","179","359","196","Census Tract 1302, Suffolk County, Massachusetts"
"1400000US25025130300","4554","276","3805","233","0","127","7","12","437","195","305","159","Census Tract 1303, Suffolk County, Massachusetts"
"1400000US25025130402","4407","387","3777","401","0","127","32","49","448","208","150","81","Census Tract 1304.02, Suffolk County, Massachusetts"
"1400000US25025130404","2830","515","2045","408","47","74","0","127","428","135","310","201","Census Tract 1304.04, Suffolk County, Massachusetts"
"1400000US25025130406","5006","529","3143","415","159","106","19","30","1038","253","647","286","Census Tract 1304.06, Suffolk County, Massachusetts"
"1400000US25025140102","4361","378","2993","336","133","107","50","51","558","201","627","276","Census Tract 1401.02, Suffolk County, Massachusetts"
"1400000US25025140105","3697","338","2665","430","161","151","12","19","592","205","267","150","Census Tract 1401.05, Suffolk County, Massachusetts"
"1400000US25025140106","2179","315","1417","287","123","81","17","28","420","208","202","111","Census Tract 1401.06, Suffolk County, Massachusetts"
"1400000US25025140107","2461","402","1724","298","58","78","26","38","452","208","201","112","Census Tract 1401.07, Suffolk County, Massachusetts"
"1400000US25025140201","2115","355","1396","308","115","120","27","32","357","195","220","149","Census Tract 1402.01, Suffolk County, Massachusetts"
"1400000US25025140202","5429","522","4391","489","76","100","21","23","531","169","410","241","Census Tract 1402.02, Suffolk County, Massachusetts"
"1400000US25025140300","6210","760","3907","526","92","70","49","65","1149","343","1013","412","Census Tract 1403, Suffolk County, Massachusetts"
"1400000US25025140400","8163","859","4547","612","187","167","121","97","1753","421","1555","629","Census Tract 1404, Suffolk County, Massachusetts"
"1400000US25025160101","8226","1152","4085","599","258","142","28","32","559","191","3296","996","Census Tract 1601.01, Suffolk County, Massachusetts"
"1400000US25025160200","3111","355","1215","226","289","149","0","127","254","125","1353","325","Census Tract 1602, Suffolk County, Massachusetts"
"1400000US25025160300","2354","332","1695","225","128","132","0","127","191","98","340","202","Census Tract 1603, Suffolk County, Massachusetts"
"1400000US25025160400","2323","288","1002","194","265","144","0","127","300","125","756","319","Census Tract 1604, Suffolk County, Massachusetts"
"1400000US25025160501","5816","748","2527","385","434","202","27","45","536","261","2292","574","Census Tract 1605.01, Suffolk County, Massachusetts"
"1400000US25025160502","4273","405","2289","446","230","134","112","105","710","292","932","339","Census Tract 1605.02, Suffolk County, Massachusetts"
"1400000US25025160601","3690","379","1758","382","130","119","41","50","665","242","1096","293","Census Tract 1606.01, Suffolk County, Massachusetts"
"1400000US25025160602","4739","743","3387","562","109","111","13","21","600","253","630","366","Census Tract 1606.02, Suffolk County, Massachusetts"
"1400000US25025170100","6907","528","5048","455","161","118","45","42","496","219","1157","359","Census Tract 1701, Suffolk County, Massachusetts"
"1400000US25025170200","4925","481","3664","422","79","51","25","40","683","204","474","251","Census Tract 1702, Suffolk County, Massachusetts"
"1400000US25025170300","8335","611","6351","513","21","26","0","127","791","239","1172","492","Census Tract 1703, Suffolk County, Massachusetts"
"1400000US25025170400","5004","484","3362","399","18","30","53","48","575","207","996","434","Census Tract 1704, Suffolk County, Massachusetts"
"1400000US25025170501","3288","410","2248","368","73","72","0","127","392","153","575","300","Census Tract 1705.01, Suffolk County, Massachusetts"
"1400000US25025170502","3187","385","2660","374","0","127","0","127","351","145","176","149","Census Tract 1705.02, Suffolk County, Massachusetts"
"1400000US25025170601","5436","591","3709","379","34","63","0","127","467","225","1226","467","Census Tract 1706.01, Suffolk County, Massachusetts"
"1400000US25025170701","1753","406","1156","376","90","99","31","42","220","137","256","229","Census Tract 1707.01, Suffolk County, Massachusetts"
"1400000US25025170702","6626","667","2924","427","110","81","54","46","916","233","2622","553","Census Tract 1707.02, Suffolk County, Massachusetts"
"1400000US25025170800","4495","428","3095","471","83","77","73","68","473","155","771","274","Census Tract 1708, Suffolk County, Massachusetts"
"1400000US25025180101","4584","371","3937","439","4","10","16","27","319","150","308","161","Census Tract 1801.01, Suffolk County, Massachusetts"
"1400000US25025180200","3854","323","3482","338","46","67","0","127","85","63","241","146","Census Tract 1802, Suffolk County, Massachusetts"
"1400000US25025180301","3051","273","2836","305","0","127","0","127","179","123","36","44","Census Tract 1803.01, Suffolk County, Massachusetts"
"1400000US25025180400","1814","253","1509","233","17","32","0","127","29","28","259","246","Census Tract 1804, Suffolk County, Massachusetts"
"1400000US25025180500","4008","319","3553","307","0","127","0","127","324","150","131","104","Census Tract 1805, Suffolk County, Massachusetts"
"1400000US25025980101","345","276","265","203","19","22","0","127","7","11","54","64","Census Tract 9801.01, Suffolk County, Massachusetts"
"1400000US25025980300","425","340","357","308","18","23","0","127","11","18","39","49","Census Tract 9803, Suffolk County, Massachusetts"
"1400000US25025980700","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9807, Suffolk County, Massachusetts"
"1400000US25025981000","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9810, Suffolk County, Massachusetts"
"1400000US25025981100","71","69","58","56","10","16","0","127","3","5","0","127","Census Tract 9811, Suffolk County, Massachusetts"
"1400000US25025981201","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9812.01, Suffolk County, Massachusetts"
"1400000US25025981202","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9812.02, Suffolk County, Massachusetts"
"1400000US25025981300","243","89","158","57","0","127","0","127","37","22","48","51","Census Tract 9813, Suffolk County, Massachusetts"
"1400000US25025981501","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9815.01, Suffolk County, Massachusetts"
"1400000US25025981502","52","76","12","17","40","58","0","127","0","127","0","127","Census Tract 9815.02, Suffolk County, Massachusetts"
"1400000US25025981600","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9816, Suffolk County, Massachusetts"
"1400000US25025981700","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9817, Suffolk County, Massachusetts"
"1400000US25025981800","88","107","88","107","0","127","0","127","0","127","0","127","Census Tract 9818, Suffolk County, Massachusetts"
"1400000US25025990101","444","270","251","220","54","61","0","127","0","127","139","114","Census Tract 9901.01, Suffolk County, Massachusetts"
