"GEO_ID","B25058_001E","B25058_001M","NAME"
"1400000US25009250400","575","119","Census Tract 2504, Essex County, Massachusetts"
"1400000US25009250500","829","28","Census Tract 2505, Essex County, Massachusetts"
"1400000US25009250600","846","37","Census Tract 2506, Essex County, Massachusetts"
"1400000US25009250700","808","45","Census Tract 2507, Essex County, Massachusetts"
"1400000US25009250800","903","52","Census Tract 2508, Essex County, Massachusetts"
"1400000US25009250900","674","229","Census Tract 2509, Essex County, Massachusetts"
"1400000US25009251000","726","50","Census Tract 2510, Essex County, Massachusetts"
"1400000US25009251100","445","151","Census Tract 2511, Essex County, Massachusetts"
"1400000US25009251200","724","44","Census Tract 2512, Essex County, Massachusetts"
"1400000US25009251300","603","208","Census Tract 2513, Essex County, Massachusetts"
"1400000US25009251400","843","38","Census Tract 2514, Essex County, Massachusetts"
"1400000US25009251500","836","63","Census Tract 2515, Essex County, Massachusetts"
"1400000US25009251600","758","97","Census Tract 2516, Essex County, Massachusetts"
"1400000US25009251700","854","62","Census Tract 2517, Essex County, Massachusetts"
"1400000US25009251800","844","56","Census Tract 2518, Essex County, Massachusetts"
"1400000US25009252101","851","125","Census Tract 2521.01, Essex County, Massachusetts"
"1400000US25009252102","231","14","Census Tract 2521.02, Essex County, Massachusetts"
"1400000US25009252201","871","146","Census Tract 2522.01, Essex County, Massachusetts"
"1400000US25009252202","-","**","Census Tract 2522.02, Essex County, Massachusetts"
"1400000US25009252300","824","47","Census Tract 2523, Essex County, Massachusetts"
"1400000US25009252400","752","62","Census Tract 2524, Essex County, Massachusetts"
"1400000US25009252501","913","132","Census Tract 2525.01, Essex County, Massachusetts"
"1400000US25009252502","928","57","Census Tract 2525.02, Essex County, Massachusetts"
"1400000US25009252601","874","130","Census Tract 2526.01, Essex County, Massachusetts"
"1400000US25009252602","1054","301","Census Tract 2526.02, Essex County, Massachusetts"
"1400000US25009252603","829","522","Census Tract 2526.03, Essex County, Massachusetts"
"1400000US25009253100","784","159","Census Tract 2531, Essex County, Massachusetts"
"1400000US25009253201","685","372","Census Tract 2532.01, Essex County, Massachusetts"
"1400000US25009253202","1164","95","Census Tract 2532.02, Essex County, Massachusetts"
"1400000US25009253203","1574","799","Census Tract 2532.03, Essex County, Massachusetts"
"1400000US25009253204","1590","280","Census Tract 2532.04, Essex County, Massachusetts"
"1400000US25009253205","1425","1241","Census Tract 2532.05, Essex County, Massachusetts"
"1400000US25009254100","906","328","Census Tract 2541, Essex County, Massachusetts"
"1400000US25009254200","612","250","Census Tract 2542, Essex County, Massachusetts"
"1400000US25009254301","1200","406","Census Tract 2543.01, Essex County, Massachusetts"
"1400000US25009254302","788","276","Census Tract 2543.02, Essex County, Massachusetts"
"1400000US25009254401","1714","193","Census Tract 2544.01, Essex County, Massachusetts"
"1400000US25009254402","1137","194","Census Tract 2544.02, Essex County, Massachusetts"
"1400000US25009254403","1200","279","Census Tract 2544.03, Essex County, Massachusetts"
"1400000US25009260100","651","89","Census Tract 2601, Essex County, Massachusetts"
"1400000US25009260200","764","64","Census Tract 2602, Essex County, Massachusetts"
"1400000US25009260301","747","311","Census Tract 2603.01, Essex County, Massachusetts"
"1400000US25009260302","1055","337","Census Tract 2603.02, Essex County, Massachusetts"
"1400000US25009260401","731","208","Census Tract 2604.01, Essex County, Massachusetts"
"1400000US25009260402","955","108","Census Tract 2604.02, Essex County, Massachusetts"
"1400000US25009260500","878","50","Census Tract 2605, Essex County, Massachusetts"
"1400000US25009260600","941","105","Census Tract 2606, Essex County, Massachusetts"
"1400000US25009260700","841","44","Census Tract 2607, Essex County, Massachusetts"
"1400000US25009260800","844","58","Census Tract 2608, Essex County, Massachusetts"
"1400000US25009260900","804","432","Census Tract 2609, Essex County, Massachusetts"
"1400000US25009261000","925","55","Census Tract 2610, Essex County, Massachusetts"
"1400000US25009261101","639","272","Census Tract 2611.01, Essex County, Massachusetts"
"1400000US25009261102","1000","57","Census Tract 2611.02, Essex County, Massachusetts"
"1400000US25009262100","846","163","Census Tract 2621, Essex County, Massachusetts"
"1400000US25009263100","982","827","Census Tract 2631, Essex County, Massachusetts"
"1400000US25009264100","1191","210","Census Tract 2641, Essex County, Massachusetts"
"1400000US25009265101","837","498","Census Tract 2651.01, Essex County, Massachusetts"
"1400000US25009265102","1121","293","Census Tract 2651.02, Essex County, Massachusetts"
"1400000US25009266100","742","122","Census Tract 2661, Essex County, Massachusetts"
"1400000US25009266200","769","88","Census Tract 2662, Essex County, Massachusetts"
"1400000US25009266300","835","168","Census Tract 2663, Essex County, Massachusetts"
"1400000US25009266400","907","102","Census Tract 2664, Essex County, Massachusetts"
"1400000US25009267101","815","117","Census Tract 2671.01, Essex County, Massachusetts"
"1400000US25009267102","890","72","Census Tract 2671.02, Essex County, Massachusetts"
"1400000US25009268100","-","**","Census Tract 2681, Essex County, Massachusetts"
"1400000US25009268200","929","110","Census Tract 2682, Essex County, Massachusetts"
"1400000US25009268300","961","110","Census Tract 2683, Essex County, Massachusetts"
"1400000US25009268400","971","196","Census Tract 2684, Essex County, Massachusetts"
"1400000US25009269100","1044","146","Census Tract 2691, Essex County, Massachusetts"
"1400000US25009270100","1042","159","Census Tract 2701, Essex County, Massachusetts"
"1400000US25009990100","-","**","Census Tract 9901, Essex County, Massachusetts"
"1400000US25017300100","721","74","Census Tract 3001, Middlesex County, Massachusetts"
"1400000US25017301101","738","125","Census Tract 3011.01, Middlesex County, Massachusetts"
"1400000US25017301102","745","151","Census Tract 3011.02, Middlesex County, Massachusetts"
"1400000US25017310100","720","85","Census Tract 3101, Middlesex County, Massachusetts"
"1400000US25017310200","804","149","Census Tract 3102, Middlesex County, Massachusetts"
"1400000US25017310300","821","101","Census Tract 3103, Middlesex County, Massachusetts"
"1400000US25017310400","915","160","Census Tract 3104, Middlesex County, Massachusetts"
"1400000US25017310500","953","96","Census Tract 3105, Middlesex County, Massachusetts"
"1400000US25017310601","833","165","Census Tract 3106.01, Middlesex County, Massachusetts"
"1400000US25017310602","747","156","Census Tract 3106.02, Middlesex County, Massachusetts"
"1400000US25017310700","690","101","Census Tract 3107, Middlesex County, Massachusetts"
"1400000US25017311100","1044","90","Census Tract 3111, Middlesex County, Massachusetts"
"1400000US25017311200","625","116","Census Tract 3112, Middlesex County, Massachusetts"
"1400000US25017311300","886","43","Census Tract 3113, Middlesex County, Massachusetts"
"1400000US25017311400","950","67","Census Tract 3114, Middlesex County, Massachusetts"
"1400000US25017311500","749","154","Census Tract 3115, Middlesex County, Massachusetts"
"1400000US25017311600","832","165","Census Tract 3116, Middlesex County, Massachusetts"
"1400000US25017311700","884","53","Census Tract 3117, Middlesex County, Massachusetts"
"1400000US25017311800","828","208","Census Tract 3118, Middlesex County, Massachusetts"
"1400000US25017311900","492","58","Census Tract 3119, Middlesex County, Massachusetts"
"1400000US25017312000","787","60","Census Tract 3120, Middlesex County, Massachusetts"
"1400000US25017312100","758","122","Census Tract 3121, Middlesex County, Massachusetts"
"1400000US25017312200","860","70","Census Tract 3122, Middlesex County, Massachusetts"
"1400000US25017312300","917","48","Census Tract 3123, Middlesex County, Massachusetts"
"1400000US25017312400","624","52","Census Tract 3124, Middlesex County, Massachusetts"
"1400000US25017312501","916","178","Census Tract 3125.01, Middlesex County, Massachusetts"
"1400000US25017312502","862","133","Census Tract 3125.02, Middlesex County, Massachusetts"
"1400000US25017313101","748","200","Census Tract 3131.01, Middlesex County, Massachusetts"
"1400000US25017313102","962","75","Census Tract 3131.02, Middlesex County, Massachusetts"
"1400000US25017314101","978","43","Census Tract 3141.01, Middlesex County, Massachusetts"
"1400000US25017314102","961","118","Census Tract 3141.02, Middlesex County, Massachusetts"
"1400000US25017314200","903","165","Census Tract 3142, Middlesex County, Massachusetts"
"1400000US25017314301","906","56","Census Tract 3143.01, Middlesex County, Massachusetts"
"1400000US25017314302","-","**","Census Tract 3143.02, Middlesex County, Massachusetts"
"1400000US25017315100","1010","587","Census Tract 3151, Middlesex County, Massachusetts"
"1400000US25017315200","1144","143","Census Tract 3152, Middlesex County, Massachusetts"
"1400000US25017315401","490","664","Census Tract 3154.01, Middlesex County, Massachusetts"
"1400000US25017315402","-","**","Census Tract 3154.02, Middlesex County, Massachusetts"
"1400000US25017315403","970","420","Census Tract 3154.03, Middlesex County, Massachusetts"
"1400000US25017315500","1134","170","Census Tract 3155, Middlesex County, Massachusetts"
"1400000US25017316101","1013","1115","Census Tract 3161.01, Middlesex County, Massachusetts"
"1400000US25017316102","837","194","Census Tract 3161.02, Middlesex County, Massachusetts"
"1400000US25017316201","2,000+","***","Census Tract 3162.01, Middlesex County, Massachusetts"
"1400000US25017316202","-","**","Census Tract 3162.02, Middlesex County, Massachusetts"
"1400000US25017316300","1148","94","Census Tract 3163, Middlesex County, Massachusetts"
"1400000US25017316400","1406","181","Census Tract 3164, Middlesex County, Massachusetts"
"1400000US25017316500","1072","75","Census Tract 3165, Middlesex County, Massachusetts"
"1400000US25017317101","889","164","Census Tract 3171.01, Middlesex County, Massachusetts"
"1400000US25017317102","1124","52","Census Tract 3171.02, Middlesex County, Massachusetts"
"1400000US25017317103","-","**","Census Tract 3171.03, Middlesex County, Massachusetts"
"1400000US25017317201","-","**","Census Tract 3172.01, Middlesex County, Massachusetts"
"1400000US25017317202","1528","752","Census Tract 3172.02, Middlesex County, Massachusetts"
"1400000US25017317203","953","129","Census Tract 3172.03, Middlesex County, Massachusetts"
"1400000US25017317301","1130","438","Census Tract 3173.01, Middlesex County, Massachusetts"
"1400000US25017317302","766","308","Census Tract 3173.02, Middlesex County, Massachusetts"
"1400000US25017318100","1319","508","Census Tract 3181, Middlesex County, Massachusetts"
"1400000US25017318200","954","225","Census Tract 3182, Middlesex County, Massachusetts"
"1400000US25017318300","1594","527","Census Tract 3183, Middlesex County, Massachusetts"
"1400000US25017318400","595","633","Census Tract 3184, Middlesex County, Massachusetts"
"1400000US25017320102","1071","163","Census Tract 3201.02, Middlesex County, Massachusetts"
"1400000US25017320103","342","188","Census Tract 3201.03, Middlesex County, Massachusetts"
"1400000US25017320104","1198","978","Census Tract 3201.04, Middlesex County, Massachusetts"
"1400000US25017321100","935","75","Census Tract 3211, Middlesex County, Massachusetts"
"1400000US25017321200","947","141","Census Tract 3212, Middlesex County, Massachusetts"
"1400000US25017321300","823","66","Census Tract 3213, Middlesex County, Massachusetts"
"1400000US25017321400","1587","211","Census Tract 3214, Middlesex County, Massachusetts"
"1400000US25017321500","802","154","Census Tract 3215, Middlesex County, Massachusetts"
"1400000US25017321600","1134","59","Census Tract 3216, Middlesex County, Massachusetts"
"1400000US25017322100","1137","89","Census Tract 3221, Middlesex County, Massachusetts"
"1400000US25017322200","837","98","Census Tract 3222, Middlesex County, Massachusetts"
"1400000US25017322300","907","258","Census Tract 3223, Middlesex County, Massachusetts"
"1400000US25017322400","996","95","Census Tract 3224, Middlesex County, Massachusetts"
"1400000US25017323100","1418","296","Census Tract 3231, Middlesex County, Massachusetts"
"1400000US25017324101","478","324","Census Tract 3241.01, Middlesex County, Massachusetts"
"1400000US25017324102","661","530","Census Tract 3241.02, Middlesex County, Massachusetts"
"1400000US25017325100","788","56","Census Tract 3251, Middlesex County, Massachusetts"
"1400000US25017326101","433","55","Census Tract 3261.01, Middlesex County, Massachusetts"
"1400000US25017326102","1328","102","Census Tract 3261.02, Middlesex County, Massachusetts"
"1400000US25017327101","785","756","Census Tract 3271.01, Middlesex County, Massachusetts"
"1400000US25017327102","985","253","Census Tract 3271.02, Middlesex County, Massachusetts"
"1400000US25017327103","681","241","Census Tract 3271.03, Middlesex County, Massachusetts"
"1400000US25017328100","522","798","Census Tract 3281, Middlesex County, Massachusetts"
"1400000US25017330100","428","235","Census Tract 3301, Middlesex County, Massachusetts"
"1400000US25017330200","1270","210","Census Tract 3302, Middlesex County, Massachusetts"
"1400000US25017331101","1578","123","Census Tract 3311.01, Middlesex County, Massachusetts"
"1400000US25017331102","1424","157","Census Tract 3311.02, Middlesex County, Massachusetts"
"1400000US25017331200","1302","516","Census Tract 3312, Middlesex County, Massachusetts"
"1400000US25017331300","846","27","Census Tract 3313, Middlesex County, Massachusetts"
"1400000US25017332100","1449","1140","Census Tract 3321, Middlesex County, Massachusetts"
"1400000US25017332200","1353","109","Census Tract 3322, Middlesex County, Massachusetts"
"1400000US25017332300","1224","430","Census Tract 3323, Middlesex County, Massachusetts"
"1400000US25017332400","1685","79","Census Tract 3324, Middlesex County, Massachusetts"
"1400000US25017333100","1176","65","Census Tract 3331, Middlesex County, Massachusetts"
"1400000US25017333200","884","48","Census Tract 3332, Middlesex County, Massachusetts"
"1400000US25017333300","964","87","Census Tract 3333, Middlesex County, Massachusetts"
"1400000US25017333400","1045","178","Census Tract 3334, Middlesex County, Massachusetts"
"1400000US25017333501","1087","111","Census Tract 3335.01, Middlesex County, Massachusetts"
"1400000US25017333502","836","79","Census Tract 3335.02, Middlesex County, Massachusetts"
"1400000US25017333600","1272","95","Census Tract 3336, Middlesex County, Massachusetts"
"1400000US25017334100","1186","574","Census Tract 3341, Middlesex County, Massachusetts"
"1400000US25017334200","1055","100","Census Tract 3342, Middlesex County, Massachusetts"
"1400000US25017334300","405","449","Census Tract 3343, Middlesex County, Massachusetts"
"1400000US25017334400","812","287","Census Tract 3344, Middlesex County, Massachusetts"
"1400000US25017335100","969","87","Census Tract 3351, Middlesex County, Massachusetts"
"1400000US25017335200","884","87","Census Tract 3352, Middlesex County, Massachusetts"
"1400000US25017335301","932","153","Census Tract 3353.01, Middlesex County, Massachusetts"
"1400000US25017335302","1072","231","Census Tract 3353.02, Middlesex County, Massachusetts"
"1400000US25017335400","966","65","Census Tract 3354, Middlesex County, Massachusetts"
"1400000US25017336100","825","196","Census Tract 3361, Middlesex County, Massachusetts"
"1400000US25017336200","1239","281","Census Tract 3362, Middlesex County, Massachusetts"
"1400000US25017336300","887","247","Census Tract 3363, Middlesex County, Massachusetts"
"1400000US25017336401","1161","69","Census Tract 3364.01, Middlesex County, Massachusetts"
"1400000US25017336402","873","79","Census Tract 3364.02, Middlesex County, Massachusetts"
"1400000US25017337101","775","129","Census Tract 3371.01, Middlesex County, Massachusetts"
"1400000US25017337102","1043","226","Census Tract 3371.02, Middlesex County, Massachusetts"
"1400000US25017337201","991","65","Census Tract 3372.01, Middlesex County, Massachusetts"
"1400000US25017337202","1111","103","Census Tract 3372.02, Middlesex County, Massachusetts"
"1400000US25017337300","1208","85","Census Tract 3373, Middlesex County, Massachusetts"
"1400000US25017338100","1413","1353","Census Tract 3381, Middlesex County, Massachusetts"
"1400000US25017338200","1063","125","Census Tract 3382, Middlesex County, Massachusetts"
"1400000US25017338300","1454","171","Census Tract 3383, Middlesex County, Massachusetts"
"1400000US25017338400","1683","1003","Census Tract 3384, Middlesex County, Massachusetts"
"1400000US25017338500","1031","952","Census Tract 3385, Middlesex County, Massachusetts"
"1400000US25017339100","603","184","Census Tract 3391, Middlesex County, Massachusetts"
"1400000US25017339200","1282","188","Census Tract 3392, Middlesex County, Massachusetts"
"1400000US25017339300","1181","127","Census Tract 3393, Middlesex County, Massachusetts"
"1400000US25017339400","947","232","Census Tract 3394, Middlesex County, Massachusetts"
"1400000US25017339500","1188","167","Census Tract 3395, Middlesex County, Massachusetts"
"1400000US25017339600","1229","77","Census Tract 3396, Middlesex County, Massachusetts"
"1400000US25017339700","1064","112","Census Tract 3397, Middlesex County, Massachusetts"
"1400000US25017339801","1645","132","Census Tract 3398.01, Middlesex County, Massachusetts"
"1400000US25017339802","1106","167","Census Tract 3398.02, Middlesex County, Massachusetts"
"1400000US25017339900","1068","100","Census Tract 3399, Middlesex County, Massachusetts"
"1400000US25017340000","1085","152","Census Tract 3400, Middlesex County, Massachusetts"
"1400000US25017340100","1340","175","Census Tract 3401, Middlesex County, Massachusetts"
"1400000US25017341101","1100","178","Census Tract 3411.01, Middlesex County, Massachusetts"
"1400000US25017341102","956","51","Census Tract 3411.02, Middlesex County, Massachusetts"
"1400000US25017341200","1055","73","Census Tract 3412, Middlesex County, Massachusetts"
"1400000US25017341300","1080","84","Census Tract 3413, Middlesex County, Massachusetts"
"1400000US25017341400","989","85","Census Tract 3414, Middlesex County, Massachusetts"
"1400000US25017341500","1016","175","Census Tract 3415, Middlesex County, Massachusetts"
"1400000US25017341600","1039","100","Census Tract 3416, Middlesex County, Massachusetts"
"1400000US25017341700","626","180","Census Tract 3417, Middlesex County, Massachusetts"
"1400000US25017341800","1015","185","Census Tract 3418, Middlesex County, Massachusetts"
"1400000US25017341901","1095","228","Census Tract 3419.01, Middlesex County, Massachusetts"
"1400000US25017341902","1242","74","Census Tract 3419.02, Middlesex County, Massachusetts"
"1400000US25017342101","1099","73","Census Tract 3421.01, Middlesex County, Massachusetts"
"1400000US25017342102","871","89","Census Tract 3421.02, Middlesex County, Massachusetts"
"1400000US25017342201","981","69","Census Tract 3422.01, Middlesex County, Massachusetts"
"1400000US25017342202","803","194","Census Tract 3422.02, Middlesex County, Massachusetts"
"1400000US25017342300","984","60","Census Tract 3423, Middlesex County, Massachusetts"
"1400000US25017342400","962","36","Census Tract 3424, Middlesex County, Massachusetts"
"1400000US25017342500","892","95","Census Tract 3425, Middlesex County, Massachusetts"
"1400000US25017342600","966","56","Census Tract 3426, Middlesex County, Massachusetts"
"1400000US25017350103","1176","113","Census Tract 3501.03, Middlesex County, Massachusetts"
"1400000US25017350104","1103","74","Census Tract 3501.04, Middlesex County, Massachusetts"
"1400000US25017350200","1127","83","Census Tract 3502, Middlesex County, Massachusetts"
"1400000US25017350300","1095","89","Census Tract 3503, Middlesex County, Massachusetts"
"1400000US25017350400","1457","166","Census Tract 3504, Middlesex County, Massachusetts"
"1400000US25017350500","1393","122","Census Tract 3505, Middlesex County, Massachusetts"
"1400000US25017350600","1432","126","Census Tract 3506, Middlesex County, Massachusetts"
"1400000US25017350700","1077","81","Census Tract 3507, Middlesex County, Massachusetts"
"1400000US25017350800","1474","142","Census Tract 3508, Middlesex County, Massachusetts"
"1400000US25017350900","1434","90","Census Tract 3509, Middlesex County, Massachusetts"
"1400000US25017351000","1405","104","Census Tract 3510, Middlesex County, Massachusetts"
"1400000US25017351100","1128","55","Census Tract 3511, Middlesex County, Massachusetts"
"1400000US25017351203","1313","141","Census Tract 3512.03, Middlesex County, Massachusetts"
"1400000US25017351204","1267","115","Census Tract 3512.04, Middlesex County, Massachusetts"
"1400000US25017351300","946","104","Census Tract 3513, Middlesex County, Massachusetts"
"1400000US25017351403","861","177","Census Tract 3514.03, Middlesex County, Massachusetts"
"1400000US25017351404","1022","120","Census Tract 3514.04, Middlesex County, Massachusetts"
"1400000US25017351500","1022","63","Census Tract 3515, Middlesex County, Massachusetts"
"1400000US25017352101","2,000+","***","Census Tract 3521.01, Middlesex County, Massachusetts"
"1400000US25017352102","1252","237","Census Tract 3521.02, Middlesex County, Massachusetts"
"1400000US25017352200","679","494","Census Tract 3522, Middlesex County, Massachusetts"
"1400000US25017352300","1667","324","Census Tract 3523, Middlesex County, Massachusetts"
"1400000US25017352400","643","161","Census Tract 3524, Middlesex County, Massachusetts"
"1400000US25017352500","1304","130","Census Tract 3525, Middlesex County, Massachusetts"
"1400000US25017352600","1234","149","Census Tract 3526, Middlesex County, Massachusetts"
"1400000US25017352700","817","170","Census Tract 3527, Middlesex County, Massachusetts"
"1400000US25017352800","1289","304","Census Tract 3528, Middlesex County, Massachusetts"
"1400000US25017352900","1565","137","Census Tract 3529, Middlesex County, Massachusetts"
"1400000US25017353000","1334","114","Census Tract 3530, Middlesex County, Massachusetts"
"1400000US25017353101","1589","239","Census Tract 3531.01, Middlesex County, Massachusetts"
"1400000US25017353102","1450","107","Census Tract 3531.02, Middlesex County, Massachusetts"
"1400000US25017353200","1588","128","Census Tract 3532, Middlesex County, Massachusetts"
"1400000US25017353300","1510","244","Census Tract 3533, Middlesex County, Massachusetts"
"1400000US25017353400","1117","200","Census Tract 3534, Middlesex County, Massachusetts"
"1400000US25017353500","1388","140","Census Tract 3535, Middlesex County, Massachusetts"
"1400000US25017353600","1441","91","Census Tract 3536, Middlesex County, Massachusetts"
"1400000US25017353700","1397","45","Census Tract 3537, Middlesex County, Massachusetts"
"1400000US25017353800","1620","81","Census Tract 3538, Middlesex County, Massachusetts"
"1400000US25017353900","1446","44","Census Tract 3539, Middlesex County, Massachusetts"
"1400000US25017354000","1475","103","Census Tract 3540, Middlesex County, Massachusetts"
"1400000US25017354100","1520","147","Census Tract 3541, Middlesex County, Massachusetts"
"1400000US25017354200","1400","55","Census Tract 3542, Middlesex County, Massachusetts"
"1400000US25017354300","1410","137","Census Tract 3543, Middlesex County, Massachusetts"
"1400000US25017354400","1474","363","Census Tract 3544, Middlesex County, Massachusetts"
"1400000US25017354500","1394","85","Census Tract 3545, Middlesex County, Massachusetts"
"1400000US25017354600","1202","194","Census Tract 3546, Middlesex County, Massachusetts"
"1400000US25017354700","1712","163","Census Tract 3547, Middlesex County, Massachusetts"
