"GEO_ID","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","NAME"
"1400000US25009204102","4471","415","4027","393","203","107","0","127","69","70","0","127","156","145","16","25","16","25","0","127","Census Tract 2041.02, Essex County, Massachusetts"
"1400000US25009204200","4968","354","3999","417","281","266","0","127","75","87","0","127","463","292","150","130","77","101","73","84","Census Tract 2042, Essex County, Massachusetts"
"1400000US25009204300","3856","458","2086","381","506","285","10","17","142","151","0","127","845","342","267","195","12","19","255","197","Census Tract 2043, Essex County, Massachusetts"
"1400000US25009204400","2856","248","2692","254","0","127","5","8","17","20","0","127","142","139","0","127","0","127","0","127","Census Tract 2044, Essex County, Massachusetts"
"1400000US25009204500","3163","287","2897","306","81","73","0","127","122","87","0","127","0","127","63","49","0","127","63","49","Census Tract 2045, Essex County, Massachusetts"
"1400000US25009204600","4833","427","4416","419","182","138","0","127","0","127","0","127","218","177","17","28","17","28","0","127","Census Tract 2046, Essex County, Massachusetts"
"1400000US25009204701","5426","432","4268","453","602","396","75","91","107","110","0","127","135","127","239","247","38","65","201","239","Census Tract 2047.01, Essex County, Massachusetts"
"1400000US25009204702","6564","451","5355","475","456","335","20","34","545","322","0","127","18","25","170","125","14","23","156","123","Census Tract 2047.02, Essex County, Massachusetts"
"1400000US25009205100","5523","354","4660","534","540","352","0","127","93","144","0","127","30","37","200","167","42","67","158","147","Census Tract 2051, Essex County, Massachusetts"
"1400000US25009205200","5558","456","4654","473","670","360","0","127","49","77","0","127","67","77","118","103","0","127","118","103","Census Tract 2052, Essex County, Massachusetts"
"1400000US25009205300","4556","386","4304","372","102","146","9","16","37","43","0","127","66","81","38","54","11","18","27","49","Census Tract 2053, Essex County, Massachusetts"
"1400000US25009205400","5011","236","4803","223","93","104","18","26","56","68","0","127","16","26","25","27","0","127","25","27","Census Tract 2054, Essex County, Massachusetts"
"1400000US25009205500","5013","567","3123","462","730","317","0","127","224","111","0","127","614","327","322","383","0","127","322","383","Census Tract 2055, Essex County, Massachusetts"
"1400000US25009205600","3821","349","3002","344","508","322","33","51","23","28","0","127","169","145","86","76","13","22","73","74","Census Tract 2056, Essex County, Massachusetts"
"1400000US25009205700","4726","455","3877","480","424","269","0","127","154","127","0","127","250","214","21","26","0","127","21","26","Census Tract 2057, Essex County, Massachusetts"
"1400000US25009205800","3143","414","1981","419","262","183","0","127","29","37","0","127","470","279","401","256","17","29","384","256","Census Tract 2058, Essex County, Massachusetts"
"1400000US25009205900","4074","425","2569","443","521","281","0","127","120","117","0","127","636","389","228","207","33","38","195","205","Census Tract 2059, Essex County, Massachusetts"
"1400000US25009206000","3253","659","1619","677","406","246","0","127","538","266","0","127","570","290","120","90","12","20","108","79","Census Tract 2060, Essex County, Massachusetts"
"1400000US25009206100","3683","577","1320","328","787","385","0","127","634","271","0","127","916","392","26","30","12","20","14","22","Census Tract 2061, Essex County, Massachusetts"
"1400000US25009206200","4924","668","2869","498","678","317","0","127","638","362","0","127","428","264","311","216","19","20","292","219","Census Tract 2062, Essex County, Massachusetts"
"1400000US25009206300","3523","480","1999","350","751","326","0","127","300","241","0","127","273","206","200","137","35","54","165","128","Census Tract 2063, Essex County, Massachusetts"
"1400000US25009206400","4960","376","3487","442","960","368","0","127","56","59","0","127","196","133","261","160","94","64","167","122","Census Tract 2064, Essex County, Massachusetts"
"1400000US25009206500","3283","465","1658","421","838","380","13","20","131","91","0","127","362","272","281","268","3","8","278","269","Census Tract 2065, Essex County, Massachusetts"
"1400000US25009206600","5088","411","3315","559","501","331","5","9","796","524","0","127","344","259","127","136","75","125","52","57","Census Tract 2066, Essex County, Massachusetts"
"1400000US25009206700","4045","596","2979","709","536","240","20","30","94","76","0","127","390","301","26","35","0","127","26","35","Census Tract 2067, Essex County, Massachusetts"
"1400000US25009206800","2968","395","1493","340","652","161","0","127","203","147","0","127","313","173","307","179","24","31","283","181","Census Tract 2068, Essex County, Massachusetts"
"1400000US25009206900","4323","394","2881","394","612","189","0","127","45","65","0","127","320","224","465","270","0","127","465","270","Census Tract 2069, Essex County, Massachusetts"
"1400000US25009207000","1937","285","1079","224","256","139","0","127","0","127","0","127","362","216","240","149","42","56","198","161","Census Tract 2070, Essex County, Massachusetts"
"1400000US25009207100","3591","476","2150","490","382","181","0","127","590","252","0","127","415","406","54","56","24","38","30","43","Census Tract 2071, Essex County, Massachusetts"
"1400000US25009207200","2622","322","1214","305","846","336","0","127","249","211","0","127","278","222","35","37","24","35","11","16","Census Tract 2072, Essex County, Massachusetts"
"1400000US25009208101","5019","427","4633","492","110","106","21","34","39","68","0","127","170","163","46","33","9","14","37","32","Census Tract 2081.01, Essex County, Massachusetts"
"1400000US25009208102","2951","315","2795","316","96","90","8","12","14","22","0","127","0","127","38","53","0","127","38","53","Census Tract 2081.02, Essex County, Massachusetts"
"1400000US25009208200","5332","297","4961","378","91","85","0","127","71","77","0","127","20","32","189","219","15","27","174","205","Census Tract 2082, Essex County, Massachusetts"
"1400000US25009208300","7291","337","6886","401","61","70","0","127","163","156","0","127","55","74","126","114","16","25","110","111","Census Tract 2083, Essex County, Massachusetts"
"1400000US25009208400","5799","434","5050","406","118","135","0","127","519","249","0","127","0","127","112","136","0","127","112","136","Census Tract 2084, Essex County, Massachusetts"
"1400000US25009209100","5907","204","5606","263","0","127","0","127","301","194","0","127","0","127","0","127","0","127","0","127","Census Tract 2091, Essex County, Massachusetts"
"1400000US25009209200","5580","209","5405","230","0","127","8","13","63","54","18","30","0","127","86","76","0","127","86","76","Census Tract 2092, Essex County, Massachusetts"
"1400000US25009210100","7492","461","6797","396","34","39","0","127","239","207","0","127","263","324","159","185","0","127","159","185","Census Tract 2101, Essex County, Massachusetts"
"1400000US25009210200","5579","442","5294","474","28","89","0","127","133","123","0","127","0","127","124","105","0","127","124","105","Census Tract 2102, Essex County, Massachusetts"
"1400000US25009210300","8222","435","7616","449","200","143","6","10","331","216","0","127","29","45","40","36","0","127","40","36","Census Tract 2103, Essex County, Massachusetts"
"1400000US25009210400","6743","372","6324","445","91","97","0","127","206","221","0","127","109","157","13","21","0","127","13","21","Census Tract 2104, Essex County, Massachusetts"
"1400000US25009210500","6228","265","5856","331","237","215","0","127","135","203","0","127","0","127","0","127","0","127","0","127","Census Tract 2105, Essex County, Massachusetts"
"1400000US25009210600","4206","270","3903","319","61","95","0","127","71","98","0","127","131","119","40","64","0","127","40","64","Census Tract 2106, Essex County, Massachusetts"
"1400000US25009210700","3750","380","2821","330","121","82","0","127","16","29","0","127","729","334","63","55","8","15","55","52","Census Tract 2107, Essex County, Massachusetts"
"1400000US25009210800","4623","489","4213","473","0","127","0","127","131","161","0","127","242","304","37","48","28","46","9","15","Census Tract 2108, Essex County, Massachusetts"
"1400000US25009210900","3612","368","3498","380","0","127","0","127","33","46","0","127","49","73","32","40","18","28","14","28","Census Tract 2109, Essex County, Massachusetts"
"1400000US25009211100","3594","259","3426","231","0","127","0","127","142","168","0","127","14","22","12","21","12","21","0","127","Census Tract 2111, Essex County, Massachusetts"
"1400000US25009211200","5869","406","5839","403","14","22","14","23","0","127","0","127","0","127","2","13","0","127","2","13","Census Tract 2112, Essex County, Massachusetts"
"1400000US25009211300","7270","355","7209","361","0","127","0","127","49","47","0","127","12","20","0","127","0","127","0","127","Census Tract 2113, Essex County, Massachusetts"
"1400000US25009211401","3132","360","2844","409","6","9","0","127","69","117","0","127","162","153","51","65","22","34","29","54","Census Tract 2114.01, Essex County, Massachusetts"
"1400000US25009211402","6248","306","6054","328","48","64","0","127","96","110","0","127","18","27","32","47","0","127","32","47","Census Tract 2114.02, Essex County, Massachusetts"
"1400000US25009212100","8717","25","7814","279","74","40","31","36","274","146","0","127","438","159","86","99","0","127","86","99","Census Tract 2121, Essex County, Massachusetts"
"1400000US25009213100","7917","32","7643","198","0","127","0","127","130","112","0","127","10","17","134","111","17","28","117","107","Census Tract 2131, Essex County, Massachusetts"
"1400000US25009214100","6057","23","5889","145","0","127","51","61","117","126","0","127","0","127","0","127","0","127","0","127","Census Tract 2141, Essex County, Massachusetts"
"1400000US25009215101","5145","229","4328","289","16","19","34","58","670","356","0","127","35","55","62","64","16","28","46","57","Census Tract 2151.01, Essex County, Massachusetts"
"1400000US25009215102","2680","228","2430","314","0","127","0","127","63","78","98","112","0","127","89","106","0","127","89","106","Census Tract 2151.02, Essex County, Massachusetts"
"1400000US25009216100","4794","28","4586","133","27","44","0","127","132","105","0","127","0","127","49","38","0","127","49","38","Census Tract 2161, Essex County, Massachusetts"
"1400000US25009217100","7406","552","6991","573","285","295","0","127","102","100","0","127","1","4","27","31","0","127","27","31","Census Tract 2171, Essex County, Massachusetts"
"1400000US25009217201","4097","292","3819","344","220","272","0","127","0","127","0","127","48","65","10","18","0","127","10","18","Census Tract 2172.01, Essex County, Massachusetts"
"1400000US25009217202","3707","259","3615","274","0","127","0","127","0","127","42","53","0","127","50","75","0","127","50","75","Census Tract 2172.02, Essex County, Massachusetts"
"1400000US25009217300","4096","333","3665","363","213","198","0","127","135","141","0","127","37","43","46","46","0","127","46","46","Census Tract 2173, Essex County, Massachusetts"
"1400000US25009217400","5551","430","4632","479","449","371","26","40","278","266","0","127","100","106","66","70","13","22","53","65","Census Tract 2174, Essex County, Massachusetts"
"1400000US25009217500","5968","431","5686","447","69","78","0","127","108","98","0","127","0","127","105","114","0","127","105","114","Census Tract 2175, Essex County, Massachusetts"
"1400000US25009217600","8526","784","8279","769","53","64","0","127","33","37","0","127","0","127","161","110","50","59","111","90","Census Tract 2176, Essex County, Massachusetts"
"1400000US25009218100","5129","31","5051","108","0","127","0","127","0","127","0","127","21","33","57","75","45","72","12","19","Census Tract 2181, Essex County, Massachusetts"
"1400000US25009220101","4225","381","4164","370","0","127","19","21","16","23","0","127","0","127","26","37","6","19","20","30","Census Tract 2201.01, Essex County, Massachusetts"
"1400000US25009220102","2828","384","2746","375","0","127","0","127","22","40","0","127","35","41","25","31","0","127","25","31","Census Tract 2201.02, Essex County, Massachusetts"
"1400000US25009221100","4729","297","4653","299","17","26","13","18","35","40","0","127","0","127","11","17","0","127","11","17","Census Tract 2211, Essex County, Massachusetts"
"1400000US25009221300","4696","518","4568","532","8","14","54","68","21","34","0","127","0","127","45","60","0","127","45","60","Census Tract 2213, Essex County, Massachusetts"
"1400000US25009221400","3167","417","2992","404","12","18","0","127","16","20","0","127","136","135","11","17","0","127","11","17","Census Tract 2214, Essex County, Massachusetts"
"1400000US25009221500","2943","303","2874","318","32","56","0","127","0","127","0","127","15","23","22","31","0","127","22","31","Census Tract 2215, Essex County, Massachusetts"
"1400000US25009221600","2433","192","2265","218","0","127","0","127","9","17","0","127","19","27","140","142","0","127","140","142","Census Tract 2216, Essex County, Massachusetts"
"1400000US25009221700","2406","216","2296","221","42","50","0","127","0","127","0","127","21","27","47","38","0","127","47","38","Census Tract 2217, Essex County, Massachusetts"
"1400000US25009221800","1772","238","1649","252","17","28","0","127","95","110","0","127","0","127","11","16","0","127","11","16","Census Tract 2218, Essex County, Massachusetts"
"1400000US25009221901","3180","412","3149","416","0","127","0","127","31","36","0","127","0","127","0","127","0","127","0","127","Census Tract 2219.01, Essex County, Massachusetts"
"1400000US25009221902","3567","269","3500","266","23","38","0","127","20","29","0","127","0","127","24","28","0","127","24","28","Census Tract 2219.02, Essex County, Massachusetts"
"1400000US25009222100","3445","14","3406","57","11","18","0","127","0","127","0","127","22","35","6","11","0","127","6","11","Census Tract 2221, Essex County, Massachusetts"
"1400000US25009223100","3927","273","3854","271","0","127","9","14","32","40","0","127","0","127","32","30","10","17","22","24","Census Tract 2231, Essex County, Massachusetts"
"1400000US25009223200","3725","281","3602","288","0","127","0","127","82","62","0","127","10","16","31","36","0","127","31","36","Census Tract 2232, Essex County, Massachusetts"
"1400000US25009223300","5422","365","5349","357","24","38","0","127","25","54","0","127","2","12","22","34","0","127","22","34","Census Tract 2233, Essex County, Massachusetts"
"1400000US25009250100","2130","366","436","149","55","47","24","24","15","28","0","127","1530","377","70","65","20","31","50","56","Census Tract 2501, Essex County, Massachusetts"
"1400000US25009250200","5496","515","1899","404","146","115","22","26","122","140","0","127","3055","515","252","171","95","91","157","143","Census Tract 2502, Essex County, Massachusetts"
"1400000US25009250300","2335","296","463","233","69","59","27","42","135","147","0","127","1641","408","0","127","0","127","0","127","Census Tract 2503, Essex County, Massachusetts"
"1400000US25009250400","3352","397","506","253","201","159","0","127","0","127","0","127","2546","486","99","125","34","67","65","98","Census Tract 2504, Essex County, Massachusetts"
"1400000US25009250500","4113","456","462","302","16","41","0","127","70","102","0","127","3455","548","110","157","110","157","0","127","Census Tract 2505, Essex County, Massachusetts"
"1400000US25009250600","5477","506","1764","448","71","66","0","127","175","187","0","127","3123","600","344","178","146","111","198","149","Census Tract 2506, Essex County, Massachusetts"
"1400000US25009250700","4538","534","864","300","119","118","0","127","111","131","0","127","3362","560","82","71","68","63","14","28","Census Tract 2507, Essex County, Massachusetts"
"1400000US25009250800","7782","634","2640","605","97","71","51","81","69","55","0","127","4792","802","133","152","7","13","126","150","Census Tract 2508, Essex County, Massachusetts"
"1400000US25009250900","2090","283","670","193","45","54","22","35","0","127","0","127","1185","315","168","124","128","100","40","66","Census Tract 2509, Essex County, Massachusetts"
"1400000US25009251000","1610","334","160","95","49","74","0","127","0","127","0","127","1387","372","14","25","0","127","14","25","Census Tract 2510, Essex County, Massachusetts"
"1400000US25009251100","2523","364","850","214","111","92","20","32","45","49","0","127","1410","347","87","145","0","127","87","145","Census Tract 2511, Essex County, Massachusetts"
"1400000US25009251200","1335","214","312","133","197","147","0","127","0","127","0","127","758","327","68","59","43","62","25","33","Census Tract 2512, Essex County, Massachusetts"
"1400000US25009251300","2994","353","329","157","75","63","16","27","183","230","0","127","2231","379","160","202","11","17","149","200","Census Tract 2513, Essex County, Massachusetts"
"1400000US25009251400","5142","518","1932","506","251","235","4","9","154","199","101","140","2509","588","191","147","176","144","15","21","Census Tract 2514, Essex County, Massachusetts"
"1400000US25009251500","6307","699","1987","486","332","302","0","127","702","352","0","127","3064","669","222","153","146","108","76","97","Census Tract 2515, Essex County, Massachusetts"
"1400000US25009251600","5522","566","1654","422","144","112","0","127","329","222","0","127","3332","562","63","63","63","63","0","127","Census Tract 2516, Essex County, Massachusetts"
"1400000US25009251700","4916","432","2316","350","111","95","0","127","400","251","0","127","1909","481","180","111","63","60","117","92","Census Tract 2517, Essex County, Massachusetts"
"1400000US25009251800","7515","520","4388","472","212","183","0","127","161","218","0","127","2525","630","229","163","144","120","85","71","Census Tract 2518, Essex County, Massachusetts"
"1400000US25009252101","3090","283","2420","315","74","59","0","127","70","78","0","127","439","326","87","87","0","127","87","87","Census Tract 2521.01, Essex County, Massachusetts"
"1400000US25009252102","3971","286","3633","347","0","127","0","127","187","165","0","127","65","82","86","101","52","86","34","54","Census Tract 2521.02, Essex County, Massachusetts"
"1400000US25009252201","3112","177","2881","207","52","81","0","127","20","24","0","127","144","120","15","23","0","127","15","23","Census Tract 2522.01, Essex County, Massachusetts"
"1400000US25009252202","3232","209","3037","249","0","127","0","127","195","156","0","127","0","127","0","127","0","127","0","127","Census Tract 2522.02, Essex County, Massachusetts"
"1400000US25009252300","6392","428","4902","429","253","170","12","22","33","51","0","127","865","380","327","303","240","306","87","82","Census Tract 2523, Essex County, Massachusetts"
"1400000US25009252400","4555","423","1615","300","152","155","0","127","260","174","35","58","2269","459","224","217","209","213","15","26","Census Tract 2524, Essex County, Massachusetts"
"1400000US25009252501","3644","602","2635","534","84","102","0","127","355","323","0","127","570","414","0","127","0","127","0","127","Census Tract 2525.01, Essex County, Massachusetts"
"1400000US25009252502","4668","324","3653","408","10","18","0","127","334","277","0","127","475","307","196","176","0","127","196","176","Census Tract 2525.02, Essex County, Massachusetts"
"1400000US25009252601","6378","333","5180","362","148","183","0","127","446","137","0","127","541","282","63","75","63","75","0","127","Census Tract 2526.01, Essex County, Massachusetts"
"1400000US25009252602","4346","285","4126","286","0","127","13","19","119","105","0","127","88","134","0","127","0","127","0","127","Census Tract 2526.02, Essex County, Massachusetts"
"1400000US25009252603","3005","248","2800","332","139","139","0","127","14","24","0","127","52","71","0","127","0","127","0","127","Census Tract 2526.03, Essex County, Massachusetts"
"1400000US25009253100","4907","300","4639","347","11","18","11","18","15","30","0","127","185","216","46","51","6","13","40","49","Census Tract 2531, Essex County, Massachusetts"
"1400000US25009253201","2715","192","2434","291","0","127","0","127","134","145","0","127","70","94","77","82","0","127","77","82","Census Tract 2532.01, Essex County, Massachusetts"
"1400000US25009253202","7298","526","6136","558","232","253","0","127","485","178","0","127","356","186","89","88","0","127","89","88","Census Tract 2532.02, Essex County, Massachusetts"
"1400000US25009253203","4015","196","3914","200","36","56","0","127","55","58","0","127","0","127","10","16","0","127","10","16","Census Tract 2532.03, Essex County, Massachusetts"
"1400000US25009253204","4890","281","4295","301","0","127","59","59","504","125","0","127","0","127","32","38","0","127","32","38","Census Tract 2532.04, Essex County, Massachusetts"
"1400000US25009253205","4140","187","3860","265","23","37","0","127","230","152","0","127","0","127","27","42","0","127","27","42","Census Tract 2532.05, Essex County, Massachusetts"
"1400000US25009254100","5823","470","5433","457","0","127","0","127","321","131","54","79","15","25","0","127","0","127","0","127","Census Tract 2541, Essex County, Massachusetts"
"1400000US25009254200","4305","312","4024","309","0","127","0","127","153","91","0","127","100","104","28","45","28","45","0","127","Census Tract 2542, Essex County, Massachusetts"
"1400000US25009254301","3972","241","3282","249","115","127","0","127","494","133","0","127","0","127","81","86","0","127","81","86","Census Tract 2543.01, Essex County, Massachusetts"
"1400000US25009254302","4701","211","4153","275","40","37","0","127","326","97","0","127","100","119","82","83","27","43","55","69","Census Tract 2543.02, Essex County, Massachusetts"
"1400000US25009254401","3278","193","2771","235","90","93","0","127","182","155","0","127","96","96","139","90","23","35","116","91","Census Tract 2544.01, Essex County, Massachusetts"
"1400000US25009254402","6462","453","5164","365","88","110","21","35","1012","324","0","127","0","127","177","163","0","127","177","163","Census Tract 2544.02, Essex County, Massachusetts"
"1400000US25009254403","4157","235","3565","268","0","127","9","13","517","109","0","127","36","55","30","32","0","127","30","32","Census Tract 2544.03, Essex County, Massachusetts"
"1400000US25009260100","4268","567","2077","353","292","167","57","94","105","106","0","127","1475","589","262","200","213","189","49","50","Census Tract 2601, Essex County, Massachusetts"
"1400000US25009260200","3168","471","2502","338","379","423","0","127","25","36","0","127","235","207","27","31","0","127","27","31","Census Tract 2602, Essex County, Massachusetts"
"1400000US25009260301","4367","287","4111","306","42","60","0","127","144","189","0","127","51","58","19","29","0","127","19","29","Census Tract 2603.01, Essex County, Massachusetts"
"1400000US25009260302","2939","312","2609","247","71","100","17","24","0","127","0","127","180","261","62","95","0","127","62","95","Census Tract 2603.02, Essex County, Massachusetts"
"1400000US25009260401","4127","274","3484","390","45","37","0","127","247","278","0","127","304","266","47","47","22","25","25","41","Census Tract 2604.01, Essex County, Massachusetts"
"1400000US25009260402","6064","364","5919","376","21","36","0","127","66","70","0","127","32","59","26","35","0","127","26","35","Census Tract 2604.02, Essex County, Massachusetts"
"1400000US25009260500","4062","271","3564","351","0","127","28","32","30","35","0","127","331","268","109","107","0","127","109","107","Census Tract 2605, Essex County, Massachusetts"
"1400000US25009260600","3103","249","2295","364","130","108","0","127","93","70","0","127","463","249","122","132","28","39","94","134","Census Tract 2606, Essex County, Massachusetts"
"1400000US25009260700","4545","374","3914","389","131","101","0","127","114","117","0","127","259","163","127","91","0","127","127","91","Census Tract 2607, Essex County, Massachusetts"
"1400000US25009260800","5107","499","3177","451","332","251","0","127","11","17","0","127","1498","471","89","86","29","39","60","77","Census Tract 2608, Essex County, Massachusetts"
"1400000US25009260900","4837","446","3538","442","204","222","22","62","319","269","0","127","636","381","118","145","0","127","118","145","Census Tract 2609, Essex County, Massachusetts"
"1400000US25009261000","3909","364","3358","429","310","306","53","57","112","120","0","127","32","49","44","57","16","25","28","35","Census Tract 2610, Essex County, Massachusetts"
"1400000US25009261101","4432","377","4056","398","183","212","0","127","11","17","0","127","108","141","74","52","28","34","46","44","Census Tract 2611.01, Essex County, Massachusetts"
"1400000US25009261102","5275","345","4503","390","308","216","0","127","159","164","0","127","272","249","33","39","0","127","33","39","Census Tract 2611.02, Essex County, Massachusetts"
"1400000US25009262100","6264","18","6092","124","59","54","0","127","78","106","0","127","0","127","35","33","0","127","35","33","Census Tract 2621, Essex County, Massachusetts"
"1400000US25009263100","4189","21","4189","21","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 2631, Essex County, Massachusetts"
"1400000US25009264100","6350","17","6297","45","0","127","0","127","53","41","0","127","0","127","0","127","0","127","0","127","Census Tract 2641, Essex County, Massachusetts"
"1400000US25009265101","3775","213","3754","219","0","127","0","127","11","18","0","127","10","16","0","127","0","127","0","127","Census Tract 2651.01, Essex County, Massachusetts"
"1400000US25009265102","4220","215","4146","232","30","46","11","17","0","127","0","127","0","127","33","50","0","127","33","50","Census Tract 2651.02, Essex County, Massachusetts"
"1400000US25009266100","3937","216","3871","225","5","8","0","127","0","127","0","127","61","63","0","127","0","127","0","127","Census Tract 2661, Essex County, Massachusetts"
"1400000US25009266200","5381","306","5245","306","51","37","0","127","0","127","0","127","57","71","28","30","0","127","28","30","Census Tract 2662, Essex County, Massachusetts"
"1400000US25009266300","3767","271","3547","297","0","127","0","127","100","110","0","127","15","23","105","76","27","31","78","69","Census Tract 2663, Essex County, Massachusetts"
"1400000US25009266400","3140","206","3000","222","11","18","0","127","0","127","0","127","0","127","129","115","0","127","129","115","Census Tract 2664, Essex County, Massachusetts"
"1400000US25009267101","3719","246","3659","244","22","36","0","127","0","127","0","127","0","127","38","55","0","127","38","55","Census Tract 2671.01, Essex County, Massachusetts"
"1400000US25009267102","4438","243","4363","245","27","28","11","17","0","127","0","127","27","46","10","15","0","127","10","15","Census Tract 2671.02, Essex County, Massachusetts"
"1400000US25009268100","2606","179","2576","182","0","127","14","23","16","25","0","127","0","127","0","127","0","127","0","127","Census Tract 2681, Essex County, Massachusetts"
"1400000US25009268200","6424","343","6123","367","8","13","0","127","196","189","0","127","46","50","51","50","10","17","41","41","Census Tract 2682, Essex County, Massachusetts"
"1400000US25009268300","3705","240","3517","249","0","127","11","18","15","25","0","127","46","48","116","110","90","102","26","43","Census Tract 2683, Essex County, Massachusetts"
"1400000US25009268400","4553","411","4331","413","76","54","0","127","19","31","0","127","22","32","105","106","0","127","105","106","Census Tract 2684, Essex County, Massachusetts"
"1400000US25009269100","6643","28","6483","121","90","108","0","127","31","37","0","127","21","34","18","29","0","127","18","29","Census Tract 2691, Essex County, Massachusetts"
"1400000US25009270100","5757","19","5747","27","0","127","0","127","10","18","0","127","0","127","0","127","0","127","0","127","Census Tract 2701, Essex County, Massachusetts"
"1400000US25009990100","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9901, Essex County, Massachusetts"
"1400000US25017300100","2987","21","2921","49","0","127","0","127","12","13","0","127","21","26","33","42","0","127","33","42","Census Tract 3001, Middlesex County, Massachusetts"
"1400000US25017301101","3968","220","3689","278","0","127","13","22","24","40","0","127","144","212","98","98","0","127","98","98","Census Tract 3011.01, Middlesex County, Massachusetts"
"1400000US25017301102","4903","218","4824","222","11","17","7","11","23","37","0","127","10","17","28","43","28","43","0","127","Census Tract 3011.02, Middlesex County, Massachusetts"
"1400000US25017310100","3965","448","2515","442","293","227","69","70","258","184","0","127","697","284","133","114","44","42","89","105","Census Tract 3101, Middlesex County, Massachusetts"
"1400000US25017310200","6255","485","4327","522","230","223","0","127","876","554","0","127","342","207","480","242","178","147","302","214","Census Tract 3102, Middlesex County, Massachusetts"
"1400000US25017310300","6429","413","3877","375","916","305","0","127","184","269","18","30","1193","496","241","198","210","192","31","36","Census Tract 3103, Middlesex County, Massachusetts"
"1400000US25017310400","3212","480","2215","541","100","141","0","127","293","162","0","127","540","200","64","47","0","127","64","47","Census Tract 3104, Middlesex County, Massachusetts"
"1400000US25017310500","3393","443","2591","483","299","158","0","127","239","170","0","127","104","107","160","133","107","113","53","51","Census Tract 3105, Middlesex County, Massachusetts"
"1400000US25017310601","5903","351","3944","402","339","223","14","23","1037","303","0","127","425","182","144","104","80","88","64","52","Census Tract 3106.01, Middlesex County, Massachusetts"
"1400000US25017310602","5812","468","4528","489","112","128","0","127","538","249","0","127","534","358","100","84","64","71","36","41","Census Tract 3106.02, Middlesex County, Massachusetts"
"1400000US25017310700","3959","572","2077","406","52","65","0","127","1234","402","0","127","596","277","0","127","0","127","0","127","Census Tract 3107, Middlesex County, Massachusetts"
"1400000US25017311100","2324","454","1166","407","50","48","0","127","473","301","0","127","521","268","114","90","42","70","72","58","Census Tract 3111, Middlesex County, Massachusetts"
"1400000US25017311200","2898","448","739","226","219","129","0","127","1499","609","0","127","293","303","148","166","67","81","81","93","Census Tract 3112, Middlesex County, Massachusetts"
"1400000US25017311300","3293","387","1984","377","151","124","0","127","891","220","9","15","202","147","56","95","56","95","0","127","Census Tract 3113, Middlesex County, Massachusetts"
