"GEO_ID","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","NAME"
"1400000US25017311400","6660","573","2484","531","1431","688","11","18","1851","304","0","127","673","247","210","194","13","21","197","192","Census Tract 3114, Middlesex County, Massachusetts"
"1400000US25017311500","3546","566","2128","602","13","16","0","127","1310","406","0","127","83","137","12","24","12","24","0","127","Census Tract 3115, Middlesex County, Massachusetts"
"1400000US25017311600","5072","380","3257","404","99","117","0","127","1243","226","0","127","370","285","103","82","38","64","65","55","Census Tract 3116, Middlesex County, Massachusetts"
"1400000US25017311700","5033","833","1916","359","705","503","2","8","1953","644","0","127","424","283","33","35","8","14","25","32","Census Tract 3117, Middlesex County, Massachusetts"
"1400000US25017311800","4043","447","855","277","240","188","0","127","2184","493","19","33","688","458","57","62","8","12","49","62","Census Tract 3118, Middlesex County, Massachusetts"
"1400000US25017311900","2420","337","1156","258","287","179","0","127","446","182","0","127","514","211","17","32","0","127","17","32","Census Tract 3119, Middlesex County, Massachusetts"
"1400000US25017312000","3117","563","2265","557","170","169","0","127","533","259","15","28","122","157","12","19","0","127","12","19","Census Tract 3120, Middlesex County, Massachusetts"
"1400000US25017312100","2809","385","1747","286","209","120","0","127","577","318","0","127","114","73","162","120","0","127","162","120","Census Tract 3121, Middlesex County, Massachusetts"
"1400000US25017312200","4373","420","2699","418","359","380","0","127","968","234","0","127","327","221","20","33","0","127","20","33","Census Tract 3122, Middlesex County, Massachusetts"
"1400000US25017312300","5697","388","4365","525","76","52","0","127","707","279","0","127","301","268","248","128","147","104","101","108","Census Tract 3123, Middlesex County, Massachusetts"
"1400000US25017312400","2175","374","1208","308","105","88","0","127","169","166","0","127","464","221","229","176","32","39","197","180","Census Tract 3124, Middlesex County, Massachusetts"
"1400000US25017312501","4177","458","3170","343","107","119","0","127","267","286","0","127","602","454","31","39","0","127","31","39","Census Tract 3125.01, Middlesex County, Massachusetts"
"1400000US25017312502","3364","295","3153","307","101","83","0","127","65","62","11","27","5","13","29","35","29","35","0","127","Census Tract 3125.02, Middlesex County, Massachusetts"
"1400000US25017313101","5156","205","4755","207","20","24","8","13","311","65","0","127","9","14","53","52","0","127","53","52","Census Tract 3131.01, Middlesex County, Massachusetts"
"1400000US25017313102","5968","208","5545","295","8","13","0","127","250","206","26","35","67","65","72","84","0","127","72","84","Census Tract 3131.02, Middlesex County, Massachusetts"
"1400000US25017314101","6003","460","5729","468","42","50","0","127","214","153","0","127","15","24","3","31","0","127","3","31","Census Tract 3141.01, Middlesex County, Massachusetts"
"1400000US25017314102","6839","393","6299","452","183","199","0","127","244","128","0","127","12","20","101","109","0","127","101","109","Census Tract 3141.02, Middlesex County, Massachusetts"
"1400000US25017314200","5080","393","4848","383","196","225","0","127","0","127","0","127","36","53","0","127","0","127","0","127","Census Tract 3142, Middlesex County, Massachusetts"
"1400000US25017314301","7955","366","7016","406","208","175","13","21","285","138","0","127","314","135","119","113","82","103","37","47","Census Tract 3143.01, Middlesex County, Massachusetts"
"1400000US25017314302","3083","156","2989","158","33","44","0","127","38","55","0","127","23","39","0","127","0","127","0","127","Census Tract 3143.02, Middlesex County, Massachusetts"
"1400000US25017315100","5797","335","5455","373","10","15","9","14","307","212","0","127","16","25","0","127","0","127","0","127","Census Tract 3151, Middlesex County, Massachusetts"
"1400000US25017315200","7583","653","6838","641","370","319","0","127","278","245","0","127","67","68","30","48","0","127","30","48","Census Tract 3152, Middlesex County, Massachusetts"
"1400000US25017315401","3256","211","2810","266","0","127","0","127","229","128","0","127","207","261","10","15","0","127","10","15","Census Tract 3154.01, Middlesex County, Massachusetts"
"1400000US25017315402","2751","136","2640","151","0","127","50","55","33","39","0","127","0","127","28","31","14","23","14","22","Census Tract 3154.02, Middlesex County, Massachusetts"
"1400000US25017315403","1623","175","1601","175","0","127","8","15","0","127","0","127","7","13","7","13","7","13","0","127","Census Tract 3154.03, Middlesex County, Massachusetts"
"1400000US25017315500","7609","362","7219","358","6","11","0","127","231","180","0","127","29","47","124","80","8","14","116","80","Census Tract 3155, Middlesex County, Massachusetts"
"1400000US25017316101","5011","307","4820","314","29","33","0","127","154","134","0","127","0","127","8","13","8","13","0","127","Census Tract 3161.01, Middlesex County, Massachusetts"
"1400000US25017316102","6193","536","5748","551","206","172","0","127","165","152","0","127","0","127","74","71","31","51","43","52","Census Tract 3161.02, Middlesex County, Massachusetts"
"1400000US25017316201","4021","199","3790","251","83","107","0","127","148","107","0","127","0","127","0","127","0","127","0","127","Census Tract 3162.01, Middlesex County, Massachusetts"
"1400000US25017316202","4237","231","3756","236","0","127","10","16","369","149","0","127","62","69","40","42","27","39","13","20","Census Tract 3162.02, Middlesex County, Massachusetts"
"1400000US25017316300","7594","402","6311","524","158","145","9","14","946","327","0","127","65","102","105","82","33","52","72","64","Census Tract 3163, Middlesex County, Massachusetts"
"1400000US25017316400","6271","339","5713","331","97","55","5","8","282","114","0","127","68","54","106","100","51","74","55","61","Census Tract 3164, Middlesex County, Massachusetts"
"1400000US25017316500","6245","435","5612","496","180","190","0","127","259","121","0","127","137","155","57","55","0","127","57","55","Census Tract 3165, Middlesex County, Massachusetts"
"1400000US25017317101","5694","346","5325","351","0","127","0","127","282","176","0","127","36","58","51","60","0","127","51","60","Census Tract 3171.01, Middlesex County, Massachusetts"
"1400000US25017317102","4150","269","3707","269","0","127","6","10","336","95","0","127","10","16","91","62","0","127","91","62","Census Tract 3171.02, Middlesex County, Massachusetts"
"1400000US25017317103","4914","216","4431","288","106","134","0","127","233","91","0","127","111","172","33","39","23","37","10","15","Census Tract 3171.03, Middlesex County, Massachusetts"
"1400000US25017317201","2943","200","2715","213","37","58","6","11","139","120","0","127","0","127","46","56","0","127","46","56","Census Tract 3172.01, Middlesex County, Massachusetts"
"1400000US25017317202","3585","181","3367","231","0","127","0","127","146","109","0","127","38","43","34","33","0","127","34","33","Census Tract 3172.02, Middlesex County, Massachusetts"
"1400000US25017317203","4129","195","3624","235","24","28","0","127","458","140","0","127","0","127","23","24","0","127","23","24","Census Tract 3172.03, Middlesex County, Massachusetts"
"1400000US25017317301","2206","308","1986","274","0","127","0","127","207","170","0","127","10","46","3","13","3","13","0","127","Census Tract 3173.01, Middlesex County, Massachusetts"
"1400000US25017317302","5747","399","4902","218","0","127","0","127","417","147","0","127","383","507","45","51","0","127","45","51","Census Tract 3173.02, Middlesex County, Massachusetts"
"1400000US25017318100","6697","260","5892","372","15","24","13","20","623","263","0","127","48","73","106","109","13","21","93","108","Census Tract 3181, Middlesex County, Massachusetts"
"1400000US25017318200","3726","174","3227","205","31","51","0","127","432","167","0","127","0","127","36","44","0","127","36","44","Census Tract 3182, Middlesex County, Massachusetts"
"1400000US25017318300","7208","247","6333","279","34","51","0","127","600","214","0","127","54","61","187","145","0","127","187","145","Census Tract 3183, Middlesex County, Massachusetts"
"1400000US25017318400","3852","184","3196","225","10","18","0","127","486","147","13","24","32","54","115","84","0","127","115","84","Census Tract 3184, Middlesex County, Massachusetts"
"1400000US25017320102","4962","192","4756","235","0","127","0","127","169","124","0","127","7","12","30","46","0","127","30","46","Census Tract 3201.02, Middlesex County, Massachusetts"
"1400000US25017320103","2686","150","2543","169","0","127","0","127","103","82","0","127","15","23","25","38","25","38","0","127","Census Tract 3201.03, Middlesex County, Massachusetts"
"1400000US25017320104","6826","211","6520","276","0","127","7","12","198","115","0","127","18","20","83","74","0","127","83","74","Census Tract 3201.04, Middlesex County, Massachusetts"
"1400000US25017321100","7026","442","6063","603","80","136","18","28","491","140","0","127","234","249","140","109","40","37","100","107","Census Tract 3211, Middlesex County, Massachusetts"
"1400000US25017321200","6001","400","5487","406","67","76","0","127","118","113","0","127","160","122","169","103","37","59","132","105","Census Tract 3212, Middlesex County, Massachusetts"
"1400000US25017321300","7454","585","6388","560","281","259","0","127","116","85","0","127","357","330","312","208","55","71","257","191","Census Tract 3213, Middlesex County, Massachusetts"
"1400000US25017321400","3124","239","2898","247","83","87","0","127","35","33","0","127","69","59","39","34","0","127","39","34","Census Tract 3214, Middlesex County, Massachusetts"
"1400000US25017321500","6608","529","4999","630","118","156","0","127","627","527","0","127","639","447","225","179","141","155","84","80","Census Tract 3215, Middlesex County, Massachusetts"
"1400000US25017321600","7461","419","6436","445","179","210","9","15","713","159","0","127","82","75","42","45","0","127","42","45","Census Tract 3216, Middlesex County, Massachusetts"
"1400000US25017322100","4393","214","4173","264","22","24","6","10","140","110","0","127","41","61","11","17","0","127","11","17","Census Tract 3221, Middlesex County, Massachusetts"
"1400000US25017322200","3917","237","3702","255","16","28","0","127","104","94","0","127","0","127","95","80","27","45","68","68","Census Tract 3222, Middlesex County, Massachusetts"
"1400000US25017322300","6038","351","5410","487","43","45","0","127","151","141","0","127","46","74","388","366","0","127","388","366","Census Tract 3223, Middlesex County, Massachusetts"
"1400000US25017322400","4295","278","3998","289","0","127","0","127","69","69","0","127","90","100","138","89","0","127","138","89","Census Tract 3224, Middlesex County, Massachusetts"
"1400000US25017323100","6395","18","6108","172","24","39","0","127","131","90","0","127","9","16","123","103","0","127","123","103","Census Tract 3231, Middlesex County, Massachusetts"
"1400000US25017324101","4761","205","4466","298","8","14","14","22","245","199","0","127","0","127","28","45","28","45","0","127","Census Tract 3241.01, Middlesex County, Massachusetts"
"1400000US25017324102","3936","201","3785","206","0","127","0","127","36","48","0","127","18","26","97","73","33","48","64","61","Census Tract 3241.02, Middlesex County, Massachusetts"
"1400000US25017325100","7314","29","6187","460","372","195","58","70","112","93","0","127","136","146","449","360","45","73","404","291","Census Tract 3251, Middlesex County, Massachusetts"
"1400000US25017326101","3800","256","3776","242","0","127","0","127","8","13","0","127","0","127","16","27","16","27","0","127","Census Tract 3261.01, Middlesex County, Massachusetts"
"1400000US25017326102","6527","253","6256","289","21","33","32","35","170","124","0","127","14","21","34","43","0","127","34","43","Census Tract 3261.02, Middlesex County, Massachusetts"
"1400000US25017327101","3484","245","3438","243","31","53","8","14","0","127","0","127","0","127","7","11","0","127","7","11","Census Tract 3271.01, Middlesex County, Massachusetts"
"1400000US25017327102","4012","244","3870","308","18","21","0","127","124","151","0","127","0","127","0","127","0","127","0","127","Census Tract 3271.02, Middlesex County, Massachusetts"
"1400000US25017327103","3803","227","3716","238","0","127","0","127","35","33","0","127","0","127","52","57","0","127","52","57","Census Tract 3271.03, Middlesex County, Massachusetts"
"1400000US25017328100","3076","22","2966","78","0","127","0","127","66","52","0","127","0","127","44","49","0","127","44","49","Census Tract 3281, Middlesex County, Massachusetts"
"1400000US25017330100","8232","230","7984","273","16","26","0","127","192","144","0","127","23","39","17","28","0","127","17","28","Census Tract 3301, Middlesex County, Massachusetts"
"1400000US25017330200","6304","231","6063","262","87","69","0","127","22","28","0","127","34","38","98","88","0","127","98","88","Census Tract 3302, Middlesex County, Massachusetts"
"1400000US25017331101","3271","203","3221","205","30","46","0","127","10","17","0","127","0","127","10","15","10","15","0","127","Census Tract 3311.01, Middlesex County, Massachusetts"
"1400000US25017331102","6588","278","6192","322","141","120","0","127","119","88","0","127","23","26","113","99","0","127","113","99","Census Tract 3311.02, Middlesex County, Massachusetts"
"1400000US25017331200","5383","244","5047","292","17","19","0","127","257","161","0","127","0","127","62","60","32","49","30","33","Census Tract 3312, Middlesex County, Massachusetts"
"1400000US25017331300","6649","290","6213","263","111","112","0","127","248","163","0","127","0","127","77","78","0","127","77","78","Census Tract 3313, Middlesex County, Massachusetts"
"1400000US25017332100","5982","278","5124","315","0","127","0","127","651","142","0","127","0","127","207","153","0","127","207","153","Census Tract 3321, Middlesex County, Massachusetts"
"1400000US25017332200","7663","395","6370","429","268","190","0","127","795","202","0","127","195","206","35","37","25","28","10","16","Census Tract 3322, Middlesex County, Massachusetts"
"1400000US25017332300","6989","302","5320","361","208","161","0","127","1358","301","0","127","24","28","79","67","0","127","79","67","Census Tract 3323, Middlesex County, Massachusetts"
"1400000US25017332400","3292","197","2722","206","131","117","0","127","419","208","0","127","0","127","20","22","0","127","20","22","Census Tract 3324, Middlesex County, Massachusetts"
"1400000US25017333100","6654","328","6001","350","54","55","0","127","482","251","0","127","117","125","0","127","0","127","0","127","Census Tract 3331, Middlesex County, Massachusetts"
"1400000US25017333200","4891","289","4750","283","36","43","0","127","87","91","0","127","18","29","0","127","0","127","0","127","Census Tract 3332, Middlesex County, Massachusetts"
"1400000US25017333300","3930","327","3582","370","110","114","0","127","131","123","0","127","96","116","11","18","11","18","0","127","Census Tract 3333, Middlesex County, Massachusetts"
"1400000US25017333400","6286","355","5116","439","514","333","0","127","395","144","0","127","242","106","19","32","0","127","19","32","Census Tract 3334, Middlesex County, Massachusetts"
"1400000US25017333501","5147","309","4452","467","148","174","0","127","292","199","0","127","160","150","95","106","0","127","95","106","Census Tract 3335.01, Middlesex County, Massachusetts"
"1400000US25017333502","3469","366","2834","356","340","283","0","127","179","207","0","127","63","52","53","48","34","42","19","23","Census Tract 3335.02, Middlesex County, Massachusetts"
"1400000US25017333600","7161","382","5743","511","364","238","25","38","842","309","0","127","0","127","187","165","0","127","187","165","Census Tract 3336, Middlesex County, Massachusetts"
"1400000US25017334100","5651","249","5217","287","40","66","17","25","187","120","0","127","111","95","79","91","0","127","79","91","Census Tract 3341, Middlesex County, Massachusetts"
"1400000US25017334200","4253","251","3934","251","0","127","0","127","171","133","0","127","109","101","39","67","39","67","0","127","Census Tract 3342, Middlesex County, Massachusetts"
"1400000US25017334300","8033","330","7929","357","0","127","0","127","28","44","0","127","0","127","76","106","0","127","76","106","Census Tract 3343, Middlesex County, Massachusetts"
"1400000US25017334400","6324","408","5949","436","0","127","0","127","228","149","0","127","16","27","131","123","90","118","41","39","Census Tract 3344, Middlesex County, Massachusetts"
"1400000US25017335100","5836","389","5710","412","0","127","0","127","46","43","0","127","0","127","80","82","21","32","59","77","Census Tract 3351, Middlesex County, Massachusetts"
"1400000US25017335200","5717","474","5410","445","0","127","0","127","221","151","0","127","0","127","86","82","0","127","86","82","Census Tract 3352, Middlesex County, Massachusetts"
"1400000US25017335301","3301","314","3150","327","0","127","0","127","64","76","0","127","65","88","22","36","0","127","22","36","Census Tract 3353.01, Middlesex County, Massachusetts"
"1400000US25017335302","4450","213","4239","263","66","106","0","127","83","135","0","127","0","127","62","94","0","127","62","94","Census Tract 3353.02, Middlesex County, Massachusetts"
"1400000US25017335400","5316","311","5042","338","0","127","0","127","170","128","0","127","52","58","52","54","0","127","52","54","Census Tract 3354, Middlesex County, Massachusetts"
"1400000US25017336100","5314","379","4875","478","29","32","0","127","333","206","0","127","11","19","66","74","0","127","66","74","Census Tract 3361, Middlesex County, Massachusetts"
"1400000US25017336200","5959","367","5823","365","10","17","0","127","64","66","0","127","21","24","41","39","17","29","24","29","Census Tract 3362, Middlesex County, Massachusetts"
"1400000US25017336300","6532","324","6146","345","67","63","0","127","223","148","0","127","0","127","96","82","39","59","57","64","Census Tract 3363, Middlesex County, Massachusetts"
"1400000US25017336401","4064","283","3326","296","308","319","0","127","261","137","0","127","95","131","74","67","13","20","61","64","Census Tract 3364.01, Middlesex County, Massachusetts"
"1400000US25017336402","4835","416","4158","472","184","162","0","127","251","181","0","127","175","242","67","63","0","127","67","63","Census Tract 3364.02, Middlesex County, Massachusetts"
"1400000US25017337101","3307","249","2895","233","170","112","0","127","106","89","0","127","0","127","136","157","0","127","136","157","Census Tract 3371.01, Middlesex County, Massachusetts"
"1400000US25017337102","5544","335","5294","367","0","127","7","12","98","102","0","127","90","125","55","65","26","43","29","46","Census Tract 3371.02, Middlesex County, Massachusetts"
"1400000US25017337201","2956","257","2906","262","0","127","0","127","0","127","0","127","20","33","30","36","8","14","22","34","Census Tract 3372.01, Middlesex County, Massachusetts"
"1400000US25017337202","4882","241","4684","242","62","72","0","127","121","105","0","127","0","127","15","24","0","127","15","24","Census Tract 3372.02, Middlesex County, Massachusetts"
"1400000US25017337300","4631","328","4206","354","77","81","28","41","207","133","0","127","43","102","70","73","0","127","70","73","Census Tract 3373, Middlesex County, Massachusetts"
"1400000US25017338100","2912","150","2400","222","0","127","0","127","435","212","0","127","0","127","77","55","0","127","77","55","Census Tract 3381, Middlesex County, Massachusetts"
"1400000US25017338200","3645","335","3102","335","31","32","0","127","401","215","0","127","0","127","111","87","0","127","111","87","Census Tract 3382, Middlesex County, Massachusetts"
"1400000US25017338300","3148","164","3002","187","0","127","0","127","130","107","0","127","0","127","16","23","0","127","16","23","Census Tract 3383, Middlesex County, Massachusetts"
"1400000US25017338400","5992","198","5349","221","0","127","14","22","574","136","0","127","0","127","55","68","0","127","55","68","Census Tract 3384, Middlesex County, Massachusetts"
"1400000US25017338500","5319","211","4905","244","0","127","0","127","241","142","0","127","102","106","71","109","71","109","0","127","Census Tract 3385, Middlesex County, Massachusetts"
"1400000US25017339100","6514","336","5677","404","293","165","0","127","376","177","0","127","68","69","100","93","0","127","100","93","Census Tract 3391, Middlesex County, Massachusetts"
"1400000US25017339200","5553","331","5289","403","218","286","0","127","31","35","0","127","15","24","0","127","0","127","0","127","Census Tract 3392, Middlesex County, Massachusetts"
"1400000US25017339300","2617","275","1354","253","811","281","0","127","93","68","0","127","0","127","359","305","62","53","297","256","Census Tract 3393, Middlesex County, Massachusetts"
"1400000US25017339400","3054","274","2440","342","442","214","0","127","136","111","0","127","7","11","29","39","0","127","29","39","Census Tract 3394, Middlesex County, Massachusetts"
"1400000US25017339500","5935","579","4383","403","516","315","17","27","713","392","15","24","143","99","148","75","16","27","132","77","Census Tract 3395, Middlesex County, Massachusetts"
"1400000US25017339600","5176","424","4228","450","451","240","0","127","399","377","0","127","34","46","64","67","13","22","51","63","Census Tract 3396, Middlesex County, Massachusetts"
"1400000US25017339700","4065","364","2768","315","715","322","0","127","370","267","0","127","69","69","143","143","0","127","143","143","Census Tract 3397, Middlesex County, Massachusetts"
"1400000US25017339801","4083","524","2711","416","489","379","0","127","815","254","0","127","27","31","41","36","25","26","16","25","Census Tract 3398.01, Middlesex County, Massachusetts"
"1400000US25017339802","4453","364","3137","389","611","214","13","22","531","135","0","127","74","94","87","80","0","127","87","80","Census Tract 3398.02, Middlesex County, Massachusetts"
"1400000US25017339900","4759","533","4189","537","259","250","0","127","132","115","0","127","88","97","91","72","0","127","91","72","Census Tract 3399, Middlesex County, Massachusetts"
"1400000US25017340000","2624","357","2063","233","314","336","0","127","115","164","0","127","4","8","128","182","0","127","128","182","Census Tract 3400, Middlesex County, Massachusetts"
"1400000US25017340100","6618","432","5901","529","259","245","0","127","305","161","0","127","79","90","74","64","0","127","74","64","Census Tract 3401, Middlesex County, Massachusetts"
"1400000US25017341101","3048","402","1879","361","198","208","0","127","740","325","0","127","221","253","10","17","0","127","10","17","Census Tract 3411.01, Middlesex County, Massachusetts"
"1400000US25017341102","4183","350","2813","371","311","158","0","127","906","257","0","127","0","127","153","92","13","22","140","90","Census Tract 3411.02, Middlesex County, Massachusetts"
"1400000US25017341200","6271","544","4213","584","292","253","0","127","1443","333","0","127","245","251","78","80","38","42","40","66","Census Tract 3412, Middlesex County, Massachusetts"
"1400000US25017341300","5417","443","2213","510","542","247","9","15","2424","414","0","127","95","86","134","151","0","127","134","151","Census Tract 3413, Middlesex County, Massachusetts"
"1400000US25017341400","6707","528","4759","486","966","572","0","127","703","295","0","127","179","218","100","111","0","127","100","111","Census Tract 3414, Middlesex County, Massachusetts"
"1400000US25017341500","5190","552","2258","435","1628","572","0","127","967","287","0","127","77","75","260","213","51","58","209","205","Census Tract 3415, Middlesex County, Massachusetts"
"1400000US25017341600","6688","497","3751","554","1063","439","29","39","1277","506","0","127","352","261","216","165","145","146","71","79","Census Tract 3416, Middlesex County, Massachusetts"
"1400000US25017341700","5507","371","3502","486","936","546","0","127","618","195","0","127","319","204","132","120","42","68","90","93","Census Tract 3417, Middlesex County, Massachusetts"
"1400000US25017341800","6392","499","3912","487","1091","289","0","127","660","253","0","127","397","248","332","218","24","46","308","232","Census Tract 3418, Middlesex County, Massachusetts"
"1400000US25017341901","1445","304","1286","328","159","174","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 3419.01, Middlesex County, Massachusetts"
"1400000US25017341902","7332","546","4304","405","1450","625","6","10","1366","384","0","127","145","129","61","78","0","127","61","78","Census Tract 3419.02, Middlesex County, Massachusetts"
"1400000US25017342101","4590","426","3845","492","478","246","0","127","17","28","0","127","200","187","50","62","18","32","32","54","Census Tract 3421.01, Middlesex County, Massachusetts"
"1400000US25017342102","3860","472","2746","508","777","505","10","15","0","127","0","127","249","149","78","75","64","73","14","24","Census Tract 3421.02, Middlesex County, Massachusetts"
"1400000US25017342201","5030","478","3303","603","1097","412","0","127","236","249","0","127","155","141","239","134","16","25","223","130","Census Tract 3422.01, Middlesex County, Massachusetts"
"1400000US25017342202","3880","509","2896","584","316","362","0","127","191","148","0","127","178","201","299","343","112","154","187","296","Census Tract 3422.02, Middlesex County, Massachusetts"
"1400000US25017342300","6524","635","5023","575","417","206","0","127","474","295","0","127","425","370","185","142","18","22","167","136","Census Tract 3423, Middlesex County, Massachusetts"
"1400000US25017342400","5616","596","4034","569","397","286","0","127","240","190","0","127","538","345","407","426","13","34","394","430","Census Tract 3424, Middlesex County, Massachusetts"
"1400000US25017342500","6899","610","5436","537","1004","382","0","127","122","105","0","127","249","243","88","67","28","43","60","52","Census Tract 3425, Middlesex County, Massachusetts"
"1400000US25017342600","4161","484","2839","536","533","311","0","127","137","125","0","127","440","331","212","210","190","210","22","28","Census Tract 3426, Middlesex County, Massachusetts"
"1400000US25017350103","1271","181","968","187","15","27","0","127","177","202","0","127","74","115","37","53","0","127","37","53","Census Tract 3501.03, Middlesex County, Massachusetts"
"1400000US25017350104","7023","734","4162","615","811","494","138","204","903","513","0","127","720","354","289","192","68","97","221","180","Census Tract 3501.04, Middlesex County, Massachusetts"
"1400000US25017350200","5975","419","4869","468","52","50","0","127","255","183","0","127","633","348","166","173","95","133","71","110","Census Tract 3502, Middlesex County, Massachusetts"
"1400000US25017350300","2460","226","1697","263","351","247","67","70","85","68","0","127","253","197","7","11","0","127","7","11","Census Tract 3503, Middlesex County, Massachusetts"
"1400000US25017350400","5476","486","4982","470","52","43","0","127","325","166","0","127","41","48","76","61","10","17","66","58","Census Tract 3504, Middlesex County, Massachusetts"
"1400000US25017350500","1562","157","1461","158","0","127","0","127","39","29","0","127","0","127","62","42","0","127","62","42","Census Tract 3505, Middlesex County, Massachusetts"
"1400000US25017350600","5443","697","4269","570","190","176","0","127","757","258","0","127","63","52","164","72","19","31","145","65","Census Tract 3506, Middlesex County, Massachusetts"
"1400000US25017350700","6194","601","4460","520","606","275","0","127","463","404","0","127","504","422","161","96","0","127","161","96","Census Tract 3507, Middlesex County, Massachusetts"
"1400000US25017350800","1847","156","1511","200","206","113","12","20","59","42","0","127","0","127","59","50","0","127","59","50","Census Tract 3508, Middlesex County, Massachusetts"
"1400000US25017350900","3204","234","2853","250","31","52","0","127","271","112","0","127","15","23","34","33","0","127","34","33","Census Tract 3509, Middlesex County, Massachusetts"
"1400000US25017351000","6825","573","5540","425","123","101","0","127","657","209","148","176","320","401","37","39","0","127","37","39","Census Tract 3510, Middlesex County, Massachusetts"
"1400000US25017351100","5370","432","4357","420","129","102","17","27","487","206","0","127","352","231","28","33","0","127","28","33","Census Tract 3511, Middlesex County, Massachusetts"
"1400000US25017351203","4182","460","3203","395","67","61","17","27","751","355","0","127","51","81","93","65","20","32","73","56","Census Tract 3512.03, Middlesex County, Massachusetts"
"1400000US25017351204","4119","387","3053","425","199","168","0","127","554","280","0","127","165","173","148","102","0","127","148","102","Census Tract 3512.04, Middlesex County, Massachusetts"
"1400000US25017351300","4193","506","3504","531","143","94","71","103","408","362","0","127","15","23","52","52","29","44","23","27","Census Tract 3513, Middlesex County, Massachusetts"
"1400000US25017351403","3715","438","2570","592","293","224","25","31","229","175","0","127","505","363","93","115","11","19","82","113","Census Tract 3514.03, Middlesex County, Massachusetts"
"1400000US25017351404","3894","483","2228","456","423","293","0","127","474","130","0","127","638","430","131","153","121","155","10","17","Census Tract 3514.04, Middlesex County, Massachusetts"
"1400000US25017351500","2462","413","1663","456","132","115","0","127","374","336","0","127","213","258","80","69","0","127","80","69","Census Tract 3515, Middlesex County, Massachusetts"
"1400000US25017352101","1315","307","573","195","129","101","0","127","514","203","0","127","25","41","74","89","0","127","74","89","Census Tract 3521.01, Middlesex County, Massachusetts"
"1400000US25017352102","2462","326","1979","236","75","54","0","127","297","145","0","127","56","49","55","53","13","21","42","37","Census Tract 3521.02, Middlesex County, Massachusetts"
"1400000US25017352200","2003","208","1287","214","321","169","9","15","338","220","0","127","47","61","1","15","1","15","0","127","Census Tract 3522, Middlesex County, Massachusetts"
"1400000US25017352300","2945","283","1825","360","119","105","0","127","664","301","0","127","204","135","133","93","0","127","133","93","Census Tract 3523, Middlesex County, Massachusetts"
"1400000US25017352400","2160","219","997","221","806","198","0","127","111","83","0","127","222","135","24","41","0","127","24","41","Census Tract 3524, Middlesex County, Massachusetts"
"1400000US25017352500","3348","337","2128","324","528","179","17","20","322","202","28","49","223","198","102","67","0","127","102","67","Census Tract 3525, Middlesex County, Massachusetts"
"1400000US25017352600","2615","316","1581","298","384","229","36","41","284","142","0","127","285","185","45","41","11","18","34","34","Census Tract 3526, Middlesex County, Massachusetts"
"1400000US25017352700","2044","249","1296","212","300","184","0","127","223","239","0","127","113","106","112","77","28","36","84","71","Census Tract 3527, Middlesex County, Massachusetts"
"1400000US25017352800","2683","350","1784","352","274","279","0","127","352","175","0","127","165","194","108","123","0","127","108","123","Census Tract 3528, Middlesex County, Massachusetts"
"1400000US25017352900","3160","339","2755","324","137","97","8","13","164","116","0","127","29","47","67","66","0","127","67","66","Census Tract 3529, Middlesex County, Massachusetts"
"1400000US25017353000","3998","423","2684","315","484","170","0","127","580","179","40","64","105","64","105","86","0","127","105","86","Census Tract 3530, Middlesex County, Massachusetts"
"1400000US25017353101","2807","356","1658","301","667","248","8","13","280","139","0","127","45","29","149","132","15","25","134","124","Census Tract 3531.01, Middlesex County, Massachusetts"
"1400000US25017353102","2948","451","1436","258","20","26","0","127","1399","343","0","127","48","48","45","45","45","45","0","127","Census Tract 3531.02, Middlesex County, Massachusetts"
"1400000US25017353200","3652","343","2346","291","525","180","6","10","420","179","0","127","154","185","201","125","15","24","186","121","Census Tract 3532, Middlesex County, Massachusetts"
"1400000US25017353300","4369","617","3368","476","224","152","0","127","300","155","0","127","300","290","177","94","0","127","177","94","Census Tract 3533, Middlesex County, Massachusetts"
"1400000US25017353400","3033","340","1486","240","863","310","98","124","468","250","0","127","7","12","111","94","0","127","111","94","Census Tract 3534, Middlesex County, Massachusetts"
"1400000US25017353500","2817","305","1604","241","710","225","0","127","234","110","0","127","40","50","229","206","6","11","223","204","Census Tract 3535, Middlesex County, Massachusetts"
"1400000US25017353600","4839","792","3418","599","281","136","11","17","751","255","0","127","195","129","183","119","0","127","183","119","Census Tract 3536, Middlesex County, Massachusetts"
"1400000US25017353700","5695","677","4336","619","357","212","31","51","798","279","0","127","35","41","138","76","12","20","126","73","Census Tract 3537, Middlesex County, Massachusetts"
"1400000US25017353800","4575","378","3427","400","222","137","19","24","662","188","0","127","43","50","202","105","38","40","164","94","Census Tract 3538, Middlesex County, Massachusetts"
"1400000US25017353900","3378","457","2009","379","263","114","0","127","927","246","0","127","23","29","156","78","11","16","145","76","Census Tract 3539, Middlesex County, Massachusetts"
"1400000US25017354000","3593","469","2671","378","94","64","0","127","658","279","0","127","72","95","98","104","0","127","98","104","Census Tract 3540, Middlesex County, Massachusetts"
