"GEO_ID","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","NAME"
"1400000US25009206900","2377","154","344","104","2033","192","Census Tract 2069, Essex County, Massachusetts"
"1400000US25009207000","981","91","146","59","835","108","Census Tract 2070, Essex County, Massachusetts"
"1400000US25009207100","1146","87","398","125","748","122","Census Tract 2071, Essex County, Massachusetts"
"1400000US25009207200","1150","103","156","62","994","115","Census Tract 2072, Essex County, Massachusetts"
"1400000US25009208101","1827","99","1391","138","436","131","Census Tract 2081.01, Essex County, Massachusetts"
"1400000US25009208102","1147","62","984","75","163","68","Census Tract 2081.02, Essex County, Massachusetts"
"1400000US25009208200","2208","100","1447","173","761","177","Census Tract 2082, Essex County, Massachusetts"
"1400000US25009208300","2613","107","2171","144","442","109","Census Tract 2083, Essex County, Massachusetts"
"1400000US25009208400","2161","78","1748","120","413","99","Census Tract 2084, Essex County, Massachusetts"
"1400000US25009209100","2256","105","2018","139","238","134","Census Tract 2091, Essex County, Massachusetts"
"1400000US25009209200","1882","80","1846","83","36","33","Census Tract 2092, Essex County, Massachusetts"
"1400000US25009210100","2447","86","2324","132","123","105","Census Tract 2101, Essex County, Massachusetts"
"1400000US25009210200","1971","61","1878","114","93","103","Census Tract 2102, Essex County, Massachusetts"
"1400000US25009210300","4129","174","2193","185","1936","205","Census Tract 2103, Essex County, Massachusetts"
"1400000US25009210400","2687","122","1905","165","782","156","Census Tract 2104, Essex County, Massachusetts"
"1400000US25009210500","2250","81","2061","98","189","74","Census Tract 2105, Essex County, Massachusetts"
"1400000US25009210600","1641","48","1093","118","548","122","Census Tract 2106, Essex County, Massachusetts"
"1400000US25009210700","1565","105","746","97","819","117","Census Tract 2107, Essex County, Massachusetts"
"1400000US25009210800","2057","117","759","145","1298","152","Census Tract 2108, Essex County, Massachusetts"
"1400000US25009210900","1545","104","962","117","583","124","Census Tract 2109, Essex County, Massachusetts"
"1400000US25009211100","1544","74","1093","90","451","95","Census Tract 2111, Essex County, Massachusetts"
"1400000US25009211200","2682","162","1709","223","973","216","Census Tract 2112, Essex County, Massachusetts"
"1400000US25009211300","2491","109","2208","139","283","105","Census Tract 2113, Essex County, Massachusetts"
"1400000US25009211401","1137","117","595","64","542","117","Census Tract 2114.01, Essex County, Massachusetts"
"1400000US25009211402","2425","141","2037","167","388","106","Census Tract 2114.02, Essex County, Massachusetts"
"1400000US25009212100","2863","193","2522","204","341","138","Census Tract 2121, Essex County, Massachusetts"
"1400000US25009213100","2571","145","2506","145","65","35","Census Tract 2131, Essex County, Massachusetts"
"1400000US25009214100","2033","123","1867","118","166","80","Census Tract 2141, Essex County, Massachusetts"
"1400000US25009215101","1546","113","1192","121","354","75","Census Tract 2151.01, Essex County, Massachusetts"
"1400000US25009215102","963","102","708","108","255","101","Census Tract 2151.02, Essex County, Massachusetts"
"1400000US25009216100","1345","164","1196","151","149","72","Census Tract 2161, Essex County, Massachusetts"
"1400000US25009217100","2711","144","1735","178","976","174","Census Tract 2171, Essex County, Massachusetts"
"1400000US25009217201","1699","115","1114","124","585","131","Census Tract 2172.01, Essex County, Massachusetts"
"1400000US25009217202","1478","72","1212","103","266","94","Census Tract 2172.02, Essex County, Massachusetts"
"1400000US25009217300","1768","126","770","118","998","153","Census Tract 2173, Essex County, Massachusetts"
"1400000US25009217400","2685","174","1008","190","1677","238","Census Tract 2174, Essex County, Massachusetts"
"1400000US25009217500","2591","161","1790","174","801","170","Census Tract 2175, Essex County, Massachusetts"
"1400000US25009217600","2537","171","1964","145","573","140","Census Tract 2176, Essex County, Massachusetts"
"1400000US25009218100","2094","118","1464","144","630","138","Census Tract 2181, Essex County, Massachusetts"
"1400000US25009220101","1769","177","1176","159","593","147","Census Tract 2201.01, Essex County, Massachusetts"
"1400000US25009220102","1238","139","939","125","299","109","Census Tract 2201.02, Essex County, Massachusetts"
"1400000US25009221100","1815","114","1551","120","264","72","Census Tract 2211, Essex County, Massachusetts"
"1400000US25009221300","1990","175","1378","187","612","169","Census Tract 2213, Essex County, Massachusetts"
"1400000US25009221400","1249","138","706","113","543","126","Census Tract 2214, Essex County, Massachusetts"
"1400000US25009221500","1498","132","430","113","1068","155","Census Tract 2215, Essex County, Massachusetts"
"1400000US25009221600","1036","72","492","111","544","120","Census Tract 2216, Essex County, Massachusetts"
"1400000US25009221700","1178","103","669","117","509","129","Census Tract 2217, Essex County, Massachusetts"
"1400000US25009221800","636","79","566","85","70","63","Census Tract 2218, Essex County, Massachusetts"
"1400000US25009221901","1361","143","1150","137","211","94","Census Tract 2219.01, Essex County, Massachusetts"
"1400000US25009221902","1490","115","1129","137","361","129","Census Tract 2219.02, Essex County, Massachusetts"
"1400000US25009222100","1328","84","964","103","364","101","Census Tract 2221, Essex County, Massachusetts"
"1400000US25009223100","1662","119","1216","118","446","115","Census Tract 2231, Essex County, Massachusetts"
"1400000US25009223200","1721","110","1040","130","681","146","Census Tract 2232, Essex County, Massachusetts"
"1400000US25009223300","2084","129","1893","148","191","116","Census Tract 2233, Essex County, Massachusetts"
"1400000US25009250100","1152","95","7","12","1145","91","Census Tract 2501, Essex County, Massachusetts"
"1400000US25009250200","1826","140","982","148","844","156","Census Tract 2502, Essex County, Massachusetts"
"1400000US25009250300","692","55","187","83","505","93","Census Tract 2503, Essex County, Massachusetts"
"1400000US25009250400","1218","99","275","137","943","135","Census Tract 2504, Essex County, Massachusetts"
"1400000US25009250500","1155","66","321","117","834","130","Census Tract 2505, Essex County, Massachusetts"
"1400000US25009250600","1637","110","777","147","860","154","Census Tract 2506, Essex County, Massachusetts"
"1400000US25009250700","1463","124","441","122","1022","168","Census Tract 2507, Essex County, Massachusetts"
"1400000US25009250800","2440","117","1010","177","1430","190","Census Tract 2508, Essex County, Massachusetts"
"1400000US25009250900","823","64","47","40","776","76","Census Tract 2509, Essex County, Massachusetts"
"1400000US25009251000","509","62","49","36","460","66","Census Tract 2510, Essex County, Massachusetts"
"1400000US25009251100","1288","92","16","21","1272","95","Census Tract 2511, Essex County, Massachusetts"
"1400000US25009251200","531","75","56","40","475","86","Census Tract 2512, Essex County, Massachusetts"
"1400000US25009251300","1127","94","261","93","866","123","Census Tract 2513, Essex County, Massachusetts"
"1400000US25009251400","1504","110","508","117","996","128","Census Tract 2514, Essex County, Massachusetts"
"1400000US25009251500","2209","147","932","231","1277","224","Census Tract 2515, Essex County, Massachusetts"
"1400000US25009251600","1896","142","575","154","1321","187","Census Tract 2516, Essex County, Massachusetts"
"1400000US25009251700","1923","125","758","139","1165","153","Census Tract 2517, Essex County, Massachusetts"
"1400000US25009251800","3004","145","1978","170","1026","163","Census Tract 2518, Essex County, Massachusetts"
"1400000US25009252101","1438","99","825","112","613","116","Census Tract 2521.01, Essex County, Massachusetts"
"1400000US25009252102","1296","73","1213","87","83","63","Census Tract 2521.02, Essex County, Massachusetts"
"1400000US25009252201","1177","64","936","79","241","67","Census Tract 2522.01, Essex County, Massachusetts"
"1400000US25009252202","1057","60","1016","62","41","35","Census Tract 2522.02, Essex County, Massachusetts"
"1400000US25009252300","2628","152","1319","181","1309","228","Census Tract 2523, Essex County, Massachusetts"
"1400000US25009252400","1423","99","532","117","891","111","Census Tract 2524, Essex County, Massachusetts"
"1400000US25009252501","1313","141","910","135","403","125","Census Tract 2525.01, Essex County, Massachusetts"
"1400000US25009252502","1771","101","1518","113","253","89","Census Tract 2525.02, Essex County, Massachusetts"
"1400000US25009252601","2657","139","2290","148","367","142","Census Tract 2526.01, Essex County, Massachusetts"
"1400000US25009252602","1439","107","1163","111","276","93","Census Tract 2526.02, Essex County, Massachusetts"
"1400000US25009252603","1122","43","968","74","154","80","Census Tract 2526.03, Essex County, Massachusetts"
"1400000US25009253100","2109","135","1429","193","680","175","Census Tract 2531, Essex County, Massachusetts"
"1400000US25009253201","1127","78","835","93","292","83","Census Tract 2532.01, Essex County, Massachusetts"
"1400000US25009253202","2434","108","1544","172","890","172","Census Tract 2532.02, Essex County, Massachusetts"
"1400000US25009253203","1446","55","1216","83","230","75","Census Tract 2532.03, Essex County, Massachusetts"
"1400000US25009253204","1650","67","1457","113","193","104","Census Tract 2532.04, Essex County, Massachusetts"
"1400000US25009253205","1247","60","1198","63","49","33","Census Tract 2532.05, Essex County, Massachusetts"
"1400000US25009254100","2565","137","1950","172","615","147","Census Tract 2541, Essex County, Massachusetts"
"1400000US25009254200","1837","118","1123","103","714","128","Census Tract 2542, Essex County, Massachusetts"
"1400000US25009254301","1320","61","1124","74","196","61","Census Tract 2543.01, Essex County, Massachusetts"
"1400000US25009254302","1637","88","1521","97","116","52","Census Tract 2543.02, Essex County, Massachusetts"
"1400000US25009254401","1125","37","960","83","165","78","Census Tract 2544.01, Essex County, Massachusetts"
"1400000US25009254402","2234","147","1834","143","400","113","Census Tract 2544.02, Essex County, Massachusetts"
"1400000US25009254403","1251","79","1153","85","98","48","Census Tract 2544.03, Essex County, Massachusetts"
"1400000US25009260100","1916","138","438","124","1478","154","Census Tract 2601, Essex County, Massachusetts"
"1400000US25009260200","1502","114","452","104","1050","139","Census Tract 2602, Essex County, Massachusetts"
"1400000US25009260301","1775","103","1423","116","352","113","Census Tract 2603.01, Essex County, Massachusetts"
"1400000US25009260302","1147","79","1040","94","107","60","Census Tract 2603.02, Essex County, Massachusetts"
"1400000US25009260401","1659","67","1450","118","209","99","Census Tract 2604.01, Essex County, Massachusetts"
"1400000US25009260402","2379","129","1940","161","439","128","Census Tract 2604.02, Essex County, Massachusetts"
"1400000US25009260500","1381","62","1235","97","146","84","Census Tract 2605, Essex County, Massachusetts"
"1400000US25009260600","1316","75","680","104","636","127","Census Tract 2606, Essex County, Massachusetts"
"1400000US25009260700","1725","87","1173","111","552","122","Census Tract 2607, Essex County, Massachusetts"
"1400000US25009260800","1853","119","581","137","1272","165","Census Tract 2608, Essex County, Massachusetts"
"1400000US25009260900","1956","116","1227","137","729","165","Census Tract 2609, Essex County, Massachusetts"
"1400000US25009261000","1629","91","934","139","695","129","Census Tract 2610, Essex County, Massachusetts"
"1400000US25009261101","1574","123","1431","140","143","87","Census Tract 2611.01, Essex County, Massachusetts"
"1400000US25009261102","2032","94","1274","132","758","129","Census Tract 2611.02, Essex County, Massachusetts"
"1400000US25009262100","2418","139","2033","169","385","145","Census Tract 2621, Essex County, Massachusetts"
"1400000US25009263100","1464","84","1340","90","124","58","Census Tract 2631, Essex County, Massachusetts"
"1400000US25009264100","2245","172","1956","184","289","91","Census Tract 2641, Essex County, Massachusetts"
"1400000US25009265101","1272","78","1038","92","234","79","Census Tract 2651.01, Essex County, Massachusetts"
"1400000US25009265102","1410","82","1241","75","169","57","Census Tract 2651.02, Essex County, Massachusetts"
"1400000US25009266100","1430","90","1172","101","258","111","Census Tract 2661, Essex County, Massachusetts"
"1400000US25009266200","2217","108","1460","138","757","133","Census Tract 2662, Essex County, Massachusetts"
"1400000US25009266300","1628","92","1134","113","494","104","Census Tract 2663, Essex County, Massachusetts"
"1400000US25009266400","1242","83","885","95","357","85","Census Tract 2664, Essex County, Massachusetts"
"1400000US25009267101","1699","129","1121","144","578","131","Census Tract 2671.01, Essex County, Massachusetts"
"1400000US25009267102","1753","122","1494","115","259","92","Census Tract 2671.02, Essex County, Massachusetts"
"1400000US25009268100","853","38","841","40","12","19","Census Tract 2681, Essex County, Massachusetts"
"1400000US25009268200","2628","140","2021","147","607","136","Census Tract 2682, Essex County, Massachusetts"
"1400000US25009268300","2073","118","1154","140","919","153","Census Tract 2683, Essex County, Massachusetts"
"1400000US25009268400","2000","156","1393","160","607","142","Census Tract 2684, Essex County, Massachusetts"
"1400000US25009269100","2485","162","1947","184","538","159","Census Tract 2691, Essex County, Massachusetts"
"1400000US25009270100","2162","144","1670","129","492","140","Census Tract 2701, Essex County, Massachusetts"
"1400000US25009990100","0","127","0","127","0","127","Census Tract 9901, Essex County, Massachusetts"
"1400000US25017300100","1032","58","999","69","33","21","Census Tract 3001, Middlesex County, Massachusetts"
"1400000US25017301101","1395","84","1139","98","256","107","Census Tract 3011.01, Middlesex County, Massachusetts"
"1400000US25017301102","1704","97","1556","100","148","77","Census Tract 3011.02, Middlesex County, Massachusetts"
"1400000US25017310100","2242","192","507","140","1735","196","Census Tract 3101, Middlesex County, Massachusetts"
"1400000US25017310200","2290","133","1522","191","768","175","Census Tract 3102, Middlesex County, Massachusetts"
"1400000US25017310300","2373","136","1098","185","1275","211","Census Tract 3103, Middlesex County, Massachusetts"
"1400000US25017310400","1040","112","562","117","478","137","Census Tract 3104, Middlesex County, Massachusetts"
"1400000US25017310500","1121","97","647","104","474","114","Census Tract 3105, Middlesex County, Massachusetts"
"1400000US25017310601","2142","95","1326","149","816","148","Census Tract 3106.01, Middlesex County, Massachusetts"
"1400000US25017310602","2360","124","1547","164","813","186","Census Tract 3106.02, Middlesex County, Massachusetts"
"1400000US25017310700","1442","140","499","123","943","155","Census Tract 3107, Middlesex County, Massachusetts"
"1400000US25017311100","818","82","145","69","673","102","Census Tract 3111, Middlesex County, Massachusetts"
"1400000US25017311200","1040","95","351","80","689","120","Census Tract 3112, Middlesex County, Massachusetts"
"1400000US25017311300","1287","124","678","113","609","149","Census Tract 3113, Middlesex County, Massachusetts"
"1400000US25017311400","2536","164","1004","153","1532","214","Census Tract 3114, Middlesex County, Massachusetts"
"1400000US25017311500","1095","88","680","114","415","124","Census Tract 3115, Middlesex County, Massachusetts"
"1400000US25017311600","1887","104","1286","145","601","133","Census Tract 3116, Middlesex County, Massachusetts"
"1400000US25017311700","1533","149","921","160","612","177","Census Tract 3117, Middlesex County, Massachusetts"
"1400000US25017311800","1056","87","460","122","596","117","Census Tract 3118, Middlesex County, Massachusetts"
"1400000US25017311900","1135","99","227","76","908","110","Census Tract 3119, Middlesex County, Massachusetts"
"1400000US25017312000","939","110","349","69","590","115","Census Tract 3120, Middlesex County, Massachusetts"
"1400000US25017312100","1026","95","390","101","636","131","Census Tract 3121, Middlesex County, Massachusetts"
"1400000US25017312200","1733","147","1144","122","589","152","Census Tract 3122, Middlesex County, Massachusetts"
"1400000US25017312300","2182","96","1372","136","810","138","Census Tract 3123, Middlesex County, Massachusetts"
"1400000US25017312400","949","101","146","72","803","118","Census Tract 3124, Middlesex County, Massachusetts"
"1400000US25017312501","1614","126","1235","116","379","122","Census Tract 3125.01, Middlesex County, Massachusetts"
"1400000US25017312502","1509","112","1158","100","351","98","Census Tract 3125.02, Middlesex County, Massachusetts"
"1400000US25017313101","1708","88","1553","92","155","57","Census Tract 3131.01, Middlesex County, Massachusetts"
"1400000US25017313102","2037","93","1671","142","366","134","Census Tract 3131.02, Middlesex County, Massachusetts"
"1400000US25017314101","2265","102","1787","152","478","158","Census Tract 3141.01, Middlesex County, Massachusetts"
"1400000US25017314102","2930","143","2237","167","693","150","Census Tract 3141.02, Middlesex County, Massachusetts"
"1400000US25017314200","1928","130","1542","129","386","117","Census Tract 3142, Middlesex County, Massachusetts"
"1400000US25017314301","2997","131","2458","179","539","137","Census Tract 3143.01, Middlesex County, Massachusetts"
"1400000US25017314302","976","42","950","50","26","25","Census Tract 3143.02, Middlesex County, Massachusetts"
"1400000US25017315100","1973","78","1858","94","115","67","Census Tract 3151, Middlesex County, Massachusetts"
"1400000US25017315200","2893","123","2146","159","747","176","Census Tract 3152, Middlesex County, Massachusetts"
"1400000US25017315401","1446","68","1196","95","250","78","Census Tract 3154.01, Middlesex County, Massachusetts"
"1400000US25017315402","921","54","903","58","18","21","Census Tract 3154.02, Middlesex County, Massachusetts"
"1400000US25017315403","538","61","491","63","47","49","Census Tract 3154.03, Middlesex County, Massachusetts"
"1400000US25017315500","2570","134","2452","138","118","79","Census Tract 3155, Middlesex County, Massachusetts"
"1400000US25017316101","1581","58","1503","87","78","65","Census Tract 3161.01, Middlesex County, Massachusetts"
"1400000US25017316102","2090","127","1795","113","295","98","Census Tract 3161.02, Middlesex County, Massachusetts"
"1400000US25017316201","1374","51","1309","66","65","52","Census Tract 3162.01, Middlesex County, Massachusetts"
"1400000US25017316202","1380","65","1346","64","34","41","Census Tract 3162.02, Middlesex County, Massachusetts"
"1400000US25017316300","2988","177","2115","180","873","179","Census Tract 3163, Middlesex County, Massachusetts"
"1400000US25017316400","1963","65","1801","108","162","83","Census Tract 3164, Middlesex County, Massachusetts"
"1400000US25017316500","2191","122","1697","134","494","137","Census Tract 3165, Middlesex County, Massachusetts"
"1400000US25017317101","2631","141","1963","152","668","138","Census Tract 3171.01, Middlesex County, Massachusetts"
"1400000US25017317102","1627","56","1180","123","447","121","Census Tract 3171.02, Middlesex County, Massachusetts"
"1400000US25017317103","1778","60","1778","60","0","127","Census Tract 3171.03, Middlesex County, Massachusetts"
"1400000US25017317201","977","59","963","61","14","22","Census Tract 3172.01, Middlesex County, Massachusetts"
"1400000US25017317202","1207","53","1190","51","17","15","Census Tract 3172.02, Middlesex County, Massachusetts"
"1400000US25017317203","1594","70","1354","86","240","82","Census Tract 3172.03, Middlesex County, Massachusetts"
"1400000US25017317301","1032","86","772","82","260","85","Census Tract 3173.01, Middlesex County, Massachusetts"
"1400000US25017317302","2532","81","2094","155","438","138","Census Tract 3173.02, Middlesex County, Massachusetts"
"1400000US25017318100","2244","83","2110","119","134","88","Census Tract 3181, Middlesex County, Massachusetts"
"1400000US25017318200","1347","63","1117","89","230","88","Census Tract 3182, Middlesex County, Massachusetts"
"1400000US25017318300","2363","78","2324","75","39","35","Census Tract 3183, Middlesex County, Massachusetts"
"1400000US25017318400","1195","54","1077","65","118","57","Census Tract 3184, Middlesex County, Massachusetts"
"1400000US25017320102","1651","48","1588","55","63","43","Census Tract 3201.02, Middlesex County, Massachusetts"
"1400000US25017320103","985","48","832","87","153","78","Census Tract 3201.03, Middlesex County, Massachusetts"
"1400000US25017320104","2244","54","2063","89","181","79","Census Tract 3201.04, Middlesex County, Massachusetts"
"1400000US25017321100","3001","145","2007","170","994","183","Census Tract 3211, Middlesex County, Massachusetts"
"1400000US25017321200","2672","181","1675","183","997","215","Census Tract 3212, Middlesex County, Massachusetts"
"1400000US25017321300","3125","167","1319","136","1806","195","Census Tract 3213, Middlesex County, Massachusetts"
"1400000US25017321400","1230","76","968","80","262","73","Census Tract 3214, Middlesex County, Massachusetts"
"1400000US25017321500","2676","166","1522","228","1154","234","Census Tract 3215, Middlesex County, Massachusetts"
"1400000US25017321600","3028","139","2049","153","979","142","Census Tract 3216, Middlesex County, Massachusetts"
"1400000US25017322100","1677","93","1540","97","137","72","Census Tract 3221, Middlesex County, Massachusetts"
"1400000US25017322200","1582","97","1183","116","399","96","Census Tract 3222, Middlesex County, Massachusetts"
"1400000US25017322300","2500","124","1639","159","861","165","Census Tract 3223, Middlesex County, Massachusetts"
"1400000US25017322400","1732","111","1266","104","466","126","Census Tract 3224, Middlesex County, Massachusetts"
"1400000US25017323100","2271","134","2007","164","264","109","Census Tract 3231, Middlesex County, Massachusetts"
"1400000US25017324101","1728","93","1427","118","301","117","Census Tract 3241.01, Middlesex County, Massachusetts"
"1400000US25017324102","1439","73","1292","91","147","57","Census Tract 3241.02, Middlesex County, Massachusetts"
"1400000US25017325100","3026","430","1757","282","1269","279","Census Tract 3251, Middlesex County, Massachusetts"
"1400000US25017326101","1243","96","1079","102","164","68","Census Tract 3261.01, Middlesex County, Massachusetts"
"1400000US25017326102","2262","115","1904","157","358","132","Census Tract 3261.02, Middlesex County, Massachusetts"
"1400000US25017327101","1175","67","1059","73","116","64","Census Tract 3271.01, Middlesex County, Massachusetts"
"1400000US25017327102","1510","97","1083","107","427","111","Census Tract 3271.02, Middlesex County, Massachusetts"
"1400000US25017327103","1413","70","1205","93","208","76","Census Tract 3271.03, Middlesex County, Massachusetts"
"1400000US25017328100","1029","43","972","55","57","42","Census Tract 3281, Middlesex County, Massachusetts"
"1400000US25017330100","2740","109","2604","116","136","67","Census Tract 3301, Middlesex County, Massachusetts"
"1400000US25017330200","2286","120","1907","132","379","111","Census Tract 3302, Middlesex County, Massachusetts"
"1400000US25017331101","1151","48","858","65","293","60","Census Tract 3311.01, Middlesex County, Massachusetts"
"1400000US25017331102","2171","99","2043","97","128","69","Census Tract 3311.02, Middlesex County, Massachusetts"
"1400000US25017331200","1710","61","1511","83","199","69","Census Tract 3312, Middlesex County, Massachusetts"
"1400000US25017331300","2189","79","2038","100","151","79","Census Tract 3313, Middlesex County, Massachusetts"
"1400000US25017332100","2005","110","1942","119","63","52","Census Tract 3321, Middlesex County, Massachusetts"
"1400000US25017332200","3069","131","1873","164","1196","165","Census Tract 3322, Middlesex County, Massachusetts"
"1400000US25017332300","2619","91","2121","124","498","104","Census Tract 3323, Middlesex County, Massachusetts"
"1400000US25017332400","1465","51","933","91","532","91","Census Tract 3324, Middlesex County, Massachusetts"
"1400000US25017333100","3008","125","2230","169","778","135","Census Tract 3331, Middlesex County, Massachusetts"
"1400000US25017333200","2165","98","1312","161","853","171","Census Tract 3332, Middlesex County, Massachusetts"
"1400000US25017333300","1618","110","691","101","927","128","Census Tract 3333, Middlesex County, Massachusetts"
"1400000US25017333400","2489","117","1625","168","864","183","Census Tract 3334, Middlesex County, Massachusetts"
"1400000US25017333501","1999","81","1623","143","376","120","Census Tract 3335.01, Middlesex County, Massachusetts"
"1400000US25017333502","1301","94","726","112","575","135","Census Tract 3335.02, Middlesex County, Massachusetts"
"1400000US25017333600","2909","129","1430","179","1479","212","Census Tract 3336, Middlesex County, Massachusetts"
"1400000US25017334100","1945","99","1817","93","128","72","Census Tract 3341, Middlesex County, Massachusetts"
"1400000US25017334200","1607","81","1269","100","338","90","Census Tract 3342, Middlesex County, Massachusetts"
"1400000US25017334300","2596","105","2467","119","129","44","Census Tract 3343, Middlesex County, Massachusetts"
"1400000US25017334400","2734","133","2261","157","473","124","Census Tract 3344, Middlesex County, Massachusetts"
"1400000US25017335100","2508","141","1733","181","775","170","Census Tract 3351, Middlesex County, Massachusetts"
"1400000US25017335200","2259","116","1804","139","455","123","Census Tract 3352, Middlesex County, Massachusetts"
"1400000US25017335301","1482","139","955","126","527","145","Census Tract 3353.01, Middlesex County, Massachusetts"
"1400000US25017335302","1732","160","1383","151","349","159","Census Tract 3353.02, Middlesex County, Massachusetts"
"1400000US25017335400","1929","74","1670","108","259","84","Census Tract 3354, Middlesex County, Massachusetts"
"1400000US25017336100","2306","103","1638","123","668","126","Census Tract 3361, Middlesex County, Massachusetts"
"1400000US25017336200","2044","105","1812","116","232","95","Census Tract 3362, Middlesex County, Massachusetts"
"1400000US25017336300","2430","118","1861","151","569","157","Census Tract 3363, Middlesex County, Massachusetts"
"1400000US25017336401","1966","75","728","109","1238","105","Census Tract 3364.01, Middlesex County, Massachusetts"
"1400000US25017336402","1995","102","973","121","1022","149","Census Tract 3364.02, Middlesex County, Massachusetts"
"1400000US25017337101","1248","65","852","72","396","82","Census Tract 3371.01, Middlesex County, Massachusetts"
"1400000US25017337102","1999","85","1835","108","164","91","Census Tract 3371.02, Middlesex County, Massachusetts"
"1400000US25017337201","1445","79","964","95","481","93","Census Tract 3372.01, Middlesex County, Massachusetts"
"1400000US25017337202","2060","110","1514","109","546","111","Census Tract 3372.02, Middlesex County, Massachusetts"
"1400000US25017337300","2165","120","1239","143","926","167","Census Tract 3373, Middlesex County, Massachusetts"
"1400000US25017338100","1041","62","969","71","72","43","Census Tract 3381, Middlesex County, Massachusetts"
"1400000US25017338200","1570","47","955","116","615","117","Census Tract 3382, Middlesex County, Massachusetts"
"1400000US25017338300","1149","77","872","71","277","71","Census Tract 3383, Middlesex County, Massachusetts"
"1400000US25017338400","1944","86","1868","105","76","50","Census Tract 3384, Middlesex County, Massachusetts"
"1400000US25017338500","1927","93","1743","104","184","75","Census Tract 3385, Middlesex County, Massachusetts"
"1400000US25017339100","3017","112","2022","142","995","142","Census Tract 3391, Middlesex County, Massachusetts"
"1400000US25017339200","2213","114","1797","142","416","144","Census Tract 3392, Middlesex County, Massachusetts"
"1400000US25017339300","1228","107","737","115","491","104","Census Tract 3393, Middlesex County, Massachusetts"
"1400000US25017339400","1366","120","615","97","751","134","Census Tract 3394, Middlesex County, Massachusetts"
"1400000US25017339500","1637","95","889","116","748","140","Census Tract 3395, Middlesex County, Massachusetts"
