"GEO_ID","B23020_001E","B23020_001M","B23020_002E","B23020_002M","B23020_003E","B23020_003M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Geographic Area Name"
"1400000US25021442201","37.8","1.6","40.0","2.2","35.5","2.7","Census Tract 4422.01, Norfolk County, Massachusetts"
"1400000US25021442202","39.3","1.1","41.1","1.8","37.5","1.6","Census Tract 4422.02, Norfolk County, Massachusetts"
"1400000US25021443101","39.8","1.1","41.9","1.5","37.4","1.5","Census Tract 4431.01, Norfolk County, Massachusetts"
"1400000US25021443102","37.4","1.1","39.7","1.4","34.9","1.9","Census Tract 4431.02, Norfolk County, Massachusetts"
"1400000US25021456101","37.1","1.4","40.4","2.4","33.7","2.4","Census Tract 4561.01, Norfolk County, Massachusetts"
"1400000US25021456102","38.3","1.1","41.8","1.4","34.6","2.2","Census Tract 4561.02, Norfolk County, Massachusetts"
"1400000US25021456200","37.1","1.6","39.9","2.2","34.5","3.0","Census Tract 4562, Norfolk County, Massachusetts"
"1400000US25021456301","38.7","1.9","42.1","2.0","34.8","2.4","Census Tract 4563.01, Norfolk County, Massachusetts"
"1400000US25021456302","39.0","1.8","42.9","2.5","35.6","2.5","Census Tract 4563.02, Norfolk County, Massachusetts"
"1400000US25021456401","35.3","2.6","38.3","3.3","31.9","3.0","Census Tract 4564.01, Norfolk County, Massachusetts"
"1400000US25021456402","38.6","1.3","42.3","1.5","35.3","1.9","Census Tract 4564.02, Norfolk County, Massachusetts"
"1400000US25021457100","37.2","1.6","42.0","2.2","33.0","2.1","Census Tract 4571, Norfolk County, Massachusetts"
"1400000US25021457200","39.2","1.3","43.4","1.9","35.5","1.9","Census Tract 4572, Norfolk County, Massachusetts"
"1400000US25023500101","40.1","1.7","43.8","2.5","35.9","2.5","Census Tract 5001.01, Plymouth County, Massachusetts"
"1400000US25023500103","41.0","2.7","41.9","4.6","40.2","4.0","Census Tract 5001.03, Plymouth County, Massachusetts"
"1400000US25023500104","38.5","2.3","42.5","3.2","35.5","2.4","Census Tract 5001.04, Plymouth County, Massachusetts"
"1400000US25023501101","36.5","2.0","41.7","3.1","31.1","2.0","Census Tract 5011.01, Plymouth County, Massachusetts"
"1400000US25023501102","40.3","1.4","45.7","1.9","35.2","2.0","Census Tract 5011.02, Plymouth County, Massachusetts"
"1400000US25023501201","40.4","1.3","43.7","1.8","36.1","2.1","Census Tract 5012.01, Plymouth County, Massachusetts"
"1400000US25023501202","38.9","1.5","45.7","2.2","31.4","2.2","Census Tract 5012.02, Plymouth County, Massachusetts"
"1400000US25023502101","37.2","1.7","39.8","2.4","35.0","2.1","Census Tract 5021.01, Plymouth County, Massachusetts"
"1400000US25023502102","37.0","2.2","40.3","3.1","33.6","2.2","Census Tract 5021.02, Plymouth County, Massachusetts"
"1400000US25023502200","37.0","1.5","39.6","2.0","34.6","2.4","Census Tract 5022, Plymouth County, Massachusetts"
"1400000US25023503101","38.0","1.6","41.6","2.4","33.8","2.6","Census Tract 5031.01, Plymouth County, Massachusetts"
"1400000US25023503102","38.6","1.4","42.6","1.8","33.2","2.0","Census Tract 5031.02, Plymouth County, Massachusetts"
"1400000US25023504101","39.0","1.3","42.7","1.7","35.0","2.1","Census Tract 5041.01, Plymouth County, Massachusetts"
"1400000US25023504102","39.7","1.5","43.8","1.9","34.1","2.5","Census Tract 5041.02, Plymouth County, Massachusetts"
"1400000US25023505101","38.4","1.7","43.8","2.0","32.6","2.4","Census Tract 5051.01, Plymouth County, Massachusetts"
"1400000US25023505102","38.4","1.4","44.2","2.0","32.9","2.4","Census Tract 5051.02, Plymouth County, Massachusetts"
"1400000US25023505200","39.3","1.7","41.9","2.4","36.0","2.5","Census Tract 5052, Plymouth County, Massachusetts"
"1400000US25023506101","37.6","1.5","40.3","2.3","34.3","2.2","Census Tract 5061.01, Plymouth County, Massachusetts"
"1400000US25023506102","39.4","1.3","42.9","1.5","35.4","2.1","Census Tract 5061.02, Plymouth County, Massachusetts"
"1400000US25023506202","40.6","1.7","43.4","2.2","37.4","2.3","Census Tract 5062.02, Plymouth County, Massachusetts"
"1400000US25023506203","37.6","1.4","41.3","2.1","33.5","1.8","Census Tract 5062.03, Plymouth County, Massachusetts"
"1400000US25023506204","38.1","1.1","40.6","1.5","35.4","1.9","Census Tract 5062.04, Plymouth County, Massachusetts"
"1400000US25023507101","38.3","1.3","45.2","2.6","31.8","1.9","Census Tract 5071.01, Plymouth County, Massachusetts"
"1400000US25023507103","36.4","1.3","44.3","1.9","26.6","2.4","Census Tract 5071.03, Plymouth County, Massachusetts"
"1400000US25023507104","39.3","1.8","44.5","2.1","33.5","2.3","Census Tract 5071.04, Plymouth County, Massachusetts"
"1400000US25023508101","38.0","1.4","43.4","2.3","32.7","1.9","Census Tract 5081.01, Plymouth County, Massachusetts"
"1400000US25023508102","36.8","1.2","42.3","1.9","30.7","2.2","Census Tract 5081.02, Plymouth County, Massachusetts"
"1400000US25023508200","37.1","1.5","41.7","1.5","32.7","2.1","Census Tract 5082, Plymouth County, Massachusetts"
"1400000US25023509101","38.4","1.2","44.0","1.7","31.9","1.8","Census Tract 5091.01, Plymouth County, Massachusetts"
"1400000US25023509102","38.3","1.1","42.4","1.4","33.7","1.8","Census Tract 5091.02, Plymouth County, Massachusetts"
"1400000US25023510100","38.1","1.6","39.2","2.3","36.8","2.2","Census Tract 5101, Plymouth County, Massachusetts"
"1400000US25023510200","38.1","1.5","42.4","1.7","34.0","2.0","Census Tract 5102, Plymouth County, Massachusetts"
"1400000US25023510300","36.8","2.0","38.0","2.5","35.8","2.8","Census Tract 5103, Plymouth County, Massachusetts"
"1400000US25023510400","36.8","1.4","37.3","1.9","36.3","2.1","Census Tract 5104, Plymouth County, Massachusetts"
"1400000US25023510501","36.3","2.0","39.2","3.2","34.0","2.6","Census Tract 5105.01, Plymouth County, Massachusetts"
"1400000US25023510502","36.7","1.7","39.2","2.8","35.0","2.4","Census Tract 5105.02, Plymouth County, Massachusetts"
"1400000US25023510503","38.3","2.2","40.1","3.4","36.5","3.3","Census Tract 5105.03, Plymouth County, Massachusetts"
"1400000US25023510600","36.1","1.9","38.4","2.7","33.7","2.9","Census Tract 5106, Plymouth County, Massachusetts"
"1400000US25023510700","37.2","1.9","39.2","2.7","35.4","2.4","Census Tract 5107, Plymouth County, Massachusetts"
"1400000US25023510800","37.5","1.8","37.6","2.5","37.4","2.8","Census Tract 5108, Plymouth County, Massachusetts"
"1400000US25023510900","35.0","2.3","36.7","3.1","33.3","3.5","Census Tract 5109, Plymouth County, Massachusetts"
"1400000US25023511000","39.4","1.7","41.7","2.5","37.1","3.0","Census Tract 5110, Plymouth County, Massachusetts"
"1400000US25023511100","37.1","1.2","39.2","1.7","35.3","1.7","Census Tract 5111, Plymouth County, Massachusetts"
"1400000US25023511200","37.7","1.1","39.4","1.4","35.7","1.9","Census Tract 5112, Plymouth County, Massachusetts"
"1400000US25023511301","36.5","1.4","37.2","1.7","35.8","2.0","Census Tract 5113.01, Plymouth County, Massachusetts"
"1400000US25023511302","37.7","1.8","43.5","1.6","32.6","2.4","Census Tract 5113.02, Plymouth County, Massachusetts"
"1400000US25023511400","37.6","2.3","38.4","2.4","36.6","3.1","Census Tract 5114, Plymouth County, Massachusetts"
"1400000US25023511500","36.7","1.5","38.8","2.1","34.3","2.2","Census Tract 5115, Plymouth County, Massachusetts"
"1400000US25023511600","37.7","1.6","40.1","2.1","35.5","2.3","Census Tract 5116, Plymouth County, Massachusetts"
"1400000US25023511701","38.2","1.4","41.1","1.9","35.7","1.8","Census Tract 5117.01, Plymouth County, Massachusetts"
"1400000US25023511702","38.9","2.1","42.5","3.1","35.5","2.9","Census Tract 5117.02, Plymouth County, Massachusetts"
"1400000US25023520100","37.2","1.2","39.5","1.9","34.8","1.9","Census Tract 5201, Plymouth County, Massachusetts"
"1400000US25023520201","38.3","1.8","42.3","2.2","34.2","2.6","Census Tract 5202.01, Plymouth County, Massachusetts"
"1400000US25023520202","39.7","1.1","42.8","1.2","36.3","1.6","Census Tract 5202.02, Plymouth County, Massachusetts"
"1400000US25023521101","36.7","1.3","40.1","1.8","33.2","2.0","Census Tract 5211.01, Plymouth County, Massachusetts"
"1400000US25023521102","35.5","2.0","37.3","2.7","33.8","2.4","Census Tract 5211.02, Plymouth County, Massachusetts"
"1400000US25023521201","37.0","1.6","43.0","2.3","31.3","2.0","Census Tract 5212.01, Plymouth County, Massachusetts"
"1400000US25023521202","37.2","1.3","41.9","1.3","32.0","2.3","Census Tract 5212.02, Plymouth County, Massachusetts"
"1400000US25023522101","36.6","1.2","39.1","1.7","34.2","1.9","Census Tract 5221.01, Plymouth County, Massachusetts"
"1400000US25023522102","36.7","1.3","40.5","2.3","32.9","1.8","Census Tract 5221.02, Plymouth County, Massachusetts"
"1400000US25023523100","37.1","1.9","41.4","2.8","33.4","2.2","Census Tract 5231, Plymouth County, Massachusetts"
"1400000US25023523201","38.8","1.7","42.2","2.0","35.4","2.6","Census Tract 5232.01, Plymouth County, Massachusetts"
"1400000US25023523202","37.3","1.4","40.3","2.0","34.7","1.6","Census Tract 5232.02, Plymouth County, Massachusetts"
"1400000US25023524101","41.2","2.6","43.3","3.5","38.9","2.8","Census Tract 5241.01, Plymouth County, Massachusetts"
"1400000US25023524102","36.5","1.2","38.3","1.7","34.7","2.1","Census Tract 5241.02, Plymouth County, Massachusetts"
"1400000US25023525101","38.0","1.3","40.1","2.0","35.3","1.6","Census Tract 5251.01, Plymouth County, Massachusetts"
"1400000US25023525104","36.2","1.7","40.7","2.0","32.0","2.2","Census Tract 5251.04, Plymouth County, Massachusetts"
"1400000US25023525203","38.3","2.0","41.0","2.4","35.6","3.0","Census Tract 5252.03, Plymouth County, Massachusetts"
"1400000US25023525204","36.9","1.9","42.2","2.8","32.1","2.3","Census Tract 5252.04, Plymouth County, Massachusetts"
"1400000US25023525300","19.1","9.9","19.1","9.9","-","**","Census Tract 5253, Plymouth County, Massachusetts"
"1400000US25023526100","38.7","1.0","42.8","1.6","34.3","1.7","Census Tract 5261, Plymouth County, Massachusetts"
"1400000US25023530100","39.3","1.6","41.6","2.3","36.8","2.5","Census Tract 5301, Plymouth County, Massachusetts"
"1400000US25023530200","37.9","1.2","39.4","1.1","35.7","2.4","Census Tract 5302, Plymouth County, Massachusetts"
"1400000US25023530300","39.1","2.0","42.9","2.2","35.5","2.5","Census Tract 5303, Plymouth County, Massachusetts"
"1400000US25023530400","36.9","1.7","40.9","1.8","32.7","2.5","Census Tract 5304, Plymouth County, Massachusetts"
"1400000US25023530500","38.0","1.8","42.0","2.2","34.4","2.7","Census Tract 5305, Plymouth County, Massachusetts"
"1400000US25023530600","38.7","1.1","40.5","1.4","36.1","1.8","Census Tract 5306, Plymouth County, Massachusetts"
"1400000US25023530700","37.9","1.6","40.8","2.4","34.9","2.0","Census Tract 5307, Plymouth County, Massachusetts"
"1400000US25023530801","37.0","1.2","41.9","1.7","32.4","1.7","Census Tract 5308.01, Plymouth County, Massachusetts"
"1400000US25023530802","40.1","1.7","44.3","2.4","36.1","2.2","Census Tract 5308.02, Plymouth County, Massachusetts"
"1400000US25023530901","37.9","1.4","42.8","1.9","32.5","1.7","Census Tract 5309.01, Plymouth County, Massachusetts"
"1400000US25023530902","38.8","1.9","41.8","2.0","35.7","2.5","Census Tract 5309.02, Plymouth County, Massachusetts"
"1400000US25023540101","37.6","1.7","41.9","2.9","32.1","2.0","Census Tract 5401.01, Plymouth County, Massachusetts"
"1400000US25023540102","37.5","2.2","40.6","3.0","34.9","3.2","Census Tract 5401.02, Plymouth County, Massachusetts"
"1400000US25023540103","37.3","1.4","42.3","1.7","32.6","2.3","Census Tract 5401.03, Plymouth County, Massachusetts"
"1400000US25023541100","37.5","1.4","41.9","1.9","32.5","1.9","Census Tract 5411, Plymouth County, Massachusetts"
"1400000US25023542101","38.7","1.4","41.4","2.0","35.8","1.7","Census Tract 5421.01, Plymouth County, Massachusetts"
"1400000US25023542102","39.2","2.0","43.1","3.8","35.3","2.9","Census Tract 5421.02, Plymouth County, Massachusetts"
"1400000US25023542200","38.4","1.2","41.6","1.4","35.4","1.6","Census Tract 5422, Plymouth County, Massachusetts"
"1400000US25023542300","38.5","1.1","42.5","1.4","34.7","1.4","Census Tract 5423, Plymouth County, Massachusetts"
"1400000US25023543100","39.7","1.4","44.2","2.6","34.6","2.2","Census Tract 5431, Plymouth County, Massachusetts"
"1400000US25023544100","37.3","1.0","41.1","1.6","33.5","1.5","Census Tract 5441, Plymouth County, Massachusetts"
"1400000US25023544200","37.5","1.4","41.8","2.3","33.6","1.4","Census Tract 5442, Plymouth County, Massachusetts"
"1400000US25023545100","37.1","1.3","40.5","1.9","33.7","1.9","Census Tract 5451, Plymouth County, Massachusetts"
"1400000US25023545200","38.2","1.2","41.4","1.5","34.7","1.7","Census Tract 5452, Plymouth County, Massachusetts"
"1400000US25023545300","36.9","1.8","40.7","2.2","33.9","2.9","Census Tract 5453, Plymouth County, Massachusetts"
"1400000US25023545400","39.4","1.6","42.1","1.9","36.4","2.6","Census Tract 5454, Plymouth County, Massachusetts"
"1400000US25023560100","37.8","1.6","41.6","2.7","33.6","2.2","Census Tract 5601, Plymouth County, Massachusetts"
"1400000US25023561100","39.1","1.6","42.2","2.6","35.5","2.1","Census Tract 5611, Plymouth County, Massachusetts"
"1400000US25023561200","25.8","2.7","27.6","3.5","24.3","2.5","Census Tract 5612, Plymouth County, Massachusetts"
"1400000US25023990003","-","**","-","**","-","**","Census Tract 9900.03, Plymouth County, Massachusetts"
"1400000US25025000100","38.9","1.3","40.5","2.3","36.4","2.4","Census Tract 1, Suffolk County, Massachusetts"
"1400000US25025000201","38.9","1.1","40.7","1.3","37.0","1.9","Census Tract 2.01, Suffolk County, Massachusetts"
"1400000US25025000202","38.4","2.1","40.5","2.8","35.9","2.8","Census Tract 2.02, Suffolk County, Massachusetts"
"1400000US25025000301","40.2","1.3","41.6","2.1","38.8","1.6","Census Tract 3.01, Suffolk County, Massachusetts"
"1400000US25025000302","40.2","1.1","41.5","1.5","38.3","1.4","Census Tract 3.02, Suffolk County, Massachusetts"
"1400000US25025000401","37.8","2.0","39.7","1.7","35.8","3.4","Census Tract 4.01, Suffolk County, Massachusetts"
"1400000US25025000402","37.8","2.3","37.9","3.3","37.6","2.6","Census Tract 4.02, Suffolk County, Massachusetts"
"1400000US25025000502","34.2","2.3","35.1","3.4","33.5","2.8","Census Tract 5.02, Suffolk County, Massachusetts"
"1400000US25025000503","41.1","2.2","41.4","2.1","40.9","3.5","Census Tract 5.03, Suffolk County, Massachusetts"
"1400000US25025000504","38.9","1.8","40.6","2.0","37.5","2.4","Census Tract 5.04, Suffolk County, Massachusetts"
"1400000US25025000601","40.6","2.3","42.0","2.9","38.0","3.2","Census Tract 6.01, Suffolk County, Massachusetts"
"1400000US25025000602","39.3","1.9","38.9","2.0","39.8","3.2","Census Tract 6.02, Suffolk County, Massachusetts"
"1400000US25025000701","35.9","2.2","37.9","3.4","34.0","3.1","Census Tract 7.01, Suffolk County, Massachusetts"
"1400000US25025000703","29.8","2.8","30.6","3.9","28.2","3.4","Census Tract 7.03, Suffolk County, Massachusetts"
"1400000US25025000704","38.9","1.6","40.5","1.8","36.9","2.6","Census Tract 7.04, Suffolk County, Massachusetts"
"1400000US25025000802","35.3","1.8","36.7","2.1","33.7","2.5","Census Tract 8.02, Suffolk County, Massachusetts"
"1400000US25025000803","26.9","4.4","30.2","5.8","24.7","4.2","Census Tract 8.03, Suffolk County, Massachusetts"
"1400000US25025010103","22.9","1.8","28.3","2.4","19.2","2.2","Census Tract 101.03, Suffolk County, Massachusetts"
"1400000US25025010104","33.9","2.5","36.7","3.2","31.7","2.8","Census Tract 101.04, Suffolk County, Massachusetts"
"1400000US25025010203","42.1","2.1","44.4","3.7","39.9","2.1","Census Tract 102.03, Suffolk County, Massachusetts"
"1400000US25025010204","34.5","2.9","33.1","3.0","35.6","5.2","Census Tract 102.04, Suffolk County, Massachusetts"
"1400000US25025010300","27.6","2.7","24.5","3.5","28.3","3.8","Census Tract 103, Suffolk County, Massachusetts"
"1400000US25025010403","36.1","2.4","35.9","2.7","36.4","3.4","Census Tract 104.03, Suffolk County, Massachusetts"
"1400000US25025010404","28.5","2.0","30.5","2.6","26.2","2.2","Census Tract 104.04, Suffolk County, Massachusetts"
"1400000US25025010405","25.6","1.9","25.3","3.1","25.8","2.0","Census Tract 104.05, Suffolk County, Massachusetts"
"1400000US25025010408","39.5","4.7","43.3","6.4","35.0","6.3","Census Tract 104.08, Suffolk County, Massachusetts"
"1400000US25025010500","36.9","4.9","40.9","8.1","32.1","2.7","Census Tract 105, Suffolk County, Massachusetts"
"1400000US25025010600","48.0","3.0","52.3","3.7","40.6","2.9","Census Tract 106, Suffolk County, Massachusetts"
"1400000US25025010701","45.1","3.3","48.1","4.2","41.9","3.5","Census Tract 107.01, Suffolk County, Massachusetts"
"1400000US25025010702","42.3","2.8","44.5","3.2","40.5","3.6","Census Tract 107.02, Suffolk County, Massachusetts"
"1400000US25025010801","38.1","7.4","41.0","5.6","35.2","9.6","Census Tract 108.01, Suffolk County, Massachusetts"
"1400000US25025010802","46.7","3.9","49.0","3.9","44.3","5.5","Census Tract 108.02, Suffolk County, Massachusetts"
"1400000US25025020101","44.1","1.7","45.8","2.2","42.5","2.5","Census Tract 201.01, Suffolk County, Massachusetts"
"1400000US25025020200","39.4","2.2","44.8","3.4","36.3","2.8","Census Tract 202, Suffolk County, Massachusetts"
"1400000US25025020301","44.2","3.8","43.9","6.7","44.5","4.9","Census Tract 203.01, Suffolk County, Massachusetts"
"1400000US25025020302","43.5","4.6","44.6","7.6","42.8","5.1","Census Tract 203.02, Suffolk County, Massachusetts"
"1400000US25025020303","44.9","2.4","47.0","2.7","41.5","4.0","Census Tract 203.03, Suffolk County, Massachusetts"
"1400000US25025030100","41.3","3.5","45.9","4.0","38.5","4.3","Census Tract 301, Suffolk County, Massachusetts"
"1400000US25025030200","42.4","3.4","46.3","3.9","39.8","4.3","Census Tract 302, Suffolk County, Massachusetts"
"1400000US25025030300","44.7","1.9","46.3","2.8","42.6","2.4","Census Tract 303, Suffolk County, Massachusetts"
"1400000US25025030400","41.3","2.0","42.2","2.6","40.5","2.5","Census Tract 304, Suffolk County, Massachusetts"
"1400000US25025030500","43.6","1.8","45.5","2.4","42.1","2.3","Census Tract 305, Suffolk County, Massachusetts"
"1400000US25025040100","46.4","2.2","48.2","3.1","44.4","3.0","Census Tract 401, Suffolk County, Massachusetts"
"1400000US25025040200","39.4","3.2","41.0","4.7","37.4","3.0","Census Tract 402, Suffolk County, Massachusetts"
"1400000US25025040300","44.6","1.5","46.9","2.2","42.8","1.9","Census Tract 403, Suffolk County, Massachusetts"
"1400000US25025040401","37.1","2.7","40.2","3.6","34.4","3.1","Census Tract 404.01, Suffolk County, Massachusetts"
"1400000US25025040600","44.5","2.2","47.2","3.7","41.8","2.2","Census Tract 406, Suffolk County, Massachusetts"
"1400000US25025040801","40.1","1.9","42.9","2.5","37.8","3.0","Census Tract 408.01, Suffolk County, Massachusetts"
"1400000US25025050101","36.4","1.7","36.9","2.1","35.7","2.6","Census Tract 501.01, Suffolk County, Massachusetts"
"1400000US25025050200","41.1","1.3","43.1","1.6","37.9","1.8","Census Tract 502, Suffolk County, Massachusetts"
"1400000US25025050300","31.9","4.2","35.7","7.6","28.7","4.1","Census Tract 503, Suffolk County, Massachusetts"
"1400000US25025050400","38.6","2.7","41.3","3.7","32.0","2.9","Census Tract 504, Suffolk County, Massachusetts"
"1400000US25025050500","37.0","3.3","40.2","5.2","30.7","3.4","Census Tract 505, Suffolk County, Massachusetts"
"1400000US25025050600","39.6","3.9","43.2","5.1","33.0","4.7","Census Tract 506, Suffolk County, Massachusetts"
"1400000US25025050700","41.2","2.5","42.8","2.0","38.7","5.3","Census Tract 507, Suffolk County, Massachusetts"
"1400000US25025050901","40.0","2.0","43.3","2.7","34.3","2.4","Census Tract 509.01, Suffolk County, Massachusetts"
"1400000US25025051000","36.8","1.5","37.7","2.1","35.5","1.7","Census Tract 510, Suffolk County, Massachusetts"
"1400000US25025051101","37.5","2.5","40.8","3.4","33.2","2.0","Census Tract 511.01, Suffolk County, Massachusetts"
"1400000US25025051200","38.4","2.7","41.4","3.5","34.3","3.6","Census Tract 512, Suffolk County, Massachusetts"
"1400000US25025060101","41.4","1.7","43.9","2.0","38.7","2.3","Census Tract 601.01, Suffolk County, Massachusetts"
"1400000US25025060200","41.0","1.8","43.2","2.4","38.2","2.0","Census Tract 602, Suffolk County, Massachusetts"
"1400000US25025060301","41.6","1.0","42.9","1.1","40.5","1.6","Census Tract 603.01, Suffolk County, Massachusetts"
"1400000US25025060400","41.6","1.4","45.0","2.0","38.8","2.0","Census Tract 604, Suffolk County, Massachusetts"
"1400000US25025060501","42.2","1.3","45.7","2.1","39.8","1.6","Census Tract 605.01, Suffolk County, Massachusetts"
"1400000US25025060600","45.7","1.9","46.3","2.6","44.9","2.8","Census Tract 606, Suffolk County, Massachusetts"
"1400000US25025060700","29.9","3.1","32.3","4.4","28.9","3.4","Census Tract 607, Suffolk County, Massachusetts"
"1400000US25025060800","41.7","2.2","41.9","2.3","41.6","2.9","Census Tract 608, Suffolk County, Massachusetts"
"1400000US25025061000","36.9","3.4","40.9","3.7","32.3","4.4","Census Tract 610, Suffolk County, Massachusetts"
"1400000US25025061101","31.8","4.0","40.2","8.2","28.6","3.7","Census Tract 611.01, Suffolk County, Massachusetts"
"1400000US25025061200","41.8","1.9","44.3","2.5","38.6","2.3","Census Tract 612, Suffolk County, Massachusetts"
"1400000US25025070101","41.2","3.8","43.1","4.7","38.9","4.0","Census Tract 701.01, Suffolk County, Massachusetts"
"1400000US25025070200","31.2","2.2","33.0","2.8","29.5","2.4","Census Tract 702, Suffolk County, Massachusetts"
"1400000US25025070300","41.8","2.9","44.7","2.6","38.7","3.7","Census Tract 703, Suffolk County, Massachusetts"
"1400000US25025070402","32.2","2.9","33.3","3.8","30.8","4.4","Census Tract 704.02, Suffolk County, Massachusetts"
"1400000US25025070500","41.9","2.2","43.3","2.7","39.8","3.9","Census Tract 705, Suffolk County, Massachusetts"
"1400000US25025070600","44.4","1.6","44.4","2.2","44.3","3.0","Census Tract 706, Suffolk County, Massachusetts"
"1400000US25025070700","43.6","2.5","42.1","3.3","44.7","3.2","Census Tract 707, Suffolk County, Massachusetts"
"1400000US25025070800","39.7","2.3","40.0","2.8","39.4","3.5","Census Tract 708, Suffolk County, Massachusetts"
"1400000US25025070900","42.0","2.6","46.0","2.4","38.8","4.5","Census Tract 709, Suffolk County, Massachusetts"
"1400000US25025071101","43.3","2.3","42.1","2.6","45.5","4.5","Census Tract 711.01, Suffolk County, Massachusetts"
"1400000US25025071201","36.4","1.9","40.2","2.9","30.0","4.3","Census Tract 712.01, Suffolk County, Massachusetts"
"1400000US25025080100","37.7","3.6","37.8","5.2","37.4","1.6","Census Tract 801, Suffolk County, Massachusetts"
"1400000US25025080300","35.0","2.9","35.9","3.2","34.6","4.1","Census Tract 803, Suffolk County, Massachusetts"
"1400000US25025080401","34.9","3.5","36.1","4.5","34.2","5.3","Census Tract 804.01, Suffolk County, Massachusetts"
"1400000US25025080500","28.8","2.7","31.7","4.5","26.8","2.6","Census Tract 805, Suffolk County, Massachusetts"
"1400000US25025080601","32.4","3.1","33.7","3.5","31.2","4.6","Census Tract 806.01, Suffolk County, Massachusetts"
"1400000US25025080801","25.3","2.9","26.2","3.0","24.3","5.0","Census Tract 808.01, Suffolk County, Massachusetts"
"1400000US25025080900","33.7","2.5","37.4","3.0","29.4","3.0","Census Tract 809, Suffolk County, Massachusetts"
"1400000US25025081001","36.4","2.1","39.3","2.9","33.6","2.6","Census Tract 810.01, Suffolk County, Massachusetts"
"1400000US25025081100","38.3","1.9","40.1","3.1","35.7","2.0","Census Tract 811, Suffolk County, Massachusetts"
"1400000US25025081200","37.1","1.9","38.8","3.0","36.1","2.5","Census Tract 812, Suffolk County, Massachusetts"
"1400000US25025081300","35.1","1.7","36.0","3.1","34.3","2.2","Census Tract 813, Suffolk County, Massachusetts"
"1400000US25025081400","36.8","2.6","39.1","3.7","34.0","2.9","Census Tract 814, Suffolk County, Massachusetts"
"1400000US25025081500","37.3","3.3","41.4","2.8","34.5","4.1","Census Tract 815, Suffolk County, Massachusetts"
"1400000US25025081700","36.6","2.0","37.8","2.6","35.1","3.1","Census Tract 817, Suffolk County, Massachusetts"
"1400000US25025081800","39.0","3.1","41.6","5.5","37.3","2.6","Census Tract 818, Suffolk County, Massachusetts"
"1400000US25025081900","35.4","1.8","37.9","1.8","34.1","2.5","Census Tract 819, Suffolk County, Massachusetts"
"1400000US25025082000","35.9","2.0","36.7","1.9","35.3","3.0","Census Tract 820, Suffolk County, Massachusetts"
"1400000US25025082100","34.6","1.9","32.5","3.6","36.2","2.1","Census Tract 821, Suffolk County, Massachusetts"
"1400000US25025090100","33.7","1.5","32.7","2.2","34.7","2.5","Census Tract 901, Suffolk County, Massachusetts"
"1400000US25025090200","34.7","2.9","35.6","3.2","34.0","3.6","Census Tract 902, Suffolk County, Massachusetts"
"1400000US25025090300","33.5","2.5","35.2","3.8","32.2","3.1","Census Tract 903, Suffolk County, Massachusetts"
"1400000US25025090400","34.9","1.8","37.9","1.2","32.0","2.8","Census Tract 904, Suffolk County, Massachusetts"
"1400000US25025090600","37.2","3.6","42.4","6.4","33.8","3.8","Census Tract 906, Suffolk County, Massachusetts"
"1400000US25025090700","37.0","1.6","40.0","2.5","33.6","1.7","Census Tract 907, Suffolk County, Massachusetts"
"1400000US25025090901","34.7","2.0","36.1","2.1","33.2","3.6","Census Tract 909.01, Suffolk County, Massachusetts"
"1400000US25025091001","40.2","2.0","44.4","2.7","36.7","2.7","Census Tract 910.01, Suffolk County, Massachusetts"
"1400000US25025091100","39.2","1.7","40.1","2.4","38.3","2.0","Census Tract 911, Suffolk County, Massachusetts"
"1400000US25025091200","37.9","1.8","39.7","2.2","36.0","2.8","Census Tract 912, Suffolk County, Massachusetts"
"1400000US25025091300","31.5","2.7","32.2","5.1","31.0","2.9","Census Tract 913, Suffolk County, Massachusetts"
"1400000US25025091400","36.7","2.4","39.8","4.6","34.9","2.7","Census Tract 914, Suffolk County, Massachusetts"
"1400000US25025091500","37.8","1.3","37.8","2.3","37.8","1.8","Census Tract 915, Suffolk County, Massachusetts"
"1400000US25025091600","36.1","1.9","36.0","2.8","36.4","2.5","Census Tract 916, Suffolk County, Massachusetts"
"1400000US25025091700","34.1","1.9","34.6","3.0","33.5","2.6","Census Tract 917, Suffolk County, Massachusetts"
"1400000US25025091800","37.2","2.2","37.7","2.9","36.8","3.4","Census Tract 918, Suffolk County, Massachusetts"
"1400000US25025091900","36.5","1.6","37.4","2.3","35.8","3.0","Census Tract 919, Suffolk County, Massachusetts"
"1400000US25025092000","37.6","1.6","37.4","2.5","37.7","2.8","Census Tract 920, Suffolk County, Massachusetts"
"1400000US25025092101","36.2","2.3","41.8","2.9","31.5","2.8","Census Tract 921.01, Suffolk County, Massachusetts"
"1400000US25025092200","37.9","2.2","39.0","2.3","35.5","3.2","Census Tract 922, Suffolk County, Massachusetts"
"1400000US25025092300","35.6","2.5","36.9","3.9","34.3","3.0","Census Tract 923, Suffolk County, Massachusetts"
"1400000US25025092400","32.3","1.7","33.8","3.1","31.2","1.8","Census Tract 924, Suffolk County, Massachusetts"
"1400000US25025100100","35.3","2.1","37.3","3.4","33.8","2.3","Census Tract 1001, Suffolk County, Massachusetts"
"1400000US25025100200","38.9","1.8","42.6","3.2","36.4","2.4","Census Tract 1002, Suffolk County, Massachusetts"
