,House Prices 2019,Percentage with Bachelor Degree or Higher 2019,Percentage Professional Workers 2019,Household Income 2019,Contract Rent 2019
89,436300.0,7.661748013620885,32.90113452188007,36464.0,900.0
90,499300.0,8.238076468269611,24.04242781378904,32183.0,745.0
91,422400.0,10.57312252964427,32.458059810357405,30767.0,603.0
92,582400.0,7.170626349892009,29.47610823258492,27745.0,922.0
93,491700.0,9.375,39.097744360902254,43077.0,1024.0
94,579400.0,7.406530998580217,26.832151300236408,25125.0,570.0
95,470300.0,4.813008130081301,21.431727794962438,34195.0,733.0
96,484000.0,3.469079939668175,20.52896725440806,26755.0,789.0
97,453800.0,4.056338028169014,19.690455717970764,30975.0,971.0
98,368400.0,8.018867924528301,29.44297082228117,38750.0,713.0
99,372200.0,4.380403458213256,24.70149253731343,50117.0,1265.0
100,500600.0,16.490354698195393,62.54448398576512,70346.0,1268.0
101,475000.0,28.559357836924377,66.35307138904261,94896.0,1521.0
102,457700.0,16.009526329716856,52.983138780804154,84972.0,1633.0
103,488200.0,15.142314990512334,39.01930099113198,87292.0,1131.0
104,463400.0,2.2388059701492535,29.715950473415877,41020.0,1036.0
105,389200.0,5.834092980856882,23.175416133162614,45388.0,845.0
106,554800.0,7.669352432109817,30.64312736443884,53651.0,1131.0
107,368800.0,9.311540366518079,27.70795930580491,47317.0,1316.0
108,449200.0,6.234896085065249,27.385377942998762,49800.0,1309.0
109,397800.0,2.7447392497712717,17.533252720677147,33784.0,1158.0
110,382900.0,4.374364191251272,23.762376237623762,54375.0,1319.0
111,439400.0,5.083399523431295,27.375886524822697,57214.0,1291.0
112,517600.0,10.166124954857349,20.417070805043647,56149.0,1328.0
113,582300.0,16.39344262295082,36.9620253164557,71683.0,1272.0
114,422900.0,4.986020503261883,32.08430913348946,55469.0,1313.0
115,479400.0,1.1858797573083288,18.327137546468403,33591.0,734.0
116,319100.0,2.602052995941752,26.769025367156207,28659.0,1110.0
117,357300.0,3.853853853853854,22.736418511066397,53269.0,1448.0
118,421000.0,6.055177355786457,26.968411126826968,51645.0,1425.0
119,397100.0,9.5,24.95749744984699,68194.0,1287.0
120,388300.0,14.100307963044434,44.98069498069498,59913.0,1335.0
121,425000.0,14.225266975619585,40.20922746781116,76593.0,1493.0
122,548600.0,12.268803945745994,44.642857142857146,90893.0,1441.0
123,484200.0,16.592062071023577,45.77853203224438,96250.0,1100.0
124,484100.0,21.463799565989348,53.92588753563099,89500.0,1475.0
125,454400.0,14.07451212300414,35.449299258037925,86716.0,1592.0
126,402900.0,8.355855855855856,26.225732148733137,64185.0,1210.0
127,344200.0,6.004047672588262,37.1875,49947.0,1191.0
128,412600.0,11.96652719665272,30.37037037037037,50625.0,1552.0
129,436100.0,5.32994923857868,22.157772621809745,46080.0,1408.0
130,574100.0,21.596884128529698,47.66786263454639,87214.0,1462.0
131,394300.0,8.776119402985074,29.37181663837012,45250.0,1000.0
132,421300.0,18.746867167919802,41.83994959042218,69563.0,1380.0
133,420700.0,21.04089219330855,42.30971128608924,64494.0,1365.0
134,475700.0,23.99770904925544,58.37119888150997,100833.0,1552.0
135,497500.0,25.81005586592179,54.99773857982814,94615.0,1419.0
136,453300.0,29.25228310502283,47.12218108381017,98977.0,1461.0
137,593300.0,37.7639751552795,74.23904974016332,107012.0,1152.0
138,542400.0,34.354194407456724,59.03472630959388,106222.0,1695.0
139,841900.0,59.084406294706724,86.29661751951431,160341.0,2196.0
140,503300.0,50.94142259414226,74.01055408970977,100977.0,1716.0
141,853700.0,48.99072558647027,74.59954233409611,161473.0,2681.0
142,473500.0,33.60433604336043,72.23511214230471,84321.0,1515.0
143,483300.0,28.301423662248403,56.58826863134032,94362.0,1726.0
144,625000.0,45.39546973635351,74.3993993993994,103016.0,1594.0
145,554300.0,28.833792470156105,56.901408450704224,84850.0,1417.0
146,537800.0,36.75889328063241,66.63346613545816,105968.0,2137.0
147,478800.0,51.55382907880133,69.55941255006675,96711.0,1753.0
148,479900.0,36.68672433245581,59.08765225698591,112468.0,1663.0
149,588000.0,33.27239488117002,62.24305805986297,111808.0,1605.0
150,605200.0,34.22475961538461,65.8285243198681,123241.0,1535.0
151,,,,,
152,424600.0,16.59889094269871,38.81613410162389,69798.0,1637.0
153,466800.0,11.243958280335791,35.83951449763992,53265.0,1117.0
154,388700.0,13.140368852459016,42.48496993987976,98750.0,1156.0
155,407600.0,11.183310533515732,38.036809815950924,93810.0,1578.0
156,498000.0,9.335219236209335,31.256085686465436,32056.0,1015.0
157,393000.0,19.610636277302945,44.40934933670246,82750.0,775.0
158,421400.0,10.380434782608695,34.301147873058746,81063.0,1268.0
159,407500.0,9.91211935417944,35.32823622462431,77250.0,1138.0
160,417100.0,4.622013317665492,37.340301974448316,62056.0,1352.0
161,369700.0,8.33462192670481,29.637907912382655,62743.0,1369.0
162,397100.0,9.507042253521126,73.13432835820896,44808.0,1465.0
163,461700.0,40.22038567493113,71.72619047619048,128000.0,2105.0
