,House Prices 2010,Percentage with Bachelor Degree or Higher 2010,Percentage Professional Workers 2010,Household Income 2010,Contract Rent 2010
100,344400.0,11.730899256254226,36.71434763762462,41750.0,1024.0
101,376000.0,19.120135363790187,52.685050798258345,59345.0,981.0
102,373700.0,14.922752808988765,32.19512195121951,61706.0,1078.0
103,343800.0,6.940063091482649,26.874585268745854,53657.0,945.0
104,444400.0,5.864811133200795,23.390894819466247,30467.0,961.0
105,259500.0,5.599472990777339,33.67633302151544,30938.0,779.0
106,373300.0,5.301455301455301,30.58637083993661,42857.0,832.0
107,368200.0,5.220228384991843,25.363489499192244,29632.0,971.0
108,338200.0,2.1574344023323615,20.71629213483146,47371.0,1076.0
109,372500.0,1.2396694214876034,10.569105691056912,42368.0,983.0
110,367400.0,3.6240090600226504,20.78825347758887,30069.0,1032.0
111,367900.0,4.515491100856955,28.67924528301887,49342.0,877.0
112,357900.0,6.138975966562174,26.68236877523553,42957.0,1008.0
113,466200.0,16.6015625,36.774628879892035,46618.0,1057.0
114,380400.0,4.819976771196283,25.14792899408284,36573.0,1034.0
115,384500.0,2.100271002710027,20.50748752079867,28597.0,704.0
116,280400.0,4.660856384994316,26.831501831501832,26007.0,488.0
117,301400.0,3.14498933901919,21.833084947839048,46122.0,944.0
118,281300.0,3.4576888080072794,17.67537826685007,44071.0,1026.0
119,340900.0,4.865771812080537,24.51202905129369,47171.0,1158.0
120,436500.0,8.999407933688573,35.14200932598558,41575.0,940.0
121,326500.0,6.502800248911014,24.9424405218726,51783.0,1017.0
122,297200.0,6.597434331093463,42.843232716650434,60417.0,886.0
123,392300.0,16.633986928104573,48.95359417652411,66585.0,776.0
124,347600.0,19.420958237253394,38.202637057598885,56800.0,1039.0
125,344000.0,7.749434937035842,33.908306854289606,57077.0,1040.0
126,299300.0,5.967321809140421,43.32223455419904,66000.0,932.0
127,281500.0,5.636896046852123,28.527489427143404,39474.0,870.0
128,376900.0,4.740061162079511,26.84729064039409,53924.0,1124.0
129,380500.0,2.8030003947887883,18.320209973753283,37646.0,1131.0
130,294100.0,22.740149369044556,51.88878815352071,56487.0,963.0
131,325800.0,6.7932797662527395,24.070247933884296,53148.0,804.0
132,356600.0,15.599051008303677,33.853841349156774,83990.0,1115.0
133,362600.0,10.5765062852189,38.73278236914601,46944.0,1087.0
134,364000.0,12.357669122572004,42.93357111012037,59234.0,830.0
135,393000.0,23.095333067411246,58.03108808290155,90613.0,1216.0
136,372300.0,16.500829187396352,33.00438596491228,50924.0,1175.0
137,442500.0,30.843162953254698,63.172413793103445,100197.0,1393.0
138,443700.0,30.70435377250969,58.59205776173285,82642.0,1149.0
139,697700.0,76.66666666666667,71.84265010351967,147308.0,1643.0
140,318700.0,36.615186615186616,60.338201383551116,63125.0,1244.0
141,,,,,
142,342000.0,25.499600319744204,49.1998511350949,60560.0,1127.0
143,363400.0,25.0,48.669849931787176,59707.0,987.0
144,463500.0,43.85300668151448,79.80241492864984,84567.0,1253.0
145,352500.0,16.911764705882355,50.108459869848154,49013.0,1143.0
146,385900.0,31.4784506273868,70.09132420091323,82500.0,1420.0
147,343100.0,46.883116883116884,65.39278131634819,58893.0,1297.0
148,396700.0,25.37673297166968,54.14847161572053,71213.0,1257.0
149,484700.0,21.365149833518313,53.17939609236234,90655.0,1292.0
150,486700.0,33.91412570006223,62.57861635220125,90313.0,1112.0
151,347900.0,14.045104196403082,56.00617999227501,73217.0,1032.0
152,355600.0,19.412331406551058,44.100197758734346,72396.0,1111.0
153,334300.0,13.65837907652567,47.82435129740519,33600.0,964.0
154,351000.0,9.351753453772583,32.67644362969753,64732.0,969.0
155,342600.0,16.341766901700538,40.262787423744726,74853.0,991.0
156,346300.0,1.7781541066892466,25.09505703422053,30417.0,569.0
157,341300.0,11.829740187949144,38.372093023255815,47297.0,512.0
158,346000.0,10.62992125984252,36.91520467836257,54000.0,975.0
159,359500.0,11.07219827586207,46.12084376117269,63792.0,943.0
160,355500.0,8.802308802308803,26.16883116883117,49524.0,990.0
161,349000.0,7.8076923076923075,29.312865497076025,59036.0,1116.0
162,,,,,
163,291300.0,46.63677130044843,62.33183856502242,73625.0,1699.0
