geoid,RANK_10,RANK_19,SES_10,SES_19,SES_ASC,SES_PR_10,SES_PR_19,SES_PR_ASC
25009208200,719.0,,-1.63309212262573,,,16.317016317016318,,
25009208300,668.0,683.0,-1.4556786618896558,-0.9932708197048912,0.4624078421847646,22.26107226107226,19.57547169811321,-2.6856005629590527
25009208400,285.0,406.0,-0.1564472196705214,0.26685184415144975,0.42329906382197113,66.8997668997669,52.240566037735846,-14.659200862031057
25009209100,340.0,,-0.39528069897427426,,,60.48951048951049,,
25009209200,146.0,155.0,0.7403752077958837,2.0870887805695566,1.3467135727736728,83.1002331002331,81.83962264150944,-1.2606104587236615
25009210100,491.0,,-0.8330396264448066,,,42.89044289044289,,
25009210200,460.0,,-0.7335848631828896,,,46.50349650349651,,
25009210300,402.0,512.0,-0.5811465063572526,-0.2135437516144531,0.3676027547427995,53.26340326340326,39.740566037735846,-13.522837225667416
25009210400,462.0,527.0,-0.7371349441564993,-0.27257002316443246,0.4645649209920668,46.27039627039627,37.971698113207545,-8.298698157188724
25009210500,503.0,538.0,-0.8737780243669472,-0.37849848358409194,0.49527954078285524,41.49184149184149,36.674528301886795,-4.817313189954696
25009210600,710.0,675.0,-1.5993074269047312,-0.9550278417940034,0.6442795851107278,17.365967365967368,20.5188679245283,3.1529005585609333
25009210700,690.0,765.0,-1.5250778759707755,-1.4843955348605535,0.04068234111022195,19.696969696969695,9.90566037735849,-9.791309319611205
25009210800,806.0,763.0,-2.042624341661055,-1.4755779107919473,0.5670464308691077,6.177156177156177,10.141509433962264,3.9643532568060875
25009210900,695.0,629.0,-1.535034583643492,-0.7659122900011643,0.7691222936423276,19.114219114219114,25.943396226415093,6.829177112195978
25009211100,546.0,484.0,-1.026164419583765,-0.11177503864963748,0.9143893809341275,36.48018648018648,43.04245283018868,6.562266350002197
25009211200,510.0,566.0,-0.8960300103807419,-0.5114146280044571,0.3846153823762848,40.675990675990676,33.37264150943396,-7.303349166556714
25009211300,242.0,417.0,0.02571111960188434,0.21152306212257654,0.18581194252069222,71.91142191142191,50.943396226415096,-20.968025685006815
25009211401,273.0,395.0,-0.12050090377099293,0.3090107502899429,0.42951165406093583,68.29836829836829,53.5377358490566,-14.760632449311686
25009211402,421.0,454.0,-0.6170476260196612,0.05937130441165839,0.6764189304313196,51.048951048951054,46.58018867924528,-4.468762369705772
25009212100,373.0,277.0,-0.5050702365718466,0.9416766096556157,1.4467468462274624,56.64335664335665,67.45283018867924,10.809473545322597
25009213100,110.0,,0.9925392855891668,,,87.2960372960373,,
25009214100,213.0,,0.21700058859016114,,,75.29137529137529,,
25009215101,134.0,187.0,0.8322601571285416,1.7160661206998364,0.8838059635712948,84.4988344988345,78.06603773584906,-6.432796762985433
25009215102,172.0,403.0,0.4956593248424745,0.2741507417268907,-0.2215085831155838,80.06993006993007,52.594339622641506,-27.47559044728856
25009216100,189.0,,0.37205444194472415,,,78.08857808857809,,
25009217100,352.0,430.0,-0.42019195969191087,0.16941753340086746,0.5896094930927783,59.09090909090909,49.410377358490564,-9.68053173241853
25009217201,534.0,463.0,-0.9824371653978735,0.024006112276787256,1.0064432776746608,37.878787878787875,45.5188679245283,7.640080045740426
25009217202,442.0,413.0,-0.6879981056522576,0.2266867327029127,0.9146848383551703,48.6013986013986,51.41509433962265,2.813695738224048
25009217300,730.0,664.0,-1.6515805702283384,-0.9015583353460954,0.750022234882243,15.034965034965033,21.816037735849054,6.781072700884021
25009217400,571.0,674.0,-1.123623175183665,-0.9490018448276547,0.17462133035601024,33.56643356643357,20.63679245283019,-12.929641113603378
25009217500,305.0,361.0,-0.24928421191140168,0.4943159182886826,0.7436001302000843,64.56876456876456,57.54716981132076,-7.021594757443808
25009217600,283.0,362.0,-0.1520387864281863,0.48885441466612867,0.6408932010943149,67.13286713286713,57.42924528301887,-9.703621849848261
25009218100,92.0,128.0,1.1803043924883656,2.3637897765578355,1.18348538406947,89.39393939393939,85.02358490566037,-4.37035448827902
25009220101,265.0,349.0,-0.05757409633968952,0.5374162307374327,0.5949903270771222,69.23076923076923,58.9622641509434,-10.268505079825829
25009220102,262.0,477.0,-0.05179756457823052,-0.05993637848091181,-0.008138813902681286,69.58041958041959,43.86792452830189,-25.712495052117696
25009221100,301.0,394.0,-0.23267766040772175,0.31650866532581473,0.5491863257335365,65.03496503496503,53.655660377358494,-11.379304657606532
25009221300,358.0,427.0,-0.4358931526762801,0.17495016730552182,0.610843319981802,58.39160839160839,49.764150943396224,-8.62745744821217
25009221400,674.0,735.0,-1.4713862886144662,-1.2498508207587118,0.2215354678557544,21.56177156177156,13.443396226415095,-8.118375335356466
25009221500,775.0,780.0,-1.8316301324520412,-1.5700647835865789,0.26156534886546234,9.79020979020979,8.13679245283019,-1.6534173373796008
25009221600,822.0,752.0,-2.202762327307538,-1.3657474640109424,0.8370148632965955,4.312354312354312,11.43867924528302,7.126324932928707
25009221700,716.0,699.0,-1.6213818304629506,-1.0664165287087994,0.5549653017541512,16.666666666666664,17.68867924528302,1.022012578616355
25009221800,246.0,480.0,0.0065716088338039335,-0.09206858446297503,-0.09864019329677896,71.44522144522143,43.514150943396224,-27.93107050182521
25009221901,354.0,401.0,-0.423917116299578,0.2802309625634386,0.7041480788630166,58.857808857808855,52.83018867924528,-6.0276201785635735
25009221902,359.0,553.0,-0.4456023386761731,-0.44478684429067517,0.0008154943854979391,58.27505827505828,34.90566037735849,-23.36939789769979
25009222100,276.0,328.0,-0.1311033136332596,0.6561014796946855,0.7872047933279451,67.94871794871796,61.438679245283026,-6.51003870343493
25009223100,254.0,416.0,-0.02822659152700728,0.21912060154540733,0.2473471930724146,70.51282051282051,51.061320754716974,-19.451499758103537
25009223200,530.0,536.0,-0.9704712614685274,-0.3680881815141562,0.6023830799543712,38.344988344988344,36.910377358490564,-1.4346109864977805
25009223300,174.0,324.0,0.48485125217564334,0.7002269918518834,0.21537573967624007,79.83682983682984,61.910377358490564,-17.92645247833927
25009250200,788.0,800.0,-1.916503622286597,-1.71576646573374,0.20073715655285707,8.275058275058274,5.778301886792453,-2.4967563882658217
25009250300,837.0,833.0,-2.346726381420126,-2.095218098092171,0.25150828332795516,2.564102564102564,1.8867924528301887,-0.6773101112723752
25009250400,855.0,839.0,-2.8192250366637683,-2.3752086118092937,0.4440164248544747,0.4662004662004662,1.179245283018868,0.7130448168184018
25009250500,838.0,816.0,-2.3524558377437583,-1.8941089405958376,0.45834689714792076,2.4475524475524475,3.891509433962264,1.4439569864098165
25009250600,790.0,813.0,-1.9335314662058494,-1.843219567155419,0.09031189905043036,8.041958041958042,4.245283018867925,-3.796675023090117
25009250700,841.0,807.0,-2.3986238735380105,-1.7902705378366957,0.6083533357013149,2.097902097902098,4.952830188679245,2.8549280907771473
25009250800,791.0,815.0,-1.9394993296327756,-1.8885527121184618,0.05094661751431384,7.925407925407925,4.009433962264151,-3.9159739631437747
25009250900,844.0,844.0,-2.4525362706859615,-2.571697229815293,-0.11916095912933145,1.7482517482517483,0.589622641509434,-1.1586291067423145
25009251000,830.0,835.0,-2.2911403728722997,-2.1804905233979612,0.11064984947433842,3.37995337995338,1.650943396226415,-1.7290099837269648
25009251100,854.0,846.0,-2.7700114252742347,-2.697024123394015,0.07298730188021985,0.5827505827505828,0.3537735849056604,-0.22897699784492237
25009251200,853.0,845.0,-2.747088163248127,-2.581881298476625,0.16520686477150237,0.6993006993006993,0.4716981132075472,-0.2276025860931521
25009251300,856.0,847.0,-2.897243003176483,-2.8174863311888587,0.07975667198762437,0.34965034965034963,0.2358490566037736,-0.11380129304657605
25009251400,799.0,821.0,-1.9908092514600797,-1.950330656161535,0.040478595298544695,6.993006993006993,3.30188679245283,-3.6911202005541632
25009251500,816.0,830.0,-2.1130099080642126,-2.031588422297425,0.08142148576678743,5.011655011655012,2.240566037735849,-2.7710889739191633
25009251600,839.0,822.0,-2.3726615106005333,-1.9518594660107822,0.4208020445897511,2.331002331002331,3.1839622641509435,0.8529599331486124
25009251700,741.0,783.0,-1.6711441071101942,-1.5819533389054312,0.08919076820476302,13.752913752913754,7.783018867924528,-5.969894884989226
25009251800,748.0,734.0,-1.6984200203647342,-1.2433291895754108,0.45509083078932333,12.937062937062937,13.561320754716983,0.6242578176540459
25009252101,696.0,782.0,-1.5421546767357663,-1.5800120438675749,-0.03785736713180854,18.997668997669,7.900943396226415,-11.096725601442584
25009252102,566.0,481.0,-1.0992931749062254,-0.09864028157124284,1.0006528933349825,34.149184149184144,43.39622641509434,9.247042265910196
25009252201,619.0,,-1.2657644913402621,,,27.972027972027973,,
25009252300,737.0,761.0,-1.660212214273871,-1.4576592268604607,0.2025529874134102,14.219114219114218,10.377358490566039,-3.841755728548179
25009252400,825.0,795.0,-2.2285066550352624,-1.674738737548349,0.5537679174869135,3.9627039627039626,6.367924528301887,2.4052205655979244
25009252501,694.0,669.0,-1.5306726696713315,-0.9301746853585525,0.600497984312779,19.230769230769234,21.22641509433962,1.9956458635703882
25009252502,621.0,705.0,-1.2693116558664197,-1.1016258366787588,0.1676858191876609,27.73892773892774,16.9811320754717,-10.75779566345604
25009252601,588.0,685.0,-1.17537128518379,-1.0026069408358487,0.1727643443479414,31.585081585081586,19.339622641509436,-12.24545894357215
25009252602,434.0,404.0,-0.664481199458651,0.2731487027963946,0.9376299022550456,49.53379953379953,52.47641509433962,2.9426155605400908
25009252603,484.0,602.0,-0.8032263103349423,-0.6253622518814654,0.17786405845347686,43.70629370629371,29.127358490566035,-14.578935215727672
25009253100,554.0,590.0,-1.0571717754872447,-0.5751942368479936,0.4819775386392511,35.54778554778555,30.542452830188676,-5.005332717596875
25009253201,472.0,503.0,-0.7749277809106265,-0.18523446221084403,0.5896933186997825,45.10489510489511,40.80188679245283,-4.30300831244228
25009253202,444.0,504.0,-0.6895189757244886,-0.18751311096658035,0.5020058647579082,48.36829836829837,40.68396226415094,-7.684336104147427
25009253203,78.0,124.0,1.382350314298702,2.3842853852255717,1.0019350709268697,91.02564102564102,85.49528301886792,-5.530358006773099
25009253204,55.0,145.0,1.7298085365413178,2.183703677929596,0.45389514138827813,93.7062937062937,83.01886792452831,-10.687425781765398
25009253205,49.0,,1.76520663277629,,,94.4055944055944,,
25009254100,243.0,216.0,0.018215053290826226,1.4524175569982298,1.4342025037074035,71.7948717948718,74.64622641509435,2.8513546202225513
25009254200,310.0,344.0,-0.26503066444034684,0.5635236487057766,0.8285543131461235,63.98601398601399,59.551886792452834,-4.434127193561153
25009254301,52.0,99.0,1.7394006067248147,2.623164796816132,0.8837641900913171,94.05594405594405,88.44339622641509,-5.612547829528964
25009254302,95.0,134.0,1.1426548232478295,2.321468495921699,1.1788136726738696,89.04428904428904,84.31603773584906,-4.7282513084399795
25009254401,62.0,103.0,1.6133532957695054,2.572345495838283,0.9589922000687778,92.8904428904429,87.97169811320755,-4.9187447772353465
25009254402,68.0,112.0,1.5224068305007379,2.5426566764581486,1.0202498459574108,92.19114219114219,86.91037735849056,-5.280764832651627
25009254403,79.0,154.0,1.3804385603142393,2.0872276554234106,0.7067890951091713,90.9090909090909,81.95754716981132,-8.951543739279586
25009260100,849.0,827.0,-2.569088256676715,-2.022427921223813,0.5466603354529016,1.1655011655011656,2.5943396226415096,1.428838457140344
25009260200,803.0,811.0,-2.016389654580492,-1.8159949426211912,0.2003947119593006,6.526806526806526,4.481132075471698,-2.045674451334828
25009260301,652.0,695.0,-1.4069598148140265,-1.0598816896812528,0.3470781251327737,24.125874125874127,18.160377358490564,-5.965496767383563
25009260302,495.0,545.0,-0.8439418052463747,-0.4180284654069065,0.4259133398394682,42.42424242424242,35.84905660377358,-6.575185820468839
25009260401,575.0,663.0,-1.140938802047412,-0.8958659166057247,0.24507288544168737,33.1002331002331,21.933962264150946,-11.166270836082152
25009260402,504.0,492.0,-0.8745072621504789,-0.14348818588292656,0.7310190762675524,41.375291375291376,42.09905660377358,0.7237652284822076
25009260500,439.0,582.0,-0.6773590919537287,-0.5530820642399311,0.12427702771379756,48.95104895104895,31.485849056603776,-17.465199894445178
25009260600,676.0,740.0,-1.4753879080749277,-1.2739648334753373,0.2014230745995904,21.328671328671327,12.853773584905662,-8.474897743765665
25009260700,727.0,757.0,-1.6413968729833452,-1.4277605878965896,0.2136362850867557,15.384615384615385,10.849056603773585,-4.5355587808418
25009260800,800.0,808.0,-1.9933767047678663,-1.79139776245382,0.20197894231404634,6.876456876456877,4.834905660377359,-2.041551216079518
25009260900,786.0,774.0,-1.9026263495829654,-1.5379988731832375,0.3646274763997279,8.508158508158509,8.84433962264151,0.3361811144830007
25009261000,670.0,760.0,-1.461445920850536,-1.4549247691567773,0.0065211516937586644,22.02797202797203,10.495283018867925,-11.532689009104105
25009261101,366.0,428.0,-0.46829849203648843,0.17225668778122702,0.6405551798177155,57.45920745920746,49.64622641509434,-7.812981044113123
25009261102,642.0,725.0,-1.3675140042561118,-1.1816419436487224,0.18587206060738937,25.29137529137529,14.622641509433961,-10.668733781941327
25009262100,499.0,579.0,-0.8576399207277049,-0.5406150193157688,0.31702490141193607,41.95804195804196,31.839622641509436,-10.118419316532524
25009263100,167.0,222.0,0.531191774864821,1.4050341995779267,0.8738424247131057,80.65268065268066,73.93867924528303,-6.714001407397632
25009264100,378.0,479.0,-0.5178788188112535,-0.0896813286988057,0.42819749011244784,56.060606060606055,43.63207547169811,-12.428530588907947
25009265101,413.0,497.0,-0.5969989152694557,-0.156967756259551,0.4400311590099047,51.981351981351985,41.509433962264154,-10.47191801908783
25009265102,209.0,231.0,0.24077204430404478,1.3218903387225431,1.0811182944184983,75.75757575757575,72.87735849056604,-2.880217267009712
25009266100,435.0,469.0,-0.6646571865409178,-0.01812794217609958,0.6465292443648182,49.417249417249415,44.81132075471698,-4.605928662532435
25009266200,603.0,617.0,-1.217414077000729,-0.7136229696429279,0.503791107357801,29.836829836829835,27.358490566037734,-2.4783392707921017
25009266300,558.0,640.0,-1.0675345588348963,-0.8199798231610501,0.24755473567384623,35.08158508158508,24.64622641509434,-10.435358666490743
25009266400,494.0,622.0,-0.8435062013484664,-0.719077419066418,0.12442878228204846,42.54079254079254,26.7688679245283,-15.771924616264236
25009267101,602.0,598.0,-1.2162509225372133,-0.6137965858712199,0.6024543366659935,29.953379953379955,29.599056603773583,-0.35432334960637135
25009267102,647.0,550.0,-1.3905740739513535,-0.4339522206612255,0.9566218532901279,24.708624708624708,35.259433962264154,10.550809253639446
25009268100,,203.0,,1.581479369671891,,,76.17924528301887,
25009268200,300.0,353.0,-0.23059817193206947,0.5132726886132463,0.7438708605453157,65.15151515151516,58.490566037735846,-6.66094911377931
25009268300,385.0,336.0,-0.5359050865614626,0.6162520258521295,1.152157112413592,55.24475524475524,60.49528301886793,5.25052777411269
25009268400,288.0,197.0,-0.17821882476785525,1.6160771009772272,1.7942959257450826,66.55011655011654,76.88679245283019,10.336675902713651
25009269100,238.0,433.0,0.041238028341156606,0.16293135529592728,0.12169332695477067,72.37762237762237,49.056603773584904,-23.32101860403747
25009270100,386.0,379.0,-0.5360964125986987,0.41411798230740493,0.9502143949061036,55.12820512820513,55.42452830188679,0.2963231736816567
25017300100,624.0,689.0,-1.2736392738396172,-1.0199145231249407,0.2537247507146765,27.38927738927739,18.867924528301888,-8.521352860975501
25017301101,681.0,703.0,-1.4927020159338351,-1.0993898321082856,0.39331218382554956,20.745920745920746,17.21698113207547,-3.5289396138452744
25017301102,574.0,608.0,-1.1356722449388579,-0.6951266352032932,0.44054560973556467,33.21678321678322,28.419811320754718,-4.796971896028502
25017310100,723.0,772.0,-1.638921978496152,-1.5365067613928776,0.10241521710327439,15.85081585081585,9.080188679245282,-6.770627171570569
25017310200,729.0,754.0,-1.6474769803727298,-1.39103007170978,0.2564469086629497,15.151515151515152,11.202830188679245,-3.948684962835907
25017310300,804.0,806.0,-2.0288491504556316,-1.7618421414951617,0.2670070089604699,6.41025641025641,5.070754716981132,-1.3395016932752775
25017310400,821.0,825.0,-2.194628574183743,-1.9937731854110687,0.20085538877267428,4.428904428904429,2.8301886792452833,-1.5987157496591453
25017310500,651.0,731.0,-1.4019425854174237,-1.2286800908049649,0.1732624946124588,24.242424242424242,13.915094339622641,-10.327329902801601
25017310601,684.0,756.0,-1.4972429102543863,-1.402032349093484,0.09521056116090221,20.396270396270396,10.966981132075473,-9.429289264194923
25017310602,743.0,742.0,-1.6731217253980353,-1.2936225808939723,0.37949914450406297,13.51981351981352,12.617924528301888,-0.9018889915116315
25017310700,798.0,818.0,-1.9843896403801995,-1.9077327258862342,0.07665691449396528,7.109557109557109,3.6556603773584904,-3.4538967321986185
25017311100,782.0,785.0,-1.8704210340926666,-1.5939925379944788,0.27642849609818776,8.974358974358974,7.547169811320755,-1.4271891630382196
25017311200,845.0,817.0,-2.453298034110567,-1.8984247022411134,0.5548733318694536,1.6317016317016315,3.7735849056603774,2.141883273958746
25017311300,724.0,769.0,-1.6393137312923967,-1.5160342297873497,0.12327950150504696,15.734265734265735,9.433962264150944,-6.300303470114791
25017311400,726.0,671.0,-1.6411278889217162,-0.9378488264765621,0.7032790624451541,15.5011655011655,20.99056603773585,5.489400536570349
25017311500,734.0,639.0,-1.6530742004057928,-0.817597349468301,0.8354768509374918,14.56876456876457,24.764150943396228,10.195386374631658
25017311600,626.0,692.0,-1.285430022799432,-1.029955160388541,0.2554748624108909,27.156177156177158,18.514150943396228,-8.64202621278093
25017311700,796.0,759.0,-1.965491490372248,-1.4498984491579097,0.5155930412143384,7.3426573426573425,10.61320754716981,3.2705502045124684
25017311800,808.0,796.0,-2.0568326207094487,-1.6760096194800995,0.3808230012293492,5.944055944055944,6.25,0.3059440559440558
25017311900,847.0,841.0,-2.4712469199066383,-2.4854374964914183,-0.014190576584780068,1.3986013986013985,0.9433962264150944,-0.4552051721863042
25017312000,815.0,829.0,-2.1128061696593194,-2.024228370576386,0.0885777990829335,5.128205128205128,2.358490566037736,-2.7697145621673918
25017312100,814.0,794.0,-2.0974828640102894,-1.6733086460146802,0.42417421799560917,5.244755244755245,6.485849056603773,1.2410938118485282
25017312200,749.0,767.0,-1.7027729212005083,-1.4955741225558759,0.20719879864463242,12.82051282051282,9.669811320754718,-3.1507014997581013
25017312300,732.0,691.0,-1.6529805169010436,-1.027272967885437,0.6257075490156065,14.801864801864802,18.632075471698112,3.83021066983331
25017312400,835.0,837.0,-2.3171281482627335,-2.23510034441474,0.08202780384799357,2.797202797202797,1.4150943396226416,-1.3821084575801554
25017312501,473.0,560.0,-0.7786154579804684,-0.47065222946665985,0.30796322851380853,44.988344988344984,34.08018867924528,-10.908156309099702
25017312502,448.0,532.0,-0.7028075250708108,-0.2921417155868626,0.4106658094839482,47.9020979020979,37.38207547169811,-10.520022430399791
25017313101,307.0,439.0,-0.2515736916806085,0.13391082479066327,0.3854845164712718,64.33566433566433,48.34905660377358,-15.98660773189075
25017313102,507.0,546.0,-0.8817473548095421,-0.42008900313169023,0.4616583516778519,41.02564102564102,35.7311320754717,-5.294508950169323
25017314101,622.0,551.0,-1.269448122047189,-0.43682533368715765,0.8326227883600312,27.62237762237762,35.14150943396226,7.519131811584643
25017314102,658.0,660.0,-1.4245815259862313,-0.8926554388445638,0.5319260871416676,23.426573426573427,22.287735849056602,-1.1388375775168242
25017314200,576.0,628.0,-1.1468988749480178,-0.7569849476658945,0.38991392728212326,32.98368298368298,26.06132075471698,-6.922362228966001
25017314301,615.0,595.0,-1.253070970338567,-0.6050146742220261,0.6480562961165408,28.438228438228435,29.952830188679247,1.5146017504508116
25017314302,,471.0,,-0.03164550142871551,,,44.575471698113205,
25017315100,353.0,389.0,-0.4213387281557239,0.3313644169433108,0.7527031450990347,58.97435897435898,54.24528301886793,-4.729075955491048
25017315200,409.0,343.0,-0.5879363998760203,0.5880794529616559,1.176015852837676,52.44755244755245,59.66981132075472,7.2222588732022714
25017315401,666.0,539.0,-1.4525652321316354,-0.3790675494913889,1.0734976826402465,22.494172494172492,36.556603773584904,14.062431279412412
25017315402,,326.0,,0.6751487694035703,,,61.67452830188679,
25017315403,551.0,632.0,-1.0537784959914351,-0.7898910231447073,0.26388747284672787,35.8974358974359,25.589622641509436,-10.307813255926462
25017315500,479.0,461.0,-0.7942088281330356,0.030800870750113202,0.8250096988831488,44.28904428904429,45.75471698113208,1.4656726920877858
25017316101,408.0,364.0,-0.5866280551948065,0.479575976990789,1.0662040321855955,52.56410256410257,57.193396226415096,4.629293662312527
25017316102,446.0,521.0,-0.6922607524782765,-0.23641850279619836,0.4558422496820781,48.13519813519814,38.67924528301887,-9.455952852179266
25017316201,,409.0,,0.2356234589072022,,,51.886792452830186,
25017316202,,446.0,,0.08522439236924018,,,47.52358490566038,
25017316300,394.0,464.0,-0.5570188735944361,0.022148794130455944,0.579167667724892,54.1958041958042,45.40094339622642,-8.794860799577783
25017316400,387.0,402.0,-0.5361989864063045,0.27925926687181984,0.8154582532781243,55.011655011655016,52.7122641509434,-2.2993908607116182
25017316500,465.0,518.0,-0.7404424409187621,-0.2299086606919335,0.5105337802268286,45.92074592074592,39.03301886792453,-6.88772705282139
25017317101,341.0,333.0,-0.39688280617824273,0.6246364619563028,1.0215192681345455,60.37296037296037,60.84905660377359,0.4760962308132193
25017317102,320.0,285.0,-0.3055748733383959,0.9207774907649521,1.226352364103348,62.82051282051282,66.50943396226415,3.6889211417513366
25017317103,,260.0,,1.0448384022418855,,,69.45754716981132,
25017317202,128.0,258.0,0.8651626397290059,1.0535613615729857,0.18839872184397988,85.19813519813519,69.69339622641509,-15.504738971720101
25017317203,337.0,435.0,-0.38362736255466307,0.15338143949557814,0.5370088020502413,60.83916083916085,48.82075471698113,-12.01840612217972
25017317301,405.0,385.0,-0.5847457694253246,0.3419044208120761,0.9266501902374007,52.91375291375291,54.71698113207547,1.803228218322559
25017317302,511.0,519.0,-0.8967724426330086,-0.23052926589516334,0.6662431767378453,40.55944055944056,38.91509433962264,-1.644346219817919
25017318100,175.0,170.0,0.48268104161588776,1.897467385727757,1.4147863441118693,79.72027972027972,80.07075471698113,0.3504749967014078
25017318200,215.0,254.0,0.21305214574030532,1.0811272899912618,0.8680751442509566,75.05827505827506,70.16509433962264,-4.893180718652417
25017318300,70.0,117.0,1.4898990028835402,2.4744480890551346,0.9845490861715944,91.95804195804196,86.32075471698113,-5.637287241060832
