"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4992","442","4644","498","122","117","0","12","44","53","0","12","101","110","81","91","0","12","81","91","1400000US25025180101","Census Tract 1801.01, Suffolk County, Massachusetts"
"4330","257","3988","316","125","170","0","12","34","41","0","12","119","144","64","57","0","12","64","57","1400000US25025180200","Census Tract 1802, Suffolk County, Massachusetts"
"2864","199","2754","206","22","28","0","12","61","82","0","12","17","26","10","21","0","12","10","21","1400000US25025180301","Census Tract 1803.01, Suffolk County, Massachusetts"
"2001","201","1671","228","54","67","0","12","24","25","0","12","72","95","180","178","8","12","172","178","1400000US25025180400","Census Tract 1804, Suffolk County, Massachusetts"
"4355","293","4172","328","80","68","10","18","14","24","0","12","21","33","58","74","10","16","48","72","1400000US25025180500","Census Tract 1805, Suffolk County, Massachusetts"
"457","425","202","203","101","107","0","12","1","3","0","12","104","200","49","82","0","12","49","82","1400000US25025980101","Census Tract 9801.01, Suffolk County, Massachusetts"
"380","177","238","111","79","78","15","36","21","26","0","12","27","46","0","12","0","12","0","12","1400000US25025980300","Census Tract 9803, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025980700","Census Tract 9807, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981000","Census Tract 9810, Suffolk County, Massachusetts"
"442","137","188","94","206","89","0","12","3","6","0","12","30","23","15","20","12","18","3","6","1400000US25025981100","Census Tract 9811, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981201","Census Tract 9812.01, Suffolk County, Massachusetts"
"241","60","207","60","17","30","0","12","0","12","0","12","9","20","8","17","0","12","8","17","1400000US25025981202","Census Tract 9812.02, Suffolk County, Massachusetts"
"413","97","329","79","7","10","0","12","29","23","28","43","0","12","20","19","0","12","20","19","1400000US25025981300","Census Tract 9813, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981501","Census Tract 9815.01, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981502","Census Tract 9815.02, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981600","Census Tract 9816, Suffolk County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981700","Census Tract 9817, Suffolk County, Massachusetts"
"32","21","22","18","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025981800","Census Tract 9818, Suffolk County, Massachusetts"
"67","105","49","77","18","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025990101","Census Tract 9901.01, Suffolk County, Massachusetts"
