"B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier","id","Geographic Area Name"
"2136","99","5","17","35","29","223","103","235","91","614","160","558","195","257","122","92","68","13","25","104","75","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"2299","109","0","17","46","68","85","57","120","81","59","44","407","158","213","109","269","125","123","106","977","202","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"1571","67","0","12","0","12","88","62","46","40","53","33","125","59","37","34","125","76","46","44","1051","136","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"892","46","13","13","0","12","95","42","5","7","20","18","33","22","32","28","40","26","84","39","570","73","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"1149","69","0","12","0","12","42","29","11","18","25","23","62","43","108","59","125","73","19","21","757","110","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"1459","63","13","20","0","12","29","30","118","66","13","18","106","62","113","72","51","39","71","51","945","127","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"2555","94","79","65","84","93","74","65","178","94","408","153","507","173","318","152","205","125","66","64","636","171","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"1054","70","0","12","0","12","16","26","0","12","34","27","39","37","49","35","122","87","9","13","785","104","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"1928","54","0","17","0","17","52","35","29","27","127","69","64","74","179","78","255","90","138","76","1084","156","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"1605","66","28","44","0","17","17","19","29","25","61","43","51","33","61","50","107","55","94","59","1157","120","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"1072","56","0","12","24","30","71","58","71","59","25","26","7","15","121","78","59","46","36","23","658","104","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"1237","42","26","42","0","12","18","23","0","12","19","23","32","33","68","54","320","93","78","54","676","105","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"1038","50","0","12","0","12","33","26","26","22","33","25","73","43","51","37","13","14","41","36","768","81","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"1281","51","5","9","5","10","59","61","20","34","157","74","88","54","107","63","21","23","51","40","768","129","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"1774","51","10","17","8","14","142","86","262","95","220","57","33","31","70","57","202","98","169","93","658","144","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"2017","93","18","30","12","23","106","85","173","123","442","134","164","81","238","132","300","143","114","103","450","170","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"1029","44","0","12","10","12","47","36","11","12","72","35","49","34","96","41","93","56","108","50","543","85","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"1782","49","0","12","0","12","69","47","88","46","68","33","238","91","292","88","272","93","106","62","649","98","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"1649","57","0","12","8","12","44","34","17","19","166","80","112","49","356","107","244","74","108","69","594","97","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"2329","158","53","60","98","77","449","110","570","125","585","164","315","112","17","28","59","48","33","38","150","76","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"2232","94","14","24","19","31","195","95","459","162","670","132","305","125","147","91","187","114","112","91","124","96","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"2474","81","139","68","41","47","209","87","320","124","162","78","419","131","227","94","462","148","240","130","255","139","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"3078","96","0","17","23","37","129","81","474","181","807","195","431","186","440","145","407","146","95","77","272","118","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"1980","102","0","12","16","24","33","40","176","96","438","131","77","52","280","122","238","108","169","99","553","151","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"3272","160","60","47","32","37","352","119","395","141","567","163","769","211","198","94","256","104","107","89","536","177","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"1037","41","9","12","45","30","192","60","177","48","198","50","131","36","39","29","116","55","56","42","74","35","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"2009","79","18","29","46","43","149","70","211","88","552","106","285","80","278","86","305","92","56","39","109","53","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"3771","164","19","30","179","109","631","164","425","204","1043","207","587","184","425","157","226","94","101","65","135","86","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"1757","51","236","83","20","31","164","72","223","80","573","104","72","39","144","53","266","97","0","12","59","54","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"1207","37","88","39","41","31","177","46","73","33","104","41","106","55","259","66","291","65","9","15","59","35","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"557","50","28","30","7","11","17","16","46","36","79","36","52","23","126","43","105","39","46","35","51","25","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"2862","75","41","40","27","31","100","65","169","96","579","128","264","107","360","132","990","203","115","74","217","86","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"1760","43","0","17","42","50","17","15","138","46","306","64","329","75","586","106","221","73","12","15","109","54","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"2413","87","0","17","141","98","161","84","223","102","85","112","685","159","543","165","298","117","75","62","202","108","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"1503","64","93","73","41","39","68","40","171","66","166","52","146","61","485","88","131","49","26","23","176","95","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"1554","30","27","26","46","31","129","52","176","68","146","44","237","71","317","80","185","75","53","36","238","75","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"3564","159","0","17","64","52","495","163","530","154","475","209","835","253","469","131","394","125","51","48","251","124","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"2198","61","40","37","41","32","293","69","206","86","169","69","233","83","492","101","363","105","150","92","211","89","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"2501","83","32","38","128","82","211","106","233","110","234","104","414","138","409","127","190","94","35","43","615","183","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"2927","65","14","21","0","17","179","84","470","175","457","143","398","133","596","152","294","117","94","62","425","158","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"1672","33","16","26","13","20","134","51","105","52","303","93","57","36","490","92","213","63","22","23","319","93","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"1747","37","0","12","0","12","69","37","130","44","189","63","330","83","775","93","143","54","45","33","66","34","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"1014","30","0","12","9","13","9","14","33","29","39","29","177","61","573","69","111","45","7","12","56","40","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"1231","32","17","27","0","12","27","30","80","49","75","47","213","87","523","86","216","68","40","27","40","40","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"1622","55","8","13","10","15","77","39","119","72","203","79","203","58","242","66","333","78","54","33","373","79","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"1154","50","0","12","20","23","293","61","213","69","100","56","139","65","29","28","165","50","58","38","137","51","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"2543","47","0","17","77","44","85","62","107","68","683","138","267","124","267","102","298","116","148","81","611","182","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"2583","59","26","24","47","60","422","124","457","123","196","82","388","114","473","122","321","114","82","56","171","75","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"1857","51","34","27","235","74","69","38","332","80","148","55","160","72","86","52","150","72","111","63","532","90","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"2797","68","22","37","61","44","274","123","701","139","645","129","651","150","111","64","106","78","34","31","192","79","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"1615","58","143","69","83","53","191","64","317","84","406","76","171","50","195","58","52","42","0","12","57","37","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"1989","102","36","42","88","45","213","67","500","107","298","90","242","87","137","74","206","103","48","34","221","82","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"1064","84","33","22","8","12","186","51","284","66","144","60","132","52","67","47","59","37","59","39","92","43","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"3460","145","544","132","401","103","322","97","492","168","309","106","472","149","236","100","133","75","45","43","506","117","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"3062","103","0","17","0","17","338","138","1016","205","615","140","562","158","387","158","97","57","13","21","34","38","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"2782","117","43","41","56","52","85","94","328","131","290","122","445","175","482","164","487","140","16","26","550","137","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"3377","155","13","23","0","17","326","156","196","89","300","116","338","147","307","147","378","170","107","87","1412","248","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"1485","67","179","94","35","32","216","83","164","89","304","90","54","33","314","91","156","71","12","15","51","46","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"3045","101","201","155","28","26","403","174","157","120","115","77","186","104","324","178","243","117","57","58","1331","287","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"3235","108","266","113","0","17","116","80","319","120","522","159","699","198","590","170","428","121","110","63","185","86","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"1834","64","30","32","8","15","174","83","163","55","479","102","155","60","550","75","99","54","44","27","132","69","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"1807","88","133","48","22","26","160","55","173","59","419","101","93","49","155","79","174","72","54","46","424","108","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"2626","101","20","31","35","42","239","74","197","108","323","106","439","136","325","135","148","74","15","25","885","205","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"1890","67","25","37","10","15","321","106","188","106","190","79","117","52","347","77","106","49","39","31","547","119","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"2622","131","165","100","161","93","370","118","332","109","196","98","475","119","273","82","216","94","160","89","274","108","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"2150","105","165","62","21","25","265","88","250","95","82","51","174","75","156","72","391","88","241","91","405","113","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"1686","83","31","21","62","39","124","51","368","64","318","79","205","73","155","60","205","76","61","54","157","62","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"3640","174","88","51","247","100","269","108","459","167","396","155","284","125","231","95","229","103","462","170","975","214","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"1627","83","35","33","111","65","248","83","337","69","175","81","82","45","135","66","106","63","21","24","377","106","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"2632","120","42","47","16","26","320","122","547","144","440","114","359","121","229","103","156","93","127","104","396","123","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"1382","63","21","18","57","41","172","73","273","73","351","99","238","78","62","39","11","17","0","12","197","76","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"1772","77","38","34","34","30","98","67","165","73","169","69","458","100","258","84","72","37","13","20","467","87","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"1485","64","0","12","0","12","127","62","236","75","378","92","205","61","135","62","63","44","29","26","312","108","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"1192","54","31","26","14","22","173","47","224","51","302","69","146","45","106","37","68","28","11","12","117","41","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"2982","118","37","42","30","33","217","75","477","122","509","139","294","88","633","134","462","149","143","89","180","100","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"2804","103","63","51","84","62","407","135","329","128","164","74","298","95","268","119","654","189","244","115","293","136","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"1175","39","7","11","11","17","113","52","250","59","97","37","88","42","185","61","320","68","42","26","62","43","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"2503","99","46","43","47","47","237","106","163","90","50","41","318","153","459","132","766","185","84","63","333","114","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"1892","59","22","24","84","48","267","88","272","93","301","75","254","73","140","57","241","67","134","54","177","64","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"2503","109","91","83","167","74","85","65","658","110","340","127","72","59","357","119","333","141","103","68","297","150","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"2182","87","44","48","31","36","92","76","108","77","177","94","253","109","810","157","550","123","13","23","104","78","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"3828","96","22","25","154","108","744","171","562","199","532","139","658","171","442","116","413","144","0","17","301","109","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"2889","75","37","44","183","117","109","86","163","86","127","79","631","179","657","177","885","192","35","39","62","46","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"1775","76","174","89","107","54","376","95","197","73","74","44","138","59","252","78","390","99","16","24","51","34","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"3185","88","51","52","43","40","67","54","462","125","392","117","467","163","703","173","880","148","68","67","52","42","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"2184","97","0","17","13","21","211","117","148","81","175","100","332","108","280","130","260","97","173","89","592","156","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"1894","70","0","12","44","32","47","26","118","64","110","78","249","107","198","98","178","73","141","76","809","140","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"2609","103","85","64","96","57","541","165","170","93","160","90","271","139","370","145","427","147","47","43","442","114","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"2050","71","23","27","39","52","56","42","57","37","231","61","238","81","283","92","504","117","122","58","497","111","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"1450","69","0","12","0","12","25","27","15","23","26","26","142","67","145","84","92","43","122","80","883","122","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"3500","87","128","77","77","55","380","132","452","176","635","150","425","162","329","131","506","170","90","65","478","141","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"2512","50","183","60","203","74","303","109","75","75","113","74","225","92","218","145","491","127","296","163","405","143","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"1651","38","0","12","41","24","15","19","20","19","13","20","113","50","114","55","154","66","169","54","1012","104","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"2555","53","0","17","0","17","83","64","154","83","265","91","419","124","405","141","521","138","175","82","533","140","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"2701","79","36","45","65","53","152","87","209","81","157","93","356","99","354","123","529","145","148","80","695","156","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"2738","85","38","43","24","38","12","19","78","64","89","43","304","103","297","140","731","143","200","95","965","183","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"2570","109","32","37","160","121","115","91","51","46","187","96","262","132","218","138","386","138","183","96","976","181","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"1851","82","11","16","73","58","216","77","96","45","175","58","182","81","212","88","185","67","93","54","608","127","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"2040","115","117","45","104","60","194","70","219","72","240","99","258","81","195","74","255","73","128","57","330","97","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"1938","65","0","17","12","19","167","64","179","83","163","81","108","57","144","66","276","78","138","57","751","126","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"2477","67","0","17","0","17","0","17","0","17","47","43","298","142","146","72","121","71","130","85","1735","163","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"2184","97","0","17","14","21","0","17","76","63","118","72","35","34","206","92","291","100","125","69","1319","151","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"2499","97","25","29","0","17","36","39","81","41","81","59","147","90","100","53","392","148","243","85","1394","187","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"2479","88","209","98","39","39","625","178","75","58","13","21","349","128","238","100","317","138","63","47","551","154","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"2148","105","0","12","0","12","90","73","45","41","9","16","247","97","130","69","166","85","169","97","1292","185","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"1317","48","0","12","17","19","20","17","98","61","144","61","177","62","145","54","199","78","107","37","410","93","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"2192","64","105","86","0","17","29","31","106","62","241","87","401","140","313","99","359","134","49","46","589","145","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"1547","86","0","12","25","27","11","17","10","16","124","50","298","101","361","110","318","87","161","87","239","81","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"2205","74","30","22","0","17","62","55","183","106","429","143","175","92","343","118","632","155","190","76","161","114","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"2660","111","99","59","0","17","92","59","195","102","113","66","444","183","102","83","50","47","232","95","1333","190","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"1094","36","30","26","11","18","67","37","47","25","19","21","19","21","154","62","187","64","99","44","461","84","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"1628","62","48","35","37","30","139","64","90","44","149","41","101","51","291","78","217","77","95","48","461","88","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"1237","72","39","46","49","27","7","11","53","33","67","30","45","32","55","38","116","54","104","48","702","99","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"2098","57","48","35","40","27","103","46","143","53","293","85","219","80","309","83","488","89","80","36","375","71","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"2068","72","8","13","10","15","76","53","106","40","64","42","58","39","105","52","355","78","209","73","1077","106","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"2965","68","14","23","0","17","0","17","14","22","257","96","430","157","207","74","246","81","235","109","1562","185","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"2126","54","0","17","11","20","81","86","12","19","87","56","31","38","109","72","253","94","272","115","1270","144","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"1229","69","0","12","0","12","22","25","0","12","53","43","129","51","25","28","54","35","34","32","912","99","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"1517","46","0","12","10","16","0","12","42","34","28","22","51","41","216","74","155","57","110","67","905","122","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"1636","44","0","17","0","17","0","17","12","19","53","29","72","45","90","52","105","48","128","52","1176","105","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"2287","61","0","17","13","22","18","28","37","41","154","102","269","153","263","149","102","66","157","101","1274","188","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"1655","45","31","42","0","12","0","12","49","48","86","53","100","52","80","61","61","46","150","122","1098","142","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"2624","72","314","125","142","73","700","158","99","57","477","110","115","85","0","17","64","51","44","38","669","138","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"2323","128","123","70","89","68","103","84","69","60","467","132","394","141","91","56","45","41","199","122","743","153","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"2177","52","0","17","16","28","98","66","72","56","0","17","172","83","63","61","109","71","185","87","1462","155","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"1089","33","0","12","0","12","0","12","0","12","115","52","57","36","45","40","72","45","69","34","731","86","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"2480","67","112","113","0","17","37","41","25","40","184","85","142","99","204","85","399","136","248","109","1129","179","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"1394","51","20","22","16","23","24","30","35","29","41","34","75","45","74","43","75","42","65","52","969","106","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"2186","106","14","22","27","33","137","65","153","72","173","87","212","97","324","116","73","55","145","80","928","185","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"2513","117","0","17","0","17","127","64","66","65","145","95","132","117","61","63","248","118","24","29","1710","216","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"2748","176","226","104","32","36","544","184","93","67","267","133","510","168","242","137","0","17","109","80","725","184","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"2290","94","0","17","0","17","49","66","109","100","122","142","100","82","239","139","166","108","83","53","1422","262","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"1800","55","0","17","0","17","164","71","9","14","51","47","83","62","50","44","189","101","31","27","1223","129","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"2589","93","24","34","14","22","50","47","43","43","162","81","198","92","387","179","202","108","114","78","1395","189","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"2076","69","0","17","31","37","34","40","71","61","101","64","178","101","179","89","111","88","115","74","1256","170","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"2506","106","16","26","0","17","105","89","9","17","228","102","197","101","185","87","279","149","48","51","1439","208","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"510","20","4","7","0","12","26","23","24","23","34","26","72","43","56","38","52","27","67","41","175","57","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"3794","150","237","82","123","120","485","173","338","150","485","184","735","249","225","117","220","87","106","71","840","238","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"1655","76","10","15","20","18","0","17","74","40","115","78","188","94","119","61","169","71","111","72","849","151","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"1679","71","0","12","11","19","0","12","67","59","45","35","101","51","330","102","152","69","132","74","841","128","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"2055","70","0","17","0","17","9","15","25","28","115","76","75","52","81","42","118","56","71","40","1561","127","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"1468","53","0","12","0","12","52","37","43","33","16","26","81","49","104","51","177","90","59","39","936","131","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"2684","134","37","31","34","38","148","100","110","76","18","29","32","44","130","103","81","67","76","65","2018","196","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"2959","102","166","98","54","48","361","149","69","76","243","137","108","63","157","127","331","191","54","74","1416","242","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"2841","114","0","17","0","17","30","50","37","46","109","76","169","130","82","58","85","72","258","139","2071","243","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"1725","84","0","12","0","12","8","12","104","69","135","68","92","59","92","56","138","62","120","55","1036","149","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"1056","67","241","84","104","71","38","59","0","12","34","25","101","80","23","16","49","26","14","15","452","70","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"3035","116","16","27","0","17","59","50","86","81","127","78","103","80","428","174","161","109","128","70","1927","240","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"2795","78","33","37","0","17","0","17","15","25","78","65","158","111","283","146","90","80","120","76","2018","214","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"1383","39","53","44","133","61","14","21","41","28","84","49","119","48","74","47","33","31","49","33","783","86","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"2530","65","0","17","29","26","0","17","41","52","84","66","65","70","177","103","184","113","118","70","1832","169","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"724","53","6","9","0","12","9","11","13","14","6","9","12","12","10","13","62","26","49","25","557","63","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"1068","45","0","17","0","17","0","17","22","26","11","17","49","34","36","33","40","29","52","38","858","84","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"3025","162","0","17","79","52","89","58","147","89","138","103","363","181","319","165","330","150","105","92","1455","231","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"963","48","33","18","7","11","67","22","18","16","29","19","55","18","47","28","64","27","26","21","617","66","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"1600","69","0","12","0","12","23","25","26","24","0","12","46","37","33","28","102","62","184","89","1186","121","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"3152","94","48","56","61","59","33","36","99","60","162","102","184","89","302","109","190","105","165","85","1908","197","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"2682","129","74","53","22","34","68","68","76","69","113","80","223","87","104","70","133","94","129","87","1740","195","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"2038","69","9","14","9","14","35","27","23","17","91","49","172","74","90","41","80","43","92","44","1437","102","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"1976","84","37","48","17","18","78","41","136","58","116","58","134","68","88","49","78","43","80","51","1212","152","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"2038","114","32","36","0","12","0","12","36","41","192","99","271","125","179","110","79","54","16","25","1233","185","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"1760","70","18","22","45","56","23","28","53","43","148","85","87","43","69","39","46","31","29","36","1242","154","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"1607","65","0","12","10","15","7","10","36","28","48","35","154","95","81","69","66","57","57","39","1148","136","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"1201","68","49","36","0","12","183","60","19","19","159","74","162","80","33","32","44","37","52","45","500","122","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"2107","70","500","131","148","69","769","140","404","81","171","65","8","8","0","12","3","6","6","10","98","39","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"1518","48","0","12","17","20","158","69","129","73","336","94","69","41","95","67","47","36","42","41","625","144","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
