"B19013_001E","B19013_001M","GEO_ID","NAME"
"89817","10136","1400000US25009221100","Census Tract 2211, Essex County, Massachusetts"
"93077","17735","1400000US25009221300","Census Tract 2213, Essex County, Massachusetts"
"52146","6874","1400000US25009221400","Census Tract 2214, Essex County, Massachusetts"
"41953","10122","1400000US25009221500","Census Tract 2215, Essex County, Massachusetts"
"46645","13373","1400000US25009221600","Census Tract 2216, Essex County, Massachusetts"
"54349","11839","1400000US25009221700","Census Tract 2217, Essex County, Massachusetts"
"108382","7166","1400000US25009221800","Census Tract 2218, Essex County, Massachusetts"
"93229","9768","1400000US25009221901","Census Tract 2219.01, Essex County, Massachusetts"
"81399","4192","1400000US25009221902","Census Tract 2219.02, Essex County, Massachusetts"
"106283","15808","1400000US25009222100","Census Tract 2221, Essex County, Massachusetts"
"83980","10404","1400000US25009223100","Census Tract 2231, Essex County, Massachusetts"
"65298","9768","1400000US25009223200","Census Tract 2232, Essex County, Massachusetts"
"115906","8772","1400000US25009223300","Census Tract 2233, Essex County, Massachusetts"
"22682","4008","1400000US25009250100","Census Tract 2501, Essex County, Massachusetts"
"44659","10422","1400000US25009250200","Census Tract 2502, Essex County, Massachusetts"
"44103","4542","1400000US25009250300","Census Tract 2503, Essex County, Massachusetts"
"35938","5433","1400000US25009250400","Census Tract 2504, Essex County, Massachusetts"
"41801","10255","1400000US25009250500","Census Tract 2505, Essex County, Massachusetts"
"51843","8241","1400000US25009250600","Census Tract 2506, Essex County, Massachusetts"
"51250","8587","1400000US25009250700","Census Tract 2507, Essex County, Massachusetts"
"51520","7820","1400000US25009250800","Census Tract 2508, Essex County, Massachusetts"
"21911","2905","1400000US25009250900","Census Tract 2509, Essex County, Massachusetts"
"52434","7523","1400000US25009251000","Census Tract 2510, Essex County, Massachusetts"
"20513","5007","1400000US25009251100","Census Tract 2511, Essex County, Massachusetts"
"24773","10997","1400000US25009251200","Census Tract 2512, Essex County, Massachusetts"
"35779","3601","1400000US25009251300","Census Tract 2513, Essex County, Massachusetts"
"51862","9149","1400000US25009251400","Census Tract 2514, Essex County, Massachusetts"
"46825","9811","1400000US25009251500","Census Tract 2515, Essex County, Massachusetts"
"50625","15822","1400000US25009251600","Census Tract 2516, Essex County, Massachusetts"
"56207","16273","1400000US25009251700","Census Tract 2517, Essex County, Massachusetts"
"64431","19732","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"60096","12026","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"117212","17410","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"83438","18964","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"113650","12910","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"69729","14666","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"46844","7683","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"67168","5699","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"70588","14777","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"73894","20872","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"121375","8024","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"95110","32596","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"78634","8794","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"86563","22277","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"91734","13444","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"168125","30020","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"160238","18661","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"205066","27905","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"140104","37393","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"82396","15133","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"187500","27024","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"166649","20789","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"163301","29930","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"158205","19669","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"167656","18667","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"35051","15470","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"43065","6971","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"92782","12701","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"117500","23595","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"86302","10777","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"107131","15788","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"83750","20213","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"63476","8199","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"58775","11054","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"45271","5769","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"47321","17370","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"65580","5947","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"106653","7679","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"74470","11038","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
"84609","20770","1400000US25009262100","Census Tract 2621, Essex County, Massachusetts"
"149167","32914","1400000US25009263100","Census Tract 2631, Essex County, Massachusetts"
"103125","8316","1400000US25009264100","Census Tract 2641, Essex County, Massachusetts"
"111625","24618","1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts"
"142561","11736","1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts"
"106600","16199","1400000US25009266100","Census Tract 2661, Essex County, Massachusetts"
"81381","7238","1400000US25009266200","Census Tract 2662, Essex County, Massachusetts"
"71492","4949","1400000US25009266300","Census Tract 2663, Essex County, Massachusetts"
"80216","9131","1400000US25009266400","Census Tract 2664, Essex County, Massachusetts"
"74983","7262","1400000US25009267101","Census Tract 2671.01, Essex County, Massachusetts"
"95000","12169","1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts"
"160625","26195","1400000US25009268100","Census Tract 2681, Essex County, Massachusetts"
"104561","13501","1400000US25009268200","Census Tract 2682, Essex County, Massachusetts"
"81667","19437","1400000US25009268300","Census Tract 2683, Essex County, Massachusetts"
"124318","24544","1400000US25009268400","Census Tract 2684, Essex County, Massachusetts"
"101875","19532","1400000US25009269100","Census Tract 2691, Essex County, Massachusetts"
"115909","23934","1400000US25009270100","Census Tract 2701, Essex County, Massachusetts"
"-","**","1400000US25009990100","Census Tract 9901, Essex County, Massachusetts"
"97958","10487","1400000US25017300100","Census Tract 3001, Middlesex County, Massachusetts"
"84904","10550","1400000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts"
"99830","12022","1400000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts"
"38015","14028","1400000US25017310100","Census Tract 3101, Middlesex County, Massachusetts"
"61892","18896","1400000US25017310200","Census Tract 3102, Middlesex County, Massachusetts"
"52520","13355","1400000US25017310300","Census Tract 3103, Middlesex County, Massachusetts"
"45486","8982","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"59063","5584","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
"59821","13215","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"76523","5664","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"41875","16861","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"54632","10785","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"43533","6197","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"62404","14808","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"59792","9331","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"62111","13610","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"66020","6905","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"78359","10093","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"52250","18726","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"25238","10843","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"46518","20208","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"46333","22917","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"62582","10465","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"75767","5416","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"34246","3524","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"89757","5523","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"96919","16123","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"119764","32583","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"106987","9037","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"96875","15117","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"85904","12457","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"72382","24756","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"86128","13242","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"119155","10144","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"113689","4293","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"99600","6532","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"77500","14098","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"119840","12910","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"117014","17246","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"102875","13468","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"113194","12372","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"108893","21582","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"100833","15453","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"109023","11889","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"100509","7798","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"106271","8454","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"95554","4477","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"104322","9748","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"130000","14732","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"133977","13920","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"167344","12331","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"142083","10843","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"125833","11780","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"87155","27740","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"98821","17352","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"141458","22595","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"129784","11833","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"165563","16340","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"142159","17435","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"151528","36301","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"181719","22196","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"148672","19826","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"86294","17199","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"81100","11891","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"70290","7283","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"107773","17621","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"58547","7440","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"100385","10168","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"117125","18358","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"93300","17839","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"63643","4871","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"90972","11707","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"148235","14948","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"116782","12482","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"130208","10125","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"92778","17368","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"133413","11443","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"123400","28642","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"139063","7487","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"95233","10805","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"90966","10787","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"135909","12816","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"151731","21389","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"113994","24756","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"117361","24641","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"125750","20391","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"129302","6066","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"118646","20252","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"147823","13424","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"118702","17657","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"100440","8767","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"103594","33320","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"96824","16636","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"81207","7372","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"72878","13740","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"94222","11092","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"116250","19840","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"81466","15745","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"91250","11063","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"136135","11159","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"98438","18365","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"159911","22966","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"100481","12856","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"89286","28068","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"97500","9982","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"95000","10655","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"110037","14849","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"123894","14144","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"96327","16928","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"151935","15275","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"119214","12454","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"89922","30848","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"79417","20400","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"102569","14016","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"106083","21255","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"95185","17065","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"100946","13740","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"102269","18240","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"154643","33213","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"119514","12133","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"161094","48102","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"232961","30074","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"201250","27995","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"88393","16255","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"161588","19043","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"85707","24698","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"84196","15698","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"94375","15764","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"99547","17194","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"71306","8120","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"89757","8694","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"101692","12357","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"90045","10337","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"102188","31247","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"101795","8910","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"105469","22884","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"68989","14036","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"66793","4767","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"42500","12307","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"65703","21525","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"68311","7478","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"76803","19222","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"71097","10267","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"32155","7491","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"83281","10478","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"87324","15881","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"63239","24223","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"64400","10721","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"57591","12321","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"65129","12918","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"68551","10476","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"66187","15735","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"65319","9037","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"66328","10755","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"107726","4647","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"67736","12200","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"100313","14922","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"105526","13792","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"118056","18163","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"116875","9361","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"141169","35608","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"59922","22801","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"150192","16874","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"138958","19166","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"109873","16064","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"97833","15273","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"103268","16266","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"98871","14911","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"88868","19554","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"79464","7067","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"63419","14932","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"76538","7545","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"101250","28513","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"100847","20831","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"47045","14136","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"113158","18416","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"68875","10753","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"116212","15977","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"88906","18707","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"73250","19603","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"115000","15089","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"136310","18555","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"89702","30622","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"120732","14963","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"88750","26603","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
