"B25058_001E","B25058_001M","GEO_ID","NAME"
"848","52","1400000US25009251200","Census Tract 2512, Essex County, Massachusetts"
"648","380","1400000US25009251300","Census Tract 2513, Essex County, Massachusetts"
"856","188","1400000US25009251400","Census Tract 2514, Essex County, Massachusetts"
"978","100","1400000US25009251500","Census Tract 2515, Essex County, Massachusetts"
"993","52","1400000US25009251600","Census Tract 2516, Essex County, Massachusetts"
"1056","112","1400000US25009251700","Census Tract 2517, Essex County, Massachusetts"
"1150","132","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"1013","281","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"850","278","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"-","**","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"-","**","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"1023","109","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"1133","51","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"1332","94","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"999","582","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"996","364","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"1506","369","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"1071","81","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"1109","94","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"1111","507","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"1587","83","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"2000","556","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"1803","128","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"-","**","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"1228","160","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"918","91","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"1080","312","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"1406","64","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"2035","210","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"1845","130","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"1370","698","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"917","63","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"953","57","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"853","201","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"1063","208","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"1155","83","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"1280","111","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"1285","319","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"1237","138","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"1073","87","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"1040","92","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"975","193","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"1005","130","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"1600","299","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"1062","98","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
"1008","200","1400000US25009262100","Census Tract 2621, Essex County, Massachusetts"
"1481","675","1400000US25009263100","Census Tract 2631, Essex County, Massachusetts"
"1135","78","1400000US25009264100","Census Tract 2641, Essex County, Massachusetts"
"870","484","1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts"
"1946","382","1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts"
"1077","136","1400000US25009266100","Census Tract 2661, Essex County, Massachusetts"
"1120","117","1400000US25009266200","Census Tract 2662, Essex County, Massachusetts"
"1057","194","1400000US25009266300","Census Tract 2663, Essex County, Massachusetts"
"1008","145","1400000US25009266400","Census Tract 2664, Essex County, Massachusetts"
"1159","367","1400000US25009267101","Census Tract 2671.01, Essex County, Massachusetts"
"1340","172","1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts"
"1604","1128","1400000US25009268100","Census Tract 2681, Essex County, Massachusetts"
"1155","119","1400000US25009268200","Census Tract 2682, Essex County, Massachusetts"
"1114","157","1400000US25009268300","Census Tract 2683, Essex County, Massachusetts"
"1594","258","1400000US25009268400","Census Tract 2684, Essex County, Massachusetts"
"948","276","1400000US25009269100","Census Tract 2691, Essex County, Massachusetts"
"1316","224","1400000US25009270100","Census Tract 2701, Essex County, Massachusetts"
"-","**","1400000US25009990100","Census Tract 9901, Essex County, Massachusetts"
"871","361","1400000US25017300100","Census Tract 3001, Middlesex County, Massachusetts"
"768","103","1400000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts"
"1039","153","1400000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts"
"1010","169","1400000US25017310100","Census Tract 3101, Middlesex County, Massachusetts"
"1044","138","1400000US25017310200","Census Tract 3102, Middlesex County, Massachusetts"
"1115","64","1400000US25017310300","Census Tract 3103, Middlesex County, Massachusetts"
"1026","127","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"1284","143","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
"904","362","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"1122","98","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"1010","113","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"968","72","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"912","92","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"953","107","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"1240","67","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"1167","142","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"1085","107","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"1020","91","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"1019","213","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"720","52","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"913","60","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"1065","110","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"1198","156","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"1237","169","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"749","96","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"1011","151","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"1057","68","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"1057","398","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"990","529","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"1398","170","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"1128","144","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"949","173","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"1170","91","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"1225","356","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"1577","286","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"1901","202","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"1516","254","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"1860","289","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"428","319","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"1678","203","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"2023","1349","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"781","557","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"1836","452","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"1452","234","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"1545","117","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"1935","250","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"1160","148","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"1502","202","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"1709","81","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"1431","272","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"-","**","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"1345","92","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"942","614","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"1880","237","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"1095","70","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"2179","170","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"1446","284","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"2189","339","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"1865","444","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"1097","665","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"1081","280","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"1866","153","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"1342","190","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"1337","96","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"1058","129","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"2024","160","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"1169","115","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"1665","80","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"1591","418","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"1002","171","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"1067","141","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"1138","126","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"1349","136","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"1334","201","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"-","**","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"924","91","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"1294","530","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"981","252","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"1489","318","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"1129","205","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"635","217","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"1593","253","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"2047","1462","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"1394","121","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"2167","259","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"1846","246","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"1745","154","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"-","**","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"2616","1358","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"1962","181","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"1566","130","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"2608","217","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"1627","151","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"1331","178","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"1473","124","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"1643","200","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"1386","171","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"1326","90","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"1671","81","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"1438","1049","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"1309","76","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"429","289","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"1332","574","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"1140","205","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"1049","167","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"1258","153","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"1623","167","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"1314","82","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"1051","170","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"1696","130","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"1211","360","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"1678","349","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"1164","188","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"287","61","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"1372","177","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"1351","54","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"1679","150","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"1383","105","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"1668","136","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"1696","314","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"2136","158","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"-","**","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"1431","431","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"561","356","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"1761","169","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"1386","255","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"1632","155","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"1650","154","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"1749","154","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"1350","234","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"2332","118","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"1596","417","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"1492","128","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"1619","101","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"1030","431","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"1485","122","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"1326","257","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"1281","116","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"1555","213","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"1400","98","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"1320","106","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"1377","102","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"1282","229","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"918","472","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"1431","60","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"1751","78","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"1247","130","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"1332","146","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"1399","76","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"962","153","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"1360","87","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"1441","163","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"1260","127","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"1261","105","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"2041","288","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"1318","285","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"1778","81","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"2098","193","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"1892","97","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"2199","113","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"2043","307","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"1057","534","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"2318","175","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"2135","174","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"1908","96","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"1731","88","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"1956","138","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"1870","121","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"1364","191","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"1555","162","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"1593","124","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"1626","205","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"2654","149","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"2068","268","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"1006","437","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"2847","375","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"938","365","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"2106","250","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"1723","254","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"1214","101","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"1988","192","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"2027","306","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"2194","100","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"2588","195","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"2935","197","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"2140","242","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"2252","306","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"1819","173","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"1923","305","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"2130","149","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"1999","101","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"2201","125","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"2165","106","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"2172","151","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"2253","159","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"2586","319","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"2086","174","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
