"B23020_001E","B23020_001M","B23020_002E","B23020_002M","B23020_003E","B23020_003M","GEO_ID","NAME"
"Estimate!!Mean usual hours--!!Total:","Margin of Error!!Mean usual hours--!!Total:","Estimate!!Mean usual hours--!!Total:!!Male","Margin of Error!!Mean usual hours--!!Total:!!Male","Estimate!!Mean usual hours--!!Total:!!Female","Margin of Error!!Mean usual hours--!!Total:!!Female","id","Geographic Area Name"
"36.2","2.1","37.7","3.1","34.9","3.2","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"37.6","1.9","41.2","2.2","34.2","2.6","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"37.5","1.7","43.6","2.1","31.3","2.6","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"38.0","1.2","40.0","1.5","35.6","1.7","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"38.8","1.8","40.8","2.6","36.6","2.2","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"39.7","1.6","43.1","1.8","35.0","2.7","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"39.4","1.5","43.1","1.8","35.1","2.2","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"39.5","1.3","43.5","1.9","35.2","2.6","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"40.2","1.8","43.1","2.0","36.8","2.5","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"38.6","1.2","40.6","2.1","36.5","1.5","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"39.0","1.2","40.9","1.1","36.8","2.1","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"40.3","1.9","42.3","2.7","37.9","1.9","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"38.6","1.7","42.5","2.1","34.8","2.7","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"38.2","2.1","41.9","2.3","35.1","2.9","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"37.5","2.0","40.3","1.7","35.2","3.1","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"39.8","1.0","41.9","1.5","37.4","1.8","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"39.2","1.5","42.1","1.4","36.1","2.5","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"39.3","1.7","44.8","2.0","33.9","2.4","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"40.1","1.6","43.4","2.3","36.2","1.9","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"38.6","1.4","44.3","1.9","33.3","1.9","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"38.2","1.9","41.5","1.9","34.8","3.3","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"37.5","2.0","40.0","3.0","34.5","3.0","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"38.3","1.2","39.4","1.7","37.0","1.7","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"38.7","1.7","41.7","1.6","35.4","2.6","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"37.6","1.7","42.0","1.9","32.7","2.8","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"38.8","2.1","43.1","2.8","34.6","2.0","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"38.5","1.2","42.3","1.7","34.7","1.7","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"37.3","1.7","41.5","1.9","32.6","2.5","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"38.6","0.9","42.5","1.5","33.9","1.5","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"39.1","1.2","42.6","1.5","34.9","1.9","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"39.3","1.6","43.9","1.8","34.5","2.1","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"37.3","1.2","38.9","2.2","35.7","2.6","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"37.9","1.1","40.4","1.6","35.4","2.1","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"38.7","1.2","41.4","1.5","36.0","1.5","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"38.4","1.3","41.6","1.7","34.7","2.1","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"40.9","1.5","44.0","1.4","37.6","2.7","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"38.0","1.4","42.5","2.0","32.6","2.3","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"38.2","1.5","39.4","2.2","36.7","1.7","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"37.7","1.6","39.0","2.3","36.1","2.2","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"38.8","1.5","40.3","1.9","37.2","2.7","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"38.4","1.6","40.4","2.3","35.9","2.2","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"37.8","1.4","38.9","2.0","36.2","2.2","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"37.6","2.3","41.2","2.2","34.3","3.0","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"39.8","1.5","41.9","1.8","37.5","2.0","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"38.4","1.9","42.7","1.9","33.4","2.5","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"38.8","1.3","40.1","2.3","37.4","1.3","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"37.6","1.4","43.4","1.9","31.6","1.9","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"38.6","1.2","40.8","1.7","36.4","1.9","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"37.8","1.3","41.4","2.0","34.3","1.6","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"38.1","1.6","40.2","2.1","36.0","1.8","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"39.8","1.3","42.0","1.7","37.9","1.8","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"38.5","1.6","42.4","1.6","35.0","2.4","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"38.4","1.5","40.1","1.9","36.5","1.7","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"39.6","1.5","43.4","1.9","36.4","2.2","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"37.7","1.4","40.3","2.3","35.0","2.1","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"37.1","1.8","38.0","2.4","36.3","2.5","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"37.2","2.8","41.7","3.9","32.7","2.8","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"37.3","1.8","40.3","1.7","34.7","2.8","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"38.9","1.7","40.6","2.1","37.2","2.9","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"37.8","1.8","39.8","2.7","35.9","2.9","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"38.2","1.9","38.6","2.6","37.7","2.4","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"38.9","1.5","42.2","2.3","35.2","2.1","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"39.9","1.4","42.1","1.4","37.2","2.9","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"38.7","2.1","40.7","2.3","36.3","2.7","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"38.0","1.3","40.1","2.1","35.7","1.8","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"40.6","1.9","45.0","3.1","35.7","2.6","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"40.1","1.4","43.0","1.7","36.4","2.2","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"39.7","1.4","42.8","2.1","35.6","2.6","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"41.6","1.6","47.1","1.6","36.7","2.5","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"39.7","1.3","43.1","1.7","35.6","1.8","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"38.3","1.5","41.2","1.9","35.3","1.9","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"38.8","1.6","40.5","2.2","37.3","2.0","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"39.9","1.8","39.3","2.1","40.4","2.4","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"36.2","2.0","38.4","2.7","34.1","2.7","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"33.2","1.6","33.9","2.2","32.5","2.0","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"37.2","2.2","37.0","3.0","37.4","3.0","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"38.0","1.9","39.7","2.1","36.5","2.7","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"41.3","2.0","42.7","2.0","39.5","2.6","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"41.5","1.5","42.5","1.9","40.6","2.1","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"39.6","1.7","41.5","2.3","37.5","1.8","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"40.5","1.1","41.5","1.6","39.2","1.7","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"40.3","1.8","42.6","1.8","38.3","2.4","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"39.2","1.6","40.7","1.7","37.3","2.3","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"38.1","1.8","39.0","2.1","37.1","2.7","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"37.1","1.7","39.0","2.0","35.3","2.1","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"37.3","1.7","38.2","2.2","36.0","3.6","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"36.4","1.9","37.5","2.7","35.0","2.1","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"38.4","1.2","41.2","1.9","35.9","1.5","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"38.3","2.2","39.2","2.8","37.4","2.5","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"39.5","1.5","43.9","2.4","35.6","1.7","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"36.2","2.4","38.0","2.7","34.3","3.9","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"39.4","1.6","41.7","1.9","36.6","2.6","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"40.2","1.4","44.7","1.9","36.6","1.8","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"37.1","1.4","39.4","1.8","35.1","2.3","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"39.0","2.8","40.2","3.8","37.7","3.1","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"36.9","1.3","37.9","1.4","35.5","2.2","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"36.0","1.3","38.0","2.6","34.5","1.7","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"38.8","1.9","40.9","2.0","36.4","2.7","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"39.9","2.5","43.6","3.1","35.2","3.2","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"38.8","2.4","40.9","2.6","36.0","3.7","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"38.5","1.5","40.7","2.3","36.0","1.6","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"40.3","2.3","40.0","3.5","40.7","2.3","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"37.2","1.8","39.4","2.7","35.0","2.5","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"38.6","1.2","40.2","1.7","36.7","1.9","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"40.7","1.2","41.2","1.7","40.0","1.4","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"42.3","1.4","44.1","1.9","40.5","1.9","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"41.4","1.5","41.8","1.7","40.9","1.7","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"33.0","1.6","35.6","2.4","30.2","1.9","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"40.3","1.4","42.9","1.6","37.3","2.5","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"42.6","1.3","43.9","1.4","41.3","2.0","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"41.6","1.4","44.1","1.9","39.5","1.8","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"41.9","1.5","42.5","1.4","41.2","2.4","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"39.5","1.7","41.0","2.5","38.0","2.3","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"41.9","1.6","42.2","2.3","41.5","2.0","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"40.6","1.4","41.0","2.5","40.1","1.2","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"41.1","1.9","42.7","3.2","39.9","1.5","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"39.1","1.5","41.4","2.0","35.8","3.7","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"39.1","1.4","40.7","1.6","37.4","2.5","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"40.3","1.7","41.5","2.2","39.1","2.4","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"44.0","1.6","45.6","2.2","41.7","2.2","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"43.5","2.3","47.1","2.7","39.8","3.5","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"43.1","2.4","44.7","3.7","41.3","2.8","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"42.8","1.2","45.1","2.0","40.0","1.6","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"38.8","2.0","40.4","2.6","36.9","2.4","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"42.2","1.8","43.5","2.4","40.8","2.9","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"41.9","2.0","43.8","3.2","40.5","2.7","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"39.3","2.2","42.1","2.6","36.6","3.3","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"41.8","1.5","42.9","2.0","40.6","2.0","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"40.0","3.1","43.6","3.1","37.0","3.7","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"41.4","1.7","42.4","2.4","40.4","2.2","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"40.0","2.2","42.4","3.2","36.9","2.3","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"30.2","2.0","33.9","2.1","25.8","2.9","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"40.2","1.4","41.5","1.6","38.7","2.0","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"40.9","1.2","43.1","1.6","38.6","1.8","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"40.2","2.3","41.7","2.8","38.6","3.5","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"42.9","1.6","44.2","2.2","41.4","1.8","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"35.0","1.6","37.2","2.1","33.2","1.9","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"31.5","1.6","32.5","2.2","30.4","2.0","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"45.3","2.1","47.5","2.5","42.8","2.7","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"30.9","1.7","32.7","2.4","28.7","2.8","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"34.5","2.1","34.8","2.6","34.3","2.5","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"39.1","2.0","40.8","2.6","37.1","2.7","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"44.6","2.1","50.3","3.4","39.7","2.9","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"41.2","1.7","43.8","2.1","39.1","2.4","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
"39.6","1.2","41.8","1.8","37.4","2.0","1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts"
"41.3","1.5","42.4","2.0","40.1","2.7","1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts"
"41.1","1.3","41.6","2.1","40.6","1.8","1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts"
"41.4","1.6","42.5","2.2","40.2","2.0","1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts"
"41.0","1.3","41.8","1.7","40.0","2.6","1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts"
"38.6","1.2","41.1","1.6","36.2","1.7","1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts"
"40.7","1.4","40.2","2.2","41.2","1.9","1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts"
"40.3","1.1","42.9","1.1","37.6","1.9","1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts"
"39.3","1.3","42.7","1.9","36.0","1.8","1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts"
"39.0","1.5","41.4","2.5","36.8","2.0","1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts"
"40.3","1.4","43.0","2.1","37.8","1.6","1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts"
"39.0","1.6","42.0","2.0","36.1","1.9","1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts"
"38.4","1.3","41.7","1.8","35.9","2.0","1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts"
"40.1","1.6","40.9","3.3","39.4","1.3","1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts"
"38.1","1.5","42.5","1.4","34.7","2.2","1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts"
"38.5","1.2","41.5","1.6","35.5","1.9","1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts"
"36.6","1.8","39.2","2.9","33.9","2.3","1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts"
"38.8","1.4","41.6","1.8","36.1","2.2","1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts"
"40.2","1.3","42.8","1.9","37.8","1.7","1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts"
"37.8","1.8","41.1","2.4","34.7","2.3","1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts"
"37.3","2.3","40.0","3.2","34.8","2.4","1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts"
"39.2","1.6","41.7","2.4","37.2","2.1","1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts"
"39.4","1.8","43.1","2.8","35.3","2.4","1400000US25017357800","Census Tract 3578, Middlesex County, Massachusetts"
"38.5","1.3","41.1","1.6","35.6","2.0","1400000US25017358100","Census Tract 3581, Middlesex County, Massachusetts"
"41.1","1.6","43.1","2.4","38.5","1.9","1400000US25017358300","Census Tract 3583, Middlesex County, Massachusetts"
"38.4","1.4","42.0","2.2","35.0","2.0","1400000US25017358400","Census Tract 3584, Middlesex County, Massachusetts"
"40.9","2.2","42.8","2.6","38.5","2.9","1400000US25017358500","Census Tract 3585, Middlesex County, Massachusetts"
"38.5","1.7","41.7","1.9","35.0","3.0","1400000US25017358600","Census Tract 3586, Middlesex County, Massachusetts"
"40.0","1.1","43.7","1.9","36.0","1.9","1400000US25017358700","Census Tract 3587, Middlesex County, Massachusetts"
"38.5","1.3","41.4","2.1","35.2","2.4","1400000US25017359100","Census Tract 3591, Middlesex County, Massachusetts"
"38.9","1.7","42.1","2.2","35.3","2.4","1400000US25017359300","Census Tract 3593, Middlesex County, Massachusetts"
"42.5","2.0","48.4","2.3","33.2","3.3","1400000US25017360100","Census Tract 3601, Middlesex County, Massachusetts"
"41.2","2.0","44.5","2.4","38.0","3.0","1400000US25017360200","Census Tract 3602, Middlesex County, Massachusetts"
"39.2","2.2","43.6","2.6","34.7","2.7","1400000US25017361100","Census Tract 3611, Middlesex County, Massachusetts"
"39.2","1.6","43.3","2.0","34.3","2.3","1400000US25017361200","Census Tract 3612, Middlesex County, Massachusetts"
"39.7","2.0","44.5","2.2","34.5","3.7","1400000US25017361300","Census Tract 3613, Middlesex County, Massachusetts"
"39.1","1.7","43.8","2.0","34.1","2.4","1400000US25017362100","Census Tract 3621, Middlesex County, Massachusetts"
"39.4","1.4","42.5","1.9","35.1","2.7","1400000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts"
"37.9","1.5","42.2","1.8","32.6","2.4","1400000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts"
"39.6","1.5","42.5","1.5","36.8","2.5","1400000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts"
"36.9","1.5","40.9","2.3","32.9","2.5","1400000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts"
"37.9","1.4","39.1","2.0","36.5","2.1","1400000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts"
"37.9","1.7","41.2","2.2","34.5","2.3","1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts"
"39.5","1.3","41.4","1.5","37.3","2.4","1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts"
"39.7","1.6","44.1","2.0","34.3","2.7","1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts"
"40.4","1.7","46.0","2.0","34.4","2.3","1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts"
"38.6","1.4","44.6","1.8","32.6","2.3","1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts"
"37.8","1.3","42.0","1.9","33.3","2.0","1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts"
"39.6","1.3","45.1","2.4","33.9","1.9","1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts"
"40.0","1.4","42.3","2.0","37.7","1.9","1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts"
"41.0","1.8","44.3","2.6","37.0","2.2","1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts"
"37.4","1.8","43.1","2.4","31.1","2.8","1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts"
"38.8","1.0","41.4","1.6","35.3","1.8","1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts"
"39.3","1.1","42.4","1.4","36.3","1.5","1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts"
"38.1","1.2","38.6","2.2","37.6","1.6","1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts"
"39.8","1.7","40.2","2.2","39.5","2.2","1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts"
"32.6","1.5","34.0","1.8","31.4","1.9","1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts"
"38.3","1.4","39.8","2.4","36.7","2.2","1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts"
"40.7","1.5","43.4","1.7","37.7","2.1","1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts"
"37.6","1.8","37.7","2.1","37.4","3.1","1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts"
"39.8","1.4","41.5","2.1","36.6","2.1","1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts"
"33.4","1.2","36.1","1.2","30.5","1.9","1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts"
"36.0","1.6","38.7","2.1","32.5","2.6","1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts"
"35.8","2.9","38.6","4.3","32.1","2.6","1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts"
"40.2","1.4","43.3","2.1","37.5","1.9","1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts"
"39.1","1.7","42.2","1.8","36.0","2.3","1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts"
"40.0","1.2","42.3","1.6","37.9","1.5","1400000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts"
"39.7","1.3","41.8","1.8","37.8","1.5","1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts"
"38.6","1.5","43.3","2.2","33.7","2.1","1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts"
"38.1","1.5","39.6","2.1","36.7","1.8","1400000US25017370300","Census Tract 3703, Middlesex County, Massachusetts"
"39.1","1.5","41.6","1.4","37.0","2.4","1400000US25017370400","Census Tract 3704, Middlesex County, Massachusetts"
"42.1","1.3","44.4","2.0","39.2","2.3","1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts"
"40.1","1.3","41.5","1.3","38.6","2.2","1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts"
"37.4","1.6","39.0","2.1","35.6","2.2","1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts"
"38.4","2.5","41.9","3.0","35.8","2.9","1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts"
"35.8","1.6","39.2","2.1","32.8","1.9","1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts"
"30.7","1.5","34.9","2.0","27.1","2.0","1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts"
"41.7","2.1","46.2","2.5","37.9","2.6","1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts"
"39.4","2.0","41.8","2.1","36.7","3.4","1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts"
"40.4","2.1","44.5","2.7","36.0","2.7","1400000US25017373900","Census Tract 3739, Middlesex County, Massachusetts"
"37.6","2.0","41.8","3.2","34.5","2.7","1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts"
"39.9","1.7","42.3","1.9","37.5","2.2","1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts"
"39.9","1.7","43.7","2.0","36.3","2.5","1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts"
"41.5","2.0","46.9","2.4","35.9","3.2","1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts"
"41.6","2.4","43.9","2.7","39.0","3.4","1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts"
"39.5","1.5","41.4","2.1","37.7","1.8","1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts"
"38.6","1.2","41.2","1.7","36.1","1.6","1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts"
"38.1","1.4","39.4","1.8","36.7","1.9","1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts"
"32.9","2.0","36.2","2.2","30.1","2.4","1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts"
"39.8","1.5","43.5","1.5","36.4","2.3","1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts"
"37.8","1.5","38.7","2.1","36.8","2.6","1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts"
