"B23020_001E","B23020_001M","B23020_002E","B23020_002M","B23020_003E","B23020_003M","GEO_ID","NAME"
"Estimate!!Mean usual hours--!!Total:","Margin of Error!!Mean usual hours--!!Total:","Estimate!!Mean usual hours--!!Total:!!Male","Margin of Error!!Mean usual hours--!!Total:!!Male","Estimate!!Mean usual hours--!!Total:!!Female","Margin of Error!!Mean usual hours--!!Total:!!Female","id","Geographic Area Name"
"36.4","1.8","38.0","2.7","35.0","2.2","1400000US25023530300","Census Tract 5303, Plymouth County, Massachusetts"
"38.7","1.6","43.4","2.7","34.6","1.8","1400000US25023530400","Census Tract 5304, Plymouth County, Massachusetts"
"40.3","2.3","41.8","2.6","38.8","3.1","1400000US25023530500","Census Tract 5305, Plymouth County, Massachusetts"
"37.8","1.2","40.6","1.5","34.2","1.7","1400000US25023530600","Census Tract 5306, Plymouth County, Massachusetts"
"39.7","3.2","43.0","5.1","37.0","2.8","1400000US25023530700","Census Tract 5307, Plymouth County, Massachusetts"
"36.6","1.6","40.9","1.8","31.9","2.9","1400000US25023530801","Census Tract 5308.01, Plymouth County, Massachusetts"
"38.6","1.8","40.5","2.2","36.3","2.6","1400000US25023530802","Census Tract 5308.02, Plymouth County, Massachusetts"
"37.6","1.9","40.8","2.7","34.5","2.8","1400000US25023530901","Census Tract 5309.01, Plymouth County, Massachusetts"
"39.2","1.3","43.1","1.9","35.6","1.9","1400000US25023530902","Census Tract 5309.02, Plymouth County, Massachusetts"
"38.1","1.4","42.0","1.2","34.1","2.5","1400000US25023540101","Census Tract 5401.01, Plymouth County, Massachusetts"
"38.2","1.7","42.0","1.8","34.3","2.8","1400000US25023540102","Census Tract 5401.02, Plymouth County, Massachusetts"
"39.1","1.5","42.1","2.0","35.4","1.9","1400000US25023540103","Census Tract 5401.03, Plymouth County, Massachusetts"
"37.1","1.6","40.8","2.0","33.1","2.1","1400000US25023541100","Census Tract 5411, Plymouth County, Massachusetts"
"39.4","2.1","41.1","2.7","36.5","2.1","1400000US25023542101","Census Tract 5421.01, Plymouth County, Massachusetts"
"38.9","1.7","42.0","2.6","35.2","1.7","1400000US25023542102","Census Tract 5421.02, Plymouth County, Massachusetts"
"39.1","2.4","43.5","4.0","35.5","2.1","1400000US25023542200","Census Tract 5422, Plymouth County, Massachusetts"
"36.7","1.6","37.9","2.8","35.3","1.7","1400000US25023542300","Census Tract 5423, Plymouth County, Massachusetts"
"37.8","1.4","41.7","1.6","33.5","1.9","1400000US25023543100","Census Tract 5431, Plymouth County, Massachusetts"
"37.2","1.1","39.8","1.4","34.1","1.6","1400000US25023544100","Census Tract 5441, Plymouth County, Massachusetts"
"37.6","1.4","41.2","2.0","33.6","2.3","1400000US25023544200","Census Tract 5442, Plymouth County, Massachusetts"
"38.9","1.6","41.3","2.6","36.5","2.2","1400000US25023545100","Census Tract 5451, Plymouth County, Massachusetts"
"37.8","1.6","40.5","2.2","35.0","2.5","1400000US25023545200","Census Tract 5452, Plymouth County, Massachusetts"
"40.0","2.4","40.7","3.7","39.0","3.8","1400000US25023545300","Census Tract 5453, Plymouth County, Massachusetts"
"36.3","1.9","40.7","3.0","34.0","2.7","1400000US25023545400","Census Tract 5454, Plymouth County, Massachusetts"
"38.9","1.6","43.5","2.2","34.1","2.6","1400000US25023560100","Census Tract 5601, Plymouth County, Massachusetts"
"36.8","1.8","42.0","2.6","31.5","1.9","1400000US25023561100","Census Tract 5611, Plymouth County, Massachusetts"
"24.1","1.8","25.1","1.7","23.2","2.5","1400000US25023561200","Census Tract 5612, Plymouth County, Massachusetts"
"-","**","-","**","-","**","1400000US25023990003","Census Tract 9900.03, Plymouth County, Massachusetts"
"38.6","1.4","40.3","1.9","36.7","1.9","1400000US25025000100","Census Tract 1, Suffolk County, Massachusetts"
"39.6","1.4","41.0","1.9","38.2","1.5","1400000US25025000201","Census Tract 2.01, Suffolk County, Massachusetts"
"39.7","1.4","42.1","2.1","36.6","1.6","1400000US25025000202","Census Tract 2.02, Suffolk County, Massachusetts"
"40.0","1.1","41.7","1.0","37.6","2.5","1400000US25025000301","Census Tract 3.01, Suffolk County, Massachusetts"
"39.5","2.2","41.8","2.7","36.5","3.3","1400000US25025000302","Census Tract 3.02, Suffolk County, Massachusetts"
"38.4","1.5","39.8","2.0","36.9","2.0","1400000US25025000401","Census Tract 4.01, Suffolk County, Massachusetts"
"37.4","1.5","39.2","2.0","35.6","2.0","1400000US25025000402","Census Tract 4.02, Suffolk County, Massachusetts"
"31.3","1.7","35.5","2.1","28.2","1.7","1400000US25025000502","Census Tract 5.02, Suffolk County, Massachusetts"
"39.4","1.6","41.1","2.3","37.8","2.0","1400000US25025000503","Census Tract 5.03, Suffolk County, Massachusetts"
"37.4","1.6","39.0","2.4","36.1","2.4","1400000US25025000504","Census Tract 5.04, Suffolk County, Massachusetts"
"40.4","1.3","40.8","1.8","39.8","1.6","1400000US25025000601","Census Tract 6.01, Suffolk County, Massachusetts"
"37.8","1.6","39.2","2.6","36.7","1.9","1400000US25025000602","Census Tract 6.02, Suffolk County, Massachusetts"
"38.9","1.4","39.7","1.8","38.1","1.9","1400000US25025000701","Census Tract 7.01, Suffolk County, Massachusetts"
"37.0","2.4","41.6","2.6","32.0","3.2","1400000US25025000703","Census Tract 7.03, Suffolk County, Massachusetts"
"37.3","1.5","37.6","2.1","37.0","2.2","1400000US25025000704","Census Tract 7.04, Suffolk County, Massachusetts"
"37.3","1.5","37.9","2.0","36.5","1.9","1400000US25025000802","Census Tract 8.02, Suffolk County, Massachusetts"
"30.0","2.8","34.2","4.2","26.9","3.1","1400000US25025000803","Census Tract 8.03, Suffolk County, Massachusetts"
"25.3","2.1","28.9","3.9","22.3","2.0","1400000US25025010103","Census Tract 101.03, Suffolk County, Massachusetts"
"32.0","2.1","32.8","2.4","31.3","2.9","1400000US25025010104","Census Tract 101.04, Suffolk County, Massachusetts"
"37.7","2.2","40.5","2.3","35.3","2.9","1400000US25025010203","Census Tract 102.03, Suffolk County, Massachusetts"
"33.2","1.8","34.6","2.5","32.2","2.4","1400000US25025010204","Census Tract 102.04, Suffolk County, Massachusetts"
"24.6","1.3","28.2","2.6","22.8","1.4","1400000US25025010300","Census Tract 103, Suffolk County, Massachusetts"
"40.4","3.1","40.1","4.5","40.6","4.1","1400000US25025010403","Census Tract 104.03, Suffolk County, Massachusetts"
"29.9","1.8","32.0","2.8","28.1","1.8","1400000US25025010404","Census Tract 104.04, Suffolk County, Massachusetts"
"27.4","1.3","30.6","1.7","24.7","1.9","1400000US25025010405","Census Tract 104.05, Suffolk County, Massachusetts"
"39.9","1.7","40.9","3.1","39.2","2.1","1400000US25025010408","Census Tract 104.08, Suffolk County, Massachusetts"
"39.3","2.6","38.8","3.7","39.8","3.2","1400000US25025010500","Census Tract 105, Suffolk County, Massachusetts"
"48.1","2.8","53.2","3.2","43.8","3.7","1400000US25025010600","Census Tract 106, Suffolk County, Massachusetts"
"42.1","1.9","45.5","2.6","38.8","2.6","1400000US25025010701","Census Tract 107.01, Suffolk County, Massachusetts"
"41.1","1.8","44.5","2.5","38.4","2.8","1400000US25025010702","Census Tract 107.02, Suffolk County, Massachusetts"
"42.9","2.8","48.6","3.5","38.0","3.3","1400000US25025010801","Census Tract 108.01, Suffolk County, Massachusetts"
"44.8","2.3","47.3","2.6","42.1","2.7","1400000US25025010802","Census Tract 108.02, Suffolk County, Massachusetts"
"46.9","3.1","52.3","4.9","41.2","2.2","1400000US25025020101","Census Tract 201.01, Suffolk County, Massachusetts"
"45.7","2.1","49.6","2.5","42.1","2.7","1400000US25025020200","Census Tract 202, Suffolk County, Massachusetts"
"49.7","4.3","50.0","3.1","49.5","6.2","1400000US25025020301","Census Tract 203.01, Suffolk County, Massachusetts"
"47.0","2.2","48.2","2.6","45.9","3.7","1400000US25025020302","Census Tract 203.02, Suffolk County, Massachusetts"
"46.7","2.1","47.8","2.7","45.4","2.8","1400000US25025020303","Census Tract 203.03, Suffolk County, Massachusetts"
"43.2","1.5","45.5","2.2","40.8","1.8","1400000US25025030100","Census Tract 301, Suffolk County, Massachusetts"
"43.4","2.1","43.5","3.1","43.3","2.6","1400000US25025030200","Census Tract 302, Suffolk County, Massachusetts"
"46.6","2.7","48.7","3.2","43.9","3.9","1400000US25025030300","Census Tract 303, Suffolk County, Massachusetts"
"44.3","1.7","45.3","1.8","43.4","2.8","1400000US25025030400","Census Tract 304, Suffolk County, Massachusetts"
"46.2","2.4","48.8","2.9","44.2","2.8","1400000US25025030500","Census Tract 305, Suffolk County, Massachusetts"
"43.6","1.4","45.3","1.5","42.0","2.1","1400000US25025040100","Census Tract 401, Suffolk County, Massachusetts"
"41.7","2.1","45.1","3.2","39.2","2.3","1400000US25025040200","Census Tract 402, Suffolk County, Massachusetts"
"42.5","1.1","44.6","1.7","40.6","1.9","1400000US25025040300","Census Tract 403, Suffolk County, Massachusetts"
"40.0","1.8","42.7","2.5","37.3","2.7","1400000US25025040401","Census Tract 404.01, Suffolk County, Massachusetts"
"43.9","1.2","45.3","2.0","42.0","1.9","1400000US25025040600","Census Tract 406, Suffolk County, Massachusetts"
"41.8","2.9","43.9","3.9","40.0","2.7","1400000US25025040801","Census Tract 408.01, Suffolk County, Massachusetts"
"38.5","1.3","40.1","1.7","36.3","2.0","1400000US25025050101","Census Tract 501.01, Suffolk County, Massachusetts"
"37.9","1.8","40.4","1.9","33.8","2.9","1400000US25025050200","Census Tract 502, Suffolk County, Massachusetts"
"36.2","1.8","39.6","3.1","32.8","2.5","1400000US25025050300","Census Tract 503, Suffolk County, Massachusetts"
"41.0","3.3","43.5","3.6","36.7","3.6","1400000US25025050400","Census Tract 504, Suffolk County, Massachusetts"
"37.1","1.6","39.6","1.8","34.8","2.7","1400000US25025050500","Census Tract 505, Suffolk County, Massachusetts"
"39.4","1.9","40.2","2.8","38.2","1.7","1400000US25025050600","Census Tract 506, Suffolk County, Massachusetts"
"39.6","1.6","41.7","1.9","35.0","2.3","1400000US25025050700","Census Tract 507, Suffolk County, Massachusetts"
"38.2","1.6","40.0","2.4","35.4","2.0","1400000US25025050901","Census Tract 509.01, Suffolk County, Massachusetts"
"39.2","2.0","43.4","2.4","35.3","2.4","1400000US25025051000","Census Tract 510, Suffolk County, Massachusetts"
"38.0","2.0","41.8","2.5","33.4","2.5","1400000US25025051101","Census Tract 511.01, Suffolk County, Massachusetts"
"41.4","3.1","43.1","5.3","39.3","2.2","1400000US25025051200","Census Tract 512, Suffolk County, Massachusetts"
"42.3","1.6","44.3","1.5","39.8","2.6","1400000US25025060101","Census Tract 601.01, Suffolk County, Massachusetts"
"42.8","1.3","44.3","2.0","41.3","1.8","1400000US25025060200","Census Tract 602, Suffolk County, Massachusetts"
"43.1","1.3","44.3","2.4","42.2","1.4","1400000US25025060301","Census Tract 603.01, Suffolk County, Massachusetts"
"43.1","1.2","44.7","2.0","41.7","1.5","1400000US25025060400","Census Tract 604, Suffolk County, Massachusetts"
"43.1","1.6","44.9","1.7","40.7","2.3","1400000US25025060501","Census Tract 605.01, Suffolk County, Massachusetts"
"46.8","1.3","48.9","1.6","44.0","1.9","1400000US25025060600","Census Tract 606, Suffolk County, Massachusetts"
"31.3","2.2","33.1","3.7","30.2","2.3","1400000US25025060700","Census Tract 607, Suffolk County, Massachusetts"
"44.6","1.3","48.1","2.5","41.7","1.6","1400000US25025060800","Census Tract 608, Suffolk County, Massachusetts"
"39.3","2.4","41.2","3.5","37.1","2.7","1400000US25025061000","Census Tract 610, Suffolk County, Massachusetts"
"32.6","2.3","36.6","3.9","29.7","2.8","1400000US25025061101","Census Tract 611.01, Suffolk County, Massachusetts"
"45.1","1.3","45.1","1.5","45.0","2.1","1400000US25025061200","Census Tract 612, Suffolk County, Massachusetts"
"42.4","2.0","43.8","2.1","41.1","2.9","1400000US25025070101","Census Tract 701.01, Suffolk County, Massachusetts"
"33.9","2.5","39.6","3.1","29.5","2.8","1400000US25025070200","Census Tract 702, Suffolk County, Massachusetts"
"45.3","1.8","45.5","2.6","45.1","2.4","1400000US25025070300","Census Tract 703, Suffolk County, Massachusetts"
"41.3","2.1","42.6","3.3","40.1","2.0","1400000US25025070402","Census Tract 704.02, Suffolk County, Massachusetts"
"42.3","2.3","44.1","2.8","40.4","3.6","1400000US25025070500","Census Tract 705, Suffolk County, Massachusetts"
"43.2","1.7","45.5","1.7","40.8","2.6","1400000US25025070600","Census Tract 706, Suffolk County, Massachusetts"
"45.1","2.5","49.5","3.3","40.7","2.4","1400000US25025070700","Census Tract 707, Suffolk County, Massachusetts"
"43.1","1.9","46.5","2.6","40.5","2.5","1400000US25025070800","Census Tract 708, Suffolk County, Massachusetts"
"40.4","2.2","46.3","4.1","37.0","2.1","1400000US25025070900","Census Tract 709, Suffolk County, Massachusetts"
"43.0","2.6","43.6","3.3","42.3","4.9","1400000US25025071101","Census Tract 711.01, Suffolk County, Massachusetts"
"40.7","2.7","41.8","3.0","39.6","3.3","1400000US25025071201","Census Tract 712.01, Suffolk County, Massachusetts"
"35.8","2.0","39.0","2.3","32.5","3.2","1400000US25025080100","Census Tract 801, Suffolk County, Massachusetts"
"35.6","2.7","36.8","3.6","34.7","2.7","1400000US25025080300","Census Tract 803, Suffolk County, Massachusetts"
"31.4","2.3","34.0","4.1","29.4","3.1","1400000US25025080401","Census Tract 804.01, Suffolk County, Massachusetts"
"33.7","1.9","35.1","2.3","32.1","2.7","1400000US25025080500","Census Tract 805, Suffolk County, Massachusetts"
"28.2","2.0","31.3","2.5","26.0","2.3","1400000US25025080601","Census Tract 806.01, Suffolk County, Massachusetts"
"30.0","1.8","32.3","2.8","27.7","2.5","1400000US25025080801","Census Tract 808.01, Suffolk County, Massachusetts"
"37.2","1.8","37.3","2.3","37.0","2.8","1400000US25025080900","Census Tract 809, Suffolk County, Massachusetts"
"35.8","2.1","36.2","3.0","35.3","2.6","1400000US25025081001","Census Tract 810.01, Suffolk County, Massachusetts"
"39.2","2.4","39.0","4.4","39.5","2.2","1400000US25025081100","Census Tract 811, Suffolk County, Massachusetts"
"35.5","1.6","38.3","2.6","33.4","2.4","1400000US25025081200","Census Tract 812, Suffolk County, Massachusetts"
"35.2","2.7","37.0","2.5","33.9","4.2","1400000US25025081300","Census Tract 813, Suffolk County, Massachusetts"
"37.5","1.9","37.8","2.8","37.1","2.4","1400000US25025081400","Census Tract 814, Suffolk County, Massachusetts"
"35.1","2.5","37.5","2.3","33.5","3.3","1400000US25025081500","Census Tract 815, Suffolk County, Massachusetts"
"36.8","1.7","37.5","2.9","36.2","2.0","1400000US25025081700","Census Tract 817, Suffolk County, Massachusetts"
"38.0","1.9","38.8","1.8","37.6","2.7","1400000US25025081800","Census Tract 818, Suffolk County, Massachusetts"
"34.2","1.7","34.9","2.8","33.7","2.4","1400000US25025081900","Census Tract 819, Suffolk County, Massachusetts"
"36.3","1.9","37.6","2.9","35.2","2.3","1400000US25025082000","Census Tract 820, Suffolk County, Massachusetts"
"35.1","2.2","39.1","2.6","32.9","2.8","1400000US25025082100","Census Tract 821, Suffolk County, Massachusetts"
"37.5","1.2","38.9","1.8","36.2","1.4","1400000US25025090100","Census Tract 901, Suffolk County, Massachusetts"
"34.1","2.2","35.5","2.3","32.2","4.2","1400000US25025090200","Census Tract 902, Suffolk County, Massachusetts"
"31.6","3.1","31.0","5.2","32.2","2.7","1400000US25025090300","Census Tract 903, Suffolk County, Massachusetts"
"34.5","1.9","35.2","2.4","33.9","2.3","1400000US25025090400","Census Tract 904, Suffolk County, Massachusetts"
"36.1","1.5","36.6","1.9","35.5","1.7","1400000US25025090600","Census Tract 906, Suffolk County, Massachusetts"
"40.4","1.6","41.0","2.2","39.5","1.5","1400000US25025090700","Census Tract 907, Suffolk County, Massachusetts"
"33.6","2.1","35.5","3.0","31.7","2.6","1400000US25025090901","Census Tract 909.01, Suffolk County, Massachusetts"
"42.5","2.7","42.6","3.0","42.4","3.4","1400000US25025091001","Census Tract 910.01, Suffolk County, Massachusetts"
"38.9","1.2","39.6","1.8","38.0","1.1","1400000US25025091100","Census Tract 911, Suffolk County, Massachusetts"
"38.4","2.3","39.7","2.7","36.6","2.9","1400000US25025091200","Census Tract 912, Suffolk County, Massachusetts"
"36.9","1.2","39.3","1.4","34.6","1.7","1400000US25025091300","Census Tract 913, Suffolk County, Massachusetts"
"36.0","2.5","37.3","2.7","34.9","2.7","1400000US25025091400","Census Tract 914, Suffolk County, Massachusetts"
"36.7","1.1","38.6","1.2","34.8","1.8","1400000US25025091500","Census Tract 915, Suffolk County, Massachusetts"
"36.8","1.4","38.1","1.8","35.4","1.8","1400000US25025091600","Census Tract 916, Suffolk County, Massachusetts"
"34.5","1.6","36.3","2.3","32.9","1.8","1400000US25025091700","Census Tract 917, Suffolk County, Massachusetts"
"35.5","1.9","38.9","2.1","32.8","2.4","1400000US25025091800","Census Tract 918, Suffolk County, Massachusetts"
"36.6","1.7","37.0","2.3","36.3","2.6","1400000US25025091900","Census Tract 919, Suffolk County, Massachusetts"
"38.9","2.2","40.7","3.5","37.4","1.5","1400000US25025092000","Census Tract 920, Suffolk County, Massachusetts"
"36.4","1.6","37.5","2.0","35.3","2.2","1400000US25025092101","Census Tract 921.01, Suffolk County, Massachusetts"
"37.4","1.8","36.3","2.2","38.4","2.2","1400000US25025092200","Census Tract 922, Suffolk County, Massachusetts"
"36.8","1.5","38.0","2.2","35.9","1.8","1400000US25025092300","Census Tract 923, Suffolk County, Massachusetts"
"34.7","1.8","36.2","2.6","33.2","2.4","1400000US25025092400","Census Tract 924, Suffolk County, Massachusetts"
"35.8","1.5","38.3","2.4","34.1","1.6","1400000US25025100100","Census Tract 1001, Suffolk County, Massachusetts"
"37.5","1.8","39.5","3.2","36.0","2.0","1400000US25025100200","Census Tract 1002, Suffolk County, Massachusetts"
"35.5","1.9","40.8","2.3","32.7","2.1","1400000US25025100300","Census Tract 1003, Suffolk County, Massachusetts"
"35.7","1.8","38.5","1.9","33.9","2.3","1400000US25025100400","Census Tract 1004, Suffolk County, Massachusetts"
"36.7","2.1","39.2","3.0","34.8","2.1","1400000US25025100500","Census Tract 1005, Suffolk County, Massachusetts"
"40.7","1.7","42.2","2.1","39.1","2.6","1400000US25025100601","Census Tract 1006.01, Suffolk County, Massachusetts"
"40.2","1.4","44.2","2.3","37.7","2.0","1400000US25025100603","Census Tract 1006.03, Suffolk County, Massachusetts"
"42.0","1.8","45.3","2.3","37.8","2.5","1400000US25025100700","Census Tract 1007, Suffolk County, Massachusetts"
"41.4","1.6","44.1","2.7","38.5","2.0","1400000US25025100800","Census Tract 1008, Suffolk County, Massachusetts"
"39.0","1.5","41.0","2.3","36.6","2.2","1400000US25025100900","Census Tract 1009, Suffolk County, Massachusetts"
"37.3","2.6","37.5","2.4","37.2","4.0","1400000US25025101001","Census Tract 1010.01, Suffolk County, Massachusetts"
"36.1","2.2","37.9","3.6","34.9","2.1","1400000US25025101002","Census Tract 1010.02, Suffolk County, Massachusetts"
"37.2","2.0","37.4","3.1","37.1","2.6","1400000US25025101101","Census Tract 1011.01, Suffolk County, Massachusetts"
"36.0","1.8","38.9","3.6","33.4","2.0","1400000US25025101102","Census Tract 1011.02, Suffolk County, Massachusetts"
"36.7","1.7","41.3","1.8","32.3","2.0","1400000US25025110103","Census Tract 1101.03, Suffolk County, Massachusetts"
"37.4","1.4","38.2","1.8","36.6","2.0","1400000US25025110201","Census Tract 1102.01, Suffolk County, Massachusetts"
"38.9","1.7","40.0","2.6","37.9","1.8","1400000US25025110301","Census Tract 1103.01, Suffolk County, Massachusetts"
"37.3","1.6","39.2","1.7","35.5","2.4","1400000US25025110401","Census Tract 1104.01, Suffolk County, Massachusetts"
"38.1","2.3","41.1","3.1","35.5","2.5","1400000US25025110403","Census Tract 1104.03, Suffolk County, Massachusetts"
"40.4","1.7","42.6","2.0","38.4","2.8","1400000US25025110501","Census Tract 1105.01, Suffolk County, Massachusetts"
"39.8","1.1","40.7","1.4","38.9","1.8","1400000US25025110502","Census Tract 1105.02, Suffolk County, Massachusetts"
"41.9","1.6","43.7","2.4","40.0","1.8","1400000US25025110601","Census Tract 1106.01, Suffolk County, Massachusetts"
"38.7","1.7","41.3","1.8","36.3","2.6","1400000US25025110607","Census Tract 1106.07, Suffolk County, Massachusetts"
"41.6","2.2","43.8","2.6","39.7","2.8","1400000US25025120103","Census Tract 1201.03, Suffolk County, Massachusetts"
"41.1","1.7","41.4","2.6","40.8","2.2","1400000US25025120104","Census Tract 1201.04, Suffolk County, Massachusetts"
"40.1","6.3","47.1","3.6","35.0","8.5","1400000US25025120105","Census Tract 1201.05, Suffolk County, Massachusetts"
"41.0","1.2","41.5","1.5","40.3","2.0","1400000US25025120201","Census Tract 1202.01, Suffolk County, Massachusetts"
"39.2","1.9","40.8","2.4","37.6","2.1","1400000US25025120301","Census Tract 1203.01, Suffolk County, Massachusetts"
"40.9","2.6","41.1","2.1","40.7","4.5","1400000US25025120400","Census Tract 1204, Suffolk County, Massachusetts"
"39.1","1.4","40.4","2.3","37.9","1.4","1400000US25025120500","Census Tract 1205, Suffolk County, Massachusetts"
"43.1","2.5","45.8","4.7","40.5","2.1","1400000US25025120600","Census Tract 1206, Suffolk County, Massachusetts"
"40.8","2.2","44.1","2.6","37.9","2.9","1400000US25025120700","Census Tract 1207, Suffolk County, Massachusetts"
"39.3","2.1","41.7","3.1","36.7","2.3","1400000US25025130100","Census Tract 1301, Suffolk County, Massachusetts"
"39.5","1.0","41.8","1.5","37.5","1.4","1400000US25025130200","Census Tract 1302, Suffolk County, Massachusetts"
"39.2","1.6","40.9","2.3","37.5","1.9","1400000US25025130300","Census Tract 1303, Suffolk County, Massachusetts"
"40.3","1.8","42.0","2.7","39.2","2.2","1400000US25025130402","Census Tract 1304.02, Suffolk County, Massachusetts"
"37.1","1.6","40.9","1.9","33.1","2.5","1400000US25025130404","Census Tract 1304.04, Suffolk County, Massachusetts"
"37.8","2.0","38.2","3.0","37.5","2.1","1400000US25025130406","Census Tract 1304.06, Suffolk County, Massachusetts"
"37.3","1.7","39.0","3.0","36.1","1.7","1400000US25025140102","Census Tract 1401.02, Suffolk County, Massachusetts"
"38.0","1.8","39.1","2.6","36.8","2.4","1400000US25025140105","Census Tract 1401.05, Suffolk County, Massachusetts"
"36.0","2.0","39.1","2.6","33.6","2.7","1400000US25025140106","Census Tract 1401.06, Suffolk County, Massachusetts"
"39.1","1.5","42.5","2.1","36.3","2.0","1400000US25025140107","Census Tract 1401.07, Suffolk County, Massachusetts"
"40.7","1.7","42.4","1.8","38.8","2.4","1400000US25025140201","Census Tract 1402.01, Suffolk County, Massachusetts"
"37.1","1.8","39.6","2.4","34.7","2.8","1400000US25025140202","Census Tract 1402.02, Suffolk County, Massachusetts"
"34.5","2.8","35.9","3.1","33.0","3.7","1400000US25025140300","Census Tract 1403, Suffolk County, Massachusetts"
"35.8","1.5","36.7","2.2","35.2","2.1","1400000US25025140400","Census Tract 1404, Suffolk County, Massachusetts"
"37.0","1.7","40.8","2.5","31.1","2.8","1400000US25025160101","Census Tract 1601.01, Suffolk County, Massachusetts"
"37.6","1.6","40.4","2.2","33.4","2.4","1400000US25025160200","Census Tract 1602, Suffolk County, Massachusetts"
"39.3","2.1","42.3","3.1","36.6","3.3","1400000US25025160300","Census Tract 1603, Suffolk County, Massachusetts"
"39.1","1.1","40.7","1.7","36.9","1.4","1400000US25025160400","Census Tract 1604, Suffolk County, Massachusetts"
"36.9","1.7","38.3","2.2","35.4","2.8","1400000US25025160501","Census Tract 1605.01, Suffolk County, Massachusetts"
"36.5","1.5","39.2","2.9","33.4","1.9","1400000US25025160502","Census Tract 1605.02, Suffolk County, Massachusetts"
"37.7","1.6","38.3","2.2","36.8","2.3","1400000US25025160601","Census Tract 1606.01, Suffolk County, Massachusetts"
"38.8","1.6","41.1","2.0","36.1","2.1","1400000US25025160602","Census Tract 1606.02, Suffolk County, Massachusetts"
"40.0","1.7","44.2","2.6","34.9","2.1","1400000US25025170100","Census Tract 1701, Suffolk County, Massachusetts"
"38.2","2.0","40.6","2.0","35.3","3.4","1400000US25025170200","Census Tract 1702, Suffolk County, Massachusetts"
"38.7","1.5","42.8","2.2","34.7","1.7","1400000US25025170300","Census Tract 1703, Suffolk County, Massachusetts"
"37.4","1.4","38.5","2.4","36.0","2.2","1400000US25025170400","Census Tract 1704, Suffolk County, Massachusetts"
"38.2","2.0","41.2","2.9","35.2","1.8","1400000US25025170501","Census Tract 1705.01, Suffolk County, Massachusetts"
"38.9","2.5","38.9","2.9","39.0","3.1","1400000US25025170502","Census Tract 1705.02, Suffolk County, Massachusetts"
"39.6","1.7","41.7","2.5","37.3","2.0","1400000US25025170601","Census Tract 1706.01, Suffolk County, Massachusetts"
"37.4","2.1","40.2","2.5","33.7","2.7","1400000US25025170701","Census Tract 1707.01, Suffolk County, Massachusetts"
"39.1","1.6","39.9","2.0","38.0","2.7","1400000US25025170702","Census Tract 1707.02, Suffolk County, Massachusetts"
"37.2","1.7","39.0","2.3","34.6","2.3","1400000US25025170800","Census Tract 1708, Suffolk County, Massachusetts"
"37.9","2.8","41.7","3.4","34.4","3.6","1400000US25025180101","Census Tract 1801.01, Suffolk County, Massachusetts"
"39.3","2.3","42.5","2.8","35.8","3.5","1400000US25025180200","Census Tract 1802, Suffolk County, Massachusetts"
"39.1","1.8","41.2","3.4","36.5","2.4","1400000US25025180301","Census Tract 1803.01, Suffolk County, Massachusetts"
"38.1","1.4","40.2","2.4","36.2","1.7","1400000US25025180400","Census Tract 1804, Suffolk County, Massachusetts"
"37.4","1.8","38.9","2.0","36.3","2.4","1400000US25025180500","Census Tract 1805, Suffolk County, Massachusetts"
"33.2","3.2","33.0","3.1","34.1","15.4","1400000US25025980101","Census Tract 9801.01, Suffolk County, Massachusetts"
"33.2","7.5","33.2","7.5","-","**","1400000US25025980300","Census Tract 9803, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025980700","Census Tract 9807, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981000","Census Tract 9810, Suffolk County, Massachusetts"
"33.0","3.4","33.7","4.0","32.3","5.5","1400000US25025981100","Census Tract 9811, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981201","Census Tract 9812.01, Suffolk County, Massachusetts"
"47.4","7.3","47.4","7.3","-","**","1400000US25025981202","Census Tract 9812.02, Suffolk County, Massachusetts"
"44.7","1.8","45.0","2.0","44.1","3.2","1400000US25025981300","Census Tract 9813, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981501","Census Tract 9815.01, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981502","Census Tract 9815.02, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981600","Census Tract 9816, Suffolk County, Massachusetts"
"-","**","-","**","-","**","1400000US25025981700","Census Tract 9817, Suffolk County, Massachusetts"
"null","null","null","null","null","null","1400000US25025981800","Census Tract 9818, Suffolk County, Massachusetts"
"null","null","null","null","null","null","1400000US25025990101","Census Tract 9901.01, Suffolk County, Massachusetts"
