"B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","GEO_ID","NAME"
"2117","115","805","143","1312","178","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"1504","93","650","125","854","141","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"2448","137","779","132","1669","174","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"2306","124","1038","159","1268","142","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"1960","135","1082","205","878","187","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"1048","62","537","93","511","101","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"2393","118","2143","157","250","117","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"1319","78","836","80","483","97","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"2119","118","800","136","1319","164","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"2408","141","1145","219","1263","248","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"2604","199","324","126","2280","209","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"2059","201","686","199","1373","249","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"1627","94","706","129","921","142","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"2480","132","1375","161","1105","163","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"1977","134","1202","161","775","161","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"2479","105","858","169","1621","172","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"484","30","288","43","196","48","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"3469","194","1216","156","2253","226","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"1639","81","673","138","966","142","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"1570","84","677","152","893","147","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"1911","102","627","126","1284","151","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"1361","84","789","105","572","107","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"2470","149","1047","174","1423","194","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"2643","205","853","234","1790","291","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"2820","117","950","177","1870","193","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"1607","95","563","130","1044","139","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"1025","71","218","51","807","77","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"2934","143","978","213","1956","234","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"2643","120","1225","162","1418","169","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"1218","101","462","89","756","103","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"2460","95","865","135","1595","148","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"702","58","286","58","416","60","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"977","60","425","76","552","80","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"2873","182","805","166","2068","226","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"896","62","469","57","427","56","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"1586","71","528","91","1058","102","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"2910","176","942","177","1968","175","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"2484","172","917","151","1567","196","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"1943","88","584","109","1359","123","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"1952","90","540","94","1412","115","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"1894","156","369","114","1525","188","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"1660","88","593","112","1067","146","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"1521","83","520","99","1001","114","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"1124","94","310","95","814","104","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"1630","160","515","96","1115","156","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"1299","103","703","129","596","138","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"1044","71","275","63","769","85","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"2248","157","353","95","1895","172","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"750","51","193","42","557","59","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"1166","106","371","81","795","125","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
"1136","47","340","106","796","103","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"947","92","254","85","693","130","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"928","57","312","59","616","74","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"1298","89","777","113","521","117","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"1838","114","497","126","1341","160","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"880","86","123","52","757","94","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"248","52","0","12","248","52","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"1820","105","535","110","1285","129","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"1843","93","987","117","856","124","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"1317","97","445","113","872","155","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"1308","92","492","91","816","95","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"1336","129","473","108","863","123","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"1696","113","542","110","1154","115","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"2650","222","743","142","1907","230","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"1298","114","173","52","1125","123","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"1878","114","628","96","1250","122","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"1441","134","591","97","850","126","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"1342","93","995","123","347","103","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"1586","91","717","76","869","103","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
"755","46","473","66","282","56","1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts"
"1281","76","581","97","700","93","1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts"
"2733","192","951","127","1782","209","1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts"
"1182","81","572","92","610","111","1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts"
"1053","48","493","55","560","62","1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts"
"3426","216","581","127","2845","221","1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts"
"1478","85","618","107","860","106","1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts"
"1327","79","749","94","578","83","1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts"
"2316","126","1020","162","1296","165","1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts"
"2922","152","2151","173","771","154","1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts"
"2859","113","1887","144","972","140","1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts"
"1985","113","1213","106","772","111","1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts"
"1760","49","1357","87","403","81","1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts"
"2898","205","982","185","1916","277","1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts"
"2998","158","1697","189","1301","198","1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts"
"1735","117","1213","96","522","125","1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts"
"1116","50","930","60","186","58","1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts"
"1247","69","719","84","528","94","1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts"
"889","47","626","54","263","54","1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts"
"857","39","499","64","358","55","1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts"
"1018","61","510","76","508","83","1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts"
"1657","78","826","138","831","124","1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts"
"1300","59","1013","87","287","70","1400000US25017357800","Census Tract 3578, Middlesex County, Massachusetts"
"1837","78","1675","92","162","60","1400000US25017358100","Census Tract 3581, Middlesex County, Massachusetts"
"2255","102","1433","141","822","132","1400000US25017358300","Census Tract 3583, Middlesex County, Massachusetts"
"1895","70","1549","104","346","93","1400000US25017358400","Census Tract 3584, Middlesex County, Massachusetts"
"1844","70","1600","95","244","74","1400000US25017358500","Census Tract 3585, Middlesex County, Massachusetts"
"2139","120","1738","148","401","125","1400000US25017358600","Census Tract 3586, Middlesex County, Massachusetts"
"1841","74","1653","103","188","64","1400000US25017358700","Census Tract 3587, Middlesex County, Massachusetts"
"2530","138","1660","176","870","145","1400000US25017359100","Census Tract 3591, Middlesex County, Massachusetts"
"2782","111","2266","145","516","99","1400000US25017359300","Census Tract 3593, Middlesex County, Massachusetts"
"554","42","0","12","554","42","1400000US25017360100","Census Tract 3601, Middlesex County, Massachusetts"
"2155","99","1608","157","547","118","1400000US25017360200","Census Tract 3602, Middlesex County, Massachusetts"
"2176","126","1808","149","368","129","1400000US25017361100","Census Tract 3611, Middlesex County, Massachusetts"
"2327","109","1364","104","963","127","1400000US25017361200","Census Tract 3612, Middlesex County, Massachusetts"
"2132","140","1806","137","326","125","1400000US25017361300","Census Tract 3613, Middlesex County, Massachusetts"
"1876","89","1774","93","102","56","1400000US25017362100","Census Tract 3621, Middlesex County, Massachusetts"
"2701","134","1445","175","1256","149","1400000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts"
"1337","64","1108","75","229","65","1400000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts"
"2246","77","1971","126","275","125","1400000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts"
"1146","66","891","75","255","63","1400000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts"
"1365","45","1108","73","257","60","1400000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts"
"2274","135","1750","154","524","135","1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts"
"1988","137","1610","154","378","137","1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts"
"2664","70","2571","90","93","78","1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts"
"2046","77","1885","86","161","51","1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts"
"1676","52","1393","82","283","78","1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts"
"1666","99","1420","97","246","83","1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts"
"1199","60","1178","57","21","22","1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts"
"1921","81","1775","81","146","53","1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts"
"1365","76","1237","91","128","58","1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts"
"2422","145","2011","160","411","119","1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts"
"2527","135","1393","205","1134","170","1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts"
"1410","64","1213","89","197","66","1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts"
"1688","77","1161","108","527","101","1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts"
"2335","135","995","166","1340","186","1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts"
"2266","129","1053","143","1213","172","1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts"
"1624","94","311","84","1313","118","1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts"
"2478","116","817","165","1661","191","1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts"
"1048","68","302","97","746","107","1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts"
"2331","141","986","180","1345","197","1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts"
"2047","114","1564","139","483","123","1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts"
"1414","122","359","99","1055","137","1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts"
"558","24","507","34","51","27","1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts"
"1964","69","1579","111","385","111","1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts"
"2941","124","1764","192","1177","170","1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts"
"4161","163","1935","178","2226","204","1400000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts"
"1603","93","902","96","701","103","1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts"
"1762","95","1121","123","641","133","1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts"
"2742","163","1175","217","1567","233","1400000US25017370300","Census Tract 3703, Middlesex County, Massachusetts"
"2411","160","1195","148","1216","164","1400000US25017370400","Census Tract 3704, Middlesex County, Massachusetts"
"2001","148","1300","170","701","177","1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts"
"1948","94","865","127","1083","156","1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts"
"1204","78","713","88","491","78","1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts"
"1337","75","821","100","516","82","1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts"
"1809","103","1534","111","275","96","1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts"
"985","48","697","73","288","76","1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts"
"1346","61","1212","75","134","69","1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts"
"2356","135","1678","131","678","120","1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts"
"2470","124","1980","192","490","194","1400000US25017373900","Census Tract 3739, Middlesex County, Massachusetts"
"1643","101","1490","90","153","47","1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts"
"1896","99","1227","111","669","118","1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts"
"1571","76","1219","89","352","80","1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts"
"1284","58","1156","70","128","57","1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts"
"2081","155","1585","121","496","150","1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts"
"1663","64","1173","96","490","98","1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts"
"1909","89","1472","112","437","106","1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts"
"1758","98","1033","97","725","120","1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts"
"1396","86","921","88","475","101","1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts"
"1829","68","1745","73","84","42","1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts"
"2026","136","1573","130","453","132","1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts"
"2248","109","1790","145","458","128","1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts"
"2040","115","1514","125","526","123","1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts"
"2196","152","1137","146","1059","144","1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts"
"2329","139","815","158","1514","205","1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts"
"1869","53","1449","109","420","102","1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts"
"1292","90","266","73","1026","116","1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts"
"1949","90","181","74","1768","103","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"2285","176","983","164","1302","212","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"1305","105","670","119","635","121","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"2460","111","996","176","1464","192","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"2196","97","562","103","1634","128","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"966","87","610","87","356","95","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"2442","135","1296","177","1146","199","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"2124","90","1531","154","593","169","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"2554","130","2071","158","483","155","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"3326","105","2604","176","722","164","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"1919","82","1835","83","84","36","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"570","44","482","43","88","46","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"2834","170","1129","162","1705","214","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"2646","106","2120","156","526","129","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"1111","59","724","96","387","96","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"3039","136","2767","163","272","102","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"1525","77","1464","76","61","41","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"1614","65","1479","82","135","55","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"2166","115","1900","109","266","113","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"1490","68","1437","61","53","40","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"2266","126","1558","123","708","124","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"2449","196","1785","230","664","174","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"1814","123","98","50","1716","132","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"0","12","0","12","0","12","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"2311","152","903","136","1408","190","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"2794","133","1325","181","1469","194","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"1565","85","778","100","787","107","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"2643","142","993","132","1650","193","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"2224","139","795","131","1429","159","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"2238","65","1370","160","868","169","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"1284","82","722","85","562","85","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"2335","138","975","138","1360","162","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"1894","87","766","109","1128","137","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"1244","72","687","93","557","89","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"1390","94","1078","89","312","82","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"2514","107","1560","147","954","137","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"1542","58","1227","95","315","95","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"1638","91","1087","112","551","100","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"850","44","703","52","147","39","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"1603","56","1514","72","89","45","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"2852","148","1776","146","1076","176","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"1550","116","932","112","618","133","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"2277","103","2247","101","30","37","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"1461","71","1372","70","89","38","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"2453","142","1945","138","508","154","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"2388","140","1691","173","697","155","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"1335","76","967","85","368","76","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
"1219","61","1092","60","127","45","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"1100","78","956","88","144","57","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"1711","74","1591","87","120","57","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"1384","50","1084","95","300","87","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"1700","66","1149","104","551","102","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"2031","70","1898","99","133","66","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"2071","92","1698","103","373","81","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"2174","93","1991","96","183","86","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"3161","153","2602","173","559","143","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
"2835","117","2749","126","86","60","1400000US25021408101","Census Tract 4081.01, Norfolk County, Massachusetts"
"1900","92","1507","111","393","97","1400000US25021408102","Census Tract 4081.02, Norfolk County, Massachusetts"
"1333","83","1246","85","87","47","1400000US25021409101","Census Tract 4091.01, Norfolk County, Massachusetts"
"1853","105","1801","109","52","29","1400000US25021409102","Census Tract 4091.02, Norfolk County, Massachusetts"
"2531","131","1773","148","758","141","1400000US25021410100","Census Tract 4101, Norfolk County, Massachusetts"
"1805","102","1275","93","530","85","1400000US25021410300","Census Tract 4103, Norfolk County, Massachusetts"
"2469","129","1278","162","1191","151","1400000US25021410400","Census Tract 4104, Norfolk County, Massachusetts"
"3013","116","2264","204","749","169","1400000US25021411100","Census Tract 4111, Norfolk County, Massachusetts"
"2430","138","1993","171","437","164","1400000US25021411200","Census Tract 4112, Norfolk County, Massachusetts"
"1983","128","1762","131","221","85","1400000US25021411301","Census Tract 4113.01, Norfolk County, Massachusetts"
"1320","77","1147","92","173","68","1400000US25021411302","Census Tract 4113.02, Norfolk County, Massachusetts"
"2326","115","1985","127","341","119","1400000US25021412100","Census Tract 4121, Norfolk County, Massachusetts"
"1413","97","1196","106","217","65","1400000US25021412200","Census Tract 4122, Norfolk County, Massachusetts"
"1793","106","1527","103","266","87","1400000US25021412300","Census Tract 4123, Norfolk County, Massachusetts"
"2037","178","1536","146","501","146","1400000US25021413100","Census Tract 4131, Norfolk County, Massachusetts"
"2956","95","1637","173","1319","175","1400000US25021413200","Census Tract 4132, Norfolk County, Massachusetts"
"1923","86","1417","100","506","97","1400000US25021413300","Census Tract 4133, Norfolk County, Massachusetts"
"1442","99","751","83","691","107","1400000US25021413401","Census Tract 4134.01, Norfolk County, Massachusetts"
"1814","116","696","97","1118","131","1400000US25021413402","Census Tract 4134.02, Norfolk County, Massachusetts"
"1799","94","844","112","955","122","1400000US25021413500","Census Tract 4135, Norfolk County, Massachusetts"
"2058","117","1758","130","300","116","1400000US25021414100","Census Tract 4141, Norfolk County, Massachusetts"
"2394","77","2383","82","11","19","1400000US25021414200","Census Tract 4142, Norfolk County, Massachusetts"
"1892","89","1467","98","425","96","1400000US25021414300","Census Tract 4143, Norfolk County, Massachusetts"
"1748","68","1640","73","108","47","1400000US25021415101","Census Tract 4151.01, Norfolk County, Massachusetts"
"3372","166","2266","226","1106","203","1400000US25021415102","Census Tract 4151.02, Norfolk County, Massachusetts"
"2502","148","1701","170","801","171","1400000US25021415200","Census Tract 4152, Norfolk County, Massachusetts"
"1442","70","1321","78","121","66","1400000US25021415300","Census Tract 4153, Norfolk County, Massachusetts"
"1903","144","1538","109","365","122","1400000US25021416101","Census Tract 4161.01, Norfolk County, Massachusetts"
"908","54","773","55","135","40","1400000US25021416102","Census Tract 4161.02, Norfolk County, Massachusetts"
"2275","109","1915","142","360","143","1400000US25021416200","Census Tract 4162, Norfolk County, Massachusetts"
"1780","91","1333","91","447","86","1400000US25021416300","Census Tract 4163, Norfolk County, Massachusetts"
"2009","111","1925","127","84","65","1400000US25021416400","Census Tract 4164, Norfolk County, Massachusetts"
"1682","65","1072","128","610","135","1400000US25021417100","Census Tract 4171, Norfolk County, Massachusetts"
"3308","147","1678","225","1630","255","1400000US25021417200","Census Tract 4172, Norfolk County, Massachusetts"
"1716","104","960","131","756","113","1400000US25021417300","Census Tract 4173, Norfolk County, Massachusetts"
"1059","57","827","77","232","82","1400000US25021417400","Census Tract 4174, Norfolk County, Massachusetts"
"2042","83","1235","156","807","164","1400000US25021417501","Census Tract 4175.01, Norfolk County, Massachusetts"
"1797","136","777","114","1020","124","1400000US25021417502","Census Tract 4175.02, Norfolk County, Massachusetts"
"1972","111","1048","163","924","167","1400000US25021417601","Census Tract 4176.01, Norfolk County, Massachusetts"
"2287","122","1162","130","1125","162","1400000US25021417602","Census Tract 4176.02, Norfolk County, Massachusetts"
"3065","205","854","178","2211","225","1400000US25021417701","Census Tract 4177.01, Norfolk County, Massachusetts"
"1016","73","673","74","343","71","1400000US25021417702","Census Tract 4177.02, Norfolk County, Massachusetts"
"2008","146","1595","172","413","151","1400000US25021417801","Census Tract 4178.01, Norfolk County, Massachusetts"
"1309","37","381","81","928","87","1400000US25021417802","Census Tract 4178.02, Norfolk County, Massachusetts"
"3259","225","757","185","2502","248","1400000US25021417901","Census Tract 4179.01, Norfolk County, Massachusetts"
"1431","82","707","96","724","109","1400000US25021417902","Census Tract 4179.02, Norfolk County, Massachusetts"
"3143","140","1073","197","2070","225","1400000US25021418002","Census Tract 4180.02, Norfolk County, Massachusetts"
"1340","56","466","69","874","76","1400000US25021418003","Census Tract 4180.03, Norfolk County, Massachusetts"
"1938","108","791","120","1147","143","1400000US25021418004","Census Tract 4180.04, Norfolk County, Massachusetts"
"2329","146","859","168","1470","191","1400000US25021418101","Census Tract 4181.01, Norfolk County, Massachusetts"
"1579","99","622","92","957","118","1400000US25021418102","Census Tract 4181.02, Norfolk County, Massachusetts"
"2907","102","1476","159","1431","180","1400000US25021418200","Census Tract 4182, Norfolk County, Massachusetts"
"2097","141","1526","152","571","154","1400000US25021419100","Census Tract 4191, Norfolk County, Massachusetts"
"1878","63","1389","112","489","109","1400000US25021419200","Census Tract 4192, Norfolk County, Massachusetts"
"1534","68","864","89","670","101","1400000US25021419300","Census Tract 4193, Norfolk County, Massachusetts"
"1232","73","839","83","393","90","1400000US25021419400","Census Tract 4194, Norfolk County, Massachusetts"
"1089","50","950","74","139","69","1400000US25021419500","Census Tract 4195, Norfolk County, Massachusetts"
"2730","130","2026","156","704","149","1400000US25021419600","Census Tract 4196, Norfolk County, Massachusetts"
"1713","70","1425","94","288","84","1400000US25021419700","Census Tract 4197, Norfolk County, Massachusetts"
"1743","83","1210","103","533","112","1400000US25021419800","Census Tract 4198, Norfolk County, Massachusetts"
"2952","185","2051","303","901","273","1400000US25021420100","Census Tract 4201, Norfolk County, Massachusetts"
"1189","75","920","92","269","68","1400000US25021420201","Census Tract 4202.01, Norfolk County, Massachusetts"
"2454","148","1541","177","913","194","1400000US25021420202","Census Tract 4202.02, Norfolk County, Massachusetts"
"2505","169","1751","214","754","190","1400000US25021420301","Census Tract 4203.01, Norfolk County, Massachusetts"
"2732","162","1774","210","958","205","1400000US25021420302","Census Tract 4203.02, Norfolk County, Massachusetts"
"2088","206","1617","205","471","175","1400000US25021421100","Census Tract 4211, Norfolk County, Massachusetts"
