"B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","GEO_ID","NAME"
"2801","149","1749","236","1052","251","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"1438","91","889","110","549","111","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"1474","76","1398","80","76","56","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"1158","76","910","95","248","85","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"1083","52","1040","77","43","63","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"2649","188","1336","158","1313","209","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"1501","86","579","136","922","137","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"1377","93","840","111","537","119","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"1724","63","1497","102","227","87","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"2803","125","2191","166","612","182","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"1607","100","1259","97","348","81","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"1093","46","920","72","173","71","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"2290","144","1443","207","847","202","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"1240","79","845","97","395","99","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"2722","99","1251","193","1471","217","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"1455","66","1261","84","194","64","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"2054","113","1786","116","268","67","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"1351","59","1343","62","8","12","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"2627","111","2249","148","378","135","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"1961","82","1168","95","793","106","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"1298","67","1166","78","132","64","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"1664","75","1541","106","123","97","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"1283","51","1003","66","280","72","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"2632","106","2076","136","556","115","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"1336","75","1209","72","127","51","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"2436","162","351","132","2085","200","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"1516","102","368","104","1148","115","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"1677","93","1241","108","436","99","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"1098","77","982","89","116","58","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"1565","59","1293","94","272","83","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"2478","87","1995","162","483","155","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"1263","89","1041","91","222","86","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"1351","96","578","96","773","116","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"1788","81","965","112","823","140","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"1833","116","416","96","1417","151","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"1992","143","989","174","1003","168","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"1552","106","853","127","699","143","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"1649","76","1494","92","155","72","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"2058","120","1284","175","774","157","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
"2710","160","2360","206","350","113","1400000US25009262100","Census Tract 2621, Essex County, Massachusetts"
"1678","99","1541","93","137","67","1400000US25009263100","Census Tract 2631, Essex County, Massachusetts"
"2448","128","2133","163","315","139","1400000US25009264100","Census Tract 2641, Essex County, Massachusetts"
"1509","65","1146","89","363","104","1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts"
"1786","70","1517","92","269","68","1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts"
"1730","84","1328","104","402","89","1400000US25009266100","Census Tract 2661, Essex County, Massachusetts"
"2226","122","1601","182","625","165","1400000US25009266200","Census Tract 2662, Essex County, Massachusetts"
"1712","90","1003","117","709","113","1400000US25009266300","Census Tract 2663, Essex County, Massachusetts"
"1547","54","1130","88","417","82","1400000US25009266400","Census Tract 2664, Essex County, Massachusetts"
"1787","155","1295","145","492","133","1400000US25009267101","Census Tract 2671.01, Essex County, Massachusetts"
"2104","152","1881","137","223","95","1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts"
"964","52","922","61","42","33","1400000US25009268100","Census Tract 2681, Essex County, Massachusetts"
"2810","146","2092","193","718","159","1400000US25009268200","Census Tract 2682, Essex County, Massachusetts"
"1998","144","1434","128","564","128","1400000US25009268300","Census Tract 2683, Essex County, Massachusetts"
"2064","184","1601","188","463","163","1400000US25009268400","Census Tract 2684, Essex County, Massachusetts"
"2577","200","2226","179","351","116","1400000US25009269100","Census Tract 2691, Essex County, Massachusetts"
"2210","106","1796","140","414","121","1400000US25009270100","Census Tract 2701, Essex County, Massachusetts"
"0","12","0","12","0","12","1400000US25009990100","Census Tract 9901, Essex County, Massachusetts"
"1167","49","1077","63","90","44","1400000US25017300100","Census Tract 3001, Middlesex County, Massachusetts"
"1649","99","1331","93","318","90","1400000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts"
"1871","90","1703","99","168","51","1400000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts"
"3083","135","643","128","2440","163","1400000US25017310100","Census Tract 3101, Middlesex County, Massachusetts"
"2084","151","843","187","1241","209","1400000US25017310200","Census Tract 3102, Middlesex County, Massachusetts"
"2219","141","896","177","1323","196","1400000US25017310300","Census Tract 3103, Middlesex County, Massachusetts"
"1157","79","463","83","694","112","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"1193","82","434","102","759","117","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
"2099","112","1161","170","938","191","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"1928","174","1127","177","801","196","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"1458","87","405","84","1053","111","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"805","67","199","50","606","70","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"1059","91","243","76","816","109","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"1338","88","520","104","818","121","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"2451","133","714","137","1737","178","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"987","79","477","111","510","124","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"1819","100","997","106","822","109","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"1523","82","885","111","638","108","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"1011","79","396","85","615","97","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"1198","57","110","46","1088","73","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"927","64","293","72","634","92","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"1230","74","373","119","857","127","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"1727","63","1175","139","552","126","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"2017","93","1531","138","486","133","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"977","55","228","56","749","70","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"1725","78","1311","101","414","75","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"1592","69","1158","93","434","83","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"2309","158","1947","178","362","123","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"2099","136","1712","189","387","155","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"2474","81","1862","171","612","163","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"3033","101","2381","219","652","212","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"1855","158","1408","178","447","141","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"3142","169","2473","203","669","196","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"997","67","916","74","81","55","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"1961","89","1842","104","119","71","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"3647","180","2593","180","1054","217","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"1678","88","1328","100","350","78","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"1200","37","1126","45","74","31","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"557","50","491","39","66","49","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"2779","109","2710","123","69","45","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"1710","62","1636","73","74","49","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"2328","104","1957","122","371","125","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"1460","69","1409","74","51","42","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"1475","61","1341","74","134","62","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"3505","187","1818","204","1687","256","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"2198","61","2031","94","167","69","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"2259","140","1801","160","458","113","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"2909","70","2016","157","893","154","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"1578","82","1354","82","224","64","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"1667","74","1578","79","89","47","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"1002","33","1002","33","0","12","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"1231","32","1192","39","39","23","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"1558","73","1295","90","263","84","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"1118","55","908","57","210","57","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"2501","63","2090","141","411","131","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"2380","102","2250","110","130","84","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"1821","62","1341","92","480","98","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"2761","74","2639","106","122","71","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"1609","60","1154","81","455","88","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"1934","112","1836","119","98","56","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"999","87","870","65","129","64","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"3371","144","2526","218","845","152","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"2817","145","1723","143","1094","172","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"2630","143","1719","186","911","184","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"3221","173","1532","173","1689","230","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"1420","79","844","101","576","107","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"2564","181","1416","199","1148","247","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"3078","149","1917","187","1161","194","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"1773","81","1560","103","213","97","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"1740","105","1295","115","445","121","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"2626","101","1648","176","978","190","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"1738","93","1210","129","528","124","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"2558","118","2262","141","296","88","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"2079","104","1878","96","201","71","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"1578","92","1352","105","226","80","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"3552","159","2245","246","1307","240","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"1591","88","1264","98","327","98","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"2480","138","2227","131","253","95","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"1319","70","1187","80","132","64","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"1692","92","1250","108","442","110","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"1433","79","1111","81","322","75","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"1178","48","1117","70","61","31","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"2940","132","2829","148","111","65","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"2603","134","2031","172","572","137","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"1157","47","873","63","284","63","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"2458","103","2138","119","320","103","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"1839","79","1604","86","235","60","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"2503","109","2211","128","292","118","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"2104","101","2011","125","93","72","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"3567","143","2158","187","1409","217","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"2707","118","2094","153","613","157","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"1623","112","1100","90","523","105","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"3136","99","2226","166","910","139","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"2121","122","1412","158","709","149","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"1549","130","854","136","695","131","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"2503","129","1612","196","891","199","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"2050","71","1519","103","531","94","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"1361","95","700","121","661","135","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"3215","155","1438","180","1777","192","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"2499","53","2185","113","314","99","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"1610","58","1124","84","486","75","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"2463","85","2263","113","200","93","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"2619","109","2161","127","458","126","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"2538","129","2003","178","535","157","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"2478","136","1741","172","737","204","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"1790","97","1104","111","686","115","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"1992","114","1480","128","512","127","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"1925","68","1663","111","262","90","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"2300","120","1572","197","728","206","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"2119","120","1874","141","245","92","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"2411","112","1976","135","435","131","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"2351","133","808","133","1543","162","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"2148","105","1226","123","922","154","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"1308","50","831","95","477","97","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"2151","83","1578","184","573","181","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"1444","92","877","88","567","102","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"2108","121","1554","129","554","123","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"2655","111","1478","161","1177","179","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"1060","56","934","68","126","56","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"1560","89","1154","100","406","98","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"1237","72","923","60","314","76","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"2063","61","2020","77","43","46","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"1964","78","1782","93","182","67","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"2910","72","2103","146","807","135","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"2090","73","1795","118","295","115","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"1083","103","560","103","523","104","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"1517","46","592","111","925","107","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"1541","97","788","122","753","141","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
