"B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","id","Geographic Area Name"
"4048","433","2727","370","2404","343","323","144","266","130","0","17","38","61","0","17","19","24","1074","277","243","138","790","241","41","39","0","17","0","17","0","17","0","17","65","79","57","43","19","30","106","65","1400000US25021418002","Census Tract 4180.02, Norfolk County, Massachusetts"
"1762","191","1477","177","1348","180","129","63","129","63","0","12","0","12","0","12","0","12","223","92","28","37","195","81","0","12","0","12","0","12","0","12","0","12","30","47","11","16","10","15","11","16","1400000US25021418003","Census Tract 4180.03, Norfolk County, Massachusetts"
"2519","228","1809","194","1573","209","236","128","100","74","93","78","0","12","18","20","25","22","618","173","174","130","434","130","10","18","0","12","0","12","8","17","0","12","0","12","56","46","0","12","28","27","1400000US25021418004","Census Tract 4180.04, Norfolk County, Massachusetts"
"2512","280","1462","265","1336","280","126","81","126","81","0","12","0","12","0","12","0","12","795","269","186","168","609","227","0","12","0","12","0","12","0","12","0","12","0","12","95","69","60","87","100","75","1400000US25021418101","Census Tract 4181.01, Norfolk County, Massachusetts"
"1884","190","1271","172","1136","147","135","81","125","79","10","16","0","12","0","12","0","12","458","144","97","61","361","129","0","12","0","12","0","12","31","27","0","12","0","12","43","44","42","47","39","32","1400000US25021418102","Census Tract 4181.02, Norfolk County, Massachusetts"
"3877","440","2663","387","2403","406","260","154","260","154","0","17","0","17","0","17","0","17","615","217","93","118","482","190","40","58","0","17","0","17","0","17","0","17","72","109","111","104","182","102","234","172","1400000US25021418200","Census Tract 4182, Norfolk County, Massachusetts"
"3251","327","2496","335","2275","305","221","112","188","102","33","53","0","17","0","17","0","17","655","187","35","42","493","162","127","92","0","17","0","17","0","17","0","17","0","17","50","46","0","17","50","40","1400000US25021419100","Census Tract 4191, Norfolk County, Massachusetts"
"2603","253","2003","260","1878","253","125","69","125","69","0","17","0","17","0","17","0","17","428","165","37","43","184","75","207","145","0","17","0","17","0","17","0","17","9","15","9","16","15","17","139","74","1400000US25021419200","Census Tract 4192, Norfolk County, Massachusetts"
"2134","194","1631","220","1417","214","214","93","191","94","10","15","13","18","0","12","0","12","292","94","45","47","213","70","23","25","11","17","0","12","13","20","0","12","5","10","21","24","6","10","166","79","1400000US25021419300","Census Tract 4193, Norfolk County, Massachusetts"
"1736","198","1376","197","1304","183","72","63","72","63","0","12","0","12","0","12","0","12","219","97","23","27","148","75","48","58","0","12","0","12","0","12","0","12","7","13","20","23","30","35","84","54","1400000US25021419400","Census Tract 4194, Norfolk County, Massachusetts"
"1568","139","1281","159","1200","154","81","52","69","51","12","17","0","12","0","12","0","12","231","106","0","12","173","82","58","57","0","12","0","12","20","27","0","12","0","12","18","25","0","12","18","20","1400000US25021419500","Census Tract 4195, Norfolk County, Massachusetts"
"3731","302","2934","286","2654","272","280","150","267","149","0","17","0","17","13","33","0","17","492","192","17","29","338","144","137","99","0","17","0","17","38","58","0","17","0","17","0","17","1","3","266","135","1400000US25021419600","Census Tract 4196, Norfolk County, Massachusetts"
"2298","189","1653","180","1505","171","148","54","142","55","0","12","6","12","0","12","0","12","460","113","24","27","348","92","79","65","9","14","0","12","0","12","0","12","0","12","20","22","53","53","112","70","1400000US25021419700","Census Tract 4197, Norfolk County, Massachusetts"
"2147","200","1688","209","1530","183","158","83","129","79","0","12","14","25","15","18","0","12","271","104","30","39","186","88","24","25","31","48","0","12","0","12","0","12","0","12","57","34","39","49","92","57","1400000US25021419800","Census Tract 4198, Norfolk County, Massachusetts"
"4723","480","3877","424","3346","419","531","234","429","225","49","64","0","17","0","17","53","78","741","254","85","85","489","235","109","106","58","69","0","17","0","17","0","17","0","17","26","33","0","17","79","64","1400000US25021420100","Census Tract 4201, Norfolk County, Massachusetts"
"1767","271","1460","273","1181","263","279","102","258","107","11","19","10","17","0","12","0","12","289","146","97","59","161","100","31","43","0","12","0","12","0","12","0","12","0","12","0","12","18","21","0","12","1400000US25021420201","Census Tract 4202.01, Norfolk County, Massachusetts"
"3711","391","3173","371","2886","385","287","99","189","95","67","74","31","45","0","17","0","17","326","168","93","93","175","122","43","43","15","25","0","17","0","17","0","17","0","17","15","22","54","79","143","118","1400000US25021420202","Census Tract 4202.02, Norfolk County, Massachusetts"
"3549","367","3037","367","2749","411","288","162","261","160","27","49","0","17","0","17","0","17","293","153","90","77","173","114","30","36","0","17","0","17","0","17","0","17","40","61","93","65","32","38","54","52","1400000US25021420301","Census Tract 4203.01, Norfolk County, Massachusetts"
"4013","468","3513","454","3064","418","449","255","293","186","0","17","154","196","0","17","2","16","444","214","141","118","182","133","121","103","0","17","0","17","0","17","0","17","0","17","24","39","0","17","32","40","1400000US25021420302","Census Tract 4203.02, Norfolk County, Massachusetts"
"2828","467","2200","448","1755","438","445","276","102","81","63","50","280","261","0","17","0","17","539","196","69","80","170","126","300","188","0","17","0","17","12","20","0","17","0","17","0","17","0","17","77","61","1400000US25021421100","Census Tract 4211, Norfolk County, Massachusetts"
"2985","314","2518","310","2328","295","190","99","70","58","84","89","23","35","0","17","13","27","401","159","74","61","195","107","128","107","4","9","0","17","0","17","0","17","0","17","14","26","0","17","52","48","1400000US25021421200","Census Tract 4212, Norfolk County, Massachusetts"
"3134","275","2710","267","2511","239","199","116","163","112","36","33","0","17","0","17","0","17","162","77","0","17","57","43","105","55","0","17","0","17","0","17","0","17","0","17","100","76","0","17","162","81","1400000US25021422100","Census Tract 4221, Norfolk County, Massachusetts"
"4428","345","3824","368","3509","316","315","162","200","136","96","102","19","32","0","17","0","17","357","135","0","17","184","91","173","96","0","17","0","17","0","17","0","17","0","17","40","44","19","27","188","116","1400000US25021422200","Census Tract 4222, Norfolk County, Massachusetts"
"1827","189","1607","204","1462","206","145","77","78","57","11","17","27","32","14","24","15","22","170","72","26","39","107","58","37","43","0","12","0","12","0","12","0","12","0","12","0","12","23","24","27","26","1400000US25021422301","Census Tract 4223.01, Norfolk County, Massachusetts"
"3997","441","3380","386","2959","381","421","228","238","188","148","168","35","50","0","17","0","17","379","162","128","131","220","121","30","39","1","3","0","17","0","17","14","23","0","17","74","72","53","64","97","83","1400000US25021422302","Census Tract 4223.02, Norfolk County, Massachusetts"
"4016","411","3202","381","2935","356","267","111","251","105","0","17","0","17","0","17","16","27","577","260","0","17","450","245","127","98","0","17","0","17","25","41","0","17","0","17","121","87","0","17","91","56","1400000US25021422400","Census Tract 4224, Norfolk County, Massachusetts"
"2990","354","2418","305","2172","324","246","125","233","120","13","20","0","17","0","17","0","17","376","140","53","41","264","138","59","54","0","17","0","17","0","17","0","17","0","17","67","65","36","56","93","87","1400000US25021422501","Census Tract 4225.01, Norfolk County, Massachusetts"
"2982","395","2456","366","2228","344","228","147","143","103","61","87","24","42","0","17","0","17","237","146","21","32","193","133","23","38","0","17","0","17","0","17","0","17","12","19","97","134","10","17","170","107","1400000US25021422502","Census Tract 4225.02, Norfolk County, Massachusetts"
"3998","419","3462","431","3190","406","272","150","154","125","104","74","0","17","14","25","0","17","389","144","86","105","61","54","225","113","1","5","16","25","0","17","0","17","0","17","25","41","0","17","122","77","1400000US25021422600","Census Tract 4226, Norfolk County, Massachusetts"
"2056","188","1626","215","1547","212","79","37","48","30","26","21","5","10","0","12","0","12","268","102","56","48","185","81","27","40","0","12","0","12","0","12","0","12","0","12","89","51","15","20","58","45","1400000US25021422700","Census Tract 4227, Norfolk County, Massachusetts"
"2263","230","1900","225","1781","224","119","68","51","35","42","47","20","34","6","11","0","12","283","79","35","32","138","58","55","39","0","12","55","47","0","12","0","12","0","12","7","16","0","12","73","43","1400000US25021422800","Census Tract 4228, Norfolk County, Massachusetts"
"3874","263","2522","297","2450","315","72","56","24","36","48","47","0","17","0","17","0","17","884","196","0","17","0","17","439","167","0","17","445","138","24","37","0","17","0","17","26","34","17","27","401","131","1400000US25021423100","Census Tract 4231, Norfolk County, Massachusetts"
"5058","288","4602","312","4236","402","366","268","203","106","158","229","0","17","0","17","5","13","134","75","0","17","0","17","134","75","0","17","0","17","0","17","0","17","0","17","13","22","56","55","253","123","1400000US25021440100","Census Tract 4401, Norfolk County, Massachusetts"
"1612","131","1400","133","1269","133","131","67","109","67","0","12","22","22","0","12","0","12","107","41","0","12","28","21","79","37","0","12","0","12","0","12","0","12","0","12","0","12","20","28","85","38","1400000US25021441202","Census Tract 4412.02, Norfolk County, Massachusetts"
"2101","155","1800","175","1697","182","103","89","103","89","0","12","0","12","0","12","0","12","123","47","0","12","11","16","112","46","0","12","0","12","0","12","26","41","0","12","0","12","9","14","143","66","1400000US25021441203","Census Tract 4412.03, Norfolk County, Massachusetts"
"2631","193","2234","218","2150","218","84","41","72","38","12","18","0","12","0","12","0","12","253","109","7","13","0","12","246","109","0","12","0","12","0","12","0","12","8","15","0","12","11","19","125","61","1400000US25021441204","Census Tract 4412.04, Norfolk County, Massachusetts"
"2932","235","2336","184","2240","180","96","59","92","59","0","17","0","17","0","17","4","9","149","63","0","17","1","9","148","62","0","17","0","17","0","17","4","9","0","17","172","83","28","26","243","90","1400000US25021442101","Census Tract 4421.01, Norfolk County, Massachusetts"
"4507","317","3787","356","3481","339","306","157","306","157","0","17","0","17","0","17","0","17","212","128","0","17","47","47","165","135","0","17","0","17","0","17","0","17","0","17","46","56","20","35","442","170","1400000US25021442102","Census Tract 4421.02, Norfolk County, Massachusetts"
"3843","267","3300","300","3144","305","156","94","126","80","30","49","0","17","0","17","0","17","261","108","0","17","32","40","229","105","0","17","0","17","0","17","0","17","0","17","0","17","20","33","262","129","1400000US25021442103","Census Tract 4421.03, Norfolk County, Massachusetts"
"2460","162","2004","176","1956","173","48","40","19","28","11","17","18","20","0","12","0","12","165","71","0","12","6","11","159","71","0","12","0","12","0","12","9","13","0","12","36","45","26","32","220","87","1400000US25021442201","Census Tract 4422.01, Norfolk County, Massachusetts"
"4279","390","3606","437","3460","407","146","101","95","84","51","63","0","17","0","17","0","17","175","86","0","17","2","4","173","86","0","17","0","17","0","17","0","17","0","17","64","36","13","20","421","159","1400000US25021442202","Census Tract 4422.02, Norfolk County, Massachusetts"
"4362","354","3931","375","3632","343","299","171","285","172","14","21","0","17","0","17","0","17","69","57","0","17","0","17","69","57","0","17","0","17","0","17","0","17","0","17","38","43","124","117","200","120","1400000US25021443101","Census Tract 4431.01, Norfolk County, Massachusetts"
"5664","327","5106","338","4637","381","469","206","421","199","18","28","30","49","0","17","0","17","256","110","1","3","16","27","239","115","0","17","0","17","0","17","0","17","0","17","77","58","51","79","174","81","1400000US25021443102","Census Tract 4431.02, Norfolk County, Massachusetts"
"2068","252","1826","231","1672","199","154","125","144","124","0","12","8","17","0","12","2","4","126","75","0","12","63","57","63","41","0","12","0","12","0","12","15","18","0","12","2","4","0","12","99","79","1400000US25021456101","Census Tract 4561.01, Norfolk County, Massachusetts"
"2892","313","2470","306","2147","323","323","183","231","165","59","63","11","17","7","12","15","22","204","89","53","48","45","54","106","61","0","17","0","17","2","20","0","17","9","20","107","83","12","19","88","46","1400000US25021456102","Census Tract 4561.02, Norfolk County, Massachusetts"
"2357","171","2065","174","1984","170","81","62","57","51","24","27","0","12","0","12","0","12","71","47","0","12","56","43","15","24","0","12","0","12","0","12","0","12","0","12","49","46","35","55","137","73","1400000US25021456200","Census Tract 4562, Norfolk County, Massachusetts"
"1023","148","808","141","628","133","180","60","157","60","0","12","8","11","0","12","15","15","149","62","22","25","22","29","92","43","13","19","0","12","0","12","0","12","0","12","50","40","0","12","16","23","1400000US25021456301","Census Tract 4563.01, Norfolk County, Massachusetts"
"2914","347","2528","326","2286","306","242","149","189","137","15","24","17","28","0","17","21","32","172","86","53","52","34","41","85","64","0","17","0","17","22","35","0","17","18","31","72","77","0","17","102","86","1400000US25021456302","Census Tract 4563.02, Norfolk County, Massachusetts"
"1499","176","1258","177","1180","185","78","46","48","40","22","23","0","12","8","13","0","12","150","64","29","31","0","12","121","59","0","12","0","12","0","12","0","12","0","12","40","48","0","12","51","40","1400000US25021456401","Census Tract 4564.01, Norfolk County, Massachusetts"
"2969","245","2629","272","2469","284","160","81","57","57","63","42","40","44","0","17","0","17","220","98","0","17","37","35","183","90","0","17","0","17","0","17","0","17","13","21","9","15","9","15","89","47","1400000US25021456402","Census Tract 4564.02, Norfolk County, Massachusetts"
"2448","150","2167","172","2024","183","143","81","106","72","24","29","13","21","0","12","0","12","167","114","39","47","108","89","20","26","0","12","0","12","0","12","16","24","0","12","11","18","0","12","87","49","1400000US25021457100","Census Tract 4571, Norfolk County, Massachusetts"
"2934","241","2211","251","2149","248","62","59","62","59","0","17","0","17","0","17","0","17","392","179","14","23","44","51","300","167","34","39","0","17","0","17","0","17","50","47","51","61","0","17","230","94","1400000US25021457200","Census Tract 4572, Norfolk County, Massachusetts"
