"B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M","GEO_ID","NAME"
"1159","29","89","56","86","34","153","60","341","104","307","82","75","51","108","88","0","12","0","12","0","12","1400000US25017352600","Census Tract 3526, Middlesex County, Massachusetts"
"1009","90","23","31","63","62","226","75","436","94","113","84","27","26","10","15","111","56","0","12","0","12","1400000US25017352700","Census Tract 3527, Middlesex County, Massachusetts"
"1000","52","115","34","72","41","135","43","426","68","238","57","6","9","0","12","8","11","0","12","0","12","1400000US25017352800","Census Tract 3528, Middlesex County, Massachusetts"
"1438","72","94","39","144","75","312","116","375","87","155","59","167","76","163","72","28","21","0","12","0","12","1400000US25017352900","Census Tract 3529, Middlesex County, Massachusetts"
"2138","71","130","88","95","73","122","69","319","102","274","86","257","88","313","94","628","117","0","12","0","12","1400000US25017353000","Census Tract 3530, Middlesex County, Massachusetts"
"1010","68","7","11","50","31","84","50","149","53","204","62","37","21","136","47","343","74","0","12","0","12","1400000US25017353101","Census Tract 3531.01, Middlesex County, Massachusetts"
"344","70","4","7","0","12","0","12","0","12","17","23","10","11","5","8","308","66","0","12","0","12","1400000US25017353102","Census Tract 3531.02, Middlesex County, Massachusetts"
"1904","73","165","70","188","90","251","90","399","101","161","63","147","45","177","55","416","104","0","17","0","17","1400000US25017353200","Census Tract 3532, Middlesex County, Massachusetts"
"1956","58","198","79","224","91","278","83","474","122","450","118","154","65","149","62","20","24","0","12","9","14","1400000US25017353300","Census Tract 3533, Middlesex County, Massachusetts"
"1418","61","64","45","169","62","132","83","327","107","215","120","90","55","134","84","287","108","0","12","0","12","1400000US25017353400","Census Tract 3534, Middlesex County, Massachusetts"
"1369","82","139","57","62","45","201","85","437","99","160","70","73","35","122","50","175","63","0","12","0","12","1400000US25017353500","Census Tract 3535, Middlesex County, Massachusetts"
"1495","108","198","74","65","44","253","77","270","77","256","86","214","77","199","82","40","27","0","12","0","12","1400000US25017353600","Census Tract 3536, Middlesex County, Massachusetts"
"1909","92","55","32","126","54","203","88","358","78","297","92","251","90","347","93","272","54","0","17","0","17","1400000US25017353700","Census Tract 3537, Middlesex County, Massachusetts"
"3140","82","128","96","78","93","212","87","194","91","356","147","606","180","1023","211","543","150","0","12","0","12","1400000US25017353800","Census Tract 3538, Middlesex County, Massachusetts"
"1503","89","111","57","30","26","126","70","312","100","129","75","123","48","137","63","535","109","0","17","0","17","1400000US25017353900","Census Tract 3539, Middlesex County, Massachusetts"
"2157","71","137","67","85","40","144","73","154","66","149","73","419","87","691","126","378","90","0","12","0","12","1400000US25017354000","Census Tract 3540, Middlesex County, Massachusetts"
"1678","115","183","50","58","35","66","40","65","49","154","65","174","79","600","118","378","89","0","12","0","12","1400000US25017354100","Census Tract 3541, Middlesex County, Massachusetts"
"1391","84","573","100","162","54","352","89","63","36","105","75","43","17","54","29","39","22","0","12","0","12","1400000US25017354200","Census Tract 3542, Middlesex County, Massachusetts"
"1690","58","221","69","124","58","477","116","292","84","71","58","0","12","143","76","362","75","0","12","0","12","1400000US25017354300","Census Tract 3543, Middlesex County, Massachusetts"
"788","48","152","47","72","27","342","45","170","42","45","21","0","12","0","12","7","11","0","12","0","12","1400000US25017354400","Census Tract 3544, Middlesex County, Massachusetts"
"1371","30","262","74","92","43","37","26","166","68","231","70","165","53","266","100","152","57","0","12","0","12","1400000US25017354500","Census Tract 3545, Middlesex County, Massachusetts"
"2966","121","385","119","153","95","567","170","195","115","183","99","104","67","318","124","1061","175","0","17","0","17","1400000US25017354600","Census Tract 3546, Middlesex County, Massachusetts"
"1304","33","214","80","152","62","215","62","338","88","114","46","120","55","58","29","77","65","16","24","0","12","1400000US25017354700","Census Tract 3547, Middlesex County, Massachusetts"
"1087","33","162","40","101","44","165","42","350","65","75","39","114","45","115","36","5","7","0","12","0","12","1400000US25017354800","Census Tract 3548, Middlesex County, Massachusetts"
"3682","164","152","64","232","122","319","143","293","131","110","89","153","99","436","162","1987","213","0","17","0","17","1400000US25017354900","Census Tract 3549, Middlesex County, Massachusetts"
"1568","51","127","44","19","24","405","101","378","100","79","54","30","23","217","64","302","74","11","17","0","12","1400000US25017355000","Census Tract 3550, Middlesex County, Massachusetts"
"1446","36","184","52","108","67","926","107","211","88","8","12","0","12","0","12","9","15","0","12","0","12","1400000US25017356100","Census Tract 3561, Middlesex County, Massachusetts"
"2450","68","362","109","305","103","1055","162","281","110","102","65","191","97","26","42","128","67","0","17","0","17","1400000US25017356300","Census Tract 3563, Middlesex County, Massachusetts"
"3123","111","2219","150","60","55","336","109","129","95","0","17","17","28","85","48","277","88","0","17","0","17","1400000US25017356400","Census Tract 3564, Middlesex County, Massachusetts"
"2954","88","1704","170","81","56","538","163","127","104","140","102","94","72","63","49","207","64","0","17","0","17","1400000US25017356500","Census Tract 3565, Middlesex County, Massachusetts"
"2141","51","1070","89","72","53","195","66","134","64","79","43","275","65","170","59","120","51","26","40","0","12","1400000US25017356601","Census Tract 3566.01, Middlesex County, Massachusetts"
"1770","49","875","79","85","50","350","83","147","56","82","47","46","37","54","47","131","42","0","12","0","12","1400000US25017356602","Census Tract 3566.02, Middlesex County, Massachusetts"
"3221","85","211","89","82","59","1098","161","278","111","111","62","186","80","651","186","604","167","0","17","0","17","1400000US25017356701","Census Tract 3567.01, Middlesex County, Massachusetts"
"3102","132","1141","154","333","112","551","142","146","73","87","64","165","126","334","135","345","121","0","17","0","17","1400000US25017356702","Census Tract 3567.02, Middlesex County, Massachusetts"
"1823","96","1302","87","59","41","30","28","56","26","9","14","0","12","99","54","268","101","0","12","0","12","1400000US25017357100","Census Tract 3571, Middlesex County, Massachusetts"
"1125","48","913","74","91","53","99","47","22","24","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017357200","Census Tract 3572, Middlesex County, Massachusetts"
"1299","42","288","53","78","45","576","83","287","69","39","30","12","18","8","13","11","18","0","12","0","12","1400000US25017357300","Census Tract 3573, Middlesex County, Massachusetts"
"929","23","457","52","41","22","422","51","9","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017357400","Census Tract 3574, Middlesex County, Massachusetts"
"895","31","296","48","33","22","516","59","11","13","6","10","0","12","33","18","0","12","0","12","0","12","1400000US25017357500","Census Tract 3575, Middlesex County, Massachusetts"
"1070","48","142","53","59","39","701","85","121","42","0","12","0","12","47","23","0","12","0","12","0","12","1400000US25017357600","Census Tract 3576, Middlesex County, Massachusetts"
"1712","68","388","88","270","74","547","113","275","77","60","48","90","67","82","51","0","12","0","12","0","12","1400000US25017357700","Census Tract 3577, Middlesex County, Massachusetts"
"1383","40","1112","60","51","47","149","57","71","36","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017357800","Census Tract 3578, Middlesex County, Massachusetts"
"1931","51","1646","83","125","56","113","62","18","20","29","21","0","17","0","17","0","17","0","17","0","17","1400000US25017358100","Census Tract 3581, Middlesex County, Massachusetts"
"2303","81","1375","109","148","82","0","17","16","26","17","28","267","87","36","42","444","105","0","17","0","17","1400000US25017358300","Census Tract 3583, Middlesex County, Massachusetts"
"1937","64","1511","88","66","45","49","37","50","38","59","46","30","22","41","31","125","42","0","17","6","8","1400000US25017358400","Census Tract 3584, Middlesex County, Massachusetts"
"1903","46","1505","114","137","53","57","51","10","16","26","25","84","53","38","27","46","49","0","17","0","17","1400000US25017358500","Census Tract 3585, Middlesex County, Massachusetts"
"2208","104","1704","135","105","86","62","50","153","108","57","49","59","50","33","40","35","40","0","17","0","17","1400000US25017358600","Census Tract 3586, Middlesex County, Massachusetts"
"1872","72","1572","85","211","60","27","42","41","42","14","17","7","11","0","17","0","17","0","17","0","17","1400000US25017358700","Census Tract 3587, Middlesex County, Massachusetts"
"2668","136","1527","137","179","70","26","29","96","64","110","86","136","93","400","122","194","92","0","17","0","17","1400000US25017359100","Census Tract 3591, Middlesex County, Massachusetts"
"2840","119","1948","155","456","140","202","116","37","30","55","44","117","85","0","17","25","31","0","17","0","17","1400000US25017359300","Census Tract 3593, Middlesex County, Massachusetts"
"577","41","179","57","346","54","0","12","38","28","6","9","0","12","8","12","0","12","0","12","0","12","1400000US25017360100","Census Tract 3601, Middlesex County, Massachusetts"
"2252","89","1461","159","237","108","8","15","188","105","96","75","13","22","100","78","149","61","0","12","0","12","1400000US25017360200","Census Tract 3602, Middlesex County, Massachusetts"
"2471","114","1606","135","176","85","62","45","206","131","210","123","18","28","13","20","180","53","0","17","0","17","1400000US25017361100","Census Tract 3611, Middlesex County, Massachusetts"
"2442","101","1314","114","139","56","52","40","81","58","79","66","79","59","487","126","211","91","0","17","0","17","1400000US25017361200","Census Tract 3612, Middlesex County, Massachusetts"
"2188","155","1804","152","140","72","64","55","38","44","121","104","0","17","0","17","21","35","0","17","0","17","1400000US25017361300","Census Tract 3613, Middlesex County, Massachusetts"
"2029","111","1868","122","68","52","12","19","10","17","13","21","0","17","45","20","13","20","0","17","0","17","1400000US25017362100","Census Tract 3621, Middlesex County, Massachusetts"
"2760","116","845","116","297","103","69","58","144","86","61","54","531","157","649","157","164","75","0","17","0","17","1400000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts"
"1362","61","968","74","77","41","9","14","23","18","36","31","167","61","82","40","0","12","0","12","0","12","1400000US25017363103","Census Tract 3631.03, Middlesex County, Massachusetts"
"2268","68","1732","118","199","89","128","95","52","50","54","52","81","102","22","35","0","17","0","17","0","17","1400000US25017363104","Census Tract 3631.04, Middlesex County, Massachusetts"
"1199","38","976","66","22","32","54","39","41","22","41","26","10","15","8","13","20","17","27","42","0","12","1400000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts"
"1365","45","1013","70","88","50","62","33","43","28","73","49","58","32","10","17","8","14","10","15","0","12","1400000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts"
"2511","118","1538","146","150","108","166","87","111","65","191","125","229","114","111","79","15","23","0","17","0","17","1400000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts"
"2156","140","1167","152","274","108","318","107","79","53","213","85","94","101","11","19","0","17","0","17","0","17","1400000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts"
"2679","72","2517","99","127","83","23","28","0","17","0","17","12","21","0","17","0","17","0","17","0","17","1400000US25017365100","Census Tract 3651, Middlesex County, Massachusetts"
"2097","70","1910","83","102","54","10","16","48","26","0","17","0","17","10","16","17","20","0","17","0","17","1400000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts"
"1718","48","1282","81","142","52","19","21","58","42","36","33","36","31","124","72","21","18","0","12","0","12","1400000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts"
"1834","82","1507","115","51","30","85","60","10","15","0","12","61","58","16","20","64","30","40","51","0","12","1400000US25017366100","Census Tract 3661, Middlesex County, Massachusetts"
"1275","40","1230","50","45","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017366201","Census Tract 3662.01, Middlesex County, Massachusetts"
"2032","72","1478","83","345","70","42","44","46","48","8","13","12","19","30","37","47","21","24","38","0","17","1400000US25017366202","Census Tract 3662.02, Middlesex County, Massachusetts"
"1438","81","1340","88","8","13","9","14","13","17","28","19","0","12","23","37","8","12","9","15","0","12","1400000US25017367100","Census Tract 3671, Middlesex County, Massachusetts"
"2526","142","2057","166","101","68","31","36","150","76","0","17","17","28","32","37","138","68","0","17","0","17","1400000US25017367200","Census Tract 3672, Middlesex County, Massachusetts"
"2694","126","1301","170","158","92","137","91","67","61","357","127","282","265","78","63","314","124","0","17","0","17","1400000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts"
"1494","42","1233","83","40","25","16","17","10","15","37","32","104","61","54","39","0","12","0","12","0","12","1400000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts"
"1768","75","1016","98","94","56","215","83","193","75","74","41","34","28","97","55","45","42","0","12","0","12","1400000US25017368200","Census Tract 3682, Middlesex County, Massachusetts"
"2542","76","479","134","120","83","554","161","635","150","313","155","189","91","202","106","50","60","0","17","0","17","1400000US25017368300","Census Tract 3683, Middlesex County, Massachusetts"
"2469","98","981","135","26","30","219","117","272","124","449","124","52","61","17","28","453","131","0","17","0","17","1400000US25017368400","Census Tract 3684, Middlesex County, Massachusetts"
"1735","68","165","74","150","79","220","100","308","105","217","86","218","78","39","26","411","94","7","12","0","12","1400000US25017368500","Census Tract 3685, Middlesex County, Massachusetts"
"2540","97","247","116","126","60","712","169","938","192","266","130","185","106","28","32","38","33","0","17","0","17","1400000US25017368600","Census Tract 3686, Middlesex County, Massachusetts"
"1078","62","130","60","30","29","438","124","308","88","99","59","73","55","0","12","0","12","0","12","0","12","1400000US25017368700","Census Tract 3687, Middlesex County, Massachusetts"
"2523","107","570","128","155","76","480","201","465","198","98","65","181","82","139","89","435","115","0","17","0","17","1400000US25017368800","Census Tract 3688, Middlesex County, Massachusetts"
"2154","57","966","167","300","96","38","54","111","81","273","99","313","102","112","65","15","27","26","33","0","17","1400000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts"
"1588","77","185","61","139","53","194","88","196","102","288","110","259","99","260","88","34","28","33","52","0","12","1400000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts"
"581","21","169","29","58","21","8","9","0","12","41","24","84","29","188","34","33","18","0","12","0","12","1400000US25017369000","Census Tract 3690, Middlesex County, Massachusetts"
"1970","70","1546","109","0","17","142","82","56","46","13","11","207","76","6","10","0","17","0","17","0","17","1400000US25017369100","Census Tract 3691, Middlesex County, Massachusetts"
"2987","101","1110","183","572","142","857","176","106","88","106","81","94","52","25","30","117","59","0","17","0","17","1400000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts"
"4324","135","824","155","233","99","935","163","383","140","87","51","166","113","468","147","1228","182","0","17","0","17","1400000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts"
"1727","56","539","89","135","59","808","129","145","75","19","16","16","20","58","42","7","11","0","12","0","12","1400000US25017370201","Census Tract 3702.01, Middlesex County, Massachusetts"
"1904","70","666","102","187","81","852","127","99","53","81","67","9","13","10","15","0","12","0","12","0","12","1400000US25017370202","Census Tract 3702.02, Middlesex County, Massachusetts"
"3035","85","248","122","228","98","1008","178","516","165","185","128","102","104","159","68","589","132","0","17","0","17","1400000US25017370300","Census Tract 3703, Middlesex County, Massachusetts"
"2593","125","510","162","143","70","950","220","419","150","38","44","108","95","73","47","352","129","0","17","0","17","1400000US25017370400","Census Tract 3704, Middlesex County, Massachusetts"
"2113","129","677","166","333","124","740","176","140","96","17","27","150","88","0","12","56","62","0","12","0","12","1400000US25017373100","Census Tract 3731, Middlesex County, Massachusetts"
"2113","49","464","98","384","120","723","130","275","101","101","60","53","48","113","53","0","17","0","17","0","17","1400000US25017373200","Census Tract 3732, Middlesex County, Massachusetts"
"1320","33","413","61","195","72","285","78","189","72","34","25","67","30","59","47","78","56","0","12","0","12","1400000US25017373300","Census Tract 3733, Middlesex County, Massachusetts"
"1436","37","495","100","137","56","588","103","94","61","24","21","35","27","27","42","36","23","0","12","0","12","1400000US25017373400","Census Tract 3734, Middlesex County, Massachusetts"
"1941","74","1438","106","97","52","188","86","40","36","56","36","94","58","28","17","0","17","0","17","0","17","1400000US25017373500","Census Tract 3735, Middlesex County, Massachusetts"
"1020","24","630","84","22","19","210","71","87","65","13","20","0","17","58","32","0","17","0","17","0","17","1400000US25017373600","Census Tract 3736, Middlesex County, Massachusetts"
"1409","35","1243","71","89","48","49","28","8","14","10","16","0","12","10","16","0","12","0","12","0","12","1400000US25017373700","Census Tract 3737, Middlesex County, Massachusetts"
"2577","62","1197","140","247","112","408","136","41","39","73","48","29","33","78","45","504","110","0","17","0","17","1400000US25017373800","Census Tract 3738, Middlesex County, Massachusetts"
"2715","60","1727","144","108","71","206","106","0","17","39","32","60","49","136","76","439","129","0","17","0","17","1400000US25017373900","Census Tract 3739, Middlesex County, Massachusetts"
"1751","60","1402","64","90","30","9","15","18","21","9","14","8","14","28","25","187","51","0","12","0","12","1400000US25017374000","Census Tract 3740, Middlesex County, Massachusetts"
"2055","62","899","130","220","82","276","75","127","64","38","34","50","34","60","50","385","81","0","12","0","12","1400000US25017374100","Census Tract 3741, Middlesex County, Massachusetts"
"1615","60","1136","82","146","58","210","71","58","30","16","18","12","17","37","27","0","12","0","12","0","12","1400000US25017374200","Census Tract 3742, Middlesex County, Massachusetts"
"1294","58","1209","55","0","12","19","22","0","12","18","19","0","12","8","14","40","20","0","12","0","12","1400000US25017374300","Census Tract 3743, Middlesex County, Massachusetts"
"2140","136","1545","126","23","25","60","57","77","65","0","17","19","31","17","27","399","110","0","17","0","17","1400000US25017374400","Census Tract 3744, Middlesex County, Massachusetts"
"1702","56","1019","86","119","58","323","76","42","34","107","50","10","16","82","36","0","12","0","12","0","12","1400000US25017374500","Census Tract 3745, Middlesex County, Massachusetts"
"1999","68","1215","107","150","72","470","96","154","67","0","17","0","17","0","17","0","17","10","17","0","17","1400000US25017374600","Census Tract 3746, Middlesex County, Massachusetts"
"1873","49","912","112","126","58","403","112","98","52","60","43","196","70","78","41","0","12","0","12","0","12","1400000US25017374700","Census Tract 3747, Middlesex County, Massachusetts"
"1478","69","878","79","60","45","93","49","0","17","106","55","163","58","59","34","88","52","31","34","0","17","1400000US25017374800","Census Tract 3748, Middlesex County, Massachusetts"
"1859","65","1750","73","22","22","52","43","0","17","0","17","7","11","12","14","11","14","0","17","5","9","1400000US25017382100","Census Tract 3821, Middlesex County, Massachusetts"
"2175","62","1466","124","83","61","301","109","121","85","29","31","106","77","69","38","0","17","0","17","0","17","1400000US25017382200","Census Tract 3822, Middlesex County, Massachusetts"
"2320","69","1646","146","111","68","159","83","97","68","165","100","34","40","80","50","28","31","0","17","0","17","1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts"
"2088","116","1343","124","126","51","150","73","104","65","65","51","76","37","224","75","0","17","0","17","0","17","1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts"
"2500","89","1132","117","96","66","252","105","115","74","79","81","118","76","151","84","518","129","39","62","0","17","1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts"
"2439","82","268","82","143","85","137","69","54","44","818","222","841","231","178","118","0","12","0","12","0","12","1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts"
"1888","52","1239","93","61","25","75","39","29","26","13","19","0","12","37","50","415","90","19","25","0","12","1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts"
"1397","64","178","63","77","64","262","85","112","67","38","29","321","97","307","102","102","58","0","12","0","12","1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts"
"2027","73","191","85","368","107","223","98","312","105","215","86","272","93","199","93","238","93","9","15","0","17","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"2372","136","759","167","187","96","446","171","573","191","61","65","90","88","182","115","44","38","0","17","30","38","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"1398","81","657","144","23","30","168","100","61","36","95","88","126","93","136","98","132","79","0","12","0","12","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"2547","69","694","181","381","164","453","203","302","176","151","113","219","128","180","153","167","120","0","17","0","17","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"2287","69","567","94","205","111","187","106","233","66","188","62","181","75","343","132","383","107","0","17","0","17","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"1072","55","528","59","139","78","32","30","82","59","181","79","10","16","81","46","19","23","0","12","0","12","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"2579","93","1571","196","16","27","73","67","80","77","30","35","316","156","202","120","291","163","0","17","0","17","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"2198","54","1715","114","43","38","91","79","69","83","41","46","190","92","16","28","33","52","0","17","0","17","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"2613","111","2124","138","157","96","22","34","43","50","17","26","94","88","104","67","38","42","0","17","14","25","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"3369","86","2588","159","172","125","19","30","32","37","39","43","0","17","137","96","339","122","43","68","0","17","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"2044","49","1973","71","11","17","17","20","8","11","0","17","0","17","0","17","35","30","0","17","0","17","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"609","21","411","36","16","17","14","17","0","12","11","12","55","40","50","31","52","25","0","12","0","12","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"2937","135","864","128","0","17","17","26","0","17","0","17","22","36","248","150","1786","212","0","17","0","17","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"2699","88","2106","164","82","55","54","39","153","96","152","82","12","19","81","49","59","44","0","17","0","17","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"1168","39","561","81","153","81","102","57","71","52","26","25","49","39","172","95","34","31","0","12","0","12","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"3201","112","1356","166","1013","169","209","111","498","141","56","38","0","17","55","63","14","23","0","17","0","17","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"1601","109","1465","123","63","49","9","13","0","12","21","18","0","12","32","19","11","16","0","12","0","12","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"1628","64","1436","78","45","48","8","15","10","14","10","17","0","12","44","57","75","36","0","12","0","12","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"2217","110","1790","113","70","85","122","98","81","79","19","29","57","67","30","35","48","40","0","17","0","17","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"1531","49","1276","75","96","32","0","12","92","54","22","19","12","19","33","46","0","12","0","12","0","12","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"2371","162","1242","132","146","45","31","28","63","38","234","106","386","119","269","85","0","17","0","17","0","17","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"2597","262","1717","264","125","64","135","94","255","145","156","121","135","94","0","17","0","17","74","66","0","17","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"1982","97","52","41","73","51","24","38","282","109","562","131","275","113","227","99","487","111","0","17","0","17","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"2524","76","179","79","58","42","70","68","367","147","578","151","271","89","361","120","640","156","0","17","0","17","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"2931","88","225","72","94","75","76","65","288","102","553","145","257","116","393","118","1011","187","0","17","34","50","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"1637","68","279","76","93","52","400","95","291","90","222","67","180","70","107","42","65","28","0","12","0","12","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"2769","105","293","107","116","65","334","107","269","121","180","73","179","92","420","107","978","183","0","17","0","17","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"2490","67","146","87","87","53","117","63","464","161","662","165","200","103","520","134","294","113","0","17","0","17","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"2238","65","498","121","142","55","75","56","489","125","403","120","143","74","217","94","271","74","0","17","0","17","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"1395","56","292","67","98","48","161","55","192","72","352","81","90","39","162","59","38","33","10","16","0","12","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"2599","69","118","71","63","52","190","87","311","107","491","134","269","114","582","160","575","128","0","17","0","17","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"1975","66","58","37","96","45","125","51","311","102","289","97","54","34","75","42","967","104","0","12","0","12","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"1313","50","250","45","130","68","200","52","460","88","179","70","49","29","19","22","26","25","0","12","0","12","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"1494","77","947","76","30","26","129","49","86","44","21","21","0","12","17","20","264","76","0","12","0","12","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"2598","78","1480","149","394","136","126","119","95","72","64","53","54","49","253","126","132","118","0","17","0","17","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"1542","58","1114","103","129","73","129","59","63","39","81","74","14","23","0","12","12","18","0","12","0","12","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"1775","75","921","125","93","59","364","102","234","90","66","47","15","18","68","35","14","16","0","12","0","12","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"884","37","618","54","111","36","72","32","42","25","25","20","4","7","4","6","0","12","8","13","0","12","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"1628","58","1492","82","0","12","24","26","0","12","0","12","11","17","44","65","47","41","10","15","0","12","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"2947","108","1718","171","28","39","210","109","153","87","70","66","22","36","55","53","669","150","22","42","0","17","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"1801","83","1026","105","77","36","47","63","30","47","36","51","90","50","157","85","338","85","0","12","0","12","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"2380","111","2177","102","0","17","116","102","0","17","0","17","0","17","72","50","15","28","0","17","0","17","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"1520","46","1430","61","16","18","33","23","23","21","0","12","9","14","9","14","0","12","0","12","0","12","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"2501","137","1849","143","64","49","124","73","18","28","52","83","102","62","48","46","244","72","0","17","0","17","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"2630","142","1460","173","373","118","136","99","139","117","14","23","74","53","187","114","247","108","0","17","0","17","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"1427","54","1150","69","89","55","28","25","21","31","53","39","8","12","68","32","10","18","0","12","0","12","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
"1312","54","1200","59","0","12","0","12","0","12","0","12","10","15","30","22","72","30","0","12","0","12","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"1233","64","1012","84","20","23","36","45","29","25","11","16","15","16","32","22","65","56","13","20","0","17","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"1795","72","1789","73","0","17","6","9","0","17","0","17","0","17","0","17","0","17","0","17","0","17","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"1384","50","979","86","140","55","81","53","102","72","20","22","18","19","44","27","0","12","0","12","0","12","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"1775","57","1106","90","60","37","33","26","174","71","40","31","28","26","181","92","153","59","0","17","0","17","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"2128","103","2086","104","30","25","0","17","0","17","12","18","0","17","0","17","0","17","0","17","0","17","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"2129","88","1638","113","127","43","19","21","45","36","93","50","116","66","82","54","9","14","0","17","0","17","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"2225","102","1963","105","30","42","63","67","28","32","40","39","62","52","14","22","25","31","0","17","0","17","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"3344","178","2280","177","253","100","139","86","149","84","101","76","226","123","111","73","85","96","0","17","0","17","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
